link_id,name,from_node_id,to_node_id,directed,geometry_id,geometry,parent_link_id,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,toll,jurisdiction,row_width
23 101892,,23,101892,,73,,,1,1740,0,hot,1800,25,1,,,,,,,
24 101783,,24,101783,,74,,,1,4177,0,hot,1800,25,1,,,,,,,
24 101786,,24,101786,,75,,,1,2624,0,hot,1800,25,1,,,,,,,
24 101909,,24,101909,,76,,,1,3650,0,hot,1800,25,1,,,,,,,
25 101906,,25,101906,,77,,,1,2445,0,hot,1800,25,1,,,,,,,
25 101922,,25,101922,,78,,,1,2055,0,hot,1800,25,1,,,,,,,
26 101919,,26,101919,,79,,,1,2651,0,hot,1800,25,1,,,,,,,
26 101922,,26,101922,,80,,,1,2331,0,hot,1800,25,1,,,,,,,
27 100131,,27,100131,,81,,,1,3076,0,hot,1800,25,1,,,,,,,
27 101917,,27,101917,,82,,,1,3005,0,hot,1800,25,1,,,,,,,
27 101926,,27,101926,,83,,,1,3147,0,hot,1800,25,1,,,,,,,
28 101924,,28,101924,,84,,,1,2660,0,hot,1800,25,1,,,,,,,
28 101929,,28,101929,,85,,,1,3836,0,hot,1800,25,1,,,,,,,
29 100268,,29,100268,,86,,,1,4261,0,hot,1800,25,1,,,,,,,
29 101906,,29,101906,,87,,,1,2547,0,hot,1800,25,1,,,,,,,
29 101928,,29,101928,,88,,,1,1933,0,hot,1800,25,1,,,,,,,
30 100751,,30,100751,,89,,,1,4992,0,hot,1800,25,1,,,,,,,
30 101775,,30,101775,,90,,,1,3511,0,hot,1800,25,1,,,,,,,
30 101781,,30,101781,,91,,,1,2325,0,hot,1800,25,1,,,,,,,
31 101781,,31,101781,,92,,,1,4080,0,hot,1800,25,1,,,,,,,
31 101907,,31,101907,,93,,,1,3737,0,hot,1800,25,1,,,,,,,
32 101908,,32,101908,,94,,,1,1864,0,hot,1800,25,1,,,,,,,
32 101912,,32,101912,,95,,,1,2484,0,hot,1800,25,1,,,,,,,
33 100133,,33,100133,,96,,,1,5181,0,hot,1800,25,1,,,,,,,
33 101915,,33,101915,,97,,,1,2622,0,hot,1800,25,1,,,,,,,
33 101916,,33,101916,,98,,,1,2991,0,hot,1800,25,1,,,,,,,
33 101918,,33,101918,,99,,,1,2648,0,hot,1800,25,1,,,,,,,
34 100144,,34,100144,,100,,,1,863,0,hot,1800,25,1,,,,,,,
34 100212,,34,100212,,101,,,1,427,0,hot,1800,25,1,,,,,,,
35 100096,,35,100096,,102,,,1,484,0,hot,1800,25,1,,,,,,,
35 101952,,35,101952,,103,,,1,507,0,hot,1800,25,1,,,,,,,
36 101935,,36,101935,,104,,,1,1778,0,hot,1800,25,1,,,,,,,
36 101948,,36,101948,,105,,,1,1407,0,hot,1800,25,1,,,,,,,
37 100213,,37,100213,,106,,,1,939,0,hot,1800,25,1,,,,,,,
37 101947,,37,101947,,107,,,1,1252,0,hot,1800,25,1,,,,,,,
38 101949,,38,101949,,108,,,1,1612,0,hot,1800,25,1,,,,,,,
38 101951,,38,101951,,109,,,1,682,0,hot,1800,25,1,,,,,,,
38 101964,,38,101964,,110,,,1,1053,0,hot,1800,25,1,,,,,,,
39 100214,,39,100214,,111,,,1,3196,0,hot,1800,25,1,,,,,,,
39 100220,,39,100220,,112,,,1,3538,0,hot,1800,25,1,,,,,,,
40 101962,,40,101962,,113,,,1,1064,0,hot,1800,25,1,,,,,,,
41 100175,,41,100175,,114,,,1,461,0,hot,1800,25,1,,,,,,,
41 100744,,41,100744,,115,,,1,626,0,hot,1800,25,1,,,,,,,
42 100102,,42,100102,,116,,,1,438,0,hot,1800,25,1,,,,,,,
43 101927,,43,101927,,117,,,1,1461,0,hot,1800,25,1,,,,,,,
43 101934,,43,101934,,118,,,1,1885,0,hot,1800,25,1,,,,,,,
44 100183,,44,100183,,119,,,1,817,0,hot,1800,25,1,,,,,,,
44 100185,,44,100185,,120,,,1,832,0,hot,1800,25,1,,,,,,,
45 100125,,45,100125,,121,,,1,2512,0,hot,1800,25,1,,,,,,,
45 100166,,45,100166,,122,,,1,2516,0,hot,1800,25,1,,,,,,,
45 100182,,45,100182,,123,,,1,3560,0,hot,1800,25,1,,,,,,,
46 100125,,46,100125,,124,,,1,3462,0,hot,1800,25,1,,,,,,,
47 100126,,47,100126,,125,,,1,2871,0,hot,1800,25,1,,,,,,,
47 100568,,47,100568,,126,,,1,1907,0,hot,1800,25,1,,,,,,,
48 100198,,48,100198,,127,,,1,1938,0,hot,1800,25,1,,,,,,,
49 100196,,49,100196,,128,,,1,1411,0,hot,1800,25,1,,,,,,,
50 100194,,50,100194,,129,,,1,1059,0,hot,1800,25,1,,,,,,,
51 100155,,51,100155,,130,,,1,1414,0,hot,1800,25,1,,,,,,,
52 100128,,52,100128,,131,,,1,2076,0,hot,1800,25,1,,,,,,,
52 100152,,52,100152,,132,,,1,4547,0,hot,1800,25,1,,,,,,,
53 100094,,53,100094,,133,,,1,655,0,hot,1800,25,1,,,,,,,
53 100095,,53,100095,,134,,,1,461,0,hot,1800,25,1,,,,,,,
54 100089,,54,100089,,135,,,1,335,0,hot,1800,25,1,,,,,,,
54 101957,,54,101957,,136,,,1,148,0,hot,1800,25,1,,,,,,,
55 100087,,55,100087,,137,,,1,969,0,hot,1800,25,1,,,,,,,
55 100099,,55,100099,,138,,,1,1135,0,hot,1800,25,1,,,,,,,
55 100258,,55,100258,,139,,,1,1452,0,hot,1800,25,1,,,,,,,
56 100084,,56,100084,,140,,,1,608,0,hot,1800,25,1,,,,,,,
57 100103,,57,100103,,141,,,1,843,0,hot,1800,25,1,,,,,,,
57 100106,,57,100106,,142,,,1,951,0,hot,1800,25,1,,,,,,,
58 100104,,58,100104,,143,,,1,2750,0,hot,1800,25,1,,,,,,,
58 100110,,58,100110,,144,,,1,1563,0,hot,1800,25,1,,,,,,,
59 100106,,59,100106,,145,,,1,608,0,hot,1800,25,1,,,,,,,
59 100218,,59,100218,,146,,,1,289,0,hot,1800,25,1,,,,,,,
59 100223,,59,100223,,147,,,1,1133,0,hot,1800,25,1,,,,,,,
60 100085,,60,100085,,148,,,1,518,0,hot,1800,25,1,,,,,,,
61 100110,,61,100110,,149,,,1,686,0,hot,1800,25,1,,,,,,,
62 100599,,62,100599,,150,,,1,1012,0,hot,1800,25,1,,,,,,,
63 100238,,63,100238,,151,,,1,855,0,hot,1800,25,1,,,,,,,
63 100242,,63,100242,,152,,,1,581,0,hot,1800,25,1,,,,,,,
63 100243,,63,100243,,153,,,1,2004,0,hot,1800,25,1,,,,,,,
64 100161,,64,100161,,154,,,1,2030,0,hot,1800,25,1,,,,,,,
65 100117,,65,100117,,155,,,1,3242,0,hot,1800,25,1,,,,,,,
65 100655,,65,100655,,156,,,1,2569,0,hot,1800,25,1,,,,,,,
66 100239,,66,100239,,157,,,1,106,0,hot,1800,25,1,,,,,,,
66 102554,,66,102554,,158,,,1,421,0,hot,1800,25,1,,,,,,,
67 100199,,67,100199,,159,,,1,771,0,hot,1800,25,1,,,,,,,
67 100645,,67,100645,,160,,,1,539,0,hot,1800,25,1,,,,,,,
68 100154,,68,100154,,161,,,1,1410,0,hot,1800,25,1,,,,,,,
68 100652,,68,100652,,162,,,1,1288,0,hot,1800,25,1,,,,,,,
68 100654,,68,100654,,163,,,1,1426,0,hot,1800,25,1,,,,,,,
69 100646,,69,100646,,164,,,1,840,0,hot,1800,25,1,,,,,,,
69 100648,,69,100648,,165,,,1,2710,0,hot,1800,25,1,,,,,,,
70 100663,,70,100663,,166,,,1,1378,0,hot,1800,25,1,,,,,,,
71 100157,,71,100157,,167,,,1,2741,0,hot,1800,25,1,,,,,,,
71 100160,,71,100160,,168,,,1,2587,0,hot,1800,25,1,,,,,,,
72 100657,,72,100657,,169,,,1,1996,0,hot,1800,25,1,,,,,,,
72 100699,,72,100699,,170,,,1,2678,0,hot,1800,25,1,,,,,,,
73 100662,,73,100662,,171,,,1,6438,0,hot,1800,25,1,,,,,,,
73 100665,,73,100665,,172,,,1,5681,0,hot,1800,25,1,,,,,,,
73 103415,,73,103415,,173,,,1,7277,0,hot,1800,25,1,,,,,,,
73 103978,,73,103978,,174,,,1,1518,0,hot,1800,25,1,,,,,,,
74 100057,,74,100057,,175,,,1,171,0,hot,1800,25,1,,,,,,,
74 100062,,74,100062,,176,,,1,198,0,hot,1800,25,1,,,,,,,
75 100060,,75,100060,,177,,,1,250,0,hot,1800,25,1,,,,,,,
75 100061,,75,100061,,178,,,1,104,0,hot,1800,25,1,,,,,,,
76 100070,,76,100070,,179,,,1,684,0,hot,1800,25,1,,,,,,,
76 100072,,76,100072,,180,,,1,454,0,hot,1800,25,1,,,,,,,
76 100073,,76,100073,,181,,,1,296,0,hot,1800,25,1,,,,,,,
76 100080,,76,100080,,182,,,1,976,0,hot,1800,25,1,,,,,,,
77 100206,,77,100206,,183,,,1,286,0,hot,1800,25,1,,,,,,,
77 100575,,77,100575,,184,,,1,459,0,hot,1800,25,1,,,,,,,
77 100580,,77,100580,,185,,,1,658,0,hot,1800,25,1,,,,,,,
78 100205,,78,100205,,186,,,1,1038,0,hot,1800,25,1,,,,,,,
78 100259,,78,100259,,187,,,1,917,0,hot,1800,25,1,,,,,,,
78 100571,,78,100571,,188,,,1,1097,0,hot,1800,25,1,,,,,,,
79 100202,,79,100202,,189,,,1,855,0,hot,1800,25,1,,,,,,,
79 100597,,79,100597,,190,,,1,1366,0,hot,1800,25,1,,,,,,,
80 100201,,80,100201,,191,,,1,928,0,hot,1800,25,1,,,,,,,
80 100256,,80,100256,,192,,,1,1107,0,hot,1800,25,1,,,,,,,
80 100585,,80,100585,,193,,,1,1320,0,hot,1800,25,1,,,,,,,
81 100257,,81,100257,,194,,,1,1187,0,hot,1800,25,1,,,,,,,
81 100604,,81,100604,,195,,,1,741,0,hot,1800,25,1,,,,,,,
81 100675,,81,100675,,196,,,1,1646,0,hot,1800,25,1,,,,,,,
82 100610,,82,100610,,197,,,1,868,0,hot,1800,25,1,,,,,,,
82 100613,,82,100613,,198,,,1,1403,0,hot,1800,25,1,,,,,,,
82 100675,,82,100675,,199,,,1,1037,0,hot,1800,25,1,,,,,,,
83 100603,,83,100603,,200,,,1,569,0,hot,1800,25,1,,,,,,,
84 100615,,84,100615,,201,,,1,613,0,hot,1800,25,1,,,,,,,
85 100619,,85,100619,,202,,,1,2516,0,hot,1800,25,1,,,,,,,
85 100621,,85,100621,,203,,,1,2555,0,hot,1800,25,1,,,,,,,
86 100620,,86,100620,,204,,,1,3191,0,hot,1800,25,1,,,,,,,
86 100673,,86,100673,,205,,,1,2168,0,hot,1800,25,1,,,,,,,
87 100639,,87,100639,,206,,,1,2643,0,hot,1800,25,1,,,,,,,
87 100672,,87,100672,,207,,,1,1862,0,hot,1800,25,1,,,,,,,
88 100638,,88,100638,,208,,,1,2690,0,hot,1800,25,1,,,,,,,
88 100666,,88,100666,,209,,,1,2611,0,hot,1800,25,1,,,,,,,
89 100627,,89,100627,,210,,,1,2030,0,hot,1800,25,1,,,,,,,
89 100630,,89,100630,,211,,,1,2021,0,hot,1800,25,1,,,,,,,
90 100644,,90,100644,,212,,,1,617,0,hot,1800,25,1,,,,,,,
91 100670,,91,100670,,213,,,1,2973,0,hot,1800,25,1,,,,,,,
91 103983,,91,103983,,214,,,1,1762,0,hot,1800,25,1,,,,,,,
92 100055,,92,100055,,215,,,1,233,0,hot,1800,25,1,,,,,,,
92 100062,,92,100062,,216,,,1,319,0,hot,1800,25,1,,,,,,,
92 100063,,92,100063,,217,,,1,179,0,hot,1800,25,1,,,,,,,
93 100073,,93,100073,,218,,,1,293,0,hot,1800,25,1,,,,,,,
93 100074,,93,100074,,219,,,1,173,0,hot,1800,25,1,,,,,,,
94 100074,,94,100074,,220,,,1,1116,0,hot,1800,25,1,,,,,,,
94 100075,,94,100075,,221,,,1,760,0,hot,1800,25,1,,,,,,,
94 101839,,94,101839,,222,,,1,618,0,hot,1800,25,1,,,,,,,
94 101840,,94,101840,,223,,,1,859,0,hot,1800,25,1,,,,,,,
95 100570,,95,100570,,224,,,1,471,0,hot,1800,25,1,,,,,,,
95 101836,,95,101836,,225,,,1,1120,0,hot,1800,25,1,,,,,,,
96 100573,,96,100573,,226,,,1,273,0,hot,1800,25,1,,,,,,,
96 101839,,96,101839,,227,,,1,1150,0,hot,1800,25,1,,,,,,,
97 100078,,97,100078,,228,,,1,753,0,hot,1800,25,1,,,,,,,
97 100574,,97,100574,,229,,,1,256,0,hot,1800,25,1,,,,,,,
97 100575,,97,100575,,230,,,1,215,0,hot,1800,25,1,,,,,,,
97 100578,,97,100578,,231,,,1,674,0,hot,1800,25,1,,,,,,,
98 100586,,98,100586,,232,,,1,1311,0,hot,1800,25,1,,,,,,,
98 100587,,98,100587,,233,,,1,2290,0,hot,1800,25,1,,,,,,,
98 100590,,98,100590,,234,,,1,785,0,hot,1800,25,1,,,,,,,
99 100562,,99,100562,,235,,,1,1170,0,hot,1800,25,1,,,,,,,
99 100605,,99,100605,,236,,,1,840,0,hot,1800,25,1,,,,,,,
99 100607,,99,100607,,237,,,1,442,0,hot,1800,25,1,,,,,,,
100 100263,,100,100263,,238,,,1,2389,0,hot,1800,25,1,,,,,,,
100 100497,,100,100497,,239,,,1,2987,0,hot,1800,25,1,,,,,,,
101 100556,,101,100556,,240,,,1,1211,0,hot,1800,25,1,,,,,,,
101 100558,,101,100558,,241,,,1,1179,0,hot,1800,25,1,,,,,,,
102 100543,,102,100543,,242,,,1,440,0,hot,1800,25,1,,,,,,,
102 100545,,102,100545,,243,,,1,1358,0,hot,1800,25,1,,,,,,,
103 100553,,103,100553,,244,,,1,2641,0,hot,1800,25,1,,,,,,,
103 100560,,103,100560,,245,,,1,2740,0,hot,1800,25,1,,,,,,,
104 100552,,104,100552,,246,,,1,811,0,hot,1800,25,1,,,,,,,
105 100526,,105,100526,,247,,,1,3949,0,hot,1800,25,1,,,,,,,
105 100535,,105,100535,,248,,,1,4035,0,hot,1800,25,1,,,,,,,
105 100541,,105,100541,,249,,,1,4033,0,hot,1800,25,1,,,,,,,
106 100540,,106,100540,,250,,,1,2431,0,hot,1800,25,1,,,,,,,
106 100541,,106,100541,,251,,,1,2387,0,hot,1800,25,1,,,,,,,
106 100546,,106,100546,,252,,,1,3931,0,hot,1800,25,1,,,,,,,
107 100550,,107,100550,,253,,,1,7966,0,hot,1800,25,1,,,,,,,
107 100624,,107,100624,,254,,,1,3981,0,hot,1800,25,1,,,,,,,
108 101854,,108,101854,,255,,,1,258,0,hot,1800,25,1,,,,,,,
108 101858,,108,101858,,256,,,1,248,0,hot,1800,25,1,,,,,,,
109 100027,,109,100027,,257,,,1,228,0,hot,1800,25,1,,,,,,,
109 100038,,109,100038,,258,,,1,230,0,hot,1800,25,1,,,,,,,
109 100039,,109,100039,,259,,,1,212,0,hot,1800,25,1,,,,,,,
109 100041,,109,100041,,260,,,1,257,0,hot,1800,25,1,,,,,,,
110 100064,,110,100064,,261,,,1,521,0,hot,1800,25,1,,,,,,,
110 100192,,110,100192,,262,,,1,549,0,hot,1800,25,1,,,,,,,
110 100255,,110,100255,,263,,,1,387,0,hot,1800,25,1,,,,,,,
110 101842,,110,101842,,264,,,1,595,0,hot,1800,25,1,,,,,,,
111 100178,,111,100178,,265,,,1,841,0,hot,1800,25,1,,,,,,,
111 100179,,111,100179,,266,,,1,769,0,hot,1800,25,1,,,,,,,
111 101843,,111,101843,,267,,,1,750,0,hot,1800,25,1,,,,,,,
111 101846,,111,101846,,268,,,1,587,0,hot,1800,25,1,,,,,,,
112 101813,,112,101813,,269,,,1,672,0,hot,1800,25,1,,,,,,,
112 101819,,112,101819,,270,,,1,1360,0,hot,1800,25,1,,,,,,,
112 101820,,112,101820,,271,,,1,1334,0,hot,1800,25,1,,,,,,,
112 101822,,112,101822,,272,,,1,702,0,hot,1800,25,1,,,,,,,
113 101816,,113,101816,,273,,,1,627,0,hot,1800,25,1,,,,,,,
113 101817,,113,101817,,274,,,1,145,0,hot,1800,25,1,,,,,,,
113 101827,,113,101827,,275,,,1,459,0,hot,1800,25,1,,,,,,,
114 100188,,114,100188,,276,,,1,949,0,hot,1800,25,1,,,,,,,
114 100189,,114,100189,,277,,,1,1199,0,hot,1800,25,1,,,,,,,
114 100216,,114,100216,,278,,,1,915,0,hot,1800,25,1,,,,,,,
115 100187,,115,100187,,279,,,1,944,0,hot,1800,25,1,,,,,,,
115 100217,,115,100217,,280,,,1,1355,0,hot,1800,25,1,,,,,,,
115 101829,,115,101829,,281,,,1,2249,0,hot,1800,25,1,,,,,,,
115 101832,,115,101832,,282,,,1,1313,0,hot,1800,25,1,,,,,,,
116 101832,,116,101832,,283,,,1,817,0,hot,1800,25,1,,,,,,,
116 101837,,116,101837,,284,,,1,2320,0,hot,1800,25,1,,,,,,,
117 100740,,117,100740,,285,,,1,505,0,hot,1800,25,1,,,,,,,
118 100741,,118,100741,,286,,,1,1163,0,hot,1800,25,1,,,,,,,
118 101829,,118,101829,,287,,,1,2581,0,hot,1800,25,1,,,,,,,
118 104446,,118,104446,,288,,,1,2378,0,hot,1800,25,1,,,,,,,
119 100193,,119,100193,,289,,,1,2076,0,hot,1800,25,1,,,,,,,
119 100498,,119,100498,,290,,,1,719,0,hot,1800,25,1,,,,,,,
120 100563,,120,100563,,291,,,1,1702,0,hot,1800,25,1,,,,,,,
120 100565,,120,100565,,292,,,1,1313,0,hot,1800,25,1,,,,,,,
120 104447,,120,104447,,293,,,1,1845,0,hot,1800,25,1,,,,,,,
121 100499,,121,100499,,294,,,1,3029,0,hot,1800,25,1,,,,,,,
121 100671,,121,100671,,295,,,1,1403,0,hot,1800,25,1,,,,,,,
122 100507,,122,100507,,296,,,1,1471,0,hot,1800,25,1,,,,,,,
123 100308,,123,100308,,297,,,1,647,0,hot,1800,25,1,,,,,,,
123 100494,,123,100494,,298,,,1,2810,0,hot,1800,25,1,,,,,,,
123 100526,,123,100526,,299,,,1,2026,0,hot,1800,25,1,,,,,,,
124 100502,,124,100502,,300,,,1,3484,0,hot,1800,25,1,,,,,,,
124 100510,,124,100510,,301,,,1,2670,0,hot,1800,25,1,,,,,,,
124 100511,,124,100511,,302,,,1,2534,0,hot,1800,25,1,,,,,,,
124 100514,,124,100514,,303,,,1,4158,0,hot,1800,25,1,,,,,,,
125 100504,,125,100504,,304,,,1,4124,0,hot,1800,25,1,,,,,,,
125 100508,,125,100508,,305,,,1,2730,0,hot,1800,25,1,,,,,,,
125 100509,,125,100509,,306,,,1,2550,0,hot,1800,25,1,,,,,,,
125 100517,,125,100517,,307,,,1,4156,0,hot,1800,25,1,,,,,,,
126 100309,,126,100309,,308,,,1,1914,0,hot,1800,25,1,,,,,,,
126 100495,,126,100495,,309,,,1,1918,0,hot,1800,25,1,,,,,,,
126 100496,,126,100496,,310,,,1,1836,0,hot,1800,25,1,,,,,,,
127 100515,,127,100515,,311,,,1,1408,0,hot,1800,25,1,,,,,,,
128 100527,,128,100527,,312,,,1,3032,0,hot,1800,25,1,,,,,,,
128 100529,,128,100529,,313,,,1,2871,0,hot,1800,25,1,,,,,,,
128 100531,,128,100531,,314,,,1,4117,0,hot,1800,25,1,,,,,,,
129 100528,,129,100528,,315,,,1,918,0,hot,1800,25,1,,,,,,,
129 100534,,129,100534,,316,,,1,800,0,hot,1800,25,1,,,,,,,
130 101889,,130,101889,,317,,,1,930,0,hot,1800,25,1,,,,,,,
130 101891,,130,101891,,318,,,1,910,0,hot,1800,25,1,,,,,,,
130 101894,,130,101894,,319,,,1,659,0,hot,1800,25,1,,,,,,,
131 101891,,131,101891,,320,,,1,797,0,hot,1800,25,1,,,,,,,
131 101892,,131,101892,,321,,,1,1031,0,hot,1800,25,1,,,,,,,
131 101985,,131,101985,,322,,,1,720,0,hot,1800,25,1,,,,,,,
131 102015,,131,102015,,323,,,1,393,0,hot,1800,25,1,,,,,,,
132 100254,,132,100254,,324,,,1,106,0,hot,1800,25,1,,,,,,,
132 101960,,132,101960,,325,,,1,175,0,hot,1800,25,1,,,,,,,
133 101882,,133,101882,,326,,,1,655,0,hot,1800,25,1,,,,,,,
133 101889,,133,101889,,327,,,1,530,0,hot,1800,25,1,,,,,,,
134 100288,,134,100288,,328,,,1,1306,0,hot,1800,25,1,,,,,,,
134 101869,,134,101869,,329,,,1,163,0,hot,1800,25,1,,,,,,,
134 101911,,134,101911,,330,,,1,517,0,hot,1800,25,1,,,,,,,
134 102000,,134,102000,,331,,,1,1220,0,hot,1800,25,1,,,,,,,
135 100011,,135,100011,,332,,,1,256,0,hot,1800,25,1,,,,,,,
135 100024,,135,100024,,333,,,1,250,0,hot,1800,25,1,,,,,,,
135 100025,,135,100025,,334,,,1,187,0,hot,1800,25,1,,,,,,,
135 100027,,135,100027,,335,,,1,264,0,hot,1800,25,1,,,,,,,
136 101746,,136,101746,,336,,,1,965,0,hot,1800,25,1,,,,,,,
137 101896,,137,101896,,337,,,1,660,0,hot,1800,25,1,,,,,,,
138 100264,,138,100264,,338,,,1,848,0,hot,1800,25,1,,,,,,,
138 101894,,138,101894,,339,,,1,1542,0,hot,1800,25,1,,,,,,,
138 101898,,138,101898,,340,,,1,1744,0,hot,1800,25,1,,,,,,,
139 100236,,139,100236,,341,,,1,412,0,hot,1800,25,1,,,,,,,
139 101766,,139,101766,,342,,,1,1079,0,hot,1800,25,1,,,,,,,
139 101799,,139,101799,,343,,,1,1185,0,hot,1800,25,1,,,,,,,
140 100210,,140,100210,,344,,,1,1213,0,hot,1800,25,1,,,,,,,
140 101798,,140,101798,,345,,,1,548,0,hot,1800,25,1,,,,,,,
141 100748,,141,100748,,346,,,1,554,0,hot,1800,25,1,,,,,,,
141 101797,,141,101797,,347,,,1,571,0,hot,1800,25,1,,,,,,,
142 100742,,142,100742,,348,,,1,653,0,hot,1800,25,1,,,,,,,
142 100743,,142,100743,,349,,,1,399,0,hot,1800,25,1,,,,,,,
