mvmt_id,node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,type,penalty,capacity,ctrl_type
1228,100030,,100029 100030,1,1,100030 7,1,1,left,,,none
1229,100030,,102019 100030,1,1,100030 11,1,1,left,,,none
1230,100030,,7 100030,1,1,100030 11,1,1,thru,,,none
1231,100030,,11 100030,1,1,100030 7,1,1,thru,,,none
1232,100030,,100029 100030,1,2,100030 102019,1,2,thru,,,none
1233,100030,,102019 100030,1,2,100030 100029,1,2,thru,,,none
1234,100030,,7 100030,1,1,100030 100029,2,2,right,,,none
1235,100030,,11 100030,1,1,100030 102019,2,2,right,,,none
1236,100030,,100029 100030,2,2,100030 11,1,1,right,,,none
1237,100030,,102019 100030,2,2,100030 7,1,1,right,,,none
1238,100032,,8 100032,1,1,100032 100033,1,1,left,,,none
1239,100032,,10 100032,1,1,100032 102017,1,1,left,,,none
1240,100032,,100033 100032,1,1,100032 10,1,1,left,,,none
1241,100032,,102017 100032,1,1,100032 8,1,1,left,,,none
1242,100032,,8 100032,1,1,100032 10,1,1,thru,,,none
1243,100032,,10 100032,1,1,100032 8,1,1,thru,,,none
1244,100032,,100033 100032,1,2,100032 102017,1,2,thru,,,none
1245,100032,,102017 100032,1,2,100032 100033,1,2,thru,,,none
1246,100032,,8 100032,1,1,100032 102017,2,2,right,,,none
1247,100032,,10 100032,1,1,100032 100033,2,2,right,,,none
1248,100032,,100033 100032,2,2,100032 8,1,1,right,,,none
1249,100032,,102017 100032,2,2,100032 10,1,1,right,,,none
1250,100033,,100021 100033,1,1,100033 100034,1,1,left,,,signal
1251,100033,,100034 100033,-1,-1,100033 100035,1,1,left,,,signal
1252,100033,,100021 100033,1,2,100033 100035,1,2,thru,,,signal
1253,100033,,100032 100033,1,2,100033 100034,1,2,thru,,,signal
1254,100033,,100034 100033,1,2,100033 100032,1,2,thru,,,signal
1255,100033,,100021 100033,2,2,100033 100032,2,2,right,,,signal
1256,100033,,100032 100033,2,2,100033 100035,2,2,right,,,signal
1257,100034,,100033 100034,-1,-1,100034 100020,1,1,left,,,signal
1258,100034,,100048 100034,1,1,100034 100033,1,1,left,,,signal
1259,100034,,100033 100034,1,2,100034 100092,1,2,thru,,,signal
1260,100034,,100048 100034,1,2,100034 100020,1,2,thru,,,signal
1261,100034,,100092 100034,1,2,100034 100033,1,2,thru,,,signal
1262,100034,,100048 100034,2,2,100034 100092,2,2,right,,,signal
1263,100034,,100092 100034,2,2,100034 100020,2,2,right,,,signal
1264,100035,,9 100035,1,1,100035 100047,1,1,left,,,none
1265,100035,,100033 100035,1,1,100035 9,1,1,left,,,none
1266,100035,,9 100035,1,1,100035 10,1,1,thru,,,none
1267,100035,,10 100035,1,1,100035 9,1,1,thru,,,none
1268,100035,,100033 100035,1,2,100035 100047,1,2,thru,,,none
1269,100035,,10 100035,1,1,100035 100047,2,2,right,,,none
1270,100035,,100033 100035,2,2,100035 10,1,1,right,,,none
1271,100036,,10 100036,1,1,100036 100045,1,1,left,,,none
1272,100036,,11 100036,1,1,100036 102018,1,1,left,,,none
1273,100036,,100045 100036,1,1,100036 11,1,1,left,,,none
1274,100036,,102018 100036,1,1,100036 10,1,1,left,,,none
1275,100036,,10 100036,1,1,100036 11,1,1,thru,,,none
1276,100036,,11 100036,1,1,100036 10,1,1,thru,,,none
1277,100036,,100045 100036,1,1,100036 102018,1,1,thru,,,none
1278,100036,,102018 100036,1,1,100036 100045,1,1,thru,,,none
1279,100036,,10 100036,1,1,100036 102018,1,1,right,,,none
1280,100036,,11 100036,1,1,100036 100045,1,1,right,,,none
1281,100036,,100045 100036,1,1,100036 10,1,1,right,,,none
1282,100036,,102018 100036,1,1,100036 11,1,1,right,,,none
1283,100037,,100043 100037,1,2,100037 100029,1,2,thru,,,none
1284,100037,,11 100037,1,1,100037 100029,2,2,right,,,none
1285,100037,,100043 100037,2,2,100037 11,1,1,right,,,none
1286,100038,,100028 100038,1,2,100038 100042,1,2,thru,,,none
1287,100038,,109 100038,1,1,100038 100042,2,2,right,,,none
1288,100038,,100028 100038,2,2,100038 109,1,1,right,,,none
1289,100039,,109 100039,1,1,100039 100040,1,1,left,,,none
1290,100039,,100026 100039,1,1,100039 109,1,1,left,,,none
1291,100039,,100026 100039,1,1,100039 100040,1,1,thru,,,none
1292,100039,,100040 100039,1,1,100039 100026,1,1,thru,,,none
1293,100039,,109 100039,1,1,100039 100026,1,1,right,,,none
1294,100039,,100040 100039,1,1,100039 109,1,1,right,,,none
1295,100040,,100041 100040,1,1,100040 100280,1,1,left,,,2_stop
1296,100040,,100280 100040,1,1,100040 100248,1,1,left,,,2_stop
1297,100040,,100039 100040,1,1,100040 100280,1,1,thru,,,2_stop
1298,100040,,100041 100040,1,2,100040 100248,1,2,thru,,,2_stop
1299,100040,,100280 100040,1,1,100040 100039,1,1,thru,,,2_stop
1300,100040,,100039 100040,1,1,100040 100248,2,2,right,,,2_stop
1301,100040,,100041 100040,2,2,100040 100039,1,1,right,,,2_stop
1302,100041,,180 100041,1,1,100041 100040,1,1,left,,,none
1303,100041,,100042 100041,1,1,100041 180,1,1,left,,,none
1304,100041,,109 100041,1,1,100041 180,1,1,thru,,,none
1305,100041,,180 100041,1,1,100041 109,1,1,thru,,,none
1306,100041,,100042 100041,1,2,100041 100040,1,2,thru,,,none
1307,100041,,109 100041,1,1,100041 100040,2,2,right,,,none
1308,100041,,100042 100041,2,2,100041 109,1,1,right,,,none
1309,100042,,100043 100042,1,1,100042 100281,1,1,left,,,signal
1310,100042,,100038 100042,1,2,100042 100281,1,2,thru,,,signal
1311,100042,,100043 100042,1,2,100042 100041,1,2,thru,,,signal
1312,100042,,100038 100042,2,2,100042 100041,2,2,right,,,signal
1313,100043,,100051 100043,1,1,100043 100042,1,1,left,,,none
1314,100043,,100044 100043,1,2,100043 100042,1,2,thru,,,none
1315,100043,,100051 100043,1,2,100043 100037,1,2,thru,,,none
1316,100043,,100044 100043,2,2,100043 100037,2,2,right,,,none
1317,100044,,12 100044,1,1,100044 100043,1,1,left,,,none
1318,100044,,100045 100044,1,1,100044 12,1,1,left,,,none
1319,100044,,11 100044,1,1,100044 12,1,1,thru,,,none
1320,100044,,12 100044,1,1,100044 11,1,1,thru,,,none
1321,100044,,100045 100044,1,2,100044 100043,1,2,thru,,,none
1322,100044,,11 100044,1,1,100044 100043,2,2,right,,,none
1323,100044,,100045 100044,2,2,100044 11,1,1,right,,,none
1324,100045,,100046 100045,1,1,100045 100050,1,1,left,,,signal
1325,100045,,100050 100045,1,1,100045 100044,1,1,left,,,signal
1326,100045,,100036 100045,1,1,100045 100050,1,1,thru,,,signal
1327,100045,,100046 100045,1,2,100045 100044,1,2,thru,,,signal
1328,100045,,100050 100045,1,1,100045 100036,1,1,thru,,,signal
1329,100045,,100036 100045,1,1,100045 100044,2,2,right,,,signal
1330,100045,,100046 100045,2,2,100045 100036,1,1,right,,,signal
1331,100046,,13 100046,1,1,100046 100045,1,1,left,,,none
1332,100046,,100047 100046,1,1,100046 13,1,1,left,,,none
1333,100046,,10 100046,1,1,100046 13,1,1,thru,,,none
1334,100046,,13 100046,1,1,100046 10,1,1,thru,,,none
1335,100046,,100047 100046,1,2,100046 100045,1,2,thru,,,none
1336,100046,,10 100046,1,1,100046 100045,2,2,right,,,none
1337,100046,,100047 100046,2,2,100046 10,1,1,right,,,none
1338,100047,,100048 100047,1,1,100047 100049,1,1,left,,,none
1339,100047,,100035 100047,1,2,100047 100049,1,2,thru,,,none
1340,100047,,100048 100047,1,2,100047 100046,1,2,thru,,,none
1341,100047,,100035 100047,2,2,100047 100046,2,2,right,,,none
1342,100048,,100100 100048,1,1,100048 100047,1,1,left,,,none
1343,100048,,100100 100048,1,2,100048 100034,1,2,thru,,,none
1344,100049,,100047 100049,1,2,100049 100058,1,2,thru,,,none
1345,100049,,13 100049,1,1,100049 100058,2,2,right,,,none
1346,100049,,100047 100049,2,2,100049 13,1,1,right,,,none
1347,100050,,12 100050,1,1,100050 100045,1,1,left,,,none
1348,100050,,13 100050,1,1,100050 100056,1,1,left,,,none
1349,100050,,100045 100050,1,1,100050 13,1,1,left,,,none
1350,100050,,100056 100050,1,1,100050 12,1,1,left,,,none
1351,100050,,12 100050,1,1,100050 13,1,1,thru,,,none
1352,100050,,13 100050,1,1,100050 12,1,1,thru,,,none
1353,100050,,100045 100050,1,1,100050 100056,1,1,thru,,,none
1354,100050,,100056 100050,1,1,100050 100045,1,1,thru,,,none
1355,100050,,12 100050,1,1,100050 100056,1,1,right,,,none
1356,100050,,13 100050,1,1,100050 100045,1,1,right,,,none
1357,100050,,100045 100050,1,1,100050 12,1,1,right,,,none
1358,100050,,100056 100050,1,1,100050 13,1,1,right,,,none
1359,100051,,100054 100051,1,2,100051 100043,1,2,thru,,,none
1360,100051,,12 100051,1,1,100051 100043,2,2,right,,,none
1361,100051,,100054 100051,2,2,100051 12,1,1,right,,,none
1362,100052,,100280 100052,1,1,100052 100276,1,1,left,,,signal
1363,100052,,101844 100052,1,1,100052 100280,1,1,left,,,signal
1364,100052,,100064 100052,1,1,100052 100280,1,1,thru,,,signal
1365,100052,,100280 100052,1,1,100052 100064,1,1,thru,,,signal
1366,100052,,101844 100052,1,2,100052 100276,1,2,thru,,,signal
1367,100052,,100064 100052,1,1,100052 100276,2,2,right,,,signal
1368,100052,,101844 100052,2,2,100052 100064,1,1,right,,,signal
1369,100053,,100281 100053,1,1,100053 100054,1,1,left,,,none
1370,100053,,100276 100053,1,2,100053 100054,1,2,thru,,,none
1371,100053,,100281 100053,1,2,100053 100251,1,2,thru,,,none
1372,100053,,100276 100053,2,2,100053 100251,2,2,right,,,none
1373,100054,,100053 100054,1,1,100054 100051,1,1,left,,,none
1374,100054,,100053 100054,1,2,100054 100055,1,2,thru,,,none
1375,100054,,100063 100054,1,2,100054 100051,1,2,thru,,,none
1376,100054,,100063 100054,2,2,100054 100055,2,2,right,,,none
1377,100055,,12 100055,1,1,100055 100056,1,1,left,,,none
1378,100055,,100054 100055,1,1,100055 12,1,1,left,,,none
1379,100055,,12 100055,1,1,100055 92,1,1,thru,,,none
1380,100055,,92 100055,1,1,100055 12,1,1,thru,,,none
1381,100055,,100054 100055,1,2,100055 100056,1,2,thru,,,none
1382,100055,,92 100055,1,1,100055 100056,2,2,right,,,none
1383,100055,,100054 100055,2,2,100055 92,1,1,right,,,none
1384,100056,,100050 100056,1,1,100056 100057,1,1,left,,,signal
1385,100056,,100055 100056,1,1,100056 100050,1,1,left,,,signal
1386,100056,,100050 100056,1,1,100056 100062,1,1,thru,,,signal
1387,100056,,100055 100056,1,2,100056 100057,1,3,thru,,,signal
1388,100056,,100062 100056,1,1,100056 100050,1,1,thru,,,signal
1389,100056,,100055 100056,2,2,100056 100062,1,1,right,,,signal
1390,100056,,100062 100056,2,2,100056 100057,3,3,right,,,signal
1391,100057,,13 100057,1,1,100057 100058,1,1,left,,,none
1392,100057,,100056 100057,1,1,100057 13,1,1,left,,,none
1393,100057,,13 100057,1,1,100057 74,1,1,thru,,,none
1394,100057,,74 100057,1,1,100057 13,1,1,thru,,,none
1395,100057,,100056 100057,1,3,100057 100058,1,3,thru,,,none
1396,100057,,74 100057,1,1,100057 100058,3,3,right,,,none
1397,100057,,100056 100057,3,3,100057 74,1,1,right,,,none
1398,100057,,13 100057,1,1,100057 13,1,1,uturn,,,none
1399,100057,,74 100057,1,1,100057 74,1,1,uturn,,,none
1400,100058,,100049 100058,1,1,100058 100059,1,1,left,,,none
1401,100058,,100057 100058,1,3,100058 100059,1,3,thru,,,none
1402,100059,,100058 100059,-1,-1,100059 104440,1,1,left,,,none
1403,100059,,100058 100059,1,3,100059 104439,1,2,thru,,,none
1404,100059,,100061 100059,1,1,100059 104440,1,1,thru,,,none
1405,100059,,100058 100059,3,3,100059 100061,1,1,right,,,none
1406,100059,,100061 100059,1,1,100059 104439,2,2,right,,,none
1407,100060,,75 100060,1,1,100060 104439,1,1,left,,,none
1408,100060,,100088 100060,1,1,100060 75,1,1,left,,,none
1409,100060,,100088 100060,1,1,100060 104439,1,1,thru,,,none
1410,100060,,104439 100060,1,2,100060 100088,1,2,thru,,,none
1411,100060,,75 100060,1,1,100060 100088,2,2,right,,,none
1412,100060,,104439 100060,2,2,100060 75,1,1,right,,,none
1413,100061,,75 100061,1,1,100061 100071,1,1,left,,,none
1414,100061,,100059 100061,1,1,100061 75,1,1,left,,,none
1415,100061,,100059 100061,1,1,100061 100071,1,1,thru,,,none
1416,100061,,100071 100061,1,1,100061 100059,1,1,thru,,,none
1417,100061,,75 100061,1,1,100061 100059,1,1,right,,,none
1418,100061,,100071 100061,1,1,100061 75,1,1,right,,,none
1419,100062,,74 100062,1,1,100062 100069,1,1,left,,,none
1420,100062,,92 100062,1,1,100062 100056,1,1,left,,,none
1421,100062,,100056 100062,1,1,100062 74,1,1,left,,,none
1422,100062,,100069 100062,1,1,100062 92,1,1,left,,,none
1423,100062,,74 100062,1,1,100062 92,1,1,thru,,,none
1424,100062,,92 100062,1,1,100062 74,1,1,thru,,,none
1425,100062,,100056 100062,1,1,100062 100069,1,1,thru,,,none
1426,100062,,100069 100062,1,1,100062 100056,1,1,thru,,,none
1427,100062,,74 100062,1,1,100062 100056,1,1,right,,,none
1428,100062,,92 100062,1,1,100062 100069,1,1,right,,,none
1429,100062,,100056 100062,1,1,100062 92,1,1,right,,,none
1430,100062,,100069 100062,1,1,100062 74,1,1,right,,,none
1431,100063,,100015 100063,1,2,100063 100054,1,2,thru,,,none
1432,100063,,92 100063,1,1,100063 100054,2,2,right,,,none
1433,100063,,100015 100063,2,2,100063 92,1,1,right,,,none
1434,100064,,110 100064,1,1,100064 100052,1,1,left,,,none
1435,100064,,100250 100064,1,1,100064 110,1,1,left,,,none
1436,100064,,100052 100064,1,1,100064 100250,1,1,thru,,,none
1437,100064,,100250 100064,1,1,100064 100052,1,1,thru,,,none
1438,100064,,110 100064,1,1,100064 100250,1,1,right,,,none
1439,100064,,100052 100064,1,1,100064 110,1,1,right,,,none
1440,100065,,100066 100065,1,1,100065 100250,1,1,thru,,,none
1441,100065,,100250 100065,1,1,100065 100066,1,1,thru,,,none
1442,100066,,100067 100066,1,1,100066 100075,1,1,left,,,none
1443,100066,,100251 100066,1,1,100066 100067,1,1,left,,,none
1444,100066,,100065 100066,1,1,100066 100067,1,1,thru,,,none
1445,100066,,100067 100066,1,1,100066 100065,1,1,thru,,,none
1446,100066,,100251 100066,1,2,100066 100075,1,2,thru,,,none
1447,100066,,100065 100066,1,1,100066 100075,2,2,right,,,none
1448,100066,,100251 100066,2,2,100066 100065,1,1,right,,,none
1449,100067,,100066 100067,1,1,100067 100015,1,1,left,,,4_stop
1450,100067,,100074 100067,1,1,100067 100066,1,1,left,,,4_stop
1451,100067,,100066 100067,1,1,100067 100068,1,1,thru,,,4_stop
1452,100067,,100068 100067,1,1,100067 100066,1,1,thru,,,4_stop
1453,100067,,100074 100067,1,2,100067 100015,1,2,thru,,,4_stop
1454,100067,,100068 100067,1,1,100067 100015,2,2,right,,,4_stop
1455,100067,,100074 100067,2,2,100067 100068,1,1,right,,,4_stop
1456,100068,,100067 100068,1,1,100068 100069,1,1,thru,,,none
1457,100068,,100069 100068,1,1,100068 100067,1,1,thru,,,none
1458,100069,,100062 100069,1,1,100069 100070,1,1,left,,,2_stop
1459,100069,,100068 100069,1,1,100069 100062,1,1,left,,,2_stop
1460,100069,,100070 100069,1,1,100069 100073,1,1,left,,,2_stop
1461,100069,,100073 100069,1,1,100069 100068,1,1,left,,,2_stop
1462,100069,,100062 100069,1,1,100069 100073,1,1,thru,,,2_stop
1463,100069,,100068 100069,1,1,100069 100070,1,1,thru,,,2_stop
1464,100069,,100070 100069,1,1,100069 100068,1,1,thru,,,2_stop
1465,100069,,100073 100069,1,1,100069 100062,1,1,thru,,,2_stop
1466,100069,,100062 100069,1,1,100069 100068,1,1,right,,,2_stop
1467,100069,,100068 100069,1,1,100069 100073,1,1,right,,,2_stop
1468,100069,,100070 100069,1,1,100069 100062,1,1,right,,,2_stop
1469,100069,,100073 100069,1,1,100069 100070,1,1,right,,,2_stop
1470,100070,,76 100070,1,1,100070 100069,1,1,left,,,none
1471,100070,,100071 100070,1,1,100070 76,1,1,left,,,none
1472,100070,,100069 100070,1,1,100070 100071,1,1,thru,,,none
1473,100070,,100071 100070,1,1,100070 100069,1,1,thru,,,none
1474,100070,,76 100070,1,1,100070 100071,1,1,right,,,none
1475,100070,,100069 100070,1,1,100070 76,1,1,right,,,none
1476,100071,,100061 100071,1,1,100071 100086,1,1,left,,,2_stop
1477,100071,,100070 100071,1,1,100071 100061,1,1,left,,,2_stop
1478,100071,,100072 100071,1,1,100071 100070,1,1,left,,,2_stop
1479,100071,,100086 100071,1,1,100071 100072,1,1,left,,,2_stop
1480,100071,,100061 100071,1,1,100071 100072,1,1,thru,,,2_stop
1481,100071,,100070 100071,1,1,100071 100086,1,1,thru,,,2_stop
1482,100071,,100072 100071,1,1,100071 100061,1,1,thru,,,2_stop
1483,100071,,100086 100071,1,1,100071 100070,1,1,thru,,,2_stop
1484,100071,,100061 100071,1,1,100071 100070,1,1,right,,,2_stop
1485,100071,,100070 100071,1,1,100071 100072,1,1,right,,,2_stop
1486,100071,,100072 100071,1,1,100071 100086,1,1,right,,,2_stop
1487,100071,,100086 100071,1,1,100071 100061,1,1,right,,,2_stop
1488,100072,,76 100072,1,1,100072 100071,1,1,left,,,none
1489,100072,,100081 100072,1,1,100072 76,1,1,left,,,none
1490,100072,,100071 100072,1,1,100072 100081,1,1,thru,,,none
1491,100072,,100081 100072,1,1,100072 100071,1,1,thru,,,none
1492,100072,,76 100072,1,1,100072 100081,1,1,right,,,none
1493,100072,,100071 100072,1,1,100072 76,1,1,right,,,none
1494,100073,,76 100073,1,1,100073 100079,1,1,left,,,none
1495,100073,,93 100073,1,1,100073 100069,1,1,left,,,none
1496,100073,,100069 100073,1,1,100073 76,1,1,left,,,none
1497,100073,,100079 100073,1,1,100073 93,1,1,left,,,none
1498,100073,,76 100073,1,1,100073 93,1,1,thru,,,none
1499,100073,,93 100073,1,1,100073 76,1,1,thru,,,none
1500,100073,,100069 100073,1,1,100073 100079,1,1,thru,,,none
1501,100073,,100079 100073,1,1,100073 100069,1,1,thru,,,none
1502,100073,,76 100073,1,1,100073 100069,1,1,right,,,none
1503,100073,,93 100073,1,1,100073 100079,1,1,right,,,none
1504,100073,,100069 100073,1,1,100073 93,1,1,right,,,none
1505,100073,,100079 100073,1,1,100073 76,1,1,right,,,none
1506,100073,,76 100073,1,1,100073 76,1,1,uturn,,,none
1507,100073,,93 100073,1,1,100073 93,1,1,uturn,,,none
1508,100074,,94 100074,1,1,100074 100067,1,1,left,,,none
1509,100074,,100077 100074,1,1,100074 94,1,1,left,,,none
1510,100074,,93 100074,1,1,100074 94,1,1,thru,,,none
1511,100074,,94 100074,1,1,100074 93,1,1,thru,,,none
1512,100074,,100077 100074,1,2,100074 100067,1,2,thru,,,none
1513,100074,,93 100074,1,1,100074 100067,2,2,right,,,none
1514,100074,,100077 100074,2,2,100074 93,1,1,right,,,none
1515,100075,,100066 100075,1,2,100075 100076,1,2,thru,,,none
1516,100075,,94 100075,1,1,100075 100076,2,2,right,,,none
1517,100075,,100066 100075,2,2,100075 94,1,1,right,,,none
1518,100076,,100075 100076,1,1,100076 100077,1,1,left,,,none
1519,100076,,100077 100076,1,1,100076 101839,1,1,thru,,,none
1520,100076,,101839 100076,1,1,100076 100077,1,1,thru,,,none
1521,100076,,100075 100076,2,2,100076 101839,1,1,right,,,none
1522,100077,,100076 100077,1,1,100077 100074,1,1,left,,,none
1523,100077,,100078 100077,1,1,100077 100574,1,1,left,,,none
1524,100077,,100574 100077,1,1,100077 100076,1,1,left,,,none
1525,100077,,100076 100077,1,1,100077 100078,1,1,thru,,,none
1526,100077,,100078 100077,1,1,100077 100076,1,1,thru,,,none
1527,100077,,100574 100077,1,1,100077 100074,1,2,thru,,,none
1528,100077,,100076 100077,1,1,100077 100574,1,1,right,,,none
1529,100077,,100078 100077,1,1,100077 100074,2,2,right,,,none
1530,100077,,100574 100077,1,1,100077 100078,1,1,right,,,none
1531,100078,,97 100078,1,1,100078 100077,1,1,left,,,none
1532,100078,,100079 100078,1,1,100078 97,1,1,left,,,none
1533,100078,,100077 100078,1,1,100078 100079,1,1,thru,,,none
1534,100078,,100079 100078,1,1,100078 100077,1,1,thru,,,none
1535,100078,,97 100078,1,1,100078 100079,1,1,right,,,none
1536,100078,,100077 100078,1,1,100078 97,1,1,right,,,none
1537,100079,,100073 100079,-1,-1,100079 100080,1,1,left,,,signal
1538,100079,,100078 100079,-1,-1,100079 100073,1,1,left,,,signal
1539,100079,,100080 100079,-1,-1,100079 100575,1,1,left,,,signal
1540,100079,,100575 100079,-1,-1,100079 100078,1,1,left,,,signal
1541,100079,,100073 100079,1,1,100079 100575,1,1,thru,,,signal
1542,100079,,100078 100079,1,1,100079 100080,1,1,thru,,,signal
1543,100079,,100080 100079,1,1,100079 100078,1,1,thru,,,signal
1544,100079,,100575 100079,1,1,100079 100073,1,1,thru,,,signal
1545,100079,,100073 100079,1,1,100079 100078,1,1,right,,,signal
1546,100079,,100078 100079,1,1,100079 100575,1,1,right,,,signal
1547,100079,,100080 100079,1,1,100079 100073,1,1,right,,,signal
1548,100079,,100575 100079,1,1,100079 100080,1,1,right,,,signal
1549,100080,,76 100080,1,1,100080 100081,1,1,left,,,none
1550,100080,,100079 100080,1,1,100080 76,1,1,left,,,none
1551,100080,,100079 100080,1,1,100080 100081,1,1,thru,,,none
1552,100080,,100081 100080,1,1,100080 100079,1,1,thru,,,none
1553,100080,,76 100080,1,1,100080 100079,1,1,right,,,none
1554,100080,,100081 100080,1,1,100080 76,1,1,right,,,none
1555,100081,,100072 100081,1,1,100081 100082,1,1,left,,,signal
1556,100081,,100080 100081,1,1,100081 100072,1,1,left,,,signal
1557,100081,,100082 100081,1,1,100081 100576,1,1,left,,,signal
1558,100081,,100576 100081,1,1,100081 100080,1,1,left,,,signal
1559,100081,,100072 100081,1,1,100081 100576,1,1,thru,,,signal
1560,100081,,100080 100081,1,1,100081 100082,1,1,thru,,,signal
1561,100081,,100082 100081,1,1,100081 100080,1,1,thru,,,signal
1562,100081,,100576 100081,1,1,100081 100072,1,1,thru,,,signal
1563,100081,,100072 100081,1,1,100081 100080,1,1,right,,,signal
1564,100081,,100080 100081,1,1,100081 100576,1,1,right,,,signal
1565,100081,,100082 100081,1,1,100081 100072,1,1,right,,,signal
1566,100081,,100576 100081,1,1,100081 100082,1,1,right,,,signal
1567,100082,,100081 100082,-1,-1,100082 100086,1,1,left,,,signal
1568,100082,,100083 100082,-1,-1,100082 100204,1,1,left,,,signal
1569,100082,,100086 100082,-1,-1,100082 100083,1,1,left,,,signal
1570,100082,,100204 100082,-1,-1,100082 100081,1,1,left,,,signal
1571,100082,,100081 100082,1,1,100082 100083,1,1,thru,,,signal
1572,100082,,100083 100082,1,1,100082 100081,1,1,thru,,,signal
1573,100082,,100086 100082,1,1,100082 100204,1,1,thru,,,signal
1574,100082,,100204 100082,1,1,100082 100086,1,1,thru,,,signal
1575,100082,,100081 100082,1,1,100082 100204,1,1,right,,,signal
1576,100082,,100083 100082,1,1,100082 100086,1,1,right,,,signal
1577,100082,,100086 100082,1,1,100082 100081,1,1,right,,,signal
1578,100082,,100204 100082,1,1,100082 100083,1,1,right,,,signal
1579,100083,,100082 100083,1,1,100083 100258,1,1,left,,,signal
1580,100083,,100084 100083,1,1,100083 100259,1,1,left,,,signal
1581,100083,,100258 100083,1,1,100083 100084,1,1,left,,,signal
1582,100083,,100259 100083,1,1,100083 100082,1,1,left,,,signal
1583,100083,,100082 100083,1,1,100083 100084,1,1,thru,,,signal
1584,100083,,100084 100083,1,1,100083 100082,1,1,thru,,,signal
1585,100083,,100258 100083,1,1,100083 100259,1,1,thru,,,signal
1586,100083,,100259 100083,1,1,100083 100258,1,1,thru,,,signal
1587,100083,,100082 100083,1,1,100083 100259,1,1,right,,,signal
1588,100083,,100084 100083,1,1,100083 100258,1,1,right,,,signal
1589,100083,,100258 100083,1,1,100083 100082,1,1,right,,,signal
1590,100083,,100259 100083,1,1,100083 100084,1,1,right,,,signal
1591,100084,,56 100084,1,1,100084 100085,1,1,left,,,none
1592,100084,,100083 100084,1,1,100084 56,1,1,left,,,none
1593,100084,,100083 100084,1,1,100084 100085,1,1,thru,,,none
1594,100084,,100085 100084,1,1,100084 100083,1,1,thru,,,none
1595,100084,,56 100084,1,1,100084 100083,1,1,right,,,none
1596,100084,,100085 100084,1,1,100084 56,1,1,right,,,none
1597,100084,,56 100084,1,1,100084 56,1,1,uturn,,,none
1598,100085,,60 100085,1,1,100085 100084,1,1,left,,,none
1599,100085,,170 100085,1,1,100085 100109,1,1,left,,,none
1600,100085,,100084 100085,1,1,100085 170,1,1,left,,,none
1601,100085,,100109 100085,1,1,100085 60,1,1,left,,,none
1602,100085,,60 100085,1,1,100085 170,1,1,thru,,,none
1603,100085,,170 100085,1,1,100085 60,1,1,thru,,,none
1604,100085,,100084 100085,1,1,100085 100109,1,1,thru,,,none
1605,100085,,100109 100085,1,1,100085 100084,1,1,thru,,,none
1606,100085,,60 100085,1,1,100085 100109,1,1,right,,,none
1607,100085,,170 100085,1,1,100085 100084,1,1,right,,,none
1608,100085,,100084 100085,1,1,100085 60,1,1,right,,,none
1609,100085,,100109 100085,1,1,100085 170,1,1,right,,,none
1610,100085,,60 100085,1,1,100085 60,1,1,uturn,,,none
1611,100085,,170 100085,1,1,100085 170,1,1,uturn,,,none
1612,100086,,100071 100086,1,1,100086 100088,1,1,left,,,2_stop
1613,100086,,100082 100086,1,1,100086 100071,1,1,left,,,2_stop
1614,100086,,100088 100086,1,1,100086 100099,1,1,left,,,2_stop
1615,100086,,100099 100086,1,1,100086 100082,1,1,left,,,2_stop
1616,100086,,100071 100086,1,1,100086 100099,1,1,thru,,,2_stop
1617,100086,,100082 100086,1,1,100086 100088,1,1,thru,,,2_stop
1618,100086,,100088 100086,1,1,100086 100082,1,1,thru,,,2_stop
1619,100086,,100099 100086,1,1,100086 100071,1,1,thru,,,2_stop
1620,100086,,100071 100086,1,1,100086 100082,1,1,right,,,2_stop
1621,100086,,100082 100086,1,1,100086 100099,1,1,right,,,2_stop
1622,100086,,100088 100086,1,1,100086 100071,1,1,right,,,2_stop
1623,100086,,100099 100086,1,1,100086 100088,1,1,right,,,2_stop
1624,100087,,55 100087,1,1,100087 100088,1,1,left,,,none
1625,100087,,100107 100087,1,1,100087 55,1,1,left,,,none
1626,100087,,100088 100087,1,1,100087 100107,1,1,thru,,,none
1627,100087,,100107 100087,1,1,100087 100088,1,1,thru,,,none
1628,100087,,55 100087,1,1,100087 100107,1,1,right,,,none
1629,100087,,100088 100087,1,1,100087 55,1,1,right,,,none
1630,100088,,100060 100088,-1,-1,100088 100089,1,1,left,,,signal
1631,100088,,100086 100088,-1,-1,100088 100060,1,1,left,,,signal
1632,100088,,100087 100088,-1,-1,100088 100086,1,1,left,,,signal
1633,100088,,100089 100088,-1,-1,100088 100087,1,1,left,,,signal
1634,100088,,100060 100088,1,2,100088 100087,1,1,thru,,,signal
1635,100088,,100086 100088,1,1,100088 100089,1,1,thru,,,signal
1636,100088,,100087 100088,1,1,100088 100060,1,1,thru,,,signal
1637,100088,,100089 100088,1,1,100088 100086,1,1,thru,,,signal
1638,100088,,100060 100088,3,3,100088 100086,1,1,right,,,signal
1639,100088,,100086 100088,1,1,100088 100087,1,1,right,,,signal
1640,100088,,100087 100088,1,1,100088 100089,1,1,right,,,signal
1641,100088,,100089 100088,1,1,100088 100060,1,1,right,,,signal
