lane_id,link_id,lane_num,allowed_uses,r_barrier,l_barrier,width
1945,100752 100772,1,,,,
1946,100752 161,1,,,,
1947,100753 103566,1,,,,
1948,100753 335,1,,,,
1949,100754 103571,1,,,,
1950,100754 103943,1,,,,
1951,100754 330,1,,,,
1952,100754 331,1,,,,
1953,100755 103528,1,,,,
1954,100755 331,1,,,,
1955,100756 100758,1,,,,
1956,100756 104018,1,,,,
1957,100756 104342,1,,,,
1958,100756 104408,1,,,,
1959,100757 104018,1,,,,
1960,100757 104400,1,,,,
1961,100757 334,1,,,,
1962,100758 100756,1,,,,
1963,100758 330,1,,,,
1964,100758 336,1,,,,
1965,100759 100760,1,,,,
1966,100759 103639,1,,,,
1967,100759 103858,1,,,,
1968,100760 100759,1,,,,
1969,100760 448,1,,,,
1970,100761 100762,1,,,,
1971,100761 103664,1,,,,
1972,100761 103665,1,,,,
1973,100762 100761,1,,,,
1974,100762 103631,1,,,,
1975,100762 103665,1,,,,
1976,100763 103705,1,,,,
1977,100763 449,1,,,,
1978,100764 103704,1,,,,
1979,100764 450,1,,,,
1980,100765 103747,1,,,,
1981,100765 457,1,,,,
1982,100766 100720,1,,,,
1983,100766 100721,1,,,,
1984,100766 100770,1,,,,
1985,100766 100772,1,,,,
1986,100767 100692,1,,,,
1987,100767 265,1,,,,
1988,100768 100693,1,,,,
1989,100768 265,1,,,,
1990,100769 103803,1,,,,
1991,100769 274,1,,,,
1992,100770 100733,1,,,,
1993,100770 100766,1,,,,
1994,100771 100722,1,,,,
1995,100771 100725,1,,,,
1996,100771 100772,1,,,,
1997,100772 100752,1,,,,
1998,100772 100766,1,,,,
1999,100772 100771,1,,,,
2000,100773 100723,1,,,,
2001,100773 100774,1,,,,
2002,100773 100776,1,,,,
2003,100774 100714,1,,,,
2004,100774 100773,1,,,,
2005,100774 379,1,,,,
2006,100775 100776,1,,,,
2007,100775 100777,1,,,,
2008,100775 100778,1,,,,
2009,100775 101755,1,,,,
2010,100776 100773,1,,,,
2011,100776 100775,1,,,,
2012,100776 160,1,,,,
2013,100776 379,1,,,,
2014,100777 100775,1,,,,
2015,100777 101759,1,,,,
2016,100777 380,1,,,,
2017,100778 100775,1,,,,
2018,100778 101765,1,,,,
2019,100778 379,1,,,,
2020,101 100556,1,,,,
2021,101 100558,1,,,,
2022,101745 101884,1,,,,
2023,101745 101887,1,,,,
2024,101745 384,1,,,,
2025,101746 101794,1,,,,
2026,101746 101794,2,,,,
2027,101746 101795,1,,,,
2028,101746 101795,2,,,,
2029,101746 136,1,,,,
2030,101747 101760,1,,,,
2031,101747 196,1,,,,
2032,101748 101760,1,,,,
2033,101748 145,1,,,,
2034,101749 101760,1,,,,
2035,101749 101763,1,,,,
2036,101749 197,1,,,,
2037,101750 101759,1,,,,
2038,101750 101759,2,,,,
2039,101750 101765,1,,,,
2040,101750 101765,2,,,,
2041,101750 196,1,,,,
2042,101750 381,1,,,,
2043,101751 100750,1,,,,
2044,101751 101752,1,,,,
2045,101751 149,1,,,,
2046,101752 101751,1,,,,
2047,101752 101753,1,,,,
2048,101752 151,1,,,,
2049,101753 100726,1,,,,
2050,101753 101752,1,,,,
2051,101753 101754,1,,,,
2052,101754 101753,1,,,,
2053,101754 101755,1,,,,
2054,101754 149,1,,,,
2055,101755 100775,1,,,,
2056,101755 101754,1,,,,
2057,101755 160,1,,,,
2058,101756 100750,1,,,,
2059,101756 100750,2,,,,
2060,101756 101758,1,,,,
2061,101756 101758,2,,,,
2062,101756 149,1,,,,
2063,101756 199,1,,,,
2064,101756 201,1,,,,
2065,101757 100176,1,,,,
2066,101757 100176,2,,,,
2067,101757 100230,1,,,,
2068,101757 100231,1,,,,
2069,101757 101758,1,,,,
2070,101757 101758,2,,,,
2071,101758 101756,1,,,,
2072,101758 101756,2,,,,
2073,101758 101757,1,,,,
2074,101758 101757,2,,,,
2075,101758 101759,1,,,,
2076,101758 101759,2,,,,
2077,101758 101760,1,,,,
2078,101758 101760,2,,,,
2079,101759 100777,1,,,,
2080,101759 101750,1,,,,
2081,101759 101750,2,,,,
2082,101759 101758,1,,,,
2083,101759 101758,2,,,,
2084,101760 101747,1,,,,
2085,101760 101748,1,,,,
2086,101760 101749,1,,,,
2087,101760 101758,1,,,,
2088,101760 101758,2,,,,
2089,101761 101785,1,,,,
2090,101761 101788,1,,,,
2091,101762 101763,1,,,,
2092,101762 101785,1,,,,
2093,101762 155,1,,,,
2094,101763 101749,1,,,,
2095,101763 101762,1,,,,
2096,101763 101765,1,,,,
2097,101763 102555,1,,,,
2098,101764 100285,1,,,,
2099,101764 101868,1,,,,
2100,101764 101872,1,,,,
2101,101764 101873,1,,,,
2102,101765 100225,1,,,,
2103,101765 100225,2,,,,
2104,101765 100778,1,,,,
2105,101765 101750,1,,,,
2106,101765 101750,2,,,,
2107,101765 101763,1,,,,
2108,101766 101804,1,,,,
2109,101766 139,1,,,,
2110,101767 100225,1,,,,
2111,101767 100225,2,,,,
2112,101767 101768,1,,,,
2113,101767 101769,1,,,,
2114,101767 101769,2,,,,
2115,101768 101767,1,,,,
2116,101768 101770,1,,,,
2117,101768 156,1,,,,
2118,101769 100714,1,,,,
2119,101769 100714,2,,,,
2120,101769 101767,1,,,,
2121,101769 101767,2,,,,
2122,101769 159,1,,,,
2123,101770 100727,1,,,,
2124,101770 101768,1,,,,
2125,101770 101771,1,,,,
2126,101771 101770,1,,,,
2127,101771 101772,1,,,,
2128,101771 156,1,,,,
2129,101772 100227,1,,,,
2130,101772 100229,1,,,,
2131,101772 101771,1,,,,
2132,101772 101773,1,,,,
2133,101773 101772,1,,,,
2134,101773 101774,1,,,,
2135,101773 102555,1,,,,
2136,101774 100228,1,,,,
2137,101774 101773,1,,,,
2138,101774 101782,1,,,,
2139,101775 100228,1,,,,
2140,101775 101776,1,,,,
2141,101775 30,1,,,,
2142,101776 101775,1,,,,
2143,101776 101777,1,,,,
2144,101777 100702,1,,,,
2145,101777 101776,1,,,,
2146,101777 101779,1,,,,
2147,101777 103889,1,,,,
2148,101778 101861,1,,,,
2149,101778 101861,2,,,,
2150,101778 101862,1,,,,
2151,101778 101862,2,,,,
2152,101778 177,1,,,,
2153,101779 100751,1,,,,
2154,101779 101777,1,,,,
2155,101779 101780,1,,,,
2156,101779 103578,1,,,,
2157,101780 101779,1,,,,
2158,101780 101781,1,,,,
2159,101780 103400,1,,,,
2160,101781 101780,1,,,,
2161,101781 101782,1,,,,
2162,101781 30,1,,,,
2163,101781 31,1,,,,
2164,101782 101774,1,,,,
2165,101782 101781,1,,,,
2166,101782 101783,1,,,,
2167,101783 101782,1,,,,
2168,101783 101784,1,,,,
2169,101783 24,1,,,,
2170,101784 101783,1,,,,
2171,101784 101785,1,,,,
2172,101784 155,1,,,,
2173,101785 101761,1,,,,
2174,101785 101762,1,,,,
2175,101785 101784,1,,,,
2176,101785 101786,1,,,,
2177,101786 101785,1,,,,
2178,101786 101787,1,,,,
2179,101786 24,1,,,,
2180,101787 101786,1,,,,
2181,101787 101904,1,,,,
2182,101787 146,1,,,,
2183,101788 100177,1,,,,
2184,101788 100177,2,,,,
2185,101788 101761,1,,,,
2186,101789 100177,1,,,,
2187,101789 100177,2,,,,
2188,101789 101790,1,,,,
2189,101789 101790,2,,,,
2190,101789 147,1,,,,
2191,101790 100234,1,,,,
2192,101790 100234,2,,,,
2193,101790 101789,1,,,,
2194,101790 101789,2,,,,
2195,101790 101791,1,,,,
2196,101790 101791,2,,,,
2197,101790 101794,1,,,,
2198,101790 101794,2,,,,
2199,101791 101790,1,,,,
2200,101791 101790,2,,,,
2201,101791 101792,1,,,,
2202,101791 101792,2,,,,
2203,101791 147,1,,,,
2204,101792 101791,1,,,,
2205,101792 101791,2,,,,
2206,101792 101793,1,,,,
2207,101792 101793,2,,,,
2208,101792 198,1,,,,
2209,101792 382,1,,,,
2210,101793 100173,1,,,,
2211,101793 100173,2,,,,
2212,101793 101792,1,,,,
2213,101793 101792,2,,,,
2214,101793 101897,1,,,,
2215,101793 101897,2,,,,
2216,101794 100303,1,,,,
2217,101794 100304,1,,,,
2218,101794 101746,1,,,,
2219,101794 101746,2,,,,
2220,101794 101790,1,,,,
2221,101794 101790,2,,,,
2222,101795 100246,1,,,,
2223,101795 100311,1,,,,
2224,101795 100311,2,,,,
2225,101795 101746,1,,,,
2226,101795 101746,2,,,,
2227,101796 100310,1,,,,
2228,101796 100311,1,,,,
2229,101796 100311,2,,,,
2230,101796 101797,1,,,,
2231,101796 101797,2,,,,
2232,101796 104441,1,,,,
2233,101797 101796,1,,,,
2234,101797 101796,2,,,,
2235,101797 101800,1,,,,
2236,101797 101800,2,,,,
2237,101797 141,1,,,,
2238,101797 194,1,,,,
2239,101798 101799,1,,,,
2240,101798 104441,1,,,,
2241,101798 140,1,,,,
2242,101798 383,1,,,,
2243,101799 101798,1,,,,
2244,101799 101884,1,,,,
2245,101799 139,1,,,,
2246,101800 100748,1,,,,
2247,101800 100748,2,,,,
2248,101800 101797,1,,,,
2249,101800 101797,2,,,,
2250,101800 101801,1,,,,
2251,101800 101801,2,,,,
2252,101800 101809,1,,,,
2253,101800 101809,2,,,,
2254,101801 100209,1,,,,
2255,101801 100210,1,,,,
2256,101801 101800,1,,,,
2257,101801 101800,2,,,,
2258,101801 101802,1,,,,
2259,101802 101801,1,,,,
2260,101802 101803,1,,,,
2261,101803 100302,1,,,,
2262,101803 101802,1,,,,
2263,101803 101808,1,,,,
2264,101804 100302,1,,,,
2265,101804 101766,1,,,,
2266,101804 101805,1,,,,
2267,101804 101807,1,,,,
2268,101805 101804,1,,,,
2269,101805 101806,1,,,,
2270,101806 101805,1,,,,
2271,101806 101875,1,,,,
2272,101806 144,1,,,,
2273,101807 101804,1,,,,
2274,101807 101815,1,,,,
2275,101807 144,1,,,,
2276,101807 191,1,,,,
2277,101808 101803,1,,,,
2278,101808 101814,1,,,,
2279,101808 143,1,,,,
2280,101808 191,1,,,,
2281,101809 100244,1,,,,
2282,101809 100245,1,,,,
2283,101809 101800,1,,,,
2284,101809 101800,2,,,,
2285,101809 101810,1,,,,
2286,101810 101809,1,,,,
2287,101810 101811,1,,,,
2288,101811 100743,1,,,,
2289,101811 101810,1,,,,
2290,101811 101812,1,,,,
2291,101811 101820,1,,,,
2292,101812 101811,1,,,,
2293,101812 101813,1,,,,
2294,101812 143,1,,,,
2295,101813 101812,1,,,,
2296,101813 101814,1,,,,
2297,101813 112,1,,,,
2298,101814 100260,1,,,,
2299,101814 101808,1,,,,
2300,101814 101813,1,,,,
2301,101814 101819,1,,,,
2302,101815 100260,1,,,,
2303,101815 101807,1,,,,
2304,101815 101816,1,,,,
2305,101815 101816,2,,,,
2306,101815 101818,1,,,,
2307,101816 101815,1,,,,
2308,101816 101815,2,,,,
2309,101816 101863,1,,,,
2310,101816 101863,2,,,,
2311,101816 113,1,,,,
2312,101816 144,1,,,,
2313,101817 101818,1,,,,
2314,101817 101851,1,,,,
2315,101817 113,1,,,,
2316,101818 101815,1,,,,
2317,101818 101817,1,,,,
2318,101818 101825,1,,,,
2319,101818 101943,1,,,,
2320,101819 101814,1,,,,
2321,101819 101824,1,,,,
2322,101819 112,1,,,,
2323,101819 188,1,,,,
2324,101820 101811,1,,,,
2325,101820 101821,1,,,,
2326,101820 112,1,,,,
2327,101820 142,1,,,,
2328,101821 100742,1,,,,
2329,101821 101820,1,,,,
2330,101821 101822,1,,,,
2331,101821 101829,1,,,,
2332,101822 101821,1,,,,
2333,101822 101823,1,,,,
2334,101822 112,1,,,,
2335,101823 101822,1,,,,
2336,101823 101824,1,,,,
2337,101824 100187,1,,,,
2338,101824 100300,1,,,,
2339,101824 101819,1,,,,
2340,101824 101823,1,,,,
2341,101825 101818,1,,,,
2342,101825 101826,1,,,,
2343,101826 100300,1,,,,
2344,101826 101825,1,,,,
2345,101826 101827,1,,,,
2346,101826 101828,1,,,,
2347,101827 101826,1,,,,
2348,101827 101849,1,,,,
2349,101827 113,1,,,,
2350,101828 100216,1,,,,
2351,101828 100217,1,,,,
2352,101828 101826,1,,,,
2353,101828 101833,1,,,,
2354,101829 101821,1,,,,
2355,101829 101830,1,,,,
2356,101829 115,1,,,,
2357,101829 118,1,,,,
2358,101830 100567,1,,,,
2359,101830 101829,1,,,,
2360,101830 101831,1,,,,
2361,101830 102010,1,,,,
2362,101831 100567,1,,,,
2363,101831 101830,1,,,,
2364,101831 101832,1,,,,
2365,101832 101831,1,,,,
2366,101832 101833,1,,,,
2367,101832 115,1,,,,
2368,101832 116,1,,,,
2369,101833 100698,1,,,,
2370,101833 101828,1,,,,
2371,101833 101832,1,,,,
2372,101834 100179,1,,,,
2373,101834 100698,1,,,,
2374,101834 101835,1,,,,
2375,101834 101843,1,,,,
2376,101835 100569,1,,,,
2377,101835 101834,1,,,,
2378,101835 101836,1,,,,
2379,101836 101835,1,,,,
2380,101836 101838,1,,,,
2381,101836 95,1,,,,
2382,101837 100566,1,,,,
2383,101837 100567,1,,,,
2384,101837 116,1,,,,
2385,101837 193,1,,,,
2386,101837 394,1,,,,
2387,101838 100572,1,,,,
2388,101838 101836,1,,,,
2389,101838 101839,1,,,,
2390,101838 101840,1,,,,
2391,101839 100076,1,,,,
2392,101839 101838,1,,,,
2393,101839 94,1,,,,
2394,101839 96,1,,,,
2395,101840 101838,1,,,,
2396,101840 101841,1,,,,
2397,101840 94,1,,,,
2398,101841 100178,1,,,,
2399,101841 100179,1,,,,
2400,101841 100192,1,,,,
2401,101841 101840,1,,,,
2402,101842 100178,1,,,,
2403,101842 101845,1,,,,
2404,101842 110,1,,,,
2405,101843 101834,1,,,,
2406,101843 101847,1,,,,
2407,101843 111,1,,,,
2408,101844 100052,1,,,,
2409,101844 100052,2,,,,
2410,101844 100255,1,,,,
2411,101844 100274,1,,,,
2412,101844 100279,1,,,,
2413,101845 100274,1,,,,
2414,101845 100278,1,,,,
2415,101845 101842,1,,,,
2416,101845 101846,1,,,,
2417,101846 101845,1,,,,
2418,101846 101847,1,,,,
2419,101846 111,1,,,,
2420,101846 175,1,,,,
2421,101847 100272,1,,,,
2422,101847 101843,1,,,,
2423,101847 101846,1,,,,
2424,101847 101853,1,,,,
2425,101848 100189,1,,,,
2426,101848 100272,1,,,,
2427,101848 100298,1,,,,
2428,101848 101852,1,,,,
2429,101849 100188,1,,,,
2430,101849 100298,1,,,,
2431,101849 101827,1,,,,
2432,101849 101850,1,,,,
2433,101850 101849,1,,,,
2434,101850 101851,1,,,,
2435,101851 100297,1,,,,
2436,101851 101817,1,,,,
2437,101851 101850,1,,,,
2438,101851 101863,1,,,,
2439,101852 100297,1,,,,
2440,101852 101848,1,,,,
2441,101852 101848,2,,,,
2442,101852 101862,1,,,,
2443,101853 100271,1,,,,
2444,101853 100271,2,,,,
2445,101853 101847,1,,,,
2446,101853 101859,1,,,,
2447,101854 101853,1,,,,
2448,101854 101853,2,,,,
2449,101854 108,1,,,,
2450,101854 175,1,,,,
2451,101855 100278,1,,,,
2452,101855 101854,1,,,,
2453,101855 101854,2,,,,
2454,101855 101856,1,,,,
2455,101856 101855,1,,,,
2456,101856 101857,1,,,,
2457,101856 178,1,,,,
2458,101857 100275,1,,,,
2459,101857 100275,2,,,,
2460,101857 100292,1,,,,
2461,101857 101856,1,,,,
2462,101857 101858,1,,,,
2463,101857 101858,2,,,,
2464,101858 101857,1,,,,
2465,101858 101857,2,,,,
2466,101858 101860,1,,,,
2467,101858 101860,2,,,,
2468,101858 108,1,,,,
2469,101858 184,1,,,,
2470,101859 101853,1,,,,
2471,101859 101860,1,,,,
2472,101860 101858,1,,,,
2473,101860 101858,2,,,,
2474,101860 101859,1,,,,
2475,101860 101911,1,,,,
2476,101860 101911,2,,,,
2477,101861 101778,1,,,,
2478,101861 101778,2,,,,
2479,101861 101868,1,,,,
2480,101861 101911,1,,,,
2481,101861 101911,2,,,,
2482,101862 100299,1,,,,
2483,101862 100299,2,,,,
2484,101862 101778,1,,,,
2485,101862 101778,2,,,,
2486,101862 101852,1,,,,
2487,101862 101852,2,,,,
2488,101862 101864,1,,,,
2489,101863 100299,1,,,,
2490,101863 100299,2,,,,
2491,101863 101816,1,,,,
2492,101863 101816,2,,,,
2493,101863 101851,1,,,,
2494,101863 101866,1,,,,
2495,101864 101862,1,,,,
2496,101864 101862,2,,,,
2497,101864 101867,1,,,,
2498,101865 100168,1,,,,
2499,101865 101883,1,,,,
2500,101865 384,1,,,,
2501,101866 100301,1,,,,
2502,101866 101863,1,,,,
2503,101866 101874,1,,,,
2504,101867 100301,1,,,,
2505,101867 101864,1,,,,
2506,101867 101864,2,,,,
2507,101867 101868,1,,,,
2508,101867 101873,1,,,,
2509,101868 101764,1,,,,
2510,101868 101861,1,,,,
2511,101868 101867,1,,,,
2512,101868 101869,1,,,,
2513,101869 101868,1,,,,
2514,101869 101868,2,,,,
2515,101869 134,1,,,,
2516,101870 100165,1,,,,
2517,101870 100292,1,,,,
2518,101870 100294,1,,,,
2519,101870 100295,1,,,,
2520,101870 100295,2,,,,
2521,101871 100287,1,,,,
2522,101871 100294,1,,,,
2523,101871 100296,1,,,,
2524,101871 101880,1,,,,
2525,101872 100287,1,,,,
2526,101872 101764,1,,,,
2527,101872 101878,1,,,,
2528,101873 101764,1,,,,
2529,101873 101867,1,,,,
2530,101873 101867,2,,,,
2531,101873 101875,1,,,,
2532,101873 101877,1,,,,
2533,101873 101877,2,,,,
2534,101874 101866,1,,,,
2535,101874 101875,1,,,,
2536,101874 144,1,,,,
2537,101874 190,1,,,,
2538,101875 101806,1,,,,
2539,101875 101873,1,,,,
2540,101875 101874,1,,,,
2541,101875 101876,1,,,,
2542,101876 101875,1,,,,
2543,101876 101883,1,,,,
2544,101877 100168,1,,,,
2545,101877 100168,2,,,,
2546,101877 101873,1,,,,
2547,101877 101873,2,,,,
2548,101877 101876,1,,,,
2549,101878 100285,1,,,,
2550,101878 100285,2,,,,
2551,101878 101872,1,,,,
2552,101878 101882,1,,,,
2553,101879 101878,1,,,,
2554,101879 101878,2,,,,
2555,101879 101913,1,,,,
2556,101880 101871,1,,,,
2557,101880 101879,1,,,,
2558,101880 101879,2,,,,
2559,101880 101881,1,,,,
2560,101881 100163,1,,,,
2561,101881 101880,1,,,,
2562,101881 101889,1,,,,
2563,101881 101890,1,,,,
2564,101882 101878,1,,,,
2565,101882 101888,1,,,,
2566,101882 133,1,,,,
2567,101882 183,1,,,,
2568,101883 100236,1,,,,
2569,101883 101865,1,,,,
2570,101883 101876,1,,,,
2571,101883 101884,1,,,,
2572,101884 101745,1,,,,
2573,101884 101799,1,,,,
2574,101884 101883,1,,,,
2575,101884 101885,1,,,,
2576,101885 100171,1,,,,
2577,101885 100171,2,,,,
2578,101885 101884,1,,,,
2579,101885 101886,1,,,,
2580,101886 100169,1,,,,
2581,101886 101885,1,,,,
2582,101886 101887,1,,,,
2583,101887 100286,1,,,,
2584,101887 101745,1,,,,
2585,101887 101886,1,,,,
2586,101888 100286,1,,,,
2587,101888 101882,1,,,,
2588,101888 101889,1,,,,
2589,101889 101881,1,,,,
2590,101889 101888,1,,,,
2591,101889 130,1,,,,
2592,101889 133,1,,,,
2593,101890 101881,1,,,,
2594,101890 101891,1,,,,
2595,101890 102014,1,,,,
2596,101891 101890,1,,,,
2597,101891 101893,1,,,,
2598,101891 130,1,,,,
2599,101891 131,1,,,,
2600,101892 101893,1,,,,
2601,101892 101973,1,,,,
2602,101892 131,1,,,,
2603,101892 23,1,,,,
2604,101893 101891,1,,,,
2605,101893 101892,1,,,,
2606,101893 101894,1,,,,
2607,101893 101895,1,,,,
2608,101894 100169,1,,,,
2609,101894 101893,1,,,,
2610,101894 130,1,,,,
2611,101894 138,1,,,,
2612,101895 100264,1,,,,
2613,101895 100265,1,,,,
2614,101895 101893,1,,,,
2615,101895 101899,1,,,,
2616,101896 100171,1,,,,
2617,101896 101897,1,,,,
2618,101896 137,1,,,,
2619,101897 100195,1,,,,
2620,101897 101793,1,,,,
2621,101897 101793,2,,,,
2622,101897 101896,1,,,,
2623,101897 101898,1,,,,
2624,101897 101898,2,,,,
2625,101898 101897,1,,,,
2626,101898 101897,2,,,,
2627,101898 101899,1,,,,
2628,101898 101899,2,,,,
2629,101898 138,1,,,,
2630,101898 164,1,,,,
2631,101898 385,1,,,,
2632,101899 101895,1,,,,
2633,101899 101898,1,,,,
2634,101899 101898,2,,,,
2635,101899 101900,1,,,,
2636,101899 101942,1,,,,
2637,101899 101942,2,,,,
2638,101900 101899,1,,,,
2639,101900 101901,1,,,,
2640,101900 16,1,,,,
2641,101900 385,1,,,,
2642,101901 100268,1,,,,
2643,101901 101900,1,,,,
2644,101901 101902,1,,,,
2645,101902 101901,1,,,,
2646,101902 101903,1,,,,
2647,101902 165,1,,,,
2648,101903 100195,1,,,,
2649,101903 100203,1,,,,
2650,101903 100269,1,,,,
2651,101903 101902,1,,,,
2652,101904 100269,1,,,,
2653,101904 101787,1,,,,
2654,101904 101905,1,,,,
2655,101905 101904,1,,,,
2656,101905 101906,1,,,,
2657,101905 101909,1,,,,
2658,101906 101905,1,,,,
2659,101906 101923,1,,,,
2660,101906 25,1,,,,
2661,101906 29,1,,,,
2662,101907 101908,1,,,,
2663,101907 101909,1,,,,
2664,101907 31,1,,,,
2665,101908 101907,1,,,,
2666,101908 102553,1,,,,
2667,101908 32,1,,,,
2668,101909 101905,1,,,,
2669,101909 101907,1,,,,
2670,101909 24,1,,,,
2671,101910 101914,1,,,,
2672,101910 102553,1,,,,
2673,101910 103400,1,,,,
2674,101910 104041,1,,,,
2675,101911 101860,1,,,,
2676,101911 101860,2,,,,
2677,101911 101861,1,,,,
2678,101911 101861,2,,,,
2679,101911 134,1,,,,
2680,101911 177,1,,,,
2681,101912 101921,1,,,,
2682,101912 102553,1,,,,
2683,101912 32,1,,,,
2684,101913 133,1,,,,
2685,101914 101910,1,,,,
2686,101914 101915,1,,,,
2687,101914 101916,1,,,,
2688,101914 103833,1,,,,
2689,101915 100134,1,,,,
2690,101915 101914,1,,,,
2691,101915 303,1,,,,
2692,101915 33,1,,,,
2693,101916 101914,1,,,,
2694,101916 101920,1,,,,
2695,101916 33,1,,,,
2696,101917 100132,1,,,,
2697,101917 101918,1,,,,
2698,101917 27,1,,,,
2699,101918 101917,1,,,,
2700,101918 101919,1,,,,
2701,101918 33,1,,,,
2702,101919 101918,1,,,,
2703,101919 101920,1,,,,
2704,101919 26,1,,,,
2705,101920 101916,1,,,,
2706,101920 101919,1,,,,
2707,101920 101921,1,,,,
2708,101921 101912,1,,,,
2709,101921 101920,1,,,,
2710,101921 101922,1,,,,
2711,101922 101921,1,,,,
2712,101922 101923,1,,,,
2713,101922 25,1,,,,
2714,101922 26,1,,,,
2715,101923 101906,1,,,,
2716,101923 101922,1,,,,
2717,101923 101924,1,,,,
2718,101923 101928,1,,,,
2719,101924 101923,1,,,,
2720,101924 101925,1,,,,
2721,101924 28,1,,,,
2722,101925 101924,1,,,,
2723,101925 101926,1,,,,
2724,101925 101927,1,,,,
2725,101926 100130,1,,,,
2726,101926 101925,1,,,,
2727,101926 27,1,,,,
2728,101927 101925,1,,,,
2729,101927 101925,2,,,,
2730,101927 101933,1,,,,
2731,101927 101933,2,,,,
2732,101927 43,1,,,,
2733,101928 101923,1,,,,
2734,101928 101929,1,,,,
2735,101928 29,1,,,,
2736,101929 101928,1,,,,
2737,101929 101930,1,,,,
2738,101929 28,1,,,,
2739,101930 100268,1,,,,
2740,101930 101929,1,,,,
2741,101930 101931,1,,,,
2742,101931 101930,1,,,,
2743,101931 101932,1,,,,
2744,101931 101936,1,,,,
2745,101932 101931,1,,,,
2746,101932 101933,1,,,,
2747,101932 17,1,,,,
2748,101933 101927,1,,,,
2749,101933 101932,1,,,,
2750,101933 101934,1,,,,
2751,101933 101935,1,,,,
2752,101933 101935,2,,,,
2753,101934 100220,1,,,,
2754,101934 101933,1,,,,
2755,101934 43,1,,,,
2756,101935 101933,1,,,,
2757,101935 101950,1,,,,
2758,101935 101950,2,,,,
2759,101935 166,1,,,,
2760,101935 36,1,,,,
2761,101936 101931,1,,,,
2762,101936 101937,1,,,,
2763,101936 163,1,,,,
2764,101936 17,1,,,,
2765,101937 101936,1,,,,
2766,101937 101938,1,,,,
2767,101938 101937,1,,,,
2768,101938 101939,1,,,,
2769,101938 101941,1,,,,
2770,101938 101961,1,,,,
2771,101939 101938,1,,,,
2772,101939 101940,1,,,,
2773,101939 17,1,,,,
2774,101940 101939,1,,,,
2775,101940 101945,1,,,,
2776,101940 19,1,,,,
2777,101940 20,1,,,,
2778,101941 101938,1,,,,
2779,101941 101942,1,,,,
2780,101941 19,1,,,,
2781,101942 101899,1,,,,
2782,101942 101899,2,,,,
2783,101942 101941,1,,,,
2784,101942 101944,1,,,,
2785,101942 101972,1,,,,
2786,101943 101818,1,,,,
2787,101943 188,1,,,,
2788,101944 101942,1,,,,
2789,101944 101945,1,,,,
2790,101944 22,1,,,,
2791,101945 101940,1,,,,
2792,101945 101944,1,,,,
2793,101945 101946,1,,,,
2794,101945 101970,1,,,,
2795,101946 101945,1,,,,
2796,101946 101947,1,,,,
2797,101946 20,1,,,,
2798,101946 21,1,,,,
2799,101947 101946,1,,,,
2800,101947 101948,1,,,,
2801,101947 37,1,,,,
2802,101948 101947,1,,,,
2803,101948 101949,1,,,,
2804,101948 36,1,,,,
2805,101949 101948,1,,,,
2806,101949 101950,1,,,,
2807,101949 38,1,,,,
2808,101950 101935,1,,,,
2809,101950 101935,2,,,,
2810,101950 101949,1,,,,
2811,101950 101951,1,,,,
2812,101950 101951,2,,,,
2813,101951 101950,1,,,,
2814,101951 101950,2,,,,
2815,101951 101963,1,,,,
2816,101951 101963,2,,,,
2817,101951 38,1,,,,
2818,101952 100098,1,,,,
2819,101952 35,1,,,,
2820,101953 100219,1,,,,
2821,101953 100219,2,,,,
2822,101953 102002,1,,,,
2823,101953 102002,2,,,,
2824,101954 102003,1,,,,
2825,101954 102005,1,,,,
2826,101954 102005,2,,,,
2827,101955 101956,1,,,,
2828,101955 101956,2,,,,
2829,101956 100121,1,,,,
2830,101956 100121,2,,,,
2831,101956 102004,1,,,,
2832,101956 102004,2,,,,
2833,101957 100092,1,,,,
2834,101957 54,1,,,,
2835,101958 101959,1,,,,
2836,101958 101959,2,,,,
2837,101959 101953,1,,,,
2838,101959 101953,2,,,,
2839,101959 101954,1,,,,
2840,101959 101954,2,,,,
2841,101960 101986,1,,,,
2842,101960 101999,1,,,,
2843,101960 132,1,,,,
2844,101960 182,1,,,,
2845,101961 101938,1,,,,
2846,101961 16,1,,,,
2847,101962 100219,1,,,,
2848,101962 100219,2,,,,
2849,101962 101963,1,,,,
2850,101962 101963,2,,,,
2851,101962 167,1,,,,
2852,101962 40,1,,,,
2853,101963 101951,1,,,,
2854,101963 101951,2,,,,
2855,101963 101962,1,,,,
2856,101963 101962,2,,,,
2857,101963 101964,1,,,,
2858,101964 101963,1,,,,
2859,101964 101965,1,,,,
2860,101964 38,1,,,,
2861,101965 100211,1,,,,
2862,101965 101964,1,,,,
2863,101965 101966,1,,,,
2864,101966 100211,1,,,,
2865,101966 100213,1,,,,
2866,101966 101965,1,,,,
2867,101966 101967,1,,,,
2868,101967 101966,1,,,,
2869,101967 101968,1,,,,
2870,101967 21,1,,,,
2871,101968 101967,1,,,,
2872,101968 101977,1,,,,
2873,101969 101970,1,,,,
2874,101969 101976,1,,,,
2875,101969 21,1,,,,
2876,101970 101945,1,,,,
2877,101970 101969,1,,,,
2878,101970 22,1,,,,
2879,101971 101972,1,,,,
2880,101971 101973,1,,,,
2881,101972 100207,1,,,,
2882,101972 100208,1,,,,
2883,101972 101942,1,,,,
2884,101972 101971,1,,,,
2885,101973 101892,1,,,,
2886,101973 101971,1,,,,
