lane_id,link_id,lane_num,allowed_uses,r_barrier,l_barrier,width
1003,100287 102000,1,,,,
1004,100288 134,1,,,,
1005,100288 184,1,,,,
1006,100289 100012,1,,,,
1007,100289 100012,2,,,,
1008,100289 187,1,,,,
1009,100290 100010,1,,,,
1010,100290 101999,1,,,,
1011,100290 187,1,,,,
1012,100291 100249,1,,,,
1013,100291 100252,1,,,,
1014,100291 185,1,,,,
1015,100292 101857,1,,,,
1016,100292 101870,1,,,,
1017,100292 185,1,,,,
1018,100293 100252,1,,,,
1019,100293 100253,1,,,,
1020,100293 186,1,,,,
1021,100294 101870,1,,,,
1022,100294 101871,1,,,,
1023,100294 186,1,,,,
1024,100295 100252,1,,,,
1025,100295 100252,2,,,,
1026,100295 185,1,,,,
1027,100295 186,1,,,,
1028,100296 100253,1,,,,
1029,100296 101871,1,,,,
1030,100296 186,1,,,,
1031,100297 101851,1,,,,
1032,100297 101852,1,,,,
1033,100297 189,1,,,,
1034,100298 101848,1,,,,
1035,100298 101849,1,,,,
1036,100298 189,1,,,,
1037,100299 101862,1,,,,
1038,100299 101862,2,,,,
1039,100299 101863,1,,,,
1040,100299 101863,2,,,,
1041,100299 189,1,,,,
1042,100299 190,1,,,,
1043,100300 101824,1,,,,
1044,100300 101826,1,,,,
1045,100300 188,1,,,,
1046,100301 101866,1,,,,
1047,100301 101867,1,,,,
1048,100301 190,1,,,,
1049,100302 101803,1,,,,
1050,100302 101804,1,,,,
1051,100302 191,1,,,,
1052,100303 101794,1,,,,
1053,100303 199,1,,,,
1054,100304 101794,1,,,,
1055,100305 100177,1,,,,
1056,100305 18,1,,,,
1057,100306 100130,1,,,,
1058,100306 100137,1,,,,
1059,100306 205,1,,,,
1060,100307 100112,1,,,,
1061,100307 100112,2,,,,
1062,100307 100113,1,,,,
1063,100307 100113,2,,,,
1064,100307 100113,3,,,,
1065,100307 100197,1,,,,
1066,100308 100247,1,,,,
1067,100308 100520,1,,,,
1068,100308 123,1,,,,
1069,100309 100520,1,,,,
1070,100309 100521,1,,,,
1071,100309 126,1,,,,
1072,100310 101796,1,,,,
1073,100310 206,1,,,,
1074,100311 100312,1,,,,
1075,100311 101795,1,,,,
1076,100311 101795,2,,,,
1077,100311 101796,1,,,,
1078,100311 101796,2,,,,
1079,100311 104442,1,,,,
1080,100312 100311,1,,,,
1081,100312 206,1,,,,
1082,100313 100503,1,,,,
1083,100313 100733,1,,,,
1084,100313 152,1,,,,
1085,100494 100520,1,,,,
1086,100494 100525,1,,,,
1087,100494 123,1,,,,
1088,100494 388,1,,,,
1089,100495 100519,1,,,,
1090,100495 100520,1,,,,
1091,100495 126,1,,,,
1092,100495 387,1,,,,
1093,100496 100518,1,,,,
1094,100496 100519,1,,,,
1095,100496 126,1,,,,
1096,100497 100,1,,,,
1097,100497 100561,1,,,,
1098,100498 100500,1,,,,
1099,100498 100561,1,,,,
1100,100498 119,1,,,,
1101,100499 100519,1,,,,
1102,100499 121,1,,,,
1103,100500 100498,1,,,,
1104,100500 100557,1,,,,
1105,100500 100563,1,,,,
1106,100501 100502,1,,,,
1107,100501 100511,1,,,,
1108,100501 103814,1,,,,
1109,100501 103862,1,,,,
1110,100502 100501,1,,,,
1111,100502 100503,1,,,,
1112,100502 124,1,,,,
1113,100503 100313,1,,,,
1114,100503 100502,1,,,,
1115,100503 100504,1,,,,
1116,100503 100509,1,,,,
1117,100504 100503,1,,,,
1118,100504 100505,1,,,,
1119,100504 125,1,,,,
1120,100505 100504,1,,,,
1121,100505 100506,1,,,,
1122,100505 100729,1,,,,
1123,100506 100505,1,,,,
1124,100506 100507,1,,,,
1125,100506 100564,1,,,,
1126,100507 100506,1,,,,
1127,100507 100508,1,,,,
1128,100507 122,1,,,,
1129,100508 100507,1,,,,
1130,100508 100518,1,,,,
1131,100508 125,1,,,,
1132,100509 100503,1,,,,
1133,100509 100510,1,,,,
1134,100509 125,1,,,,
1135,100510 100509,1,,,,
1136,100510 100516,1,,,,
1137,100510 124,1,,,,
1138,100511 100501,1,,,,
1139,100511 100513,1,,,,
1140,100511 124,1,,,,
1141,100511 209,1,,,,
1142,100512 100633,1,,,,
1143,100512 482,1,,,,
1144,100513 100511,1,,,,
1145,100513 100514,1,,,,
1146,100513 100522,1,,,,
1147,100513 103861,1,,,,
1148,100514 100513,1,,,,
1149,100514 100515,1,,,,
1150,100514 124,1,,,,
1151,100515 100514,1,,,,
1152,100515 100516,1,,,,
1153,100515 127,1,,,,
1154,100516 100510,1,,,,
1155,100516 100515,1,,,,
1156,100516 100517,1,,,,
1157,100516 100521,1,,,,
1158,100517 100516,1,,,,
1159,100517 100518,1,,,,
1160,100517 125,1,,,,
1161,100518 100496,1,,,,
1162,100518 100508,1,,,,
1163,100518 100517,1,,,,
1164,100519 100495,1,,,,
1165,100519 100496,1,,,,
1166,100519 100499,1,,,,
1167,100519 100671,1,,,,
1168,100520 100308,1,,,,
1169,100520 100309,1,,,,
1170,100520 100494,1,,,,
1171,100520 100495,1,,,,
1172,100521 100309,1,,,,
1173,100521 100516,1,,,,
1174,100521 100523,1,,,,
1175,100522 100513,1,,,,
1176,100522 100523,1,,,,
1177,100522 100529,1,,,,
1178,100523 100521,1,,,,
1179,100523 100522,1,,,,
1180,100523 100524,1,,,,
1181,100524 100523,1,,,,
1182,100524 100525,1,,,,
1183,100524 388,1,,,,
1184,100525 100494,1,,,,
1185,100525 100524,1,,,,
1186,100525 100526,1,,,,
1187,100526 100525,1,,,,
1188,100526 100543,1,,,,
1189,100526 105,1,,,,
1190,100526 123,1,,,,
1191,100527 100532,1,,,,
1192,100527 128,1,,,,
1193,100528 100532,1,,,,
1194,100528 100533,1,,,,
1195,100528 129,1,,,,
1196,100529 100522,1,,,,
1197,100529 100530,1,,,,
1198,100529 128,1,,,,
1199,100530 100529,1,,,,
1200,100530 100531,1,,,,
1201,100531 100530,1,,,,
1202,100531 100532,1,,,,
1203,100531 128,1,,,,
1204,100532 100527,1,,,,
1205,100532 100528,1,,,,
1206,100532 100531,1,,,,
1207,100532 100534,1,,,,
1208,100533 100528,1,,,,
1209,100533 447,1,,,,
1210,100534 100532,1,,,,
1211,100534 100535,1,,,,
1212,100534 129,1,,,,
1213,100535 100534,1,,,,
1214,100535 100536,1,,,,
1215,100535 105,1,,,,
1216,100536 100535,1,,,,
1217,100536 100537,1,,,,
1218,100536 100541,1,,,,
1219,100536 100542,1,,,,
1220,100537 100536,1,,,,
1221,100537 446,1,,,,
1222,100538 100539,1,,,,
1223,100538 386,1,,,,
1224,100538 445,1,,,,
1225,100539 100538,1,,,,
1226,100539 100540,1,,,,
1227,100539 100542,1,,,,
1228,100540 100539,1,,,,
1229,100540 100547,1,,,,
1230,100540 106,1,,,,
1231,100541 100536,1,,,,
1232,100541 100544,1,,,,
1233,100541 105,1,,,,
1234,100541 106,1,,,,
1235,100542 100536,1,,,,
1236,100542 100539,1,,,,
1237,100542 386,1,,,,
1238,100543 100526,1,,,,
1239,100543 100544,1,,,,
1240,100543 102,1,,,,
1241,100544 100541,1,,,,
1242,100544 100543,1,,,,
1243,100544 100545,1,,,,
1244,100544 100546,1,,,,
1245,100545 100544,1,,,,
1246,100545 100554,1,,,,
1247,100545 102,1,,,,
1248,100545 393,1,,,,
1249,100546 100544,1,,,,
1250,100546 100547,1,,,,
1251,100546 106,1,,,,
1252,100546 393,1,,,,
1253,100547 100200,1,,,,
1254,100547 100540,1,,,,
1255,100547 100546,1,,,,
1256,100547 100548,1,,,,
1257,100548 100547,1,,,,
1258,100548 100549,1,,,,
1259,100548 102538,1,,,,
1260,100549 100548,1,,,,
1261,100549 100550,1,,,,
1262,100549 102537,1,,,,
1263,100550 100549,1,,,,
1264,100550 100622,1,,,,
1265,100550 107,1,,,,
1266,100551 100200,1,,,,
1267,100551 100552,1,,,,
1268,100551 100553,1,,,,
1269,100552 100551,1,,,,
1270,100552 100606,1,,,,
1271,100552 104,1,,,,
1272,100553 100551,1,,,,
1273,100553 100554,1,,,,
1274,100553 103,1,,,,
1275,100553 393,1,,,,
1276,100554 100545,1,,,,
1277,100554 100553,1,,,,
1278,100554 100555,1,,,,
1279,100555 100266,1,,,,
1280,100555 100267,1,,,,
1281,100555 100554,1,,,,
1282,100555 100556,1,,,,
1283,100556 100555,1,,,,
1284,100556 100557,1,,,,
1285,100556 101,1,,,,
1286,100557 100500,1,,,,
1287,100557 100556,1,,,,
1288,100557 100558,1,,,,
1289,100557 100671,1,,,,
1290,100558 100557,1,,,,
1291,100558 100559,1,,,,
1292,100558 101,1,,,,
1293,100559 100558,1,,,,
1294,100559 100560,1,,,,
1295,100559 100561,1,,,,
1296,100560 100559,1,,,,
1297,100560 100606,1,,,,
1298,100560 103,1,,,,
1299,100561 100497,1,,,,
1300,100561 100498,1,,,,
1301,100561 100559,1,,,,
1302,100561 100569,1,,,,
1303,100562 100589,1,,,,
1304,100562 102544,1,,,,
1305,100562 102544,2,,,,
1306,100562 99,1,,,,
1307,100563 100500,1,,,,
1308,100563 100566,1,,,,
1309,100563 120,1,,,,
1310,100564 100506,1,,,,
1311,100564 100736,1,,,,
1312,100564 104445,1,,,,
1313,100565 100566,1,,,,
1314,100565 104445,1,,,,
1315,100565 120,1,,,,
1316,100565 394,1,,,,
1317,100566 100193,1,,,,
1318,100566 100563,1,,,,
1319,100566 100565,1,,,,
1320,100566 101837,1,,,,
1321,100567 101830,1,,,,
1322,100567 101831,1,,,,
1323,100567 101837,1,,,,
1324,100568 100136,1,,,,
1325,100568 100137,1,,,,
1326,100568 47,1,,,,
1327,100569 100561,1,,,,
1328,100569 100570,1,,,,
1329,100569 101835,1,,,,
1330,100570 100569,1,,,,
1331,100570 100572,1,,,,
1332,100570 95,1,,,,
1333,100571 100582,1,,,,
1334,100571 78,1,,,,
1335,100572 100570,1,,,,
1336,100572 100573,1,,,,
1337,100572 100587,1,,,,
1338,100572 101838,1,,,,
1339,100573 100572,1,,,,
1340,100573 100577,1,,,,
1341,100573 96,1,,,,
1342,100574 100077,1,,,,
1343,100574 100577,1,,,,
1344,100574 97,1,,,,
1345,100575 100079,1,,,,
1346,100575 100579,1,,,,
1347,100575 77,1,,,,
1348,100575 97,1,,,,
1349,100576 100081,1,,,,
1350,100576 100204,1,,,,
1351,100576 100206,1,,,,
1352,100576 100581,1,,,,
1353,100577 100573,1,,,,
1354,100577 100574,1,,,,
1355,100577 100578,1,,,,
1356,100577 100676,1,,,,
1357,100578 100577,1,,,,
1358,100578 100579,1,,,,
1359,100578 97,1,,,,
1360,100579 100575,1,,,,
1361,100579 100578,1,,,,
1362,100579 100580,1,,,,
1363,100579 100585,1,,,,
1364,100580 100579,1,,,,
1365,100580 100581,1,,,,
1366,100580 77,1,,,,
1367,100581 100576,1,,,,
1368,100581 100580,1,,,,
1369,100581 100582,1,,,,
1370,100581 100583,1,,,,
1371,100582 100204,1,,,,
1372,100582 100571,1,,,,
1373,100582 100581,1,,,,
1374,100582 100583,1,,,,
1375,100583 100581,1,,,,
1376,100583 100582,1,,,,
1377,100583 100584,1,,,,
1378,100583 100584,2,,,,
1379,100584 100201,1,,,,
1380,100584 100202,1,,,,
1381,100584 100583,1,,,,
1382,100584 100583,2,,,,
1383,100584 100596,1,,,,
1384,100585 100579,1,,,,
1385,100585 100586,1,,,,
1386,100585 80,1,,,,
1387,100586 100585,1,,,,
1388,100586 100593,1,,,,
1389,100586 98,1,,,,
1390,100587 100572,1,,,,
1391,100587 100588,1,,,,
1392,100587 98,1,,,,
1393,100588 100263,1,,,,
1394,100588 100587,1,,,,
1395,100588 100589,1,,,,
1396,100589 100562,1,,,,
1397,100589 100588,1,,,,
1398,100589 100607,1,,,,
1399,100590 100591,1,,,,
1400,100590 100607,1,,,,
1401,100590 98,1,,,,
1402,100591 100590,1,,,,
1403,100591 100592,1,,,,
1404,100591 100605,1,,,,
1405,100592 100591,1,,,,
1406,100592 100593,1,,,,
1407,100592 100604,1,,,,
1408,100593 100586,1,,,,
1409,100593 100592,1,,,,
1410,100593 100594,1,,,,
1411,100594 100593,1,,,,
1412,100594 100595,1,,,,
1413,100595 100256,1,,,,
1414,100595 100257,1,,,,
1415,100595 100594,1,,,,
1416,100595 100596,1,,,,
1417,100596 100584,1,,,,
1418,100596 100595,1,,,,
1419,100596 100597,1,,,,
1420,100596 100603,1,,,,
1421,100597 100596,1,,,,
1422,100597 100598,1,,,,
1423,100597 79,1,,,,
1424,100598 100597,1,,,,
1425,100598 100599,1,,,,
1426,100599 100598,1,,,,
1427,100599 100600,1,,,,
1428,100599 62,1,,,,
1429,100600 100599,1,,,,
1430,100600 100601,1,,,,
1431,100601 100600,1,,,,
1432,100601 100602,1,,,,
1433,100601 104443,1,,,,
1434,100602 100601,1,,,,
1435,100602 100647,1,,,,
1436,100602 104444,1,,,,
1437,100603 100596,1,,,,
1438,100603 100614,1,,,,
1439,100603 83,1,,,,
1440,100604 100592,1,,,,
1441,100604 100609,1,,,,
1442,100604 81,1,,,,
1443,100605 100591,1,,,,
1444,100605 100608,1,,,,
1445,100605 99,1,,,,
1446,100606 100552,1,,,,
1447,100606 100560,1,,,,
1448,100606 100608,1,,,,
1449,100606 102544,1,,,,
1450,100606 102544,2,,,,
1451,100607 100589,1,,,,
1452,100607 100590,1,,,,
1453,100607 99,1,,,,
1454,100608 100605,1,,,,
1455,100608 100606,1,,,,
1456,100608 100609,1,,,,
1457,100608 100611,1,,,,
1458,100609 100604,1,,,,
1459,100609 100608,1,,,,
1460,100609 100610,1,,,,
1461,100609 100675,1,,,,
1462,100610 100609,1,,,,
1463,100610 100612,1,,,,
1464,100610 82,1,,,,
1465,100611 100608,1,,,,
1466,100611 100612,1,,,,
1467,100611 100621,1,,,,
1468,100612 100610,1,,,,
1469,100612 100611,1,,,,
1470,100612 100613,1,,,,
1471,100613 100612,1,,,,
1472,100613 100614,1,,,,
1473,100613 204,1,,,,
1474,100613 82,1,,,,
1475,100614 100603,1,,,,
1476,100614 100613,1,,,,
1477,100614 100615,1,,,,
1478,100614 100616,1,,,,
1479,100615 100614,1,,,,
1480,100615 100642,1,,,,
1481,100615 84,1,,,,
1482,100616 100614,1,,,,
1483,100616 100617,1,,,,
1484,100616 102532,1,,,,
1485,100617 100616,1,,,,
1486,100617 100618,1,,,,
1487,100617 100619,1,,,,
1488,100618 100617,1,,,,
1489,100618 100641,1,,,,
1490,100618 102531,1,,,,
1491,100619 100617,1,,,,
1492,100619 100620,1,,,,
1493,100619 85,1,,,,
1494,100620 100619,1,,,,
1495,100620 100625,1,,,,
1496,100620 86,1,,,,
1497,100621 100611,1,,,,
1498,100621 100622,1,,,,
1499,100621 85,1,,,,
1500,100622 100550,1,,,,
1501,100622 100621,1,,,,
1502,100622 100623,1,,,,
1503,100623 100622,1,,,,
1504,100623 100624,1,,,,
1505,100623 100625,1,,,,
1506,100624 100623,1,,,,
1507,100624 100628,1,,,,
1508,100624 107,1,,,,
1509,100625 100620,1,,,,
1510,100625 100623,1,,,,
1511,100625 100626,1,,,,
1512,100625 100634,1,,,,
1513,100626 100625,1,,,,
1514,100626 100627,1,,,,
1515,100626 100630,1,,,,
1516,100626 100632,1,,,,
1517,100627 100626,1,,,,
1518,100627 100628,1,,,,
1519,100627 89,1,,,,
1520,100628 100624,1,,,,
1521,100628 100627,1,,,,
1522,100628 100629,1,,,,
1523,100628 100674,1,,,,
1524,100629 100628,1,,,,
1525,100629 443,1,,,,
1526,100630 100626,1,,,,
1527,100630 100631,1,,,,
1528,100630 89,1,,,,
1529,100631 100630,1,,,,
1530,100631 441,1,,,,
1531,100632 100626,1,,,,
1532,100632 100633,1,,,,
1533,100632 100644,1,,,,
1534,100632 102546,1,,,,
1535,100633 100512,1,,,,
1536,100633 100632,1,,,,
1537,100633 100636,1,,,,
1538,100633 100668,1,,,,
1539,100634 100625,1,,,,
1540,100634 100635,1,,,,
1541,100634 100644,1,,,,
1542,100634 100673,1,,,,
1543,100635 100634,1,,,,
1544,100635 100636,1,,,,
1545,100636 100633,1,,,,
1546,100636 100635,1,,,,
1547,100636 100637,1,,,,
1548,100637 100636,1,,,,
1549,100637 100638,1,,,,
1550,100637 100640,1,,,,
1551,100638 100637,1,,,,
1552,100638 100639,1,,,,
1553,100638 88,1,,,,
1554,100639 100638,1,,,,
1555,100639 100643,1,,,,
1556,100639 87,1,,,,
1557,100640 100637,1,,,,
1558,100640 100641,1,,,,
1559,100640 100673,1,,,,
1560,100641 100618,1,,,,
1561,100641 100640,1,,,,
1562,100641 100642,1,,,,
1563,100641 100672,1,,,,
1564,100642 100615,1,,,,
1565,100642 100641,1,,,,
1566,100642 100643,1,,,,
1567,100642 100646,1,,,,
1568,100643 100639,1,,,,
1569,100643 100642,1,,,,
1570,100643 100649,1,,,,
1571,100643 100664,1,,,,
1572,100644 100632,1,,,,
1573,100644 100634,1,,,,
1574,100644 90,1,,,,
1575,100645 100647,1,,,,
1576,100645 100650,1,,,,
1577,100645 67,1,,,,
1578,100646 100642,1,,,,
1579,100646 100647,1,,,,
1580,100646 69,1,,,,
1581,100647 100602,1,,,,
1582,100647 100645,1,,,,
1583,100647 100646,1,,,,
1584,100647 100648,1,,,,
1585,100648 100647,1,,,,
1586,100648 100649,1,,,,
1587,100648 69,1,,,,
1588,100649 100643,1,,,,
1589,100649 100648,1,,,,
1590,100649 100653,1,,,,
1591,100650 100127,1,,,,
1592,100650 100127,2,,,,
1593,100650 100645,1,,,,
1594,100650 100651,1,,,,
1595,100650 100651,2,,,,
1596,100650 102554,1,,,,
1597,100651 100241,1,,,,
1598,100651 100650,1,,,,
1599,100651 100650,2,,,,
1600,100651 100652,1,,,,
1601,100651 100652,2,,,,
1602,100652 100651,1,,,,
1603,100652 100651,2,,,,
1604,100652 100653,1,,,,
1605,100652 100653,2,,,,
1606,100652 68,1,,,,
1607,100653 100649,1,,,,
1608,100653 100652,1,,,,
1609,100653 100652,2,,,,
1610,100653 100654,1,,,,
1611,100653 100655,1,,,,
1612,100654 100116,1,,,,
1613,100654 100653,1,,,,
1614,100654 68,1,,,,
1615,100655 100653,1,,,,
1616,100655 100656,1,,,,
1617,100655 65,1,,,,
1618,100656 100655,1,,,,
1619,100656 100657,1,,,,
1620,100656 100659,1,,,,
1621,100657 100162,1,,,,
1622,100657 100656,1,,,,
1623,100657 72,1,,,,
1624,100658 100164,1,,,,
1625,100658 100699,1,,,,
1626,100658 103502,1,,,,
1627,100658 103503,1,,,,
1628,100659 100656,1,,,,
1629,100659 100660,1,,,,
1630,100659 100662,1,,,,
1631,100660 100659,1,,,,
1632,100660 100661,1,,,,
1633,100660 103503,1,,,,
1634,100661 100660,1,,,,
1635,100661 104087,1,,,,
1636,100661 365,1,,,,
1637,100662 100659,1,,,,
1638,100662 100663,1,,,,
1639,100662 73,1,,,,
1640,100663 100662,1,,,,
1641,100663 100664,1,,,,
1642,100663 70,1,,,,
1643,100664 100643,1,,,,
1644,100664 100663,1,,,,
1645,100664 100665,1,,,,
1646,100665 100664,1,,,,
1647,100665 100666,1,,,,
1648,100665 73,1,,,,
1649,100666 100665,1,,,,
1650,100666 100667,1,,,,
1651,100666 88,1,,,,
1652,100667 100666,1,,,,
1653,100667 100668,1,,,,
1654,100667 100669,1,,,,
1655,100668 100633,1,,,,
1656,100668 100667,1,,,,
1657,100668 103422,1,,,,
1658,100669 100667,1,,,,
1659,100669 100670,1,,,,
1660,100669 103978,1,,,,
1661,100670 100669,1,,,,
1662,100670 103981,1,,,,
1663,100670 91,1,,,,
1664,100671 100519,1,,,,
1665,100671 100557,1,,,,
1666,100671 121,1,,,,
1667,100671 387,1,,,,
1668,100672 100641,1,,,,
1669,100672 87,1,,,,
1670,100673 100634,1,,,,
1671,100673 100640,1,,,,
1672,100673 86,1,,,,
1673,100674 100628,1,,,,
1674,100674 442,1,,,,
1675,100675 100609,1,,,,
1676,100675 81,1,,,,
1677,100675 82,1,,,,
1678,100676 100577,1,,,,
1679,100677 100694,1,,,,
1680,100677 103745,1,,,,
1681,100677 103826,1,,,,
1682,100678 103679,1,,,,
1683,100678 103778,1,,,,
1684,100678 103867,1,,,,
1685,100679 100695,1,,,,
1686,100679 103742,1,,,,
1687,100679 103742,2,,,,
1688,100679 103822,1,,,,
1689,100679 103822,2,,,,
1690,100679 103868,1,,,,
1691,100680 103824,1,,,,
1692,100680 103851,1,,,,
1693,100680 103869,1,,,,
1694,100680 103898,1,,,,
1695,100681 103739,1,,,,
1696,100681 103867,1,,,,
1697,100681 103898,1,,,,
1698,100682 100688,1,,,,
1699,100682 103967,1,,,,
1700,100682 103968,1,,,,
1701,100682 103977,1,,,,
1702,100683 103812,1,,,,
1703,100683 273,1,,,,
1704,100683 279,1,,,,
1705,100684 103819,1,,,,
1706,100684 280,1,,,,
1707,100685 103820,1,,,,
1708,100685 250,1,,,,
1709,100685 281,1,,,,
1710,100686 103821,1,,,,
1711,100686 279,1,,,,
1712,100687 103821,1,,,,
1713,100687 251,1,,,,
1714,100688 100682,1,,,,
1715,100688 100690,1,,,,
1716,100688 103963,1,,,,
1717,100688 103965,1,,,,
1718,100689 103812,1,,,,
1719,100689 278,1,,,,
1720,100690 100688,1,,,,
1721,100690 100691,1,,,,
1722,100690 103919,1,,,,
1723,100690 103945,1,,,,
1724,100691 100690,1,,,,
1725,100691 103826,1,,,,
1726,100691 103868,1,,,,
1727,100691 103869,1,,,,
1728,100692 100693,1,,,,
1729,100692 100693,2,,,,
1730,100692 100767,1,,,,
1731,100692 103811,1,,,,
1732,100692 103811,2,,,,
1733,100692 103963,1,,,,
1734,100693 100692,1,,,,
1735,100693 100692,2,,,,
1736,100693 100768,1,,,,
1737,100693 103828,1,,,,
1738,100693 103828,2,,,,
1739,100693 103967,1,,,,
1740,100694 100677,1,,,,
1741,100694 100700,1,,,,
1742,100694 103744,1,,,,
1743,100695 100679,1,,,,
1744,100695 262,1,,,,
1745,100696 100697,1,,,,
1746,100696 103743,1,,,,
1747,100696 103743,2,,,,
1748,100696 103744,1,,,,
1749,100696 103822,1,,,,
1750,100696 103822,2,,,,
1751,100697 100696,1,,,,
1752,100697 262,1,,,,
1753,100698 101833,1,,,,
1754,100698 101834,1,,,,
1755,100699 100658,1,,,,
1756,100699 72,1,,,,
1757,100700 100694,1,,,,
1758,100700 256,1,,,,
1759,100701 100702,1,,,,
1760,100701 103920,1,,,,
1761,100701 153,1,,,,
1762,100701 294,1,,,,
1763,100702 100701,1,,,,
1764,100702 100703,1,,,,
1765,100702 101777,1,,,,
1766,100702 103941,1,,,,
1767,100703 100702,1,,,,
1768,100703 100704,1,,,,
1769,100704 100226,1,,,,
1770,100704 100703,1,,,,
1771,100704 153,1,,,,
1772,100705 100719,1,,,,
1773,100705 103693,1,,,,
1774,100705 103700,1,,,,
1775,100705 103700,2,,,,
1776,100705 103743,1,,,,
1777,100705 103743,2,,,,
1778,100706 100707,1,,,,
1779,100706 100717,1,,,,
1780,100706 103651,1,,,,
1781,100706 103904,1,,,,
1782,100707 100706,1,,,,
1783,100707 100708,1,,,,
1784,100707 153,1,,,,
1785,100708 100167,1,,,,
1786,100708 100707,1,,,,
1787,100708 100709,1,,,,
1788,100708 100715,1,,,,
1789,100709 100708,1,,,,
1790,100709 100710,1,,,,
1791,100709 157,1,,,,
1792,100710 100709,1,,,,
1793,100710 100712,1,,,,
1794,100710 158,1,,,,
1795,100711 100226,1,,,,
1796,100711 100712,1,,,,
1797,100711 157,1,,,,
1798,100712 100710,1,,,,
1799,100712 100711,1,,,,
1800,100712 100713,1,,,,
1801,100712 100727,1,,,,
1802,100713 100712,1,,,,
1803,100713 100714,1,,,,
1804,100713 158,1,,,,
1805,100714 100713,1,,,,
1806,100714 100715,1,,,,
1807,100714 100774,1,,,,
1808,100714 101769,1,,,,
1809,100714 101769,2,,,,
1810,100715 100708,1,,,,
1811,100715 100714,1,,,,
1812,100715 158,1,,,,
1813,100716 100167,1,,,,
1814,100716 100718,1,,,,
1815,100716 103651,1,,,,
1816,100716 103916,1,,,,
1817,100717 100706,1,,,,
1818,100717 236,1,,,,
1819,100718 100716,1,,,,
1820,100718 100720,1,,,,
1821,100718 100752,1,,,,
1822,100718 103602,1,,,,
1823,100719 100705,1,,,,
1824,100719 262,1,,,,
1825,100720 100718,1,,,,
1826,100720 100734,1,,,,
1827,100720 100766,1,,,,
1828,100720 103601,1,,,,
1829,100721 100722,1,,,,
1830,100721 100766,1,,,,
1831,100722 100721,1,,,,
1832,100722 100731,1,,,,
1833,100722 100771,1,,,,
1834,100723 100724,1,,,,
1835,100723 100773,1,,,,
1836,100723 161,1,,,,
1837,100724 100723,1,,,,
1838,100724 100725,1,,,,
1839,100724 160,1,,,,
1840,100725 100724,1,,,,
1841,100725 100771,1,,,,
1842,100725 102556,1,,,,
1843,100726 100728,1,,,,
1844,100726 101753,1,,,,
1845,100726 102556,1,,,,
1846,100727 100712,1,,,,
1847,100727 101770,1,,,,
1848,100727 159,1,,,,
1849,100728 100726,1,,,,
1850,100728 100729,1,,,,
1851,100729 100505,1,,,,
1852,100729 100728,1,,,,
1853,100729 100730,1,,,,
1854,100729 100737,1,,,,
1855,100730 100729,1,,,,
1856,100730 100732,1,,,,
1857,100730 152,1,,,,
1858,100731 100722,1,,,,
1859,100731 100732,1,,,,
1860,100731 162,1,,,,
1861,100732 100730,1,,,,
1862,100732 100731,1,,,,
1863,100732 100733,1,,,,
1864,100733 100313,1,,,,
1865,100733 100732,1,,,,
1866,100733 100735,1,,,,
1867,100733 100770,1,,,,
1868,100734 100720,1,,,,
1869,100734 100735,1,,,,
1870,100734 162,1,,,,
1871,100735 100733,1,,,,
1872,100735 100734,1,,,,
1873,100735 103814,1,,,,
1874,100735 103870,1,,,,
1875,100736 100564,1,,,,
1876,100736 100738,1,,,,
1877,100736 192,1,,,,
1878,100737 100729,1,,,,
1879,100737 100738,1,,,,
1880,100737 151,1,,,,
1881,100737 395,1,,,,
1882,100738 100736,1,,,,
1883,100738 100737,1,,,,
1884,100738 100739,1,,,,
1885,100739 100738,1,,,,
1886,100739 100740,1,,,,
1887,100739 100745,1,,,,
1888,100739 100745,2,,,,
1889,100739 104446,1,,,,
1890,100739 104446,2,,,,
1891,100740 100175,1,,,,
1892,100740 100739,1,,,,
1893,100740 117,1,,,,
1894,100741 100175,1,,,,
1895,100741 100742,1,,,,
1896,100741 118,1,,,,
1897,100742 100741,1,,,,
1898,100742 101821,1,,,,
1899,100742 142,1,,,,
1900,100743 100744,1,,,,
1901,100743 101811,1,,,,
1902,100743 142,1,,,,
1903,100744 100743,1,,,,
1904,100744 100745,1,,,,
1905,100744 100745,2,,,,
1906,100744 150,1,,,,
1907,100744 41,1,,,,
1908,100745 100739,1,,,,
1909,100745 100739,2,,,,
1910,100745 100744,1,,,,
1911,100745 100744,2,,,,
1912,100745 100746,1,,,,
1913,100745 100746,2,,,,
1914,100746 100745,1,,,,
1915,100746 100745,2,,,,
1916,100746 100747,1,,,,
1917,100746 100747,2,,,,
1918,100747 100746,1,,,,
1919,100747 100746,2,,,,
1920,100747 100750,1,,,,
1921,100747 100750,2,,,,
1922,100747 150,1,,,,
1923,100747 203,1,,,,
1924,100748 100749,1,,,,
1925,100748 100749,2,,,,
1926,100748 101800,1,,,,
1927,100748 101800,2,,,,
1928,100748 141,1,,,,
1929,100749 100748,1,,,,
1930,100749 100748,2,,,,
1931,100749 100750,1,,,,
1932,100749 100750,2,,,,
1933,100749 150,1,,,,
1934,100749 207,1,,,,
1935,100750 100747,1,,,,
1936,100750 100747,2,,,,
1937,100750 100749,1,,,,
1938,100750 100749,2,,,,
1939,100750 101751,1,,,,
1940,100750 101756,1,,,,
1941,100750 101756,2,,,,
1942,100751 101779,1,,,,
1943,100751 30,1,,,,
1944,100752 100718,1,,,,
