geometry_id,geometry
1236,"LINESTRING(1549276.201 1012835.413,1549249.116 1011694.124)"
1237,"LINESTRING(1549276.201 1012835.413,1549316.334 1016315.382)"
1238,"LINESTRING(1545417.663 1010391.004,1545676 1010388,1545677 1010388,1545764 1010386,1546208 1010362,1547425 1010310,1548161 1010280,1549254.744 1010232.371)"
1239,"LINESTRING(1545417.663 1010391.004,1545223 1010359,1545086 1010331,1544823 1010267,1544573 1010193,1543988 1010016,1543859 1009974,1543857.34 1009974.247)"
1240,"LINESTRING(1549254.744 1010232.371,1549296 1010230,1550572 1010161,1550724 1010165,1550843 1010167,1551035 1010188,1551226 1010221,1551523 1010283,1551787 1010328,1552029 1010354,1552276 1010372,1552367 1010383,1552501 1010391,1552770 1010388,1552918 1010406,1553377 1010363,1554516.86 1010312.027)"
1241,"LINESTRING(1549254.744 1010232.371,1549249.116 1011694.124)"
1242,"LINESTRING(1549254.744 1010232.371,1549153.251 1005576.554)"
1243,"LINESTRING(1554516.86 1010312.027,1557040.333 1010197.866)"
1244,"LINESTRING(1554516.86 1010312.027,1554441.729 1006938.43)"
1245,"LINESTRING(1549134.491 1003668.893,1549114.283 1002645.088)"
1246,"LINESTRING(1549134.491 1003668.893,1549153.251 1005576.554)"
1247,"LINESTRING(1549134.491 1003668.893,1551287.134 1003626.627)"
1248,"LINESTRING(1554381.104 1001890.772,1554409.075 1003547.52)"
1249,"LINESTRING(1554381.104 1001890.772,1554375 1001309,1554405 1001242,1554423 1001216,1554423 1001215,1554453 1001171,1554590 1001007,1554684 1000847,1554671 1000719,1554630 1000191,1554588 999933,1554521 999917,1554448 999882,1554353 999834,1554348 999797,1554348 999797,1554343 999755,1554340 999659,1554312.01 998234.938)"
1250,"LINESTRING(1554409.075 1003547.52,1551287.134 1003626.627)"
1251,"LINESTRING(1554409.075 1003547.52,1556988.071 1003548.71)"
1252,"LINESTRING(1554409.075 1003547.52,1554441.729 1006938.43)"
1253,"LINESTRING(1549114.283 1002645.088,1549029.684 998358.25)"
1254,"LINESTRING(1549029.684 998358.25,1552685 998281,1554312.01 998234.938)"
1255,"LINESTRING(1549029.684 998358.25,1548962.984 993154.125)"
1256,"LINESTRING(1521449 1003813,1521345.6 1003889.091)"
1257,"LINESTRING(1554312.01 998234.938,1554248.367 992964.813)"
1258,"LINESTRING(1554312.01 998234.938,1556909.016 998235.812)"
1259,"LINESTRING(1521206.675 1002548.858,1521321.588 1002545.352)"
1260,"LINESTRING(1538746.257 1011710.929,1538732.503 1012475.656)"
1261,"LINESTRING(1493756.119 1019799.658,1494079 1019880,1494266 1019936,1494286 1019942,1494567 1020032,1494568 1020033,1494594 1020041,1494725 1020072,1494852 1020095,1495362 1020149,1495561.368 1020156.182)"
1262,"LINESTRING(1493756.119 1019799.658,1491045.393 1019831.95)"
1263,"LINESTRING(1518306.558 1005223.974,1518306 1005224,1518320 1005327,1518352 1005454,1518358 1005649,1518355 1005741,1518357 1005822,1518360 1005926,1518334 1006069,1518276 1006211,1518201 1006354,1518192 1006372,1518164 1006418,1518128 1006478,1518096 1006508,1518072.322 1006531.91)"
1264,"LINESTRING(1518306.558 1005223.974,1518592.491 1005202.69)"
1265,"LINESTRING(1518306.558 1005223.974,1517841.973 1005179.232)"
1266,"LINESTRING(1518306.558 1005223.974,1518302 1005197,1518251 1005046,1518238 1004734,1518238 1004732,1518235 1004667,1518235 1004622,1518232 1003924,1518235 1003622,1518235.981 1003566.167)"
1267,"LINESTRING(1518773.852 1005977.319,1518627 1006008,1518594 1006027,1518570 1006049,1518547 1006082,1518506 1006154,1518450 1006228,1518377 1006322,1518304 1006402,1518223 1006480,1518142 1006550,1518072.322 1006531.91)"
1268,"LINESTRING(1518773.852 1005977.319,1518749 1005977,1518667 1005977,1518523 1005900,1517732.625 1006338.297)"
1269,"LINESTRING(1518773.852 1005977.319,1520101 1005969,1520106.655 1005969.435)"
1270,"LINESTRING(1518072.322 1006531.91,1517984 1006615,1517788 1006724,1517591 1006803,1517409.774 1006879.527)"
1271,"LINESTRING(1517409.774 1006879.527,1517364 1006889,1517318 1006899,1517271 1006909,1516986 1006972,1516586.878 1007095.202)"
1272,"LINESTRING(1517409.774 1006879.527,1517411.33 1006550.744)"
1273,"LINESTRING(1517409.774 1006879.527,1517411 1007015,1517414 1007245,1517418.504 1007548.179)"
1274,"LINESTRING(1523242.797 1006199.04,1523237.99 1005973.652)"
1275,"LINESTRING(1516586.878 1007095.202,1516466 1007180,1516314 1007277,1516145 1007384,1516008 1007485,1515704 1007688,1515663 1007720,1515586 1007782,1515026 1008232,1514380 1008706,1514058.191 1008936.046)"
1276,"LINESTRING(1516586.878 1007095.202,1516979 1006834,1517195 1006692,1517411.33 1006550.744)"
1277,"LINESTRING(1524461.439 1005936.869,1524231.968 1005943.955)"
1278,"LINESTRING(1508631.919 1001198.99,1508272.811 1001219.11)"
1279,"LINESTRING(1508631.919 1001198.99,1509023 1001193,1509535.195 1001186.416)"
1280,"LINESTRING(1510617.752 1011151.703,1510613 1011636)"
1281,"LINESTRING(1510617.752 1011151.703,1510613 1010956)"
1282,"LINESTRING(1510617.752 1011151.703,1511490.18 1010596.521)"
1283,"LINESTRING(1510617.752 1011151.703,1508383.806 1012618.969)"
1284,"LINESTRING(1512130.789 1012013.059,1512309 1012020,1512448 1012021,1512560 1012039,1512645 1012055,1512648 1012056,1512714 1012079,1512912 1012158,1513052 1012225,1513237 1012345,1513479 1012476,1513679 1012608,1513778 1012725,1513788 1012738,1513924 1012865,1514004 1012939,1514093 1013003,1514118 1013021,1514233 1013042,1514656 1013043,1514817.26 1013044.503)"
1285,"LINESTRING(1512130.789 1012013.059,1511898.172 1012037.959)"
1286,"LINESTRING(1512130.789 1012013.059,1512132.366 1012342.519)"
1287,"LINESTRING(1512130.789 1012013.059,1512137.892 1011072.391)"
1288,"LINESTRING(1521279.811 1000581.167,1521278.795 999778.312)"
1289,"LINESTRING(1521279.811 1000581.167,1521279.811 1000644.577)"
1290,"LINESTRING(1520431.351 999712.938,1519682.579 999694.625)"
1291,"LINESTRING(1520431.351 999712.938,1521278.795 999778.312)"
1292,"LINESTRING(1538732.503 1012475.656,1541386.08 1015255.958)"
1293,"LINESTRING(1538732.503 1012475.656,1538700 1013547)"
1294,"LINESTRING(1538732.503 1012475.656,1537851 1011633,1536122 1009817,1535039.192 1008468.965)"
1295,"LINESTRING(1537475.844 1014323.652,1538753.813 1014296.559)"
1296,"LINESTRING(1538753.813 1014296.559,1538700 1013547)"
1297,"LINESTRING(1543316 967098,1543321.431 970292.438)"
1298,"LINESTRING(1514761 1000788,1514753.377 1001100.371)"
1299,"LINESTRING(1517412 1000869,1517368.831 1001072.038)"
1300,"LINESTRING(1518187 1000829,1518189.849 1001079.483)"
1301,"LINESTRING(1522110.254 1000135.979,1522391.488 1000375.522)"
1302,"LINESTRING(1522110.254 1000135.979,1521888 999941,1521686 999839,1521563 999799,1521417 999791,1521278.795 999778.312)"
1303,"LINESTRING(1511484 995972,1510588.066 995985.063)"
1304,"LINESTRING(1517454.321 1010856.604,1517448 1010218,1517446 1010005,1517441 1009420,1517436.698 1008941.602)"
1305,"LINESTRING(1517454.321 1010856.604,1517470 1012612,1517472 1012824,1517472.757 1012878.025)"
1306,"LINESTRING(1532385.224 998636.029,1532378.63 998466.062)"
1307,"LINESTRING(1517262.836 984012.318,1516762.048 982694.625)"
1308,"LINESTRING(1517262.836 984012.318,1517767.054 985353.125)"
1309,"LINESTRING(1525589.57 994798.375,1525958.695 994792.688)"
1310,"LINESTRING(1526415.594 994798.375,1525958.695 994792.688)"
1311,"LINESTRING(1514817.26 1013044.503,1514975 1013044,1515307 1013037,1515634 1013029,1515644 1013029,1515755 1013030,1515845 1012970,1515935 1012935,1516018 1012907,1516104 1012871,1516181 1012857,1516248 1012852,1516250 1012852,1516458 1012851,1516913 1012838,1517472.757 1012878.025)"
1312,"LINESTRING(1525207 997743,1525569 997743)"
1313,"LINESTRING(1525207 997743,1524511.742 997739.875)"
1314,"LINESTRING(1525207 997743,1525187.918 997022.312)"
1315,"LINESTRING(1524296.985 997739.875,1524511.742 997739.875)"
1316,"LINESTRING(1522530 1008354,1522778 1008354)"
1317,"LINESTRING(1522977 1008354,1522778 1008354)"
1318,"LINESTRING(1513157 1004479,1513156.443 1004920.821)"
1319,"LINESTRING(1513157 1005304,1513156.443 1004920.821)"
1320,"LINESTRING(1525473.858 1005917.945,1525470 1005621)"
1321,"LINESTRING(1525473.858 1005917.945,1526594.616 1006509.324)"
1322,"LINESTRING(1525473.858 1005917.945,1525445.472 1006372.114)"
1323,"LINESTRING(1525473.858 1005917.945,1525092 1005816)"
1324,"LINESTRING(1525448 1006848,1525445.472 1006372.114)"
1325,"LINESTRING(1530704.612 1007598.863,1530711.66 1007396.234)"
1326,"LINESTRING(1530745.821 1007273.538,1530711.66 1007396.234)"
1327,"LINESTRING(1516489 999921,1516011.853 999937.812)"
1328,"LINESTRING(1515648 999952,1516011.853 999937.812)"
1329,"LINESTRING(1530711.66 1007396.234,1530859.983 1007426.845)"
1330,"LINESTRING(1530711.66 1007396.234,1529909 1007158,1529710 1007122,1529088.586 1006999.35)"
1331,"LINESTRING(1530785.114 1014333.419,1529573.242 1014297.733)"
1332,"LINESTRING(1529626.527 999214.187,1529632 999800)"
1333,"LINESTRING(1529626.527 999214.187,1529632 999029)"
1334,"LINESTRING(1500595.375 1017689.775,1500599 1018558)"
1335,"LINESTRING(1500595.375 1017689.775,1501682 1016971,1501855 1016859,1501926.878 1016812.37)"
1336,"LINESTRING(1500595.375 1017689.775,1500166 1017947,1499598.691 1018318.955)"
1337,"LINESTRING(1496685.334 1022942.705,1496705 1024442,1496836 1024855,1496806.293 1024999.32)"
1338,"LINESTRING(1496685.334 1022942.705,1496653.765 1021070.091)"
1339,"LINESTRING(1500599 1018558,1500615.711 1019724.316)"
1340,"LINESTRING(1504418.222 1022969.143,1505055 1021769,1507207.107 1020534.938)"
1341,"LINESTRING(1504418.222 1022969.143,1503985.231 1025627.783)"
1342,"LINESTRING(1500623.913 1020518.013,1500615.711 1019724.316)"
1343,"LINESTRING(1508385 1012418,1508383.806 1012618.969)"
1344,"LINESTRING(1508385 1013003,1508383.806 1012618.969)"
1345,"LINESTRING(1511490.18 1010596.521,1511483 1011209)"
1346,"LINESTRING(1511490.18 1010596.521,1512110.367 1010179.744)"
1347,"LINESTRING(1517211 1005144,1517411.325 1005149)"
1348,"LINESTRING(1535497.872 998409.375,1535495.441 998261.125)"
1349,"LINESTRING(1535497.872 998409.375,1535495.441 998665.625)"
1350,"LINESTRING(1535495.441 998261.125,1535323.821 996602.813)"
1351,"LINESTRING(1512581 1004259,1512055.812 1004263.126)"
1352,"LINESTRING(1511773.942 1004263.126,1512055.812 1004263.126)"
1353,"LINESTRING(1511706.831 1008155.604,1512087.348 1008158.413)"
1354,"LINESTRING(1508277.814 985429.109,1509469.468 987371.063)"
1355,"LINESTRING(1508277.814 985429.109,1506571.249 985429.109)"
1356,"LINESTRING(1522126.939 1001522.121,1521706.886 1001542.033)"
1357,"LINESTRING(1522126.939 1001522.121,1522132.618 1001790.076)"
1358,"LINESTRING(1522126.939 1001522.121,1522113.801 1001310.251)"
1359,"LINESTRING(1522142.873 1002011.32,1521712.52 1002026.611)"
1360,"LINESTRING(1522142.873 1002011.32,1522132.618 1001790.076)"
1361,"LINESTRING(1522142.873 1002011.32,1522142.026 1002279.31)"
1362,"LINESTRING(1522391.488 1000375.522,1522414 1000393,1522657 1000479,1522837.778 1000543.245)"
1363,"LINESTRING(1522837.778 1000543.245,1522848.637 1000094.391)"
1364,"LINESTRING(1522143.491 1002527.763,1522429.208 1002522.668)"
1365,"LINESTRING(1522143.491 1002527.763,1522142.026 1002279.31)"
1366,"LINESTRING(1522143.491 1002527.763,1522140.752 1002781.652)"
1367,"LINESTRING(1522159.55 1002992.905,1522160.051 1003290.151)"
1368,"LINESTRING(1522159.55 1002992.905,1522140.752 1002781.652)"
1369,"LINESTRING(1522159.55 1002992.905,1521723.79 1003007.038)"
1370,"LINESTRING(1522159.55 1002992.905,1522436.948 1002987.958)"
1371,"LINESTRING(1522160.051 1003290.151,1522165.366 1003486.825)"
1372,"LINESTRING(1522100 1000948,1522120.779 1001005.778)"
1373,"LINESTRING(1524656 993816,1524660.076 993514.312)"
1374,"LINESTRING(1524656 993155,1524660.076 993514.312)"
1375,"LINESTRING(1515192 1002235,1515192 1001931)"
1376,"LINESTRING(1515192 1002235,1515192 1002521)"
1377,"LINESTRING(1515192 1002235,1514782.059 1002238.824)"
1378,"LINESTRING(1515192 1002235,1516071.997 1002210.002)"
1379,"LINESTRING(1520626 994451,1521152.244 994449.438)"
1380,"LINESTRING(1521064 1007392,1521403 1007392)"
1381,"LINESTRING(1521662 1007392,1521403 1007392)"
1382,"LINESTRING(1509469.468 987371.063,1510502.524 987321.437)"
1383,"LINESTRING(1510830 987301,1510502.524 987321.437)"
1384,"LINESTRING(1521967.108 1012958.852,1521370 1012945,1521368 1012945,1520769.859 1012933.237)"
1385,"LINESTRING(1521967.108 1012958.852,1522383 1012967,1522384 1012967,1522554 1012971,1522597 1012972,1522811.472 1012976.961)"
1386,"LINESTRING(1517505.138 1014796.782,1517472.757 1012878.025)"
1387,"LINESTRING(1517505.138 1014796.782,1517531 1015904,1517538 1016276,1517548.875 1016807.554)"
1388,"LINESTRING(1519005.655 1001586.072,1518203.593 1001596.784)"
1389,"LINESTRING(1518954.894 1001068.609,1519705.596 1001070.843)"
1390,"LINESTRING(1518954.894 1001068.609,1518189.849 1001079.483)"
1391,"LINESTRING(1521706.886 1001542.033,1521304.719 1001539.352)"
1392,"LINESTRING(1521706.886 1001057.454,1522078 1001059,1522120.779 1001005.778)"
1393,"LINESTRING(1521706.886 1001057.454,1521295.371 1001062.793)"
1394,"LINESTRING(1521712.52 1002026.611,1521313.561 1002034.144)"
1395,"LINESTRING(1522607.739 1000999.776,1522836.717 1000997.392)"
1396,"LINESTRING(1521294.444 1001332.331,1521295.371 1001062.793)"
1397,"LINESTRING(1521294.444 1001332.331,1521304.719 1001539.352)"
1398,"LINESTRING(1522113.801 1001310.251,1522120.779 1001005.778)"
1399,"LINESTRING(1522842.948 1001305.547,1522836.717 1000997.392)"
1400,"LINESTRING(1522165.366 1003486.825,1521344.415 1003505.9)"
1401,"LINESTRING(1522165.366 1003486.825,1522165.366 1003630.344)"
1402,"LINESTRING(1522640.668 1002989.639,1522436.948 1002987.958)"
1403,"LINESTRING(1522866 1003247,1522861.781 1002980.753)"
1404,"LINESTRING(1518981.739 1003551.742,1518980.658 1002970.577)"
1405,"LINESTRING(1518981.739 1003551.742,1518235.981 1003566.167)"
1406,"LINESTRING(1518981.739 1003551.742,1518979.088 1003705.824)"
1407,"LINESTRING(1519048.85 1005336.913,1518269.855 1005824.858)"
1408,"LINESTRING(1519048.85 1005336.913,1519757.32 1004866.973)"
1409,"LINESTRING(1520485.094 1003048.637,1521332.892 1003007.299)"
1410,"LINESTRING(1520485.094 1003048.637,1520061 1003065,1519736.375 1003034.422)"
1411,"LINESTRING(1520485.094 1003048.637,1520489.805 1003519.789)"
1412,"LINESTRING(1520485.094 1003048.637,1520486.264 1002971.45)"
1413,"LINESTRING(1522865.058 1002771.247,1522860.615 1002510.608)"
1414,"LINESTRING(1522430.945 1002781.003,1522436.948 1002987.958)"
1415,"LINESTRING(1521312 1002320,1521313.561 1002034.144)"
1416,"LINESTRING(1521312 1002320,1521321.588 1002545.352)"
1417,"LINESTRING(1521329.365 1002798.556,1521321.588 1002545.352)"
1418,"LINESTRING(1521329.365 1002798.556,1521332.892 1003007.299)"
1419,"LINESTRING(1521718.651 1002533.335,1522143.491 1002527.763)"
1420,"LINESTRING(1521723.79 1003007.038,1521332.892 1003007.299)"
1421,"LINESTRING(1517800.573 1001605.503,1517380.017 1001615.626)"
1422,"LINESTRING(1517800.573 1001605.503,1518203.593 1001596.784)"
1423,"LINESTRING(1517800.573 1001068.609,1518189.849 1001079.483)"
1424,"LINESTRING(1517800.573 1001068.609,1517368.831 1001072.038)"
1425,"LINESTRING(1517840.84 1002128.974,1518217.193 1002106.069)"
1426,"LINESTRING(1517840.84 1002128.974,1517390.92 1002143.548)"
1427,"LINESTRING(1515129.527 1001095.454,1514753.377 1001100.371)"
1428,"LINESTRING(1515129.527 1001095.454,1516070.554 1001072.149)"
1429,"LINESTRING(1517842.115 1002615.96,1517385.594 1002632.4)"
1430,"LINESTRING(1517842.115 1002615.96,1518223.748 1002593.613)"
1431,"LINESTRING(1515411.396 1004061.791,1514811.142 1004286.266)"
1432,"LINESTRING(1515411.396 1004061.791,1516111.056 1003803.131)"
1433,"LINESTRING(1511748 1009338,1512100.477 1009318.666)"
1434,"LINESTRING(1512441 1009338,1512100.477 1009318.666)"
1435,"LINESTRING(1506571.249 985429.109,1503939.667 985430.875)"
1436,"LINESTRING(1501304.434 985487.956,1503939.667 985430.875)"
1437,"LINESTRING(1501304.434 985487.956,1495919.926 985561.515)"
1438,"LINESTRING(1511760.52 1006544.924,1512069.118 1006551.409)"
1439,"LINESTRING(1512079.128 1007434.35,1511854.476 1007430.798)"
1440,"LINESTRING(1512079.128 1007434.35,1512083 1007811,1512084 1007873,1512087.348 1008158.413)"
1441,"LINESTRING(1512079.128 1007434.35,1512070 1006680,1512069.118 1006551.409)"
1442,"LINESTRING(1512079.128 1007434.35,1512485.326 1007430.798)"
1443,"LINESTRING(1496051.375 997920.675,1495995.451 995176.75)"
1444,"LINESTRING(1496051.375 997920.675,1496062.463 998844.25)"
1445,"LINESTRING(1503893.706 983840.237,1503939.667 985430.875)"
1446,"LINESTRING(1503893.706 983840.237,1503887.206 982782.563)"
1447,"LINESTRING(1503923.13 987621.163,1503932.752 989334.063)"
1448,"LINESTRING(1503923.13 987621.163,1503939.667 985430.875)"
1449,"LINESTRING(1502689.243 988973.919,1501274.57 988597)"
1450,"LINESTRING(1502689.243 988973.919,1503932.752 989334.063)"
1451,"LINESTRING(1515371.363 993317.367,1514587.292 993332.188)"
1452,"LINESTRING(1512250.002 993295.071,1510555.549 993295.071)"
1453,"LINESTRING(1512250.002 993295.071,1514587.292 993332.188)"
1454,"LINESTRING(1503896 989828,1503932.752 989334.063)"
1455,"LINESTRING(1510555.549 993295.071,1510549.451 989750.5)"
1456,"LINESTRING(1510555.549 993295.071,1510581.058 994813.813)"
1457,"LINESTRING(1490778.98 993401.625,1493336.673 994106.688)"
1458,"LINESTRING(1490778.98 993401.625,1490760.387 990645.25)"
1459,"LINESTRING(1490778.98 993401.625,1490811.031 996613.375)"
1460,"LINESTRING(1490778.98 993401.625,1490761 993396,1489546 993069,1489023 992924,1488093.616 992751.75)"
1461,"LINESTRING(1493336.673 994106.688,1495067 994531,1495529 994740,1495995.451 995176.75)"
1462,"LINESTRING(1495995.451 995176.75,1496533 995639,1496859 995945,1497080 996043,1497680 996160,1498566.361 996129.188)"
1463,"LINESTRING(1495995.451 995176.75,1495995 992023)"
1464,"LINESTRING(1498566.361 996129.188,1500924.227 996065)"
1465,"LINESTRING(1500924.227 996065,1501298.336 996067.125)"
1466,"LINESTRING(1500924.227 996065,1500919 996867,1500904 999544,1500895.237 1001310.283)"
1467,"LINESTRING(1501298.336 996067.125,1501300.104 993442.875)"
1468,"LINESTRING(1501298.336 996067.125,1502727 996055,1505060 996030,1505818 996001,1505973.955 996001.75)"
1469,"LINESTRING(1501300.104 993442.875,1501275 991957)"
1470,"LINESTRING(1501275 991957,1501274.57 988597)"
1471,"LINESTRING(1495995 992023,1495965 990603)"
1472,"LINESTRING(1495965 990603,1495940.718 987089.813)"
1473,"LINESTRING(1490760.387 990645.25,1490688.439 985633.562)"
1474,"LINESTRING(1539378.406 969654.938,1539359.04 971173.813)"
1475,"LINESTRING(1490688.439 985633.562,1493786.506 986492.375)"
1476,"LINESTRING(1490688.439 985633.562,1490684.058 982903.063)"
1477,"LINESTRING(1490688.439 985633.562,1488012 984923,1488011.619 984922.688)"
1478,"LINESTRING(1493786.506 986492.375,1494239.948 986618.25)"
1479,"LINESTRING(1494239.948 986618.25,1494729 986754,1495940.718 987089.813)"
1480,"LINESTRING(1495940.718 987089.813,1498523.174 987848.25)"
1481,"LINESTRING(1495940.718 987089.813,1495919.926 985561.515)"
1482,"LINESTRING(1498523.174 987848.25,1501274.57 988597)"
1483,"LINESTRING(1503932.752 989334.063,1504298 989439,1504405 989468,1504513 989493,1504892 989498,1505537 989509,1506199 989520,1506497 989525,1507198.89 989537.562)"
1484,"LINESTRING(1495919.926 985561.515,1495892.66 982882.25)"
1485,"LINESTRING(1490684.058 982903.063,1495892.66 982882.25)"
1486,"LINESTRING(1490684.058 982903.063,1490683 982849,1490674 982163,1490673 982081,1490672 982058,1490664 981425,1490663 981356,1490663 981319,1490656 980791,1490654 980696,1490654 980686,1490650 980370,1490650 980369,1490649 980317,1490648 980212,1490648 980211,1490639 979578,1490638 979495,1490638 979472,1490629 978787,1490628 978733,1490627 978681,1490620 978154,1490619 978063,1490619 978048,1490614 977679,1490613.911 977626.562)"
1487,"LINESTRING(1495892.66 982882.25,1502805.035 982810.413)"
1488,"LINESTRING(1502805.035 982810.413,1502791 982793,1502810 982792,1503887.206 982782.563)"
1489,"LINESTRING(1503887.206 982782.563,1503890 982782,1504386 982777,1504394 982777,1504736 982774,1504753 982774,1506224 982758,1506225 982758,1506545.683 982755.25)"
1490,"LINESTRING(1506545.683 982755.25,1509123 982760)"
1491,"LINESTRING(1495845.565 977533.875,1495822.354 974906.562)"
1492,"LINESTRING(1495812.71 973821.75,1495818 974533,1495822.354 974906.562)"
1493,"LINESTRING(1495812.71 973821.75,1495798.941 972282.875)"
1494,"LINESTRING(1490613.911 977626.562,1490613 977573,1490605 976997,1490604 976936,1490603 976892,1490593 976421,1490591 976350,1490591 976316,1490590 975949,1490590 975876,1490590 975844,1490583 975372,1490582 975284,1490582 975268,1490579 975058,1490578.909 975006.375)"
1495,"LINESTRING(1490578.909 975006.375,1492069.268 974978)"
1496,"LINESTRING(1492069.268 974978,1495822.354 974906.562)"
1497,"LINESTRING(1495822.354 974906.562,1496201 974901,1497106.413 974887.812)"
1498,"LINESTRING(1497106.413 974887.812,1501138 974830,1506440.87 974771.125)"
1499,"LINESTRING(1506440.87 974771.125,1509095 974756,1510397.065 974758.625)"
1500,"LINESTRING(1510397.065 974758.625,1510406.687 972158.063)"
1501,"LINESTRING(1510397.065 974758.625,1510468.019 978797.75)"
1502,"LINESTRING(1510397.065 974758.625,1513721.501 974767.566)"
1503,"LINESTRING(1515053.328 972118,1515071 974723,1515071.39 974741.375)"
1504,"LINESTRING(1515071.39 974741.375,1515070 976458,1515082 976612,1514853 977454,1514886 977729,1515287 978803)"
1505,"LINESTRING(1515071.39 974741.375,1513721.501 974767.566)"
1506,"LINESTRING(1515287 978803,1516762.048 982694.625)"
1507,"LINESTRING(1510468.019 978797.75,1510514.03 982748)"
1508,"LINESTRING(1509123 982760,1510514.03 982748)"
1509,"LINESTRING(1510514.03 982748,1510501.416 983183.875)"
1510,"LINESTRING(1510514.03 982748,1512944 982732)"
1511,"LINESTRING(1510501.416 983183.875,1510527.105 985359.125)"
1512,"LINESTRING(1512944 982732,1516762.048 982694.625)"
1513,"LINESTRING(1516762.048 982694.625,1517899.799 982678.5)"
1514,"LINESTRING(1517899.799 982678.5,1518214 982669,1518531.362 982669.688)"
1515,"LINESTRING(1517899.799 982678.5,1517715 982230,1517685 982166,1517434.626 981743.625)"
1516,"LINESTRING(1518531.362 982669.688,1519095 982636)"
1517,"LINESTRING(1518531.362 982669.688,1518639 983001,1518679 983074,1519042.802 983588.813)"
1518,"LINESTRING(1519095 982636,1522440.014 982584.812)"
1519,"LINESTRING(1517767.054 985353.125,1518322 986867)"
1520,"LINESTRING(1517767.054 985353.125,1517103 985345)"
1521,"LINESTRING(1518322 986867,1519710.84 990614.938)"
1522,"LINESTRING(1517103 985345,1510527.105 985359.125)"
1523,"LINESTRING(1510527.105 985359.125,1510502.524 987321.437)"
1524,"LINESTRING(1510502.524 987321.437,1510509 988592)"
1525,"LINESTRING(1510509 988592,1510549.451 989750.5)"
1526,"LINESTRING(1510549.451 989750.5,1511699 989783)"
1527,"LINESTRING(1510549.451 989750.5,1510002 989721,1509711 989698,1509558 989666,1509443 989633,1509379 989614,1509172 989563,1508811 989553,1508804 989553,1508509 989551,1507339 989540,1507198.89 989537.562)"
1528,"LINESTRING(1511699 989783,1511990 989830,1513129 990463,1513685 990670,1513854.932 990677.188)"
1529,"LINESTRING(1513854.932 990677.188,1514269 990690,1515279 990701,1516293 990708,1516747 990703,1516748.155 990703.938)"
1530,"LINESTRING(1513854.932 990677.188,1513866 990777,1513959 991012,1514048 991234,1514159 991457,1514292 991794,1514385 992072,1514448 992412,1514497 992624,1514533 992950,1514587.292 993332.188)"
1531,"LINESTRING(1516748.155 990703.938,1517197 990699,1517921 990671,1518035 990668,1518036 990667,1519710.84 990614.938)"
1532,"LINESTRING(1514587.292 993332.188,1514608 993657,1514634 993936,1514679 994330,1514708 994564,1514741 994788,1514806 995010,1514931 995215,1515065 995374,1515219 995536,1515498 995675,1515755 995774,1515924 995802,1516149 995809,1516481 995803,1516621 995793,1516819 995800,1517022 995822,1517179 995850,1517305 995884,1517470 995947,1517673 996105,1517843 996223,1518026 996437,1518102 996578,1518835.307 997595.562)"
1533,"LINESTRING(1520567.833 992949.25,1520646.808 993184.062)"
1534,"LINESTRING(1520567.833 992949.25,1520150 991810)"
1535,"LINESTRING(1510581.058 994813.813,1510582 994998,1510586 995728,1510587 995826,1510588.066 995985.063)"
1536,"LINESTRING(1505973.955 996001.75,1505965 996406,1505969 996570,1505943 996841,1505898 996980,1505862 997117,1505864 997478,1505848 997747,1505809 997975,1505807 997990,1505736 998292,1505576 998643,1505541 998754,1505542 998801,1505542 998802,1505550 999318,1505555 999486,1505568.278 999944.438)"
1537,"LINESTRING(1505973.955 996001.75,1507167.1 995978.919)"
1538,"LINESTRING(1508745.998 995968.938,1509013 995965,1509956 995963,1510442 995977,1510481 995978,1510539 995981,1510588.066 995985.063)"
1539,"LINESTRING(1508745.998 995968.938,1507167.1 995978.919)"
1540,"LINESTRING(1510588.066 995985.063,1510609 996413,1510646 996483,1510692 996523,1510722 996549,1510921 996724,1510946 996751,1511732 997604,1511944.727 997772.062)"
1541,"LINESTRING(1512193.717 997969.813,1512080 998094,1512049 998135,1512027 998181,1512014 998235,1512007 998546,1512003.257 998700.75)"
1542,"LINESTRING(1512193.717 997969.813,1512992.661 998662.688)"
1543,"LINESTRING(1512193.717 997969.813,1512171 997950,1512029 997838,1512028 997837,1511945 997772,1511944.727 997772.062)"
1544,"LINESTRING(1518835.307 997595.562,1518877 997563,1519422 997176,1519453 997158,1519482 997140,1519510 997124,1519536 997110,1519562 997097,1519586 997085,1519610 997075,1519632 997066,1519653 997058,1519672 997052,1519691 997046,1519709 997043,1519725 997040,1519740 997039,1519755 997038,1519772 997038,1519790 997037,1519809 997037,1519830 997036,1520115.865 997029.938)"
1545,"LINESTRING(1518835.307 997595.562,1519316 998291,1519436 998485,1519441 998495,1519478.429 998561.188)"
1546,"LINESTRING(1520115.865 997029.938,1521267.198 997019.188)"
1547,"LINESTRING(1525532 997016,1525187.918 997022.312)"
1548,"LINESTRING(1521267.198 997019.188,1522137.046 997021.125)"
1549,"LINESTRING(1521267.198 997019.188,1521238 996178,1521238.59 996178.5)"
1550,"LINESTRING(1521267.198 997019.188,1521266 998438,1521262.958 998519.75)"
1551,"LINESTRING(1522137.046 997021.125,1523067.062 997023.125)"
1552,"LINESTRING(1523087.002 997722.938,1523067.062 997023.125)"
1553,"LINESTRING(1523557.312 997704.5,1523540.834 997033.688)"
