geometry_id,geometry
2148,"LINESTRING(1531429.936 1007405.544,1531685.637 1007478.346)"
2149,"LINESTRING(1531429.936 1007405.544,1531622 1007384,1531693 1007350,1531736 1007311,1531772 1007264,1531796.781 1007224.557)"
2150,"LINESTRING(1531796.781 1007224.557,1531806 1007209,1531834 1007155,1531853 1007100,1531867 1007050,1531903.311 1006706.243)"
2151,"LINESTRING(1532548.881 1007711.494,1532508.731 1007713.651)"
2152,"LINESTRING(1532548.881 1007711.494,1532627 1008356,1532631 1008447,1532626 1008534,1532616 1008605,1532601 1008657,1532572 1008730,1532528 1008808,1532470 1008890,1532360 1009014,1532278 1009104,1532206 1009191,1532140 1009281,1532090 1009361,1532062 1009427,1532038 1009504,1531991.126 1010309.331)"
2153,"LINESTRING(1532534.739 1007631.557,1532587.157 1007640.492)"
2154,"LINESTRING(1532534.739 1007631.557,1532548.881 1007711.494)"
2155,"LINESTRING(1522710.109 1003767.605,1522882.63 1003767.605)"
2156,"LINESTRING(1522710.109 1003767.605,1522723.496 1004342.624)"
2157,"LINESTRING(1523146.486 1003767.605,1522882.63 1003767.605)"
2158,"LINESTRING(1523146.486 1003767.605,1523159.368 1004342.624)"
2159,"LINESTRING(1523159.368 1004342.624,1522723.496 1004342.624)"
2160,"LINESTRING(1522723.496 1004342.624,1522165.366 1004347.939)"
2161,"LINESTRING(1522165.366 1003630.344,1522165.366 1004347.939)"
2162,"LINESTRING(1522165.366 1004347.939,1522165.366 1004587.137)"
2163,"LINESTRING(1523644.509 1002001.27,1523624.373 1001997.141)"
2164,"LINESTRING(1523710.152 1001984.401,1523661.742 1001996.291)"
2165,"LINESTRING(1523643.435 1001963.7,1523661.742 1001966.566)"
2166,"LINESTRING(1523576.001 1001987.563,1523624.373 1001967.415)"
2167,"LINESTRING(1523661.742 1001966.566,1523710.152 1001984.401)"
2168,"LINESTRING(1523661.742 1001966.566,1523661.742 1001996.291)"
2169,"LINESTRING(1523661.742 1001996.291,1523644.509 1002001.27)"
2170,"LINESTRING(1523661.742 1001996.291,1523624.373 1001997.141)"
2171,"LINESTRING(1523624.373 1001997.141,1523576.001 1001987.563)"
2172,"LINESTRING(1523624.373 1001997.141,1523624.373 1001967.415)"
2173,"LINESTRING(1523624.373 1001967.415,1523643.435 1001963.7)"
2174,"LINESTRING(1523624.373 1001967.415,1523661.742 1001966.566)"
2175,"LINESTRING(1553915.323 1030299.49,1550107 1027099,1549504 1026609,1548537 1025811,1547225 1024695,1544205 1022178,1542399.057 1020671.9)"
2176,"LINESTRING(1553918.036 1030195.933,1554283 1030508,1555434 1031452,1556258.334 1032192.479)"
2177,"LINESTRING(1542399.057 1020671.9,1541548 1019994,1541491 1019952,1541439 1019917,1541391 1019891,1541338 1019873,1541259 1019862,1540728 1019846,1540676 1019837,1540636 1019818,1540591 1019793,1540554 1019759,1540524 1019720,1540503 1019689,1540491 1019670,1540479 1019641,1540474.276 1019595.307)"
2178,"LINESTRING(1542399.057 1020671.9,1542186 1020488,1541165 1019618,1539535.775 1018256.997)"
2179,"LINESTRING(1542566.219 1020695.659,1543673 1021635,1545525 1023172,1547257 1024633,1549538 1026541,1550076 1026980,1553918.036 1030195.933)"
2180,"LINESTRING(1539535.775 1018256.997,1538758 1017623,1537446 1016551,1536124 1015413,1534931 1014443,1533451 1013171,1533336.071 1013068.649)"
2181,"LINESTRING(1540027.902 1018587.158,1540913 1019233,1541005 1019282,1541083 1019316,1541167 1019341,1541259 1019351,1541434 1019351,1541509 1019352,1541576 1019364,1541634 1019395,1541684 1019435,1541722 1019483,1541730 1019496,1541747.079 1019573.554)"
2182,"LINESTRING(1540027.902 1018587.158,1540191 1018718,1541337 1019661,1542237 1020427,1542566.219 1020695.659)"
2183,"LINESTRING(1531751.339 998029.125,1531745 997487,1531741.377 996711.375)"
2184,"LINESTRING(1531751.339 998029.125,1531724 997935,1531688 997852,1531663 997817,1531631 997791,1531591 997769,1531559 997760,1531526 997758,1531490 997763,1531461 997772,1531431 997787,1531406 997813,1531386 997844,1531376 997883,1531375 997934,1531397.809 998387.375)"
2185,"LINESTRING(1531788.835 998271.187,1531797 998519,1531798 999566,1531820.698 1000208.487)"
2186,"LINESTRING(1533336.071 1013068.649,1533277 1013024,1533219 1012980,1533164 1012937,1533110 1012894,1533058 1012852,1533008 1012810,1532960 1012768,1532913 1012727,1532869 1012686,1532826 1012645,1532786 1012605,1532747 1012565,1532710 1012525,1532675 1012486,1532642 1012447,1532610 1012408,1532579 1012369,1532549 1012330,1532519 1012290,1532491 1012251,1532463 1012211,1532436 1012171,1532410 1012131,1532384 1012091,1532359 1012051,1532336 1012010,1532313 1011970,1532290 1011929,1532269 1011888,1532248 1011846,1532228 1011805,1532209 1011763,1532190 1011721,1532173 1011677,1532155 1011634,1532139 1011590,1532123 1011545,1532108 1011499,1532094 1011454,1532081 1011407,1532068 1011360,1532055 1011313,1532044 1011265,1532033 1011217,1532023 1011168,1532013 1011118,1532004 1011067,1531996 1011015,1531989 1010962,1531982 1010908,1531975 1010853,1531970 1010797,1531964 1010739,1531960 1010681,1531956 1010621,1531952 1010561,1531950 1010499,1531947 1010436,1531946 1010373,1531945 1010308,1531946.771 1009546.171)"
2187,"LINESTRING(1533365.646 1013000.706,1533475 1013090,1535085 1014448,1536257 1015428,1538775 1017540,1540027.902 1018587.158)"
2188,"LINESTRING(1531946.771 1009546.171,1531904 1009033,1531875 1008904,1531842 1008783,1531782 1008610,1531727 1008467,1531676 1008339,1531648 1008241,1531626 1008139,1531613 1008021,1531607 1007879,1531612 1007783,1531626 1007688,1531656.418 1007582.73)"
2189,"LINESTRING(1531946.771 1009546.171,1531945 1009141,1531911.755 1007571.348)"
2190,"LINESTRING(1531991.126 1010309.331,1531989 1010374,1531989 1010439,1531990 1010502,1531991 1010564,1531994 1010625,1531997 1010685,1532002 1010743,1532007 1010801,1532014 1010858,1532021 1010913,1532030 1010967,1532039 1011021,1532050 1011072,1532061 1011123,1532074 1011173,1532087 1011222,1532101 1011271,1532115 1011318,1532130 1011366,1532145 1011412,1532161 1011458,1532178 1011503,1532195 1011548,1532213 1011592,1532231 1011636,1532250 1011678,1532269 1011721,1532289 1011763,1532309 1011804,1532330 1011844,1532352 1011884,1532374 1011924,1532397 1011963,1532420 1012002,1532444 1012041,1532469 1012080,1532494 1012118,1532520 1012156,1532546 1012193,1532573 1012230,1532600 1012267,1532629 1012304,1532657 1012340,1532687 1012376,1532717 1012411,1532748 1012447,1532781 1012483,1532815 1012520,1532852 1012557,1532890 1012594,1532929 1012633,1532971 1012671,1533014 1012710,1533059 1012750,1533106 1012790,1533154 1012831,1533204 1012872,1533256 1012914,1533309 1012956,1533365.646 1013000.706)"
2191,"LINESTRING(1531911.755 1007571.348,1531903.311 1006706.243)"
2192,"LINESTRING(1531946.924 1007569.641,1532508.731 1007713.651)"
2193,"LINESTRING(1531946.924 1007569.641,1531986 1009515,1532000 1010264,1531991.126 1010309.331)"
2194,"LINESTRING(1531903.311 1006706.243,1531860 1004722,1531827 1002799,1531782 1001140,1531765.894 999530.438)"
2195,"LINESTRING(1531931.683 1006569.072,1531975 1007035,1532006 1007197,1532029 1007256,1532053 1007312,1532081 1007362,1532116 1007409,1532159 1007453,1532203 1007487,1532255 1007519,1532315 1007543,1532587.157 1007640.492)"
2196,"LINESTRING(1531931.683 1006569.072,1531946.924 1007569.641)"
2197,"LINESTRING(1531765.894 999530.438,1531707 999090,1531692 998989,1531677 998900,1531652 998812,1531614 998723,1531542 998606,1531507 998549,1531406.111 998471.375)"
2198,"LINESTRING(1531765.894 999530.438,1531765 998509,1531751.339 998029.125)"
2199,"LINESTRING(1531820.698 1000208.487,1531839 1001133,1531866 1002797,1531895 1004713,1531910 1005569,1531931.683 1006569.072)"
2200,"LINESTRING(1531741.377 996711.375,1531732 995878,1531742.815 994807.375)"
2201,"LINESTRING(1531799.451 996607.188,1531826 997091,1531844 997181,1531869 997258,1531903 997331,1531931 997379,1531963 997422,1532015 997485,1532087 997552,1532152 997616,1532223 997691,1532272 997757,1532328 997868,1532347 997918,1532360 997975,1532369 998065,1532373 998162,1532378.63 998466.062)"
2202,"LINESTRING(1531799.451 996607.188,1531798 997003,1531788.835 998271.187)"
2203,"LINESTRING(1531742.815 994807.375,1531735 993756,1531731.349 993641.688)"
2204,"LINESTRING(1531742.815 994807.375,1531695 994363,1531684 994299,1531657 994230,1531626 994167,1531586 994115,1531534 994069,1531473 994025,1531376 993964,1531319 993924,1531272 993874,1531239 993818,1531222 993750,1531218 993675,1531243.411 993559.625)"
2205,"LINESTRING(1531803.027 993490.25,1531816 993713,1531807 994412,1531790 996018,1531790 996027,1531789 996049,1531799.451 996607.188)"
2206,"LINESTRING(1531731.349 993641.688,1531740 993489,1531659 989391,1531661 989285,1531662 989184,1531661 989087,1531658 988994,1531654 988905,1531649 988820,1531643 988740,1531634 988664,1531625 988592,1531614 988524,1531601 988461,1531587 988401,1531572 988346,1531555 988295,1531537.41 988249.188)"
2207,"LINESTRING(1531788.766 992354.875,1531803.027 993490.25)"
2208,"LINESTRING(1531788.766 992354.875,1531814 992669,1531826 992737,1531845 992795,1531874 992855,1531906 992904,1531949 992954,1532005 992995,1532064 993021,1532134 993058,1532213 993118,1532253 993165,1532280 993220,1532290 993274,1532299.387 993452.125)"
2209,"LINESTRING(1531537.41 988249.188,1531511 988196,1531487 988145,1531463 988095,1531439 988047,1531414 988001,1531389 987956,1531364 987912,1531338 987870,1531312 987830,1531287 987791,1531260 987754,1531234 987718,1531208 987684,1531181 987651,1531154 987619,1531126 987589,1531098 987560,1531068 987531,1531038 987503,1531006 987476,1530974 987449,1530941 987423,1530907 987398,1530872 987373,1530836 987349,1530799 987326,1530761 987303,1530722 987281,1530683 987261,1530642 987240,1530601 987221,1530562 987202,1530524 987185,1530486 987168,1530450 987153,1530415 987139,1530381 987126,1530348 987114,1530316 987103,1530285 987093,1530256 987084,1530227 987077,1530199 987070,1530173 987064,1530148 987060,1530111 987053,1530069 987047,1530024 987040,1529975 987035,1529922 987031,1529866 987026,1529806 987023,1529742 987020,1529675 987017,1529604 987016,1529529 987014,1529451 987014,1529369 987014,1529283 987015,1529194 987016,1529102 987017,1529009 987019,1528899.081 987017.25)"
2210,"LINESTRING(1531627.106 988255.312,1531641 988291,1531655 988332,1531667 988378,1531679 988431,1531690 988489,1531699 988552,1531708 988622,1531715 988696,1531722 988777,1531728 988862,1531732 988954,1531736 989051,1531739 989154,1531740 989262,1531741 989376,1531788.766 992354.875)"
2211,"LINESTRING(1528899.081 987017.25,1528074 987097,1527857 987147,1527695 987190,1527682 987192,1527670 987193,1527651 987194,1527634 987194,1527594.633 987195.438)"
2212,"LINESTRING(1528899.081 987017.25,1528818 987022,1528720 987024,1528620 987026,1528519 987027,1528416 987029,1528313 987031,1528207 987033,1528100 987035,1527991 987037,1527880 987039,1527769 987041,1527655 987043,1526318.409 987054.625)"
2213,"LINESTRING(1528793.904 986951.313,1528888 986944,1528983 986942,1529074 986940,1529159 986939,1529239 986937,1529315 986936,1529386 986935,1529456 986934,1529523 986934,1529588 986934,1529651 986935,1529711 986937,1529769 986939,1529825 986941,1529879 986945,1529931 986948,1529980 986952,1530028 986957,1530072 986962,1530115 986967,1530156 986972,1530214 986987,1530274 987003,1530333 987021,1530392 987041,1530451 987063,1530510 987087,1530568 987114,1530626 987143,1530683 987174,1530740 987207,1530797 987243,1530854 987280,1530910 987320,1530966 987362,1531022 987406,1531076 987452,1531128 987500,1531179 987549,1531227 987599,1531273 987652,1531318 987705,1531360 987760,1531400 987817,1531438 987875,1531474 987934,1531509 987996,1531541 988058,1531571 988122,1531599 988188,1531627.106 988255.312)"
2214,"LINESTRING(1526318.409 987054.625,1526269 987055,1523742 987068,1523707 987069,1523669 987068,1523631 987068,1523592 987068,1523551 987068,1523510 987068,1523467 987068,1523423 987068,1523377 987068,1523331 987068,1523283 987068,1523234 987068,1523184 987068,1523133 987068,1523080 987069,1523028 987069,1522977 987068,1522928 987067,1522880 987066,1522833 987063,1522788 987061,1522745 987058,1522703 987054,1522662 987050,1522622 987045,1522585 987040,1522549 987035,1522513 987028,1522480 987022,1522448.466 987015.062)"
2215,"LINESTRING(1526346.438 986976.875,1527095 986922,1527175 986908,1527277 986883,1527410 986848,1527526 986814,1527584.66 986802.375)"
2216,"LINESTRING(1526346.438 986976.875,1527655 986968,1527801 986965,1527942 986963,1528078 986960,1528209 986957,1528334 986955,1528455 986952,1528571 986950,1528682 986948,1528793.904 986951.313)"
2217,"LINESTRING(1522448.466 987015.062,1522413 987008,1522380 987000,1522347 986992,1522317 986985,1522286 986977,1522258 986969,1522230 986962,1522203 986954,1522177 986946,1522153 986938,1522129 986930,1522107 986922,1522086 986914,1522066 986906,1522047 986898,1522027 986889,1522008 986880,1521987 986869,1521965 986858,1521943 986846,1521919 986833,1521895 986819,1521870 986804,1521845 986788,1521818 986771,1521790 986754,1521762 986735,1521733 986715,1521703 986695,1521672 986674,1521640 986651,1521608 986626,1521575 986599,1521541 986569,1521507 986538,1521473 986504,1521437 986468,1521401 986430,1521365 986390,1521327 986348,1521289 986304,1521251 986257,1521211 986208,1521172 986158,1521131 986104,1520942 985875,1520682 985589,1520473 985350,1520321 985161,1520120 984946,1519790 984576,1519366 984087,1518729.298 983325.438)"
2218,"LINESTRING(1522470.042 986949.438,1522497 986954,1522525 986959,1522555 986964,1522585 986968,1522617 986972,1522650 986975,1522683 986978,1522718 986981,1522754 986983,1522791 986985,1522829 986987,1522868 986988,1522908 986989,1522949 986990,1522992 986990,1523035 986990,1523079 986990,1523124 986989,1523170 986989,1523216 986989,1523264 986989,1523312 986989,1523362 986988,1523412 986988,1523463 986988,1523515 986988,1523567 986988,1523621 986988,1523676 986987,1523731 986988,1526268 986975,1526346.438 986976.875)"
2219,"LINESTRING(1518729.298 983325.438,1518425 983045,1518365 983001,1518289 982956,1518197 982916,1518109 982879,1518045 982849,1518003 982822,1517963 982792,1517931 982751,1517915 982720,1517899.799 982678.5)"
2220,"LINESTRING(1518729.298 983325.438,1518196 982703,1518117 982606,1518040 982513,1517967 982424,1517898 982338,1517832 982256,1517770 982179,1517711 982105,1517657 982035,1517606 981969,1517558 981906,1517514 981848,1517474 981793,1517434.626 981743.625)"
2221,"LINESTRING(1519042.802 983588.813,1519426 984034,1519850 984523,1520179 984892,1520381 985108,1520534 985299,1520741 985535,1521002 985823,1521212 986076,1521247 986120,1521281 986162,1521313 986203,1521345 986241,1521374 986277,1521403 986312,1521431 986345,1521457 986375,1521482 986403,1521506 986430,1521529 986454,1521551 986477,1521571 986497,1521590 986516,1521608 986532,1521626 986547,1521644 986563,1521663 986578,1521683 986594,1521703 986609,1521724 986625,1521746 986641,1521769 986656,1521792 986672,1521816 986688,1521841 986704,1521866 986719,1521892 986735,1521919 986751,1521946 986767,1521975 986782,1522004 986797,1522034 986812,1522065 986826,1522097 986840,1522130 986853,1522164 986865,1522199 986878,1522234 986889,1522271 986900,1522309 986911,1522347 986921,1522387 986931,1522427 986940,1522470.042 986949.438)"
2222,"LINESTRING(1517434.626 981743.625,1517404 981695,1517375 981652,1517347 981609,1517319 981564,1517289 981515,1517258 981464,1517226 981409,1517194 981352,1517161 981292,1517126 981229,1517091 981164,1517054 981095,1517017 981023,1516979 980949,1516940 980872,1516900 980791,1516392 979720,1516363 979654,1516333 979590,1516305 979528,1516278 979465,1516250 979378,1516222 979294,1516195 979214,1516170 979138,1516147 979065,1516124 978997,1516104 978931,1516085 978869,1516067 978811,1516051 978756,1516036 978704,1516023 978657,1516011 978613,1516000 978572,1515992 978535,1515984 978499,1515976 978462,1515968 978425,1515961 978385,1515954 978345,1515947 978304,1515941 978261,1515934 978218,1515928 978173,1515923 978127,1515917 978080,1515912 978032,1515907 977983,1515902 977933,1515898 977881,1515893 977829,1515889 977777,1515884 977724,1515880 977671,1515876 977619,1515872 977566,1515868 977512,1515864 977459,1515860 977406,1515856 977352,1515851 977298,1515847 977244,1515844 977190,1515840 977135,1515836 977080,1515790 974613,1515777 972164,1515784.421 972134.25)"
2223,"LINESTRING(1517685.6 981953.063,1517928 982209,1518030 982305,1518107 982356,1518179 982393,1518241 982419,1518304 982442,1518357 982460,1518404 982487,1518443 982521,1518477 982564,1518493 982601,1518531.362 982669.688)"
2224,"LINESTRING(1517685.6 981953.063,1517722 981996,1517750 982033,1517777 982068,1517804 982102,1517830 982135,1517855 982167,1517881 982198,1517907 982231,1517934 982263,1517961 982297,1517989 982332,1518018 982367,1518047 982403,1518076 982439,1518107 982477,1518138 982515,1518169 982554,1518201 982594,1518233 982634,1518267 982675,1518302 982717,1519042.802 983588.813)"
2225,"LINESTRING(1515863.658 972111,1515864 974606,1515914 977080,1515916 977142,1515919 977204,1515922 977264,1515925 977324,1515929 977383,1515932 977441,1515936 977498,1515940 977553,1515944 977609,1515948 977663,1515953 977716,1515957 977768,1515962 977820,1515967 977870,1515972 977920,1515977 977968,1515983 978016,1515988 978063,1515994 978109,1516000 978154,1516007 978198,1516013 978242,1516020 978284,1516027 978326,1516033 978367,1516041 978406,1516048 978445,1516056 978483,1516064 978520,1516072 978557,1516081 978595,1516093 978639,1516107 978688,1516123 978742,1516143 978802,1516164 978866,1516188 978937,1516215 979012,1516244 979093,1516275 979179,1516309 979270,1516345 979367,1516384 979469,1516425 979575,1516470 979689,1516973 980765,1517003 980829,1517033 980893,1517063 980955,1517094 981016,1517124 981076,1517155 981135,1517187 981193,1517219 981249,1517251 981305,1517283 981359,1517315 981412,1517348 981464,1517381 981515,1517415 981565,1517448 981614,1517480 981661,1517513 981707,1517544 981752,1517575 981796,1517606 981839,1517636 981880,1517665 981920,1517685.6 981953.063)"
2226,"LINESTRING(1531397.809 998387.375,1531353 997924,1531360 997866,1531375 997827,1531396 997798,1531419 997772,1531447 997755,1531518 997720,1531595 997686,1531635 997657,1531663 997629,1531684 997595,1531693 997567,1531741.377 996711.375)"
2227,"LINESTRING(1545490.789 1029974.104,1545525.613 1032097.349)"
2228,"LINESTRING(1555450.145 985011.5,1557676.668 985017.5)"
2229,"LINESTRING(1543321.431 970292.438,1545959.343 970109)"
2230,"LINESTRING(1581122.14 1027434.936,1586375.996 1027430.615)"
2231,"LINESTRING(1581122.14 1027434.936,1581133.739 1030077.544)"
2232,"LINESTRING(1581122.14 1027434.936,1581064.149 1021797.854)"
2233,"LINESTRING(1581122.14 1027434.936,1578464.32 1027436.899)"
2234,"LINESTRING(1586375.996 1027430.615,1586411.267 1030064.108)"
2235,"LINESTRING(1586375.996 1027430.615,1586343.282 1024891.856)"
2236,"LINESTRING(1556616.54 993021.25,1559310.631 992966.5)"
2237,"LINESTRING(1581264.12 1040669.756,1581171.196 1035370.594)"
2238,"LINESTRING(1581264.12 1040669.756,1581277.598 1045985.142)"
2239,"LINESTRING(1586542.722 1040329.725,1586477.916 1035347.955)"
2240,"LINESTRING(1586542.722 1040329.725,1586550.131 1040651.446)"
2241,"LINESTRING(1581133.739 1030077.544,1581133 1030083,1581186.213 1032820.49)"
2242,"LINESTRING(1586411.267 1030064.108,1586441 1032556,1586449.26 1032857.575)"
2243,"LINESTRING(1581002.519 1018124.254,1581002 1018129,1581064.149 1021797.854)"
2244,"LINESTRING(1581002.519 1018124.254,1580954.653 1014141.034)"
2245,"LINESTRING(1586273.468 1019436.487,1586323.9 1023370.133)"
2246,"LINESTRING(1586273.468 1019436.487,1586206.247 1014168.461)"
2247,"LINESTRING(1580455.144 987541.313,1585828.031 987590.188)"
2248,"LINESTRING(1580455.144 987541.313,1575363 987572,1575207 987574,1575186.388 987574.375)"
2249,"LINESTRING(1581595.287 1066765.231,1581550 1064115,1581549 1062991,1581549.263 1062975.561)"
2250,"LINESTRING(1586879.987 1066714.853,1586797.325 1059987.944)"
2251,"LINESTRING(1581171.196 1035370.594,1581555 1035396,1582055 1035421,1582502 1035431,1582929 1035437,1583569 1035437,1584177 1035417,1584979 1035394,1585654 1035357,1586477.916 1035347.955)"
2252,"LINESTRING(1581171.196 1035370.594,1581138 1035368,1578528.841 1035351.548)"
2253,"LINESTRING(1581171.196 1035370.594,1581188.867 1032956.034)"
2254,"LINESTRING(1586477.916 1035347.955,1586441.864 1032971.404)"
2255,"LINESTRING(1586477.916 1035347.955,1587159 1035338)"
2256,"LINESTRING(1581277.598 1045985.142,1582591 1045891,1584486 1045758,1586610.988 1045609.995)"
2257,"LINESTRING(1581277.598 1045985.142,1579207 1045969,1575976.963 1045936.291)"
2258,"LINESTRING(1581277.598 1045985.142,1581283 1050529,1581283 1050530,1581283.796 1050846.904)"
2259,"LINESTRING(1586610.988 1045609.995,1586547 1040662,1586550.131 1040651.446)"
2260,"LINESTRING(1586610.988 1045609.995,1586616.659 1045980.95)"
2261,"LINESTRING(1578141.489 1003582.981,1580811 1003564,1584775 1003517,1586047.716 1003524.307)"
2262,"LINESTRING(1578141.489 1003582.981,1573624.651 1003591.165)"
2263,"LINESTRING(1586047.716 1003524.307,1586057 1004080,1586091 1005189,1586123 1007712,1586138.825 1008887)"
2264,"LINESTRING(1586047.716 1003524.307,1587038 1003525)"
2265,"LINESTRING(1581064.149 1021797.854,1583238 1022425,1586323.9 1023370.133)"
2266,"LINESTRING(1581064.149 1021797.854,1578391 1021023,1578386.399 1021022.35)"
2267,"LINESTRING(1586323.9 1023370.133,1586342 1024834,1586343 1024879,1586343 1024881,1586343.282 1024891.856)"
2268,"LINESTRING(1581878.495 969670.375,1582141 969683,1582344 969688,1582442 969690,1582514 969690,1582677 969712,1582768 969730,1582989 969730,1583380 969743,1583806 969757,1584008 969744,1584076 969736,1584142 969696,1584157 969515,1584145 969087,1584150 969049,1584176 969028,1584267 969014,1585140 969004,1585498.755 969005.438)"
2269,"LINESTRING(1581878.495 969670.375,1581881 969255,1581908 969202,1581969 969134,1582090 969027,1582399 968775,1582592 968608,1582703 968473,1582759 968365,1582797 968278,1582849 968129,1582913 967943,1583547.702 966326.875)"
2270,"LINESTRING(1581878.495 969670.375,1581845.005 970242.063)"
2271,"LINESTRING(1581878.495 969670.375,1581489 969683,1581303 969654,1580268 969653,1580211 969633,1580186 969599,1580187 969547,1580160.162 969008.938)"
2272,"LINESTRING(1580901.576 1008855.339,1586002 1008841,1586138.825 1008887)"
2273,"LINESTRING(1580901.576 1008855.339,1580954.653 1014141.034)"
2274,"LINESTRING(1580901.576 1008855.339,1580891 1008855,1578219.957 1008861.676)"
2275,"LINESTRING(1586138.825 1008887,1586206 1014163,1586206.247 1014168.461)"
2276,"LINESTRING(1586138.825 1008887,1587515 1008872)"
2277,"LINESTRING(1584258.444 1057572.775,1585338 1058623,1585920.326 1059172.881)"
2278,"LINESTRING(1584258.444 1057572.775,1584589.371 1057221.784)"
2279,"LINESTRING(1584258.444 1057572.775,1584022 1057326)"
2280,"LINESTRING(1585920.326 1059172.881,1585921 1059173,1586797.325 1059987.944)"
2281,"LINESTRING(1580954.653 1014141.034,1585429 1014121,1585543 1014110,1585631 1014109,1585742 1014116,1585965 1014147,1586113 1014161,1586206.247 1014168.461)"
2282,"LINESTRING(1580954.653 1014141.034,1578293.352 1014152.524)"
2283,"LINESTRING(1586206.247 1014168.461,1587563 1014171)"
2284,"LINESTRING(1584589.371 1057221.784,1584742 1057059,1585403 1056618,1586751.549 1056523.442)"
2285,"LINESTRING(1586751.549 1056523.442,1586757 1057593,1586759 1057735,1586779.217 1058894.021)"
2286,"LINESTRING(1586751.549 1056523.442,1586746 1054514)"
2287,"LINESTRING(1586751.549 1056523.442,1589183.764 1056496.217)"
2288,"LINESTRING(1580614.569 998275.562,1586015.497 998223.813)"
2289,"LINESTRING(1580614.569 998275.562,1578066.835 998299.875)"
2290,"LINESTRING(1586015.497 998223.813,1587229 998226)"
2291,"LINESTRING(1581173.571 1032933.674,1578506.096 1032563.297)"
2292,"LINESTRING(1586441.864 1032971.404,1585902 1033007,1585467 1033040,1585048 1033067,1584645 1033089,1584259 1033105,1583888 1033116,1583535 1033121,1583197 1033120,1582876 1033114,1582571 1033102,1582282 1033084,1582010 1033061,1581754 1033032,1581514 1032998,1581173.571 1032933.674)"
2293,"LINESTRING(1586441.864 1032971.404,1586449.26 1032857.575)"
2294,"LINESTRING(1581170.363 1032798.139,1581637 1032872,1581945 1032907,1582257 1032937,1582572 1032961,1582892 1032979,1583215 1032992,1583542 1032999,1583872 1033000,1584207 1032996,1584545 1032987,1584887 1032972,1585232 1032951,1585582 1032925,1585935 1032893,1586449.26 1032857.575)"
2295,"LINESTRING(1586449.26 1032857.575,1587256.095 1032857.467)"
2296,"LINESTRING(1582692.393 1053470.183,1582755 1053481,1582822 1053491,1582888 1053501,1582954 1053508,1583020 1053515,1583085 1053521,1583150 1053526,1583217 1053529,1583284 1053533,1583354 1053537,1583426 1053540,1583499 1053543,1583574 1053546,1583651 1053548,1583731 1053551,1583811 1053553,1583894 1053555,1583979 1053556,1584065 1053558,1584154 1053559,1584244 1053560,1584336 1053561,1584429 1053562,1584521 1053563,1584613 1053563,1584704 1053564,1584794 1053564,1584884 1053565,1584974 1053565,1585062 1053566,1585151 1053566,1585239 1053566,1585326 1053567,1585413 1053567,1585499 1053567,1585584 1053567,1585670 1053567,1585753 1053567,1585833 1053568,1585910 1053570,1585985 1053572,1586056 1053574,1586124 1053578,1586189 1053581,1586252 1053586,1586311 1053591,1586367 1053596,1586420 1053602,1586470 1053609,1586518 1053616,1586562 1053623,1586603.333 1053632.042)"
2297,"LINESTRING(1586603.333 1053632.042,1586689 1053648,1586775 1053666,1586858 1053685,1586941 1053705,1587022 1053727,1587101 1053749,1587179 1053773,1587256 1053797,1587331 1053823,1587405 1053850,1587478 1053878,1587549 1053908,1587618 1053938,1587687 1053970,1587754 1054003,1587820 1054037,1587885 1054073,1587951 1054111,1588016 1054151,1588081 1054192,1588146 1054235,1588210 1054280,1588274 1054327,1588338 1054375,1588402 1054426,1588465 1054478,1588529 1054531,1588591 1054586,1588654 1054644,1588717 1054703,1588782 1054766,1588855 1054837,1588934 1054914,1589020 1054998,1589112 1055090,1589211 1055188,1589317 1055294,1589429 1055407,1589545.116 1055520.1)"
2298,"LINESTRING(1583190.635 1053615.94,1583129 1053609,1583076 1053605,1583024 1053600,1582974 1053596,1582925 1053591,1582876 1053585,1582827 1053578,1582777 1053571,1582727 1053563,1582675 1053554,1582623 1053544,1582570 1053533,1582516 1053521,1582462 1053509,1582407 1053495,1582350 1053480,1582294 1053465,1582236 1053449,1582178 1053432,1582119 1053414,1582057 1053391,1581996 1053368,1581935 1053344,1581875 1053319,1581815 1053293,1581756 1053267,1581697 1053239,1581639 1053211,1581581 1053183,1581524 1053153,1581467 1053123,1581411 1053092,1581355 1053060,1581299 1053028,1581245.176 1052995.058)"
2299,"LINESTRING(1583190.635 1053615.94,1583053 1053607,1582922 1053598,1582799 1053589,1582684 1053580,1582575 1053572,1582475 1053563,1582381 1053555,1582295 1053546,1582216 1053538,1582145 1053530,1582081 1053521,1582025 1053513,1581975 1053505,1581933 1053496,1581899 1053488,1581868 1053480,1581836 1053470,1581802 1053459,1581769 1053448,1581733 1053435,1581698 1053422,1581661 1053407,1581623 1053392,1581585 1053375,1581545 1053357,1581505 1053339,1581464 1053319,1581422 1053298,1581378 1053277,1581334.68 1053254.643)"
