link_geom_id,name,geometry,length,row_width,jurisdiction,facility_type
1104,Massachusetts Avenue,"LINESTRING (325994.7133954333 4693063.312126145, 325949.8381057569 4693114.461902725)",68.04477399258577,18.9,,primary
1105,,"LINESTRING (324756.9125130561 4693866.038826685, 324784.5620760849 4693914.124815528)",55.46855558496936,,,residential
1106,Brattle Street,"LINESTRING (324756.9125130561 4693866.038826685, 324776.6462316134 4693850.366458042)",25.200055297665536,16.2,,tertiary
1107,Brattle Street,"LINESTRING (324836.394986516 4693802.824885982, 324802.0675436528 4693829.551619175, 324776.6462316134 4693850.366458042)",76.36083036432669,16.2,,tertiary
1108,Brattle Street,"LINESTRING (324756.9125130561 4693866.038826685, 324727.3883800334 4693891.112272176, 324698.783343092 4693906.829324255)",71.37291221054053,16.2,,tertiary
1109,Brattle Street,"LINESTRING (324651.6342615347 4693922.555758554, 324659.8525587168 4693920.771948083, 324698.783343092 4693906.829324255)",49.761839700350365,16.2,,tertiary
1110,Mercer Circle,"LINESTRING (324613.1273481071 4693805.863427416, 324639.3624378664 4693800.761193821, 324655.2538098849 4693803.696240479, 324670.4273861626 4693833.87201589, 324687.6025368542 4693874.886736413, 324698.783343092 4693906.829324255)",154.97122460394837,12.2,,residential
1111,,"LINESTRING (326156.3470697589 4691226.944334725, 326168.4638444753 4691220.38790911, 326173.4454284228 4691217.886440973, 326178.2266579433 4691215.945507198, 326190.4705268776 4691211.519302215)",37.5307898070455,13.7,,primary_link
1112,,"LINESTRING (326179.3377917638 4691182.028989929, 326180.2057377442 4691185.785223407, 326181.3660538867 4691189.367531369, 326182.90496221 4691192.929329047, 326186.2652206188 4691199.479245832, 326187.7794157821 4691203.041657927, 326190.4705268776 4691211.519302215)",31.62773045765615,16.8,,primary
1113,,"LINESTRING (326130.4542838642 4691245.254023576, 326145.0569816952 4691228.624690608, 326149.1831454679 4691224.199999457, 326153.3063172515 4691219.986496767, 326157.7660775968 4691215.720194543, 326164.815918196 4691209.222914459, 326167.7916503906 4691206.260135857, 326170.5515529829 4691202.902716941, 326172.650661301 4691199.817261656, 326174.4793529083 4691196.7940767, 326176.0175707962 4691193.689215192, 326177.4999623946 4691189.663516804, 326178.615306829 4691185.791376337, 326179.3377917638 4691182.028989929)",81.261196574116,13.7,,primary
1114,Reid Rotary,"LINESTRING (326130.4542838642 4691245.254023576, 326143.3824786138 4691235.532950564, 326149.7074365439 4691231.042546125, 326156.3470697589 4691226.944334725)",31.73463643841492,16.8,,primary
1115,Griswold Street,"LINESTRING (322450.3277863608 4695438.903306214, 322491.0650490548 4695530.005770628)",99.7957092972442,12.2,,residential
1116,Sunset Road,"LINESTRING (322449.5900053193 4695706.62119059, 322458.9771948938 4695683.826376, 322462.1184453369 4695671.301683618, 322470.3509744123 4695628.979907747, 322482.2560429943 4695572.342138155, 322491.0650490548 4695530.005770628)",181.79824782345796,12.8,,residential
1117,"['Griswold Street', 'Loomis Street']","LINESTRING (322768.8565258514 4695736.155067064, 322722.9513836321 4695728.851967783, 322651.618140345 4695715.938373103, 322619.168561574 4695712.761456012, 322608.49914163 4695714.254435024, 322595.138232128 4695720.038107692, 322583.3474731746 4695722.78184851, 322577.5631752092 4695722.039717099, 322575.057216722 4695720.658814721, 322568.4515574105 4695710.27050494, 322520.2686475271 4695596.711380378, 322491.0650490548 4695530.005770628)",406.1981076108758,"['12.2', '10.7']",,residential
1119,Blanchard Road,"LINESTRING (322418.4005731735 4695526.073005809, 322434.3152835405 4695441.810038507)",85.75270062616707,10.1,,secondary
1121,Morrison Court,"LINESTRING (324647.8607078168 4696276.319893853, 324617.9008082489 4696298.349796099)",37.18752714391328,6.1,,living_street
1122,Gold Star Road,"LINESTRING (324647.8607078168 4696276.319893853, 324677.1969235827 4696314.129310981)",47.85567447091229,,,residential
1123,Gold Star Road Court,"LINESTRING (324644.8097100048 4696336.89778001, 324677.1969235827 4696314.129310981)",39.58957925095506,6.1,,living_street
1124,"['Moulton Street', 'Wilson Road']","LINESTRING (323183.2146228074 4695271.270624722, 323189.8042304835 4695291.471308828, 323199.1172571576 4695320.025624586, 323210.1256002757 4695353.737250432, 323212.4562354455 4695360.889662907, 323213.8842378036 4695370.131630768, 323213.8617527609 4695381.621454793, 323212.9497650025 4695397.022782711, 323212.4832069562 4695404.957054858, 323212.1540850062 4695414.743467097, 323212.2021536418 4695447.265515342, 323212.2241895904 4695464.098831268, 323212.2497011789 4695481.72097403, 323212.266485154 4695490.854176335, 323210.3771550903 4695524.280800493, 323210.2698977481 4695526.22801965, 323207.7337249587 4695537.981415144, 323199.750376518 4695535.616539652, 323193.7024430134 4695535.525026713, 323183.0254051869 4695533.472741573, 323149.1060652586 4695537.330736074, 323112.4611660055 4695544.14683721, 323093.8229437181 4695547.118491883, 323073.4782521092 4695550.355609717, 323069.3108215373 4695551.016644448, 322979.0153348678 4695569.625044052)",504.38916581527707,"['12.2', '13.7']",,residential
1125,Smith Place,"LINESTRING (322975.0408541652 4695332.61762941, 322971.9073770903 4695364.686932834, 322970.4817834857 4695379.301298088, 322968.0938744462 4695403.729250293, 322966.5630297298 4695419.390763064, 322965.8136964752 4695425.254379036, 322962.2348039233 4695453.390396025, 322960.6552362245 4695459.319481508, 322959.9156723862 4695469.471886751, 322962.9828608211 4695489.439350158, 322970.6822976861 4695528.079054108, 322978.1182963841 4695565.425390185, 322979.0153348678 4695569.625044052)",239.75033328946645,13.7,,residential
1126,Smith Place,"LINESTRING (323007.5168108257 4695703.141364001, 323006.0603876552 4695695.389080598, 323005.4220371762 4695691.971790865, 322993.9659097864 4695638.9711193, 322990.0846100731 4695621.002102517, 322981.7815728708 4695582.588783319, 322979.0153348678 4695569.625044052)",136.52840161350517,13.7,,residential
1127,Concord Avenue,"LINESTRING (323183.2146228074 4695271.270624722, 323170.4191576107 4695275.360991854, 323130.7001734833 4695287.699281192, 323123.4101421665 4695289.961534077, 323107.6722515934 4695294.626469585, 323048.966800012 4695311.490173811, 322991.9625199141 4695327.866860607, 322979.1977275328 4695331.534576409, 322975.0408541652 4695332.61762941)",217.03884148628092,19.8,,secondary
1128,Smith Place,"LINESTRING (322979.0153348678 4695569.625044052, 322978.1182963841 4695565.425390185, 322970.6822976861 4695528.079054108, 322962.9828608211 4695489.439350158, 322959.9156723862 4695469.471886751, 322960.6552362245 4695459.319481508, 322962.2348039233 4695453.390396025, 322965.8136964752 4695425.254379036, 322966.5630297298 4695419.390763064, 322968.0938744462 4695403.729250293, 322970.4817834857 4695379.301298088, 322971.9073770903 4695364.686932834, 322975.0408541652 4695332.61762941)",239.75033328946648,13.7,,residential
1129,Concord Avenue,"LINESTRING (322701.513522278 4695387.216516322, 322714.388001096 4695384.634427253, 322733.1709161864 4695380.858082014, 322787.520572269 4695369.946701711, 322803.1240905653 4695366.8178177, 322852.0684366041 4695357.121753039, 322882.0152469273 4695351.185136658, 322892.8909168463 4695349.031806827, 322940.3517604459 4695339.618402733, 322968.364496165 4695334.064485244, 322975.0408541652 4695332.61762941)",278.92449241699524,19.8,,secondary
1130,Concord Avenue,"LINESTRING (323183.2146228074 4695271.270624722, 323254.7496033652 4695248.705828707, 323268.2834785216 4695244.496954511, 323324.6009824669 4695226.97324236, 323342.2705018336 4695221.159975455, 323356.7848908396 4695215.982032903)",182.1751525829288,19.8,,secondary
1131,Concord Avenue,"LINESTRING (323504.1239765675 4695159.10432819, 323479.2914798863 4695168.642541273, 323457.3645753117 4695177.118567758, 323435.0459650037 4695185.737894207, 323356.7848908396 4695215.982032903)",157.93636049961495,19.8,,secondary
1132,"['Fawcett Street Extension', 'Fawcett Street']","LINESTRING (323007.5168108257 4695703.141364001, 323046.890103837 4695695.144453631, 323210.038263047 4695662.016044051, 323291.5228654691 4695645.477781564, 323310.0888441756 4695638.352781359, 323319.2863071088 4695633.68687146, 323333.5747607976 4695622.536572798, 323337.8153140087 4695619.229319148, 323342.8644106294 4695610.434800453, 323345.3889639552 4695606.03754266, 323350.4596154101 4695591.575642511, 323352.3499128625 4695524.259120686, 323352.4990367709 4695519.077414331, 323353.282096827 4695440.532974268, 323353.6137134901 4695406.712440572, 323353.7301134546 4695400.887097941, 323354.5656006922 4695360.275850716, 323354.9377446907 4695328.709923406, 323355.6673414024 4695306.401918389, 323355.7340167513 4695296.977722882, 323356.1625625043 4695269.599391818, 323356.4737213115 4695242.790711786, 323356.7848908396 4695215.982032903)",749.6976226205771,13.7,,residential
1133,Seven Pines Avenue,"LINESTRING (324701.5140930203 4696344.908995778, 324751.442450673 4696300.111634398)",67.07938941684006,12.2,,residential
1134,"['Camp Street', 'Fair Oaks Street']","LINESTRING (324730.0967142354 4696161.532742967, 324674.2026429471 4696211.824389254, 324751.442450673 4696300.111634398)",192.49476703704514,"['12.2', '11.6']",,residential
1135,Gold Star Road,"LINESTRING (324701.5140930203 4696344.908995778, 324722.5108144251 4696366.438482465)",30.07292979990224,,,residential
1136,Gold Star Road Court,"LINESTRING (324677.1969235827 4696314.129310981, 324644.8097100048 4696336.89778001)",39.58957925095506,6.1,,living_street
1137,Gold Star Road,"LINESTRING (324677.1969235827 4696314.129310981, 324697.5271990729 4696340.931117687, 324701.5140930203 4696344.908995778)",39.272057085939274,,,residential
1138,Seven Pines Avenue,"LINESTRING (324751.442450673 4696300.111634398, 324701.5140930203 4696344.908995778)",67.07938941684006,12.2,,residential
1139,Harold Place,"LINESTRING (327280.2973819005 4692275.530036566, 327231.169627701 4692280.498156471)",49.37831961573664,4.6,,residential
1140,Webster Avenue,"LINESTRING (327559.2621552752 4693342.455090298, 327558.9237272539 4693346.774518223, 327550.6288716356 4693386.945412374, 327536.037300738 4693453.415847773, 327535.2301532965 4693457.435723893)",117.50428928067959,15.2,,tertiary
1141,Elm Street,"LINESTRING (327483.962275881 4693319.478219294, 327500.3199332064 4693364.741323004, 327516.4440797974 4693410.565766638, 327535.2301532965 4693457.435723893)",147.20129556834962,12.2,,residential
1142,Webster Avenue,"LINESTRING (327559.2621552752 4693342.455090298, 327558.7928594955 4693338.122237395, 327558.3632484671 4693335.399508341, 327558.089187713 4693333.639606579, 327556.2268436421 4693323.93000847, 327554.3270898594 4693315.376881775, 327552.3524302615 4693306.458937165)",36.677823548408455,15.2,,tertiary
1143,Columbia Street,"LINESTRING (327477.7522437504 4693139.798959472, 327490.7447834177 4693167.522901715, 327505.797530025 4693200.951595596, 327507.2385205777 4693204.260495915, 327507.7332263408 4693206.614953262, 327508.9141847602 4693211.74136565, 327509.5508026023 4693213.836770345, 327511.0285571578 4693217.300319618, 327521.6923429433 4693240.470634574, 327523.2771264466 4693243.931547512, 327527.4793211948 4693253.305682779, 327539.4247668857 4693280.011072461, 327544.7572983867 4693291.124010741, 327548.6809973681 4693298.560587642, 327552.3524302615 4693306.458937165)",182.79549691541794,14.9,,tertiary
1144,Cambridge Street,"LINESTRING (327651.46348029 4693286.35020982, 327637.0681807244 4693289.271482546, 327608.4826361568 4693295.075733053, 327599.3010510518 4693296.935294709, 327592.5133280178 4693298.313658813, 327584.7498955012 4693299.88273985, 327562.0996589941 4693304.48537206, 327555.1560549608 4693305.889837168, 327552.3524302615 4693306.458937165)",101.13042211063521,21.3,,tertiary
1145,Cambridge Street,"LINESTRING (327483.962275881 4693319.478219294, 327541.8232744251 4693308.462901172, 327552.3524302615 4693306.458937165)",69.61835192551759,21.3,,tertiary
1146,Upland Road,"LINESTRING (324786.3639375521 4694794.984160305, 324811.6845967441 4694750.237886973, 324824.0293805412 4694723.483728535)",80.87853513416826,12.2,,residential
1147,Newell Terrace,"LINESTRING (324877.2886239194 4694754.928206327, 324824.0293805412 4694723.483728535)",61.84902738831266,8.2,,residential
1148,Newell Street,"LINESTRING (324786.3639375521 4694794.984160305, 324757.9859399914 4694829.473632947, 324744.9114340727 4694846.812712936)",66.37960996746979,11.0,,residential
1150,Chetwynd Road,"LINESTRING (324794.7896749764 4694873.852299582, 324744.9114340727 4694846.812712936)",56.73603935473869,12.2,,residential
1151,Hayes Street,"LINESTRING (326098.5094487842 4692662.440846391, 326172.3847126144 4692617.938566899)",86.24388375978572,9.8,,residential
1152,Howard Street,"LINESTRING (326182.5026026512 4692504.464618875, 326172.3847126144 4692617.938566899)",113.92413519092186,12.2,,residential
1153,Howard Street,"LINESTRING (326168.2357660627 4692696.375264371, 326172.3847126144 4692617.938566899)",78.54635107873814,12.2,,residential
1154,Hayes Street,"LINESTRING (326172.3847126144 4692617.938566899, 326098.5094487842 4692662.440846391)",86.24388375978572,9.8,,residential
1155,Howard Street,"LINESTRING (326172.3847126144 4692617.938566899, 326168.2357660627 4692696.375264371)",78.54635107873814,12.2,,residential
1156,Kinnaird Street,"LINESTRING (326224.4792013877 4692661.86712963, 326196.1023026621 4692680.460812699, 326180.9354202378 4692690.170894208, 326168.2357660627 4692696.375264371)",66.06907966479783,12.2,,residential
1157,Howard Street,"LINESTRING (326172.3847126144 4692617.938566899, 326182.5026026512 4692504.464618875)",113.92413519092186,12.2,,residential
1158,Howard Street,"LINESTRING (326188.9894076855 4692433.881045907, 326188.4890825202 4692439.282378802, 326182.5026026512 4692504.464618875)",70.88102446426898,12.2,,residential
1159,Callender Street,"LINESTRING (326126.6559392632 4692498.940784077, 326151.0407268 4692501.057213208, 326157.7128799736 4692501.635915492, 326182.5026026512 4692504.464618875)",56.12425300425656,12.2,,residential
1160,Columbia Terrace,"LINESTRING (327084.2118699242 4692452.34906257, 327150.4722607596 4692416.823458461)",75.18316261625615,4.9,,residential
1161,Columbia Street,"LINESTRING (327179.5367688922 4692480.660948819, 327161.9990357338 4692442.149778198, 327155.1419933622 4692427.074748471, 327150.4722607596 4692416.823458461)",70.14250499556559,14.9,,residential
1162,Columbia Street,"LINESTRING (327117.0991855086 4692345.03697558, 327150.4722607596 4692416.823458461)",79.16477294925927,14.9,,residential
1163,Warren Place,"LINESTRING (325888.5960794073 4692998.218121149, 325857.3062448553 4693011.90798141)",34.153565264217434,9.1,,residential
1164,Water Street,"LINESTRING (328940.3934260111 4693268.551196563, 328871.3837951737 4693170.762587786)",119.68684620677392,15.2,,residential
1165,Monsignor O'Brien Highway,"LINESTRING (329074.8073845028 4693036.870200061, 329057.608023106 4693053.201201489, 329039.6082424764 4693069.140703069, 329029.4924043301 4693077.632177017, 329018.4884091393 4693086.189814281, 329006.8148703296 4693094.319396206, 328993.177518685 4693102.663659199, 328978.8367867499 4693110.880701002, 328942.4982563533 4693130.213139296, 328926.3345106806 4693139.008188901, 328893.2731493502 4693156.905237939, 328882.6449165126 4693163.298395257, 328871.3837951737 4693170.762587786)",244.7192052879969,30.5,,trunk
1166,Sycamore Street,"LINESTRING (325183.4744922278 4695324.510018504, 325229.7379186077 4695299.075320244)",52.79420892487999,9.1,,residential
1168,Walden Street,"LINESTRING (325209.6288705372 4695371.423584813, 325188.4673236028 4695333.463114007)",43.460423519109966,12.8,,tertiary
1169,Houston Park,"LINESTRING (325162.3455039797 4695347.483136074, 325188.4673236028 4695333.463114007)",29.646424390790354,,,residential
1170,,"LINESTRING (327051.5616375138 4691770.558550019, 327105.0757182529 4691724.836779134)",70.38634221327565,,,residential
1171,Pacific Street,"LINESTRING (327051.5616375138 4691770.558550019, 326995.6970125613 4691816.838864028, 326981.662547991 4691828.474595996, 326963.1705295894 4691843.464983292, 326923.0358575385 4691875.990480486)",166.23949666735658,12.2,,tertiary
1172,Landsdowne Street,"LINESTRING (327126.7259294639 4691991.511848339, 327069.2870735755 4691959.00865914, 327049.2355168557 4691947.559695386, 326985.9938197528 4691911.689438513, 326923.0358575385 4691875.990480486)",234.16851105160038,15.2,,tertiary
1173,Pacific Street,"LINESTRING (326859.9642780951 4691927.672394007, 326923.0358575385 4691875.990480486)",81.5416722829052,12.2,,tertiary
1174,Albany Street,"LINESTRING (327051.5616375138 4691770.558550019, 327058.9856603955 4691774.863993446, 327075.2938107761 4691785.205490027, 327088.5509740995 4691792.800179358, 327183.4892809343 4691847.155313425, 327286.1314033731 4691907.210415242, 327352.8217227351 4691944.320447263, 327359.1292508068 4691947.809290251, 327362.5462602532 4691949.70277547, 327363.7326602987 4691950.36239798, 327381.5360472378 4691960.223243102, 327394.7192553795 4691967.520303592)",395.70077810370907,14.6,,tertiary
1175,Albany Street,"LINESTRING (327433.4234641804 4691989.888021098, 327406.6649680949 4691974.425682656, 327394.7192553795 4691967.520303592)",44.70269093066351,14.6,,tertiary
1176,Massachusetts Avenue,"LINESTRING (327319.0414636017 4692031.375431648, 327348.8684035027 4692006.206448908, 327383.6117287092 4691976.894162561, 327394.7192553795 4691967.520303592)",99.01820830451308,24.4,,secondary
1177,Massachusetts Avenue,"LINESTRING (327484.7564620379 4691890.090027214, 327447.1535532461 4691922.772231776, 327415.0327682762 4691950.186186715, 327405.0172425861 4691958.733088659, 327394.7192553795 4691967.520303592)",118.75363708806745,24.4,,secondary
1178,Albany Street,"LINESTRING (327051.5616375138 4691770.558550019, 326938.218944455 4691699.171266255, 326912.804451375 4691683.166363914, 326892.8737495006 4691671.648141359, 326865.5777400321 4691655.878816877, 326858.0955423797 4691651.563893638, 326841.5586206472 4691641.328528976, 326825.7743933371 4691630.874580816, 326813.6729162142 4691622.718434464, 326808.4977795727 4691619.390925244, 326797.2937125297 4691612.534820903, 326791.4767198155 4691609.245426794, 326785.7865841119 4691607.419560872, 326781.7677874182 4691606.863449947, 326776.2220898197 4691606.87845695)",321.6882292658617,14.6,,tertiary
1179,Waverly Street,"LINESTRING (326751.6207103922 4691606.442831945, 326756.0067796208 4691605.18984089, 326763.0939185593 4691604.192229197, 326770.2848505434 4691604.058720646, 326776.2220898197 4691606.87845695)",25.483515009797525,13.7,,tertiary
1180,Willard Street Court,"LINESTRING (324854.050633298 4693685.380932669, 324796.5419444441 4693708.265774244)",61.894791926501846,6.1,,residential
1181,Willard Street,"LINESTRING (324836.394986516 4693802.824885982, 324831.7387890149 4693797.830283069, 324826.9991657825 4693789.504384066, 324806.7906603329 4693735.89845194, 324796.5419444441 4693708.265774244)",103.1693728691841,12.2,,residential
1182,Willard Street,"LINESTRING (324782.1269617544 4693673.826232632, 324796.5419444441 4693708.265774244)",37.33461868614285,12.2,,residential
1183,Cogswell Place,"LINESTRING (325126.2899196849 4695406.596904922, 325152.0766719838 4695380.507131014, 325136.8339112016 4695356.587918382, 325075.2095682189 4695267.761146)",173.15597979652608,6.1,,residential
1184,Mead Street,"LINESTRING (325134.1302557029 4695235.964638052, 325075.2095682189 4695267.761146)",66.95270966348605,12.2,,residential
1185,Mead Street,"LINESTRING (325031.9847185872 4695291.509706828, 325075.2095682189 4695267.761146)",49.31918254678701,12.2,,residential
1186,Cogswell Avenue,"LINESTRING (325126.2899196849 4695406.596904922, 325131.4665731449 4695412.689760593, 325156.9697971022 4695435.20790509, 325180.6532504863 4695456.104940744)",73.6014950660734,11.6,,residential
1188,Massachusetts Avenue,"LINESTRING (325093.650210178 4695560.415978529, 325113.9657677588 4695536.240701141, 325131.4810796982 4695515.357805234, 325142.3573460402 4695500.7077645, 325156.101944101 4695482.18594964, 325180.6532504863 4695456.104940744)",135.96309490703203,26.8,,primary
1189,Cogswell Avenue,"LINESTRING (325126.2899196849 4695406.596904922, 325122.1438690537 4695401.533848998, 325107.038255646 4695383.100249164, 325031.9847185872 4695291.509706828)",148.79023565483203,11.6,,residential
1190,Mead Street,"LINESTRING (325075.2095682189 4695267.761146, 325031.9847185872 4695291.509706828)",49.31918254678701,12.2,,residential
1191,Cogswell Avenue,"LINESTRING (324995.8513075032 4695249.746567103, 325031.9847185872 4695291.509706828)",55.22484256413549,11.6,,residential
1192,Cutler Avenue,"LINESTRING (324839.4919076686 4694640.317171218, 324817.2003852322 4694677.765072222)",43.58046881503942,12.2,,residential
1193,Huron Avenue,"LINESTRING (324841.7897192331 4694692.593886306, 324839.0369341502 4694691.218362971, 324817.2003852322 4694677.765072222)",28.725435565691864,15.2,,residential
1194,Huron Avenue,"LINESTRING (324715.1753970993 4694593.764307785, 324723.6706480228 4694603.062681576, 324739.991809396 4694620.920660907, 324762.1853206215 4694642.031590827, 324778.6794715059 4694655.951911195, 324808.9169584283 4694672.639142605, 324817.2003852322 4694677.765072222)",133.2787615425882,15.2,,residential
1195,Franklin Street,"LINESTRING (326968.4444930488 4692125.133618611, 326973.5727964704 4692120.917962726, 326996.8080804191 4692101.499215906, 326999.8734986283 4692098.834566309, 327005.7460306392 4692093.72276628)",48.76743541492466,12.2,,residential
1196,Franklin Street,"LINESTRING (327126.7259294639 4691991.511848339, 327047.933373725 4692056.602534532, 327005.7460306392 4692093.72276628)",158.39436656315218,12.2,,residential
1197,Sidney Street,"LINESTRING (327052.8883258752 4692149.746395691, 327005.7460306392 4692093.72276628)",73.21914403022392,12.2,,tertiary
1198,Sidney Street,"LINESTRING (326859.9642780951 4691927.672394007, 326911.8855523978 4691981.921419023, 326941.658595412 4692017.940658049, 326958.7528827849 4692038.095729762, 326976.7532240335 4692059.239548085, 327005.7460306392 4692093.72276628)",221.07130550782773,12.2,,tertiary
1199,Willard Street,"LINESTRING (324796.5419444441 4693708.265774244, 324782.1269617544 4693673.826232632)",37.33461868614285,12.2,,residential
1200,Foster Street,"LINESTRING (324717.3069150163 4693697.872655473, 324782.1269617544 4693673.826232632)",69.13659602971865,12.2,,residential
1201,Willard Street,"LINESTRING (324767.3789908773 4693607.350081001, 324770.7686824723 4693641.043512371, 324771.422457381 4693644.449415581, 324772.2781738805 4693647.694702526, 324773.3906276245 4693651.322454216, 324782.1269617544 4693673.826232632)",68.62237184631923,12.2,,residential
1202,Willard Street Court,"LINESTRING (324796.5419444441 4693708.265774244, 324854.050633298 4693685.380932669)",61.894791926501846,6.1,,residential
1203,Willard Street,"LINESTRING (324796.5419444441 4693708.265774244, 324806.7906603329 4693735.89845194, 324826.9991657825 4693789.504384066, 324831.7387890149 4693797.830283069, 324836.394986516 4693802.824885982)",103.1693728691841,12.2,,residential
1204,Brattle Street,"LINESTRING (324776.6462316134 4693850.366458042, 324802.0675436528 4693829.551619175, 324836.394986516 4693802.824885982)",76.36083036432669,16.2,,tertiary
1205,Brattle Street,"LINESTRING (324907.1582058442 4693769.719520788, 324903.989536553 4693770.832181084, 324884.31068417 4693778.5137715, 324860.6362542596 4693788.828826753, 324836.394986516 4693802.824885982)",78.29889124869514,16.2,,tertiary
1206,Holworthy Street,"LINESTRING (322928.2802352938 4694005.51349777, 322918.1424714061 4694054.471684761)",49.9967831979091,12.2,,residential
1208,Locust Street,"LINESTRING (322928.2802352938 4694005.51349777, 322919.3223989424 4694004.429109771, 322861.2971310546 4693994.897923809)",67.82608319465376,10.7,,residential
1209,Locust Terrace,"LINESTRING (322851.6974469784 4694058.25418334, 322861.2971310546 4693994.897923809)",64.0794004042307,6.1,,residential
1210,Locust Street,"LINESTRING (322822.3075128351 4693990.774109883, 322861.2971310546 4693994.897923809)",39.207093365715124,10.7,,residential
1211,Cutler Avenue,"LINESTRING (324817.2003852322 4694677.765072222, 324839.4919076686 4694640.317171218)",43.58046881503942,12.2,,residential
1212,Huron Avenue,"LINESTRING (324817.2003852322 4694677.765072222, 324839.0369341502 4694691.218362971, 324841.7897192331 4694692.593886306)",28.725435565691864,15.2,,residential
1213,Upland Road,"LINESTRING (324824.0293805412 4694723.483728535, 324841.7897192331 4694692.593886306)",35.631614942106914,12.2,,residential
1214,Huron Avenue,"LINESTRING (324964.53918446 4694755.632806801, 324928.7757869754 4694738.638822673, 324886.0071135553 4694714.931410555, 324841.7897192331 4694692.593886306)",138.0348707535054,15.2,,residential
1215,Huron Avenue,"LINESTRING (324817.2003852322 4694677.765072222, 324808.9169584283 4694672.639142605, 324778.6794715059 4694655.951911195, 324762.1853206215 4694642.031590827, 324739.991809396 4694620.920660907, 324723.6706480228 4694603.062681576, 324715.1753970993 4694593.764307785)",133.2787615425882,15.2,,residential
1216,Garden Street,"LINESTRING (324796.9193810689 4694542.270672508, 324771.2873397782 4694561.468727532, 324740.4845997088 4694578.129742795, 324725.8831659678 4694587.151380865, 324715.1753970993 4694593.764307785)",96.79331344876584,15.2,,tertiary
1217,Sherman Street,"LINESTRING (324673.2306533107 4694668.706008612, 324715.1753970993 4694593.764307785)",85.8814302068947,12.2,,tertiary
1218,Sherman Street,"LINESTRING (324673.2306533107 4694668.706008612, 324706.2738167339 4694609.665488984, 324715.1753970993 4694593.764307785)",85.8814302849884,12.2,,tertiary
1219,Garden Street,"LINESTRING (324643.2130337782 4694631.235651767, 324680.1366622921 4694612.30958614, 324697.656007225 4694603.03692427, 324715.1753970993 4694593.764307785)",81.13548770912159,11.6,,residential
1220,Huron Avenue,"LINESTRING (324676.1025195193 4694549.965088632, 324707.5305164952 4694585.200198845, 324715.1753970993 4694593.764307785)",58.69464580694005,15.2,,tertiary
1221,High Street,"LINESTRING (322930.2242436675 4693994.763947965, 322935.9143934899 4693995.96439865, 322943.6666679323 4693997.590450375, 322970.797681469 4694001.903925649, 323004.0408055012 4694006.840647347, 323017.0912179933 4694008.17716033, 323029.5091216191 4694007.307408554, 323058.2836419861 4694001.690445043, 323097.0127091841 4693992.266182536)",169.5596687681901,10.4,,residential
1222,Park Avenue,"LINESTRING (323132.4237764631 4694078.384468977, 323097.0127091841 4693992.266182536)",93.11446152660585,13.7,,residential
1223,Park Avenue,"LINESTRING (323072.1711127444 4693931.892604535, 323097.0127091841 4693992.266182536)",65.28456045876338,13.7,,residential
1225,Locust Street,"LINESTRING (322861.2971310546 4693994.897923809, 322919.3223989424 4694004.429109771, 322928.2802352938 4694005.51349777)",67.82608319465376,10.7,,residential
1226,Fiske Place,"LINESTRING (327104.5360586654 4692513.913357473, 327078.9057404179 4692471.035659119)",49.95408121024897,9.1,,residential
1227,Washington Street,"LINESTRING (327104.5360586654 4692513.913357473, 327082.3884631788 4692525.282749015, 327019.9366056207 4692555.492729805)",94.27026707343114,9.8,,residential
1228,Norfolk Street,"LINESTRING (327048.3815776801 4692606.233968034, 327031.423884484 4692576.875397773, 327019.9366056207 4692555.492729805)",58.17706413377333,12.2,,residential
1229,Erie Street,"LINESTRING (326776.2220898197 4691606.87845695, 326770.9183154397 4691609.676363138, 326767.9337015272 4691610.950218732, 326764.9496793369 4691613.912945521, 326753.2713448541 4691623.857492472)",28.785389016664272,10.4,,tertiary
1230,Erie Street,"LINESTRING (326658.0478877977 4691713.670227858, 326709.8932410243 4691671.519978774, 326732.7527765608 4691651.865271596, 326746.8264869694 4691640.150292963, 326749.5765641844 4691636.060016753, 326752.2525319341 4691632.304908484, 326753.2713448541 4691623.857492472)",133.3249078543199,10.4,,"['tertiary', 'residential']"
1232,Albany Street,"LINESTRING (326776.2220898197 4691606.87845695, 326781.7677874182 4691606.863449947, 326785.7865841119 4691607.419560872, 326791.4767198155 4691609.245426794, 326797.2937125297 4691612.534820903, 326808.4977795727 4691619.390925244, 326813.6729162142 4691622.718434464, 326825.7743933371 4691630.874580816, 326841.5586206472 4691641.328528976, 326858.0955423797 4691651.563893638, 326865.5777400321 4691655.878816877, 326892.8737495006 4691671.648141359, 326912.804451375 4691683.166363914, 326938.218944455 4691699.171266255, 327051.5616375138 4691770.558550019)",321.68822926586165,14.6,,tertiary
1233,Pacific Street,"LINESTRING (326923.0358575385 4691875.990480486, 326963.1705295894 4691843.464983292, 326981.662547991 4691828.474595996, 326995.6970125613 4691816.838864028, 327051.5616375138 4691770.558550019)",166.23949666735655,12.2,,tertiary
