link_id,name,from_node_id,to_node_id,directed,geometry_id,geometry,parent_link_id,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,jurisdiction,row_width
1139,Moore Street,342,312,1,683,,683,-1,46.085778733611264,,residential,,25 mph,2,,,,,,10.4
1140,Broadway,324,332,1,684,,684,-1,56.627361125552525,,tertiary,,,2,,,,,,24.4
1141,Broadway,332,324,1,684,,,1,56.627361125552525,,tertiary,,,2,,,,,,24.4
1142,Dickinson Street,324,341,1,685,,685,-1,97.79597839922101,,residential,,25 mph,1,,,,,,4.9
1143,Dickinson Street,341,324,1,685,,,1,97.79597839922101,,residential,,25 mph,1,,,,,,4.9
1144,Broadway,324,398,1,686,,686,-1,51.894853386211544,,tertiary,,,2,,,,,,24.4
1145,Broadway,398,324,1,686,,,1,51.894853386211544,,tertiary,,,2,,,,,,24.4
1146,Clark Street,332,341,1,687,,,1,45.6033194585526,,residential,,25 mph,1,,,,,,9.8
1147,Dickinson Street,312,341,1,688,,,1,71.201134377496,,residential,,25 mph,1,,,,,,4.9
1148,Dickinson Street,341,312,1,688,,688,-1,71.201134377496,,residential,,25 mph,1,,,,,,4.9
1149,Dickinson Street,341,324,1,689,,689,-1,97.79597839922103,,residential,,25 mph,1,,,,,,4.9
