road_link_id,name,from_node_id,to_node_id,link_geom_id,dir_flag,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,facility_type,grade,from_node,to_node,length,LinkType,Desc
101945 101946,Robb,,,2083,1,1734,35,1,,,,,Highway,,101945,101946,954,7,Highway
101945 101970,Main,,,2084,1,1548,36,1,,,,,Arterial,,101945,101970,1392,5,Arterial
101946 20,"",,,63,-1,1800,25,1,,,,,HOT,,101946,20,969,6,HOT
101946 21,"",,,64,-1,1800,25,1,,,,,HOT,,101946,21,1670,6,HOT
101946 101945,Robb,,,2083,-1,1421,35,1,,,,,Highway,,101946,101945,954,7,Highway
101946 101947,Robb,,,2085,1,1734,36,1,,,,,Highway,,101946,101947,782,7,Highway
101947 37,"",,,107,-1,1800,25,1,,,,,HOT,,101947,37,1252,6,HOT
101947 101946,Robb,,,2085,-1,1800,36,1,,,,,Highway,,101947,101946,782,7,Highway
101947 101948,Robb,,,2086,1,1800,36,1,,,,,Highway,,101947,101948,815,7,Highway
101948 36,"",,,105,-1,1800,25,1,,,,,HOT,,101948,36,1407,6,HOT
101948 101947,Robb,,,2086,-1,1800,36,1,,,,,Highway,,101948,101947,815,7,Highway
101948 101949,Robb,,,2087,1,1734,35,1,,,,,Highway,,101948,101949,1166,7,Highway
101949 38,"",,,108,-1,1800,25,1,,,,,HOT,,101949,38,1612,6,HOT
101949 101948,Robb,,,2087,-1,1734,35,1,,,,,Highway,,101949,101948,1166,7,Highway
101949 101950,Robb,,,2088,1,1602,34,1,,,,,Highway,,101949,101950,741,7,Highway
101950 101935,Sugar,,,2071,-1,1800,42,2,,,,,Highway,,101950,101935,771,7,Highway
101950 101949,Robb,,,2088,-1,1676,36,1,,,,,Highway,,101950,101949,741,7,Highway
101950 101951,Sugar,,,2089,1,1800,42,2,,,,,Highway,,101950,101951,1967,7,Highway
101951 38,"",,,109,-1,1800,25,1,,,,,HOT,,101951,38,682,6,HOT
101951 101950,Sugar,,,2089,-1,1800,42,2,,,,,Highway,,101951,101950,1967,7,Highway
101951 101963,Sugar,,,2090,1,1800,42,2,,,,,Highway,,101951,101963,918,7,Highway
101952 35,"",,,103,-1,1800,25,1,,,,,HOT,,101952,35,507,6,HOT
101952 100098,Wayne,,,1130,-1,1734,27,1,,,,,Arterial,,101952,100098,133,5,Arterial
101953 100219,"",,,1329,-1,1618,34,2,,,,,Highway,,101953,100219,151,7,Highway
101953 102002,Findlay,,,2091,1,1734,25,2,,,,,Highway,,101953,102002,570,7,Highway
101954 102003,Ramp,,,2092,1,1657,49,1,,,,,On-Ramp,,101954,102003,277,3,On-Ramp
101954 102005,Findlay,,,2093,1,1800,25,2,,,,,Highway,,101954,102005,862,7,Highway
101955 101956,Ada,,,2094,1,1734,25,2,,,,,Highway,,101955,101956,402,7,Highway
101956 100121,Ada,,,1177,-1,1657,44,2,,,,,Highway,,101956,100121,382,7,Highway
101956 102004,Ada,,,2095,1,1657,25,2,,,,,Highway,,101956,102004,434,7,Highway
101957 54,"",,,136,-1,1800,25,1,,,,,HOT,,101957,54,148,6,HOT
101957 100092,Jackson,,,1123,-1,1657,35,1,,,,,Arterial,,101957,100092,88,5,Arterial
101958 101959,Findlay,,,2096,1,1800,25,2,,,,,Highway,,101958,101959,862,7,Highway
101959 101953,Findlay,,,2097,1,1657,25,2,,,,,Highway,,101959,101953,811,7,Highway
101959 101954,"",,,2098,1,1657,34,2,,,,,Highway,,101959,101954,108,7,Highway
101960 132,"",,,325,-1,1800,25,1,,,,,HOT,,101960,132,175,6,HOT
101960 182,"",,,448,-1,1800,25,1,,,,,HOT,,101960,182,232,6,HOT
101960 101986,Pierce,,,2099,1,1327,27,1,,,,,Arterial,,101960,101986,220,5,Arterial
101960 101999,Pierce,,,2100,1,1228,24,1,,,,,Arterial,,101960,101999,280,5,Arterial
101961 16,"",,,53,-1,1800,25,1,,,,,HOT,,101961,16,338,6,HOT
101961 101938,Northern,,,2076,-1,1676,26,1,,,,,Arterial,,101961,101938,424,5,Arterial
101962 40,"",,,113,-1,1800,25,1,,,,,HOT,,101962,40,1064,6,HOT
101962 167,"",,,412,-1,1800,25,1,,,,,HOT,,101962,167,1384,6,HOT
101962 100219,Findlay,,,1330,-1,1548,38,2,,,,,Highway,,101962,100219,1670,7,Highway
101962 101963,Findlay,,,2101,1,1734,40,2,,,,,Highway,,101962,101963,1074,7,Highway
101963 101951,Sugar,,,2090,-1,1676,44,2,,,,,Highway,,101963,101951,918,7,Highway
101963 101962,Findlay,,,2101,-1,1602,38,2,,,,,Highway,,101963,101962,1074,7,Highway
101963 101964,Findlay,,,2102,1,1734,36,1,,,,,Highway,,101963,101964,649,7,Highway
101964 38,"",,,110,-1,1800,25,1,,,,,HOT,,101964,38,1053,6,HOT
101964 101963,Findlay,,,2102,-1,1734,36,1,,,,,Highway,,101964,101963,649,7,Highway
101964 101965,Findlay,,,2103,1,1734,36,1,,,,,Highway,,101964,101965,819,7,Highway
101965 100211,Findlay,,,1321,-1,1618,36,1,,,,,Highway,,101965,100211,1267,7,Highway
101965 101964,Findlay,,,2103,-1,1734,36,1,,,,,Highway,,101965,101964,819,7,Highway
101965 101966,Flanders,,,2104,1,1734,27,1,,,,,Arterial,,101965,101966,1157,5,Arterial
101966 100211,Jefferson,,,1322,-1,1548,27,1,,,,,Arterial,,101966,100211,455,5,Arterial
101966 100213,Jefferson,,,1324,-1,1800,25,1,,,,,Arterial,,101966,100213,475,5,Arterial
101966 101965,Flanders,,,2104,-1,1548,25,1,,,,,Arterial,,101966,101965,1157,5,Arterial
101966 101967,Flanders,,,2105,1,1800,22,1,,,,,Arterial,,101966,101967,795,5,Arterial
101967 21,"",,,65,-1,1800,25,1,,,,,HOT,,101967,21,943,6,HOT
101967 101966,Flanders,,,2105,-1,1800,22,1,,,,,Arterial,,101967,101966,795,5,Arterial
101967 101968,Flanders,,,2106,1,1421,27,1,,,,,Arterial,,101967,101968,416,5,Arterial
101968 101967,Flanders,,,2106,-1,1734,27,1,,,,,Arterial,,101968,101967,416,5,Arterial
101968 101977,Union,,,2107,1,1734,27,1,,,,,Arterial,,101968,101977,409,5,Arterial
101969 21,"",,,66,-1,1800,25,1,,,,,HOT,,101969,21,929,6,HOT
101969 101970,Main,,,2108,1,1421,36,1,,,,,Arterial,,101969,101970,233,5,Arterial
101969 101976,Main,,,2109,1,1421,36,1,,,,,Arterial,,101969,101976,1361,5,Arterial
101970 22,"",,,70,-1,1800,25,1,,,,,HOT,,101970,22,531,6,HOT
101970 101945,Main,,,2084,-1,1800,36,1,,,,,Arterial,,101970,101945,1392,5,Arterial
101970 101969,Main,,,2108,-1,1421,36,1,,,,,Arterial,,101970,101969,233,5,Arterial
101971 101972,West,,,2110,1,1421,40,1,,,,,Highway,,101971,101972,839,7,Highway
101971 101973,West,,,2111,1,1734,43,1,,,,,Highway,,101971,101973,1522,7,Highway
101972 100207,O Connor,,,1316,-1,1800,25,1,,,,,Arterial,,101972,100207,248,5,Arterial
101972 100208,O Connor,,,1317,-1,1800,25,1,,,,,Arterial,,101972,100208,199,5,Arterial
101972 101942,West,,,2081,-1,1800,43,1,,,,,Highway,,101972,101942,591,7,Highway
101972 101971,West,,,2110,-1,1548,42,1,,,,,Highway,,101972,101971,839,7,Highway
101973 101892,Grand,,,2021,-1,1421,28,1,,,,,Arterial,,101973,101892,691,5,Arterial
101973 101971,West,,,2111,-1,1421,41,1,,,,,Highway,,101973,101971,1522,7,Highway
101973 101974,Grand,,,2112,1,1800,28,1,,,,,Highway,,101973,101974,470,7,Highway
101973 101985,West,,,2113,1,1548,27,1,,,,,Arterial,,101973,101985,1069,5,Arterial
101974 100172,Elizabeth,,,1274,-1,1734,28,1,,,,,Arterial,,101974,100172,225,5,Arterial
101974 101973,Grand,,,2112,-1,1548,28,1,,,,,Highway,,101974,101973,470,7,Highway
101974 101975,Grand,,,2114,1,1421,28,1,,,,,Arterial,,101974,101975,182,5,Arterial
101974 101984,Elizabeth,,,2115,1,1421,30,1,,,,,Highway,,101974,101984,1032,7,Highway
101975 14,"",,,47,-1,1800,25,1,,,,,HOT,,101975,14,1019,6,HOT
101975 101974,Grand,,,2114,-1,1421,28,1,,,,,Arterial,,101975,101974,182,5,Arterial
101975 101976,Grand,,,2116,1,1548,28,1,,,,,Arterial,,101975,101976,317,5,Arterial
101976 101969,Main,,,2109,-1,1421,36,1,,,,,Arterial,,101976,101969,1361,5,Arterial
101976 101975,Grand,,,2116,-1,1734,28,1,,,,,Arterial,,101976,101975,317,5,Arterial
101976 101977,Grand,,,2117,1,1734,25,1,,,,,Arterial,,101976,101977,494,5,Arterial
101976 101983,Main,,,2118,1,1734,28,1,,,,,Arterial,,101976,101983,1027,5,Arterial
101977 100174,Grand,,,1277,-1,1734,27,1,,,,,Arterial,,101977,100174,229,5,Arterial
101977 101968,Union,,,2107,-1,1421,27,1,,,,,Arterial,,101977,101968,409,5,Arterial
101977 101976,Grand,,,2117,-1,1734,27,1,,,,,Arterial,,101977,101976,494,5,Arterial
101977 101981,Union,,,2119,1,1508,32,1,,,,,Arterial,,101977,101981,1595,5,Arterial
101978 100211,Findlay,,,1323,-1,1734,36,1,,,,,Highway,,101978,100211,395,7,Highway
101978 101979,Jackson,,,2120,1,1548,36,1,,,,,Highway,,101978,101979,610,7,Highway
101979 101978,Jackson,,,2120,-1,1734,36,1,,,,,Highway,,101979,101978,610,7,Highway
101979 101980,Jackson,,,2121,1,1734,36,1,,,,,Highway,,101979,101980,857,7,Highway
101980 100098,Jackson,,,1131,-1,1734,33,1,,,,,Highway,,101980,100098,933,7,Highway
101980 100144,McKibben,,,1222,-1,1421,27,1,,,,,Arterial,,101980,100144,175,5,Arterial
101980 101979,Jackson,,,2121,-1,1734,36,1,,,,,Highway,,101980,101979,857,7,Highway
101980 101981,McKibben,,,2122,1,1508,22,1,,,,,Arterial,,101980,101981,894,5,Arterial
101981 100143,McKibben,,,1220,-1,1421,27,1,,,,,Arterial,,101981,100143,186,5,Arterial
101981 101977,Union,,,2119,-1,1734,27,1,,,,,Arterial,,101981,101977,1595,5,Arterial
101981 101980,McKibben,,,2122,-1,1421,22,1,,,,,Arterial,,101981,101980,894,5,Arterial
101981 101993,Union,,,2123,1,1405,29,1,,,,,Arterial,,101981,101993,904,5,Arterial
101982 100143,McKibben,,,1221,-1,1421,27,1,,,,,Arterial,,101982,100143,306,5,Arterial
101982 101983,Main,,,2124,1,1800,27,2,,,,,Arterial,,101982,101983,585,5,Arterial
101982 101991,Main,,,2125,1,1330,27,2,,,,,Arterial,,101982,101991,887,5,Arterial
101982 102011,McKibben,,,2126,1,1734,25,1,,,,,Arterial,,101982,102011,531,5,Arterial
101983 14,"",,,48,-1,1800,25,1,,,,,HOT,,101983,14,303,6,HOT
101983 15,"",,,51,-1,1800,25,1,,,,,HOT,,101983,15,399,6,HOT
101983 101976,Main,,,2118,-1,1734,28,1,,,,,Arterial,,101983,101976,1027,5,Arterial
101983 101982,Main,,,2124,-1,1800,27,2,,,,,Arterial,,101983,101982,585,5,Arterial
101984 14,"",,,49,-1,1800,25,1,,,,,HOT,,101984,14,227,6,HOT
101984 101974,Elizabeth,,,2115,-1,1734,30,1,,,,,Highway,,101984,101974,1032,7,Highway
101984 102011,Elizabeth,,,2127,1,1421,28,1,,,,,Highway,,101984,102011,600,7,Highway
101985 131,"",,,322,-1,1800,25,1,,,,,HOT,,101985,131,720,6,HOT
101985 101973,West,,,2113,-1,1421,27,1,,,,,Arterial,,101985,101973,1069,5,Arterial
101985 102012,West,,,2128,1,1421,25,1,,,,,Arterial,,101985,102012,580,5,Arterial
101986 100282,Wayne,,,2129,1,1330,24,2,,,,,Arterial,,101986,100282,279,5,Arterial
101986 101960,Pierce,,,2099,-1,1800,27,1,,,,,Arterial,,101986,101960,220,5,Arterial
101986 102006,Pierce,,,2130,1,1618,28,1,,,,,Arterial,,101986,102006,141,5,Arterial
101987 101986,Wayne,,,2131,1,1330,24,2,,,,,Arterial,,101987,101986,259,5,Arterial
101987 102007,West Alley,,,2132,1,1421,23,1,,,,,Arterial,,101987,102007,280,5,Arterial
101988 100284,West,,,2133,1,1800,28,2,,,,,Highway,,101988,100284,236,7,Highway
101988 101987,Wayne,,,2134,1,1421,24,2,,,,,Arterial,,101988,101987,180,5,Arterial
101988 102009,West,,,2135,1,1421,27,1,,,,,Arterial,,101988,102009,285,5,Arterial
101989 101988,Wayne,,,2136,1,1330,24,2,,,,,Highway,,101989,101988,257,7,Highway
101989 102008,Elizabeth,,,2137,1,1421,28,1,,,,,Highway,,101989,102008,288,7,Highway
101990 1,"",,,2,-1,1800,25,1,,,,,HOT,,101990,1,239,6,HOT
101990 101989,Wayne,,,2138,1,1330,24,2,,,,,Arterial,,101990,101989,222,5,Arterial
101991 101982,Main,,,2125,-1,1800,30,2,,,,,Arterial,,101991,101982,887,5,Arterial
101991 101990,Wayne,,,2139,1,1330,26,2,,,,,Arterial,,101991,101990,309,5,Arterial
101991 101997,Main,,,2140,1,1800,27,2,,,,,Arterial,,101991,101997,236,5,Arterial
101992 2,"",,,6,-1,1800,25,1,,,,,HOT,,101992,2,226,6,HOT
101992 101991,Wayne,,,2141,1,1734,26,2,,,,,Arterial,,101992,101991,179,5,Arterial
101993 101981,Union,,,2123,-1,1734,27,1,,,,,Arterial,,101993,101981,904,5,Arterial
101993 101992,Wayne,,,2142,1,1461,22,2,,,,,Arterial,,101993,101992,308,5,Arterial
101993 101996,Union,,,2143,1,1800,22,2,,,,,Arterial,,101993,101996,229,5,Arterial
101994 100098,Wayne,,,1132,-1,1734,24,1,,,,,Arterial,,101994,100098,601,5,Arterial
101994 101993,Wayne,,,2144,1,1734,22,3,,,,,Arterial,,101994,101993,278,5,Arterial
101995 3,"",,,9,-1,1800,25,1,,,,,HOT,,101995,3,170,6,HOT
101995 101994,Central,,,2145,1,1228,24,2,,,,,Arterial,,101995,101994,238,5,Arterial
101996 2,"",,,7,-1,1800,25,1,,,,,HOT,,101996,2,277,6,HOT
101996 3,"",,,10,-1,1800,25,1,,,,,HOT,,101996,3,112,6,HOT
101996 100005,Union,,,2146,1,1413,24,2,,,,,Arterial,,101996,100005,251,5,Arterial
101997 1,"",,,3,-1,1800,25,1,,,,,HOT,,101997,1,293,6,HOT
101997 2,"",,,8,-1,1800,25,1,,,,,HOT,,101997,2,206,6,HOT
101997 100003,Main,,,985,-1,1497,29,2,,,,,Arterial,,101997,100003,263,5,Arterial
101997 101991,Main,,,2140,-1,1800,27,2,,,,,Arterial,,101997,101991,236,5,Arterial
101998 1,"",,,4,-1,1800,25,1,,,,,HOT,,101998,1,230,6,HOT
101998 101989,Elizabeth,,,2147,1,1800,28,2,,,,,Highway,,101998,101989,244,7,Highway
101999 100253,North,,,1370,-1,1228,27,1,,,,,Highway,,101999,100253,277,7,Highway
101999 100283,North,,,1402,-1,1421,27,1,,,,,Highway,,101999,100283,203,7,Highway
101999 100290,Pierce,,,1414,-1,1800,24,1,,,,,Arterial,,101999,100290,207,5,Arterial
101999 101960,Pierce,,,2100,-1,1800,24,1,,,,,Arterial,,101999,101960,280,5,Arterial
102000 134,"",,,331,-1,1800,25,1,,,,,HOT,,102000,134,1220,6,HOT
102000 184,"",,,456,-1,1800,25,1,,,,,HOT,,102000,184,459,6,HOT
102000 100287,driveway,,,1412,-1,1734,27,1,,,,,Arterial,,102000,100287,77,5,Arterial
102001 183,"",,,452,-1,1800,25,1,,,,,HOT,,102001,183,786,6,HOT
102001 100285,Charles,,,1406,-1,1330,27,1,,,,,Arterial,,102001,100285,154,5,Arterial
102002 101954,Findlay,,,2148,1,1657,25,2,,,,,Highway,,102002,101954,265,7,Highway
102002 102003,Ramp,,,2149,1,1734,49,1,,,,,On-Ramp,,102002,102003,409,3,On-Ramp
102003 102518,Ramp,,,2150,1,2112,49,1,,,,,On-Ramp,,102003,102518,529,3,On-Ramp
102004 101958,Ada,,,2151,1,1676,25,2,,,,,Highway,,102004,101958,40,7,Highway
102004 102515,Ramp,,,2152,1,2112,49,1,,,,,On-Ramp,,102004,102515,2657,3,On-Ramp
102005 101955,Findlay,,,2153,1,1657,25,2,,,,,Highway,,102005,101955,53,7,Highway
102005 102004,"",,,2154,1,1734,36,1,,,,,Highway,,102005,102004,81,7,Highway
102006 181,"",,,444,-1,1800,25,1,,,,,HOT,,102006,181,620,6,HOT
102006 101986,Pierce,,,2130,-1,1330,28,1,,,,,Arterial,,102006,101986,141,5,Arterial
102007 101987,West Alley,,,2132,-1,1330,23,1,,,,,Arterial,,102007,101987,280,5,Arterial
102007 102009,Pennsylvania,,,2155,1,1800,27,1,,,,,Arterial,,102007,102009,172,5,Arterial
102007 102012,West,,,2156,1,1421,29,1,,,,,Arterial,,102007,102012,575,5,Arterial
102008 101989,Elizabeth,,,2137,-1,1508,28,1,,,,,Highway,,102008,101989,288,7,Highway
102008 102009,Pennsylvania,,,2157,1,1421,27,1,,,,,Arterial,,102008,102009,263,5,Arterial
102008 102011,Elizabeth,,,2158,1,1421,28,1,,,,,Highway,,102008,102011,575,7,Highway
102009 101988,West,,,2135,-1,1734,27,1,,,,,Arterial,,102009,101988,285,5,Arterial
102009 102007,Pennsylvania,,,2155,-1,1421,27,1,,,,,Arterial,,102009,102007,172,5,Arterial
102009 102008,Pennsylvania,,,2157,-1,1734,27,1,,,,,Arterial,,102009,102008,263,5,Arterial
102010 193,"",,,486,-1,1800,25,1,,,,,HOT,,102010,193,361,6,HOT
102010 101830,Central Catholic,,,1953,-1,1734,28,1,,,,,Arterial,,102010,101830,563,5,Arterial
102011 101982,McKibben,,,2126,-1,1421,27,1,,,,,Arterial,,102011,101982,531,5,Arterial
102011 101984,Elizabeth,,,2127,-1,1734,28,1,,,,,Highway,,102011,101984,600,7,Highway
102011 102008,Elizabeth,,,2158,-1,1421,28,1,,,,,Highway,,102011,102008,575,7,Highway
102011 102012,McKibben,,,2159,1,1734,27,1,,,,,Arterial,,102011,102012,435,5,Arterial
102012 101985,West,,,2128,-1,1330,27,1,,,,,Arterial,,102012,101985,580,5,Arterial
102012 102007,West,,,2156,-1,1421,27,1,,,,,Arterial,,102012,102007,575,5,Arterial
102012 102011,McKibben,,,2159,-1,1421,27,1,,,,,Arterial,,102012,102011,435,5,Arterial
102012 102014,McKibben,,,2160,1,1421,27,1,,,,,Arterial,,102012,102014,558,5,Arterial
102013 181,"",,,445,-1,1800,25,1,,,,,HOT,,102013,181,349,6,HOT
102013 100282,McDonel,,,1401,-1,1228,26,1,,,,,Arterial,,102013,100282,143,5,Arterial
102013 102014,McDonel,,,2161,1,1548,26,1,,,,,Arterial,,102013,102014,717,5,Arterial
102014 101890,McKibben,,,2018,-1,1421,27,1,,,,,Arterial,,102014,101890,808,5,Arterial
102014 102012,McKibben,,,2160,-1,1800,27,1,,,,,Arterial,,102014,102012,558,5,Arterial
102014 102013,McDonel,,,2161,-1,1421,26,1,,,,,Arterial,,102014,102013,717,5,Arterial
102014 102015,McDonel,,,2162,1,1228,28,1,,,,,Arterial,,102014,102015,239,5,Arterial
102015 131,"",,,323,-1,1800,25,1,,,,,HOT,,102015,131,393,6,HOT
102015 102014,McDonel,,,2162,-1,1800,28,1,,,,,Arterial,,102015,102014,239,5,Arterial
102016 100022,Main,,,1014,-1,1228,27,1,,,,,Arterial,,102016,100022,283,5,Arterial
102016 102022,Main,,,2163,1,1497,26,1,,,,,Arterial,,102016,102022,20,5,Arterial
102017 100032,Market,,,1028,-1,1330,27,2,,,,,Highway,,102017,100032,73,7,Highway
102017 102021,Market,,,2164,1,1461,26,2,,,,,Highway,,102017,102021,49,7,Highway
102018 100036,Main,,,1035,-1,1228,22,1,,,,,Arterial,,102018,100036,188,5,Arterial
102018 102020,Main,,,2165,1,1497,26,1,,,,,Arterial,,102018,102020,18,5,Arterial
102019 100030,Market,,,1026,-1,1461,29,2,,,,,Highway,,102019,100030,234,7,Highway
102019 102023,Market,,,2166,1,1461,28,2,,,,,Highway,,102019,102023,52,7,Highway
102020 102017,Market,,,2167,1,1228,26,2,,,,,Highway,,102020,102017,51,7,Highway
102020 102021,Main,,,2168,1,1461,16,1,,,,,Arterial,,102020,102021,29,5,Arterial
102021 102016,Main,,,2169,1,1330,26,1,,,,,Arterial,,102021,102016,17,5,Arterial
102021 102022,Market,,,2170,1,1497,26,2,,,,,Highway,,102021,102022,37,7,Highway
102022 102019,Market,,,2171,1,1461,28,2,,,,,Highway,,102022,102019,49,7,Highway
102022 102023,Main,,,2172,1,2112,16,1,,,,,Arterial,,102022,102023,29,5,Arterial
102023 102018,Main,,,2173,1,1461,26,1,,,,,Arterial,,102023,102018,19,5,Arterial
102023 102020,Market,,,2174,1,1497,28,2,,,,,Highway,,102023,102020,37,7,Highway
102500 102506,I-75,,,2175,1,2112,70,2,,,,,Freeway,,102500,102506,15010,1,Freeway
102501 104254,I-75,,,2176,1,2112,70,2,,,,,Freeway,,102501,104254,3076,1,Freeway
102506 100138,Ramp,,,2177,1,1734,49,1,,,,,On-Ramp,,102506,100138,2205,3,On-Ramp
102506 102508,Ramp,,,2178,1,2112,70,2,,,,,Freeway,,102506,102508,3745,1,Freeway
102507 102501,I-75,,,2179,1,1734,70,2,,,,,Freeway,,102507,102501,14802,1,Freeway
102508 102512,I-75,,,2180,1,2112,70,2,,,,,Freeway,,102508,102512,8084,1,Freeway
102509 100139,Ramp,,,2181,1,1734,49,1,,,,,On-Ramp,,102509,100139,1982,3,On-Ramp
102509 102507,Ramp,,,2182,1,2112,70,2,,,,,Freeway,,102509,102507,3299,1,Freeway
102510 102522,I-75,,,2183,1,2112,70,2,,,,,Freeway,,102510,102522,1317,1,Freeway
102510 102542,Ramp,,,2184,1,1734,49,1,,,,,On-Ramp,,102510,102542,503,3,On-Ramp
102511 102521,I-75,,,2185,1,2112,70,2,,,,,Freeway,,102511,102521,1937,1,Freeway
102512 102514,I-75,,,2186,1,2112,70,2,,,,,Freeway,,102512,102514,3786,1,Freeway
102513 102509,I-75,,,2187,1,2112,70,2,,,,,Freeway,,102513,102509,8694,1,Freeway
102514 101959,Ramp,,,2188,1,1228,49,1,,,,,On-Ramp,,102514,101959,1984,3,On-Ramp
102514 102516,I-75,,,2189,1,1734,70,2,,,,,Freeway,,102514,102516,1975,1,Freeway
102515 102513,I-75,,,2190,1,1734,70,2,,,,,Freeway,,102515,102513,3022,1,Freeway
102516 102518,I-75,,,2191,1,1734,70,2,,,,,Freeway,,102516,102518,865,1,Freeway
102517 101958,Ramp,,,2192,1,1800,64,1,,,,,On-Ramp,,102517,101958,579,3,On-Ramp
102517 102515,I-75,,,2193,1,2112,70,2,,,,,Freeway,,102517,102515,2740,1,Freeway
102518 102520,I-75,,,2194,1,1734,70,2,,,,,Freeway,,102518,102520,7177,1,Freeway
102519 101955,Ramp,,,2195,1,1657,49,1,,,,,On-Ramp,,102519,101955,1256,3,On-Ramp
102519 102517,I-75,,,2196,1,2112,70,2,,,,,Freeway,,102519,102517,1000,1,Freeway
102520 100111,Ramp,,,2197,1,1582,49,1,,,,,On-Ramp,,102520,100111,1118,3,On-Ramp
102520 102510,I-75,,,2198,1,1734,70,2,,,,,Freeway,,102520,102510,1501,1,Freeway
102521 102519,I-75,,,2199,1,2112,70,2,,,,,Freeway,,102521,102519,6361,1,Freeway
102522 102524,I-75,,,2200,1,2112,70,2,,,,,Freeway,,102522,102524,1904,1,Freeway
102523 100307,Ramp,,,2201,1,1734,49,1,,,,,On-Ramp,,102523,100307,1947,3,On-Ramp
102523 102511,I-75,,,2202,1,2112,70,2,,,,,Freeway,,102523,102511,1664,1,Freeway
102524 102526,I-75,,,2203,1,2112,70,2,,,,,Freeway,,102524,102526,1165,1,Freeway
102524 104443,Ramp,,,2204,1,1734,49,1,,,,,On-Ramp,,102524,104443,1343,3,On-Ramp
102525 102523,I-75,,,2205,1,2112,70,2,,,,,Freeway,,102525,102523,3116,1,Freeway
102526 102528,I-75,,,2206,1,2112,70,2,,,,,Freeway,,102526,102528,5395,1,Freeway
102527 102525,I-75,,,2207,1,2112,70,2,,,,,Freeway,,102527,102525,1135,1,Freeway
102527 104444,Ramp,,,2208,1,1734,49,1,,,,,On-Ramp,,102527,104444,1210,3,On-Ramp
102528 102530,I-75,,,2209,1,1734,70,2,,,,,Freeway,,102528,102530,2911,1,Freeway
102529 102527,I-75,,,2210,1,1734,70,2,,,,,Freeway,,102529,102527,4102,1,Freeway
102530 100616,Ramp,,,2211,1,1734,49,1,,,,,On-Ramp,,102530,100616,1316,3,On-Ramp
102530 102532,I-75,,,2212,1,1734,70,2,,,,,Freeway,,102530,102532,2580,1,Freeway
102531 102529,I-75,,,2213,1,2112,70,2,,,,,Freeway,,102531,102529,3118,1,Freeway
102532 102534,I-75,,,2214,1,2112,70,2,,,,,Freeway,,102532,102534,3870,1,Freeway
102533 100617,Ramp,,,2215,1,1734,39,1,,,,,On-Ramp,,102533,100617,1250,3,On-Ramp
102533 102531,I-75,,,2216,1,2112,70,2,,,,,Freeway,,102533,102531,2447,1,Freeway
102534 102536,I-75,,,2217,1,1734,70,2,,,,,Freeway,,102534,102536,5238,1,Freeway
102535 102533,I-75,,,2218,1,2112,70,2,,,,,Freeway,,102535,102533,3876,1,Freeway
102536 100548,"",,,2219,1,1734,49,1,,,,,On-Ramp,,102536,100548,1051,3,On-Ramp
102536 102538,I-75,,,2220,1,2112,70,2,,,,,Freeway,,102536,102538,2044,1,Freeway
102537 102535,I-75,,,2221,1,2112,70,2,,,,,Freeway,,102537,102535,4799,1,Freeway
102538 102540,I-75,,,2222,1,1800,70,2,,,,,Freeway,,102538,102540,9750,1,Freeway
102539 100549,Ramp,,,2223,1,1734,24,1,,,,,On-Ramp,,102539,100549,1108,3,On-Ramp
102539 102537,I-75,,,2224,1,2112,70,2,,,,,Freeway,,102539,102537,2125,1,Freeway
102540 444,"",,,925,-1,1800,66,1,,,,,Highway,,102540,444,1433,7,Highway
102541 444,"",,,926,-1,1800,66,1,,,,,Highway,,102541,444,1430,7,Highway
102541 102539,I-75,,,2225,1,2112,70,2,,,,,Freeway,,102541,102539,10009,1,Freeway
102542 100111,Ramp,,,1148,-1,1734,50,1,,,,,On-Ramp,,102542,100111,84,3,On-Ramp
102542 102522,Ramp,,,2226,1,1734,49,1,,,,,On-Ramp,,102542,102522,1710,3,On-Ramp
102544 100562,S Dixie,,,1534,-1,1800,35,1,,,,,Highway,,102544,100562,1213,7,Highway
102544 100606,S Dixie,,,1594,-1,1676,35,2,,,,,Highway,,102544,100606,1273,7,Highway
102545 100123,N Dixie,,,1181,-1,1734,52,1,,,,,Arterial,,102545,100123,575,5,Arterial
102545 100181,N Dixie,,,1294,-1,1734,46,1,,,,,Arterial,,102545,100181,5449,5,Arterial
102546 483,"",,,965,-1,1800,36,1,,,,,Highway,,102546,483,1325,7,Highway
102546 100632,"",,,1631,-1,1618,28,1,,,,,Arterial,,102546,100632,1289,5,Arterial
102553 101908,Cole,,,2039,-1,1734,50,1,,,,,Arterial,,102553,101908,2613,5,Arterial
102553 101910,West,,,2041,-1,1734,49,1,,,,,Arterial,,102553,101910,420,5,Arterial
102553 101912,West,,,2045,-1,1800,47,1,,,,,Arterial,,102553,101912,5519,5,Arterial
102554 66,"",,,158,-1,1800,25,1,,,,,HOT,,102554,66,421,6,HOT
102554 100650,Mall Drive,,,1658,-1,1602,27,1,,,,,Arterial,,102554,100650,666,5,Arterial
102555 155,"",,,385,-1,1800,25,1,,,,,HOT,,102555,155,1899,6,HOT
102555 101763,Eastown,,,1872,-1,1618,46,1,,,,,Arterial,,102555,101763,2261,5,Arterial
102555 101773,Eastown,,,1884,-1,1618,46,1,,,,,Arterial,,102555,101773,366,5,Arterial
