link_geometry_id,name,facility_type,grade,geometry,length,row_width,jurisdiction
1201,Stewart,Arterial,0,"LINESTRING(1533556.305 1030088.891,1533579 1031507,1533618.044 1032602.761)",2514,,
1202,Slabtown,Arterial,0,"LINESTRING(1538942.935 1030042.031,1539010 1029930,1538962 1026914,1538929.54 1025410.799)",4631,,
1203,State,Arterial,0,"LINESTRING(1538942.935 1030042.031,1541104 1030018,1543559 1029991,1544290 1029984,1545490.789 1029974.104)",6548,,
1204,Slabtown,Arterial,0,"LINESTRING(1538942.935 1030042.031,1538892 1030200,1538914.765 1031754.128)",1712,,
1205,Bluelick,Arterial,0,"LINESTRING(1538823.136 1019605.035,1540004 1019592,1540474.276 1019595.307)",1651,,
1206,Slabtown,Arterial,0,"LINESTRING(1538823.136 1019605.035,1538808 1017621,1538753.813 1014296.559)",5308,,
1207,Bluelick,Arterial,0,"LINESTRING(1538823.136 1019605.035,1536552.948 1019620.09)",2270,,
1208,Slabtown,Arterial,0,"LINESTRING(1538823.136 1019605.035,1538929.54 1025410.799)",5806,,
1209,Bluelick,Arterial,0,"LINESTRING(1540474.276 1019595.307,1541057 1019596,1541747.079 1019573.554)",1272,,
1210,Ramp,On-Ramp,0,"LINESTRING(1540474.276 1019595.307,1540411 1019251,1540395 1019172,1540379 1019115,1540363 1019066,1540337 1019017,1540299 1018969,1540234 1018910,1539535.775 1018256.997)",1634,,
1211,Bluelick,Arterial,0,"LINESTRING(1541747.079 1019573.554,1543009 1019552,1544109 1019536,1545531.763 1019512.533)",3785,,
1212,Ramp,On-Ramp,0,"LINESTRING(1541747.079 1019573.554,1541758 1019636,1541773 1019674,1541789 1019714,1541822 1019808,1541849 1019900,1541887 1019995,1541937 1020074,1541994 1020145,1542566.219 1020695.659)",1389,,
1213,N Dixie,Arterial,0,"LINESTRING(1545531.763 1019512.533,1549478.273 1023504.156)",5613,,
1214,Bluelick,Arterial,0,"LINESTRING(1545531.763 1019512.533,1549393.826 1019456.985)",3862,,
1215,N Dixie,Arterial,0,"LINESTRING(1545531.763 1019512.533,1545405 1019390,1544212 1018163,1544199 1018150,1541386.08 1015255.958)",5941,,
1216,Thayer,Arterial,0,"LINESTRING(1549476.562 1029928.475,1549510 1029846,1549511 1029693,1549505 1029509,1549505 1029242,1549509.019 1028098.244)",1830,,
1217,State,Arterial,0,"LINESTRING(1549476.562 1029928.475,1547352 1029952,1545490.789 1029974.104)",3986,,
1218,Thayer,Arterial,0,"LINESTRING(1549476.562 1029928.475,1549476 1029928,1549474 1029933,1549458 1030024,1549443 1030273,1549469 1031620,1549478 1031813,1549478 1031813,1549501.25 1032408.718)",2480,,
1219,State,Arterial,0,"LINESTRING(1549476.562 1029928.475,1549785 1029922,1549958 1029919,1550124 1029924,1550159 1029937,1550160 1029937,1550390 1030021,1550822 1030174,1551053 1030234,1551220 1030276,1551363 1030316,1551509 1030384,1552220 1030412,1552670 1030425,1552670 1030425,1553230 1030440,1553355.556 1030456.395)",3914,,
1220,McKibben,Arterial,0,"LINESTRING(1523997.7 1004348.689,1524183.709 1004348.689)",186,,
1221,McKibben,Arterial,0,"LINESTRING(1523997.7 1004348.689,1523691.035 1004348.689)",306,,
1222,McKibben,Arterial,0,"LINESTRING(1525254.52 1004348.689,1525078.565 1004348.689)",175,,
1223,Thayer,Arterial,0,"LINESTRING(1549478.273 1023504.156,1549417.161 1021407.168)",2097,,
1224,Thayer,Arterial,0,"LINESTRING(1549478.273 1023504.156,1549506 1025959,1549499 1026156,1549499 1026210,1549499 1026259,1549498 1026305,1549497 1026347,1549496 1026385,1549494 1026420,1549493 1026451,1549491 1026478,1549488 1026501,1549486 1026520,1549483 1026536,1549412 1027025,1549402 1027319,1549401 1027531,1549433 1027692,1549471 1027834,1549509.019 1028098.244)",4594,,
1225,N Dixie,Arterial,0,"LINESTRING(1549478.273 1023504.156,1553164.888 1027279.852)",5277,,
1226,Bluelick,Arterial,0,"LINESTRING(1549393.826 1019456.985,1553057 1019411,1554637.805 1019394.796)",5244,,
1227,Thayer,Arterial,0,"LINESTRING(1549393.826 1019456.985,1549316.334 1016315.382)",3142,,
1228,Thayer,Arterial,0,"LINESTRING(1549393.826 1019456.985,1549417.161 1021407.168)",1950,,
1229,Cool,Arterial,0,"LINESTRING(1554637.805 1019394.796,1554578.802 1015243.718)",4151,,
1230,BLUELICK RD,Arterial,0,"LINESTRING(1554637.805 1019394.796,1558482.395 1019372.285)",3844,,
1231,COOL RD,Arterial,0,"LINESTRING(1554637.805 1019394.796,1554709.874 1027296.875)",7902,,
1232,Sandusky,Arterial,0,"LINESTRING(1554578.802 1015243.718,1554502 1015213,1554273 1015095,1553855 1014884,1553360 1014692,1552956 1014523,1551875 1014129,1551409 1013904,1550341 1013392,1549543 1012975,1549543 1012975,1549276.201 1012835.413)",5823,,
1233,Cool,Arterial,0,"LINESTRING(1554578.802 1015243.718,1554561 1013864,1554552 1013122,1554516.86 1010312.027)",4932,,
1234,Sandusky,Arterial,0,"LINESTRING(1554578.802 1015243.718,1555070 1015344,1556269 1015617,1556583 1015665,1556904 1015705,1557115.876 1015717.219)",2580,,
1235,Sandusky,Arterial,0,"LINESTRING(1549276.201 1012835.413,1548637 1012539,1546399 1012281,1546381 1012275,1546325 1012246,1546291 1012226,1546256 1012202,1545950 1011861,1545710 1011587,1545601 1011365,1545510 1011114,1545521 1010924,1545530 1010745,1545520 1010607,1545417.663 1010391.004)",4567,,
1236,Thayer,Arterial,0,"LINESTRING(1549276.201 1012835.413,1549249.116 1011694.124)",1141,,
1237,Thayer,Arterial,0,"LINESTRING(1549276.201 1012835.413,1549316.334 1016315.382)",3480,,
1238,Ada,Arterial,0,"LINESTRING(1545417.663 1010391.004,1545676 1010388,1545677 1010388,1545764 1010386,1546208 1010362,1547425 1010310,1548161 1010280,1549254.744 1010232.371)",3840,,
1239,Ada,Arterial,0,"LINESTRING(1545417.663 1010391.004,1545223 1010359,1545086 1010331,1544823 1010267,1544573 1010193,1543988 1010016,1543859 1009974,1543857.34 1009974.247)",1615,,
1240,Ada,Arterial,0,"LINESTRING(1549254.744 1010232.371,1549296 1010230,1550572 1010161,1550724 1010165,1550843 1010167,1551035 1010188,1551226 1010221,1551523 1010283,1551787 1010328,1552029 1010354,1552276 1010372,1552367 1010383,1552501 1010391,1552770 1010388,1552918 1010406,1553377 1010363,1554516.86 1010312.027)",5262,,
1241,Thayer,Arterial,0,"LINESTRING(1549254.744 1010232.371,1549249.116 1011694.124)",1461,,
1242,Thayer,Arterial,0,"LINESTRING(1549254.744 1010232.371,1549153.251 1005576.554)",4656,,
1243,Ada,Arterial,0,"LINESTRING(1554516.86 1010312.027,1557040.333 1010197.866)",2526,,
1244,Cool,Arterial,0,"LINESTRING(1554516.86 1010312.027,1554441.729 1006938.43)",3374,,
1245,Thayer,Arterial,0,"LINESTRING(1549134.491 1003668.893,1549114.283 1002645.088)",1024,,
1246,Thayer,Arterial,0,"LINESTRING(1549134.491 1003668.893,1549153.251 1005576.554)",1907,,
1247,Reservoir,Arterial,0,"LINESTRING(1549134.491 1003668.893,1551287.134 1003626.627)",2153,,
1248,Cool,Arterial,0,"LINESTRING(1554381.104 1001890.772,1554409.075 1003547.52)",1656,,
1249,Cool,Arterial,0,"LINESTRING(1554381.104 1001890.772,1554375 1001309,1554405 1001242,1554423 1001216,1554423 1001215,1554453 1001171,1554590 1001007,1554684 1000847,1554671 1000719,1554630 1000191,1554588 999933,1554521 999917,1554448 999882,1554353 999834,1554348 999797,1554348 999797,1554343 999755,1554340 999659,1554312.01 998234.938)",3656,,
1250,Reservoir,Arterial,0,"LINESTRING(1554409.075 1003547.52,1551287.134 1003626.627)",3122,,
1251,Reservoir,Arterial,0,"LINESTRING(1554409.075 1003547.52,1556988.071 1003548.71)",2578,,
1252,Cool,Arterial,0,"LINESTRING(1554409.075 1003547.52,1554441.729 1006938.43)",3391,,
1253,Thayer,Arterial,0,"LINESTRING(1549114.283 1002645.088,1549029.684 998358.25)",4287,,
1254,Harding,Highway,0,"LINESTRING(1549029.684 998358.25,1552685 998281,1554312.01 998234.938)",5283,,
1255,Thayer,Arterial,0,"LINESTRING(1549029.684 998358.25,1548962.984 993154.125)",5204,,
1256,Brice,Highway,0,"LINESTRING(1521449 1003813,1521345.6 1003889.091)",128,,
1257,Cool,Arterial,0,"LINESTRING(1554312.01 998234.938,1554248.367 992964.813)",5270,,
1258,Harding,Highway,0,"LINESTRING(1554312.01 998234.938,1556909.016 998235.812)",2597,,
1259,High,Arterial,0,"LINESTRING(1521206.675 1002548.858,1521321.588 1002545.352)",114,,
1260,Slabtown,Arterial,0,"LINESTRING(1538746.257 1011710.929,1538732.503 1012475.656)",764,,
1261,Piquad,Arterial,0,"LINESTRING(1493756.119 1019799.658,1494079 1019880,1494266 1019936,1494286 1019942,1494567 1020032,1494568 1020033,1494594 1020041,1494725 1020072,1494852 1020095,1495362 1020149,1495561.368 1020156.182)",1840,,
1262,Piquad,Arterial,0,"LINESTRING(1493756.119 1019799.658,1491045.393 1019831.95)",2710,,
1263,Jameson,Highway,0,"LINESTRING(1518306.558 1005223.974,1518306 1005224,1518320 1005327,1518352 1005454,1518358 1005649,1518355 1005741,1518357 1005822,1518360 1005926,1518334 1006069,1518276 1006211,1518201 1006354,1518192 1006372,1518164 1006418,1518128 1006478,1518096 1006508,1518072.322 1006531.91)",1328,,
1264,Rice,Arterial,0,"LINESTRING(1518306.558 1005223.974,1518592.491 1005202.69)",286,,
1265,Rice,Arterial,0,"LINESTRING(1518306.558 1005223.974,1517841.973 1005179.232)",466,,
1266,Jameson,Highway,0,"LINESTRING(1518306.558 1005223.974,1518302 1005197,1518251 1005046,1518238 1004734,1518238 1004732,1518235 1004667,1518235 1004622,1518232 1003924,1518235 1003622,1518235.981 1003566.167)",1659,,
1267,Ramp,Highway,0,"LINESTRING(1518773.852 1005977.319,1518627 1006008,1518594 1006027,1518570 1006049,1518547 1006082,1518506 1006154,1518450 1006228,1518377 1006322,1518304 1006402,1518223 1006480,1518142 1006550,1518072.322 1006531.91)",894,,
1268,Grand,Arterial,0,"LINESTRING(1518773.852 1005977.319,1518749 1005977,1518667 1005977,1518523 1005900,1517732.625 1006338.297)",1102,,
1269,Grand,Arterial,0,"LINESTRING(1518773.852 1005977.319,1520101 1005969,1520106.655 1005969.435)",1332,,
1270,Elida,Highway,0,"LINESTRING(1518072.322 1006531.91,1517984 1006615,1517788 1006724,1517591 1006803,1517409.774 1006879.527)",748,,
1271,Elida,Highway,0,"LINESTRING(1517409.774 1006879.527,1517364 1006889,1517318 1006899,1517271 1006909,1516986 1006972,1516586.878 1007095.202)",850,,
1272,Cole,Arterial,0,"LINESTRING(1517409.774 1006879.527,1517411.33 1006550.744)",328,,
1273,Cole,Arterial,0,"LINESTRING(1517409.774 1006879.527,1517411 1007015,1517414 1007245,1517418.504 1007548.179)",668,,
1274,Elizabeth,Arterial,0,"LINESTRING(1523242.797 1006199.04,1523237.99 1005973.652)",225,,
1275,Elida,Highway,0,"LINESTRING(1516586.878 1007095.202,1516466 1007180,1516314 1007277,1516145 1007384,1516008 1007485,1515704 1007688,1515663 1007720,1515586 1007782,1515026 1008232,1514380 1008706,1514058.191 1008936.046)",3127,,
1276,Grand,Arterial,0,"LINESTRING(1516586.878 1007095.202,1516979 1006834,1517195 1006692,1517411.33 1006550.744)",988,,
1277,Grand,Arterial,0,"LINESTRING(1524461.439 1005936.869,1524231.968 1005943.955)",229,,
1278,Elm,Highway,0,"LINESTRING(1508631.919 1001198.99,1508272.811 1001219.11)",359,,
1279,Elm,Highway,0,"LINESTRING(1508631.919 1001198.99,1509023 1001193,1509535.195 1001186.416)",903,,
1280,Driveway,Arterial,0,"LINESTRING(1510617.752 1011151.703,1510613 1011636)",484,,
1281,Hartzler,Arterial,0,"LINESTRING(1510617.752 1011151.703,1510613 1010956)",195,,
1282,Elida,Highway,0,"LINESTRING(1510617.752 1011151.703,1511490.18 1010596.521)",1034,,
1283,Elida,Highway,0,"LINESTRING(1510617.752 1011151.703,1508383.806 1012618.969)",2672,,
1284,Edgewood,Arterial,0,"LINESTRING(1512130.789 1012013.059,1512309 1012020,1512448 1012021,1512560 1012039,1512645 1012055,1512648 1012056,1512714 1012079,1512912 1012158,1513052 1012225,1513237 1012345,1513479 1012476,1513679 1012608,1513778 1012725,1513788 1012738,1513924 1012865,1514004 1012939,1514093 1013003,1514118 1013021,1514233 1013042,1514656 1013043,1514817.26 1013044.503)",2877,,
1285,Edgewood,Arterial,0,"LINESTRING(1512130.789 1012013.059,1511898.172 1012037.959)",233,,
1286,Cable,Arterial,0,"LINESTRING(1512130.789 1012013.059,1512132.366 1012342.519)",329,,
1287,Cable,Highway,0,"LINESTRING(1512130.789 1012013.059,1512137.892 1011072.391)",940,,
1288,Metcalf,Highway,0,"LINESTRING(1521279.811 1000581.167,1521278.795 999778.312)",802,,
1289,Metcalf,Highway,0,"LINESTRING(1521279.811 1000581.167,1521279.811 1000644.577)",63,,
1290,North Shore,Arterial,0,"LINESTRING(1520431.351 999712.938,1519682.579 999694.625)",748,,
1291,North Shore,Arterial,0,"LINESTRING(1520431.351 999712.938,1521278.795 999778.312)",849,,
1292,N Dixie,Arterial,0,"LINESTRING(1538732.503 1012475.656,1541386.08 1015255.958)",3843,,
1293,Slabtown,Arterial,0,"LINESTRING(1538732.503 1012475.656,1538700 1013547)",1071,,
1294,N Dixie,Arterial,0,"LINESTRING(1538732.503 1012475.656,1537851 1011633,1536122 1009817,1535039.192 1008468.965)",5449,,
1295,Bible,Arterial,0,"LINESTRING(1537475.844 1014323.652,1538753.813 1014296.559)",1278,,
1296,Slabtown,Arterial,0,"LINESTRING(1538753.813 1014296.559,1538700 1013547)",751,,
1297,Schooler,Arterial,0,"LINESTRING(1543316 967098,1543321.431 970292.438)",3194,,
1298,Glenwood,Arterial,0,"LINESTRING(1514761 1000788,1514753.377 1001100.371)",312,,
1299,Cole,Arterial,0,"LINESTRING(1517412 1000869,1517368.831 1001072.038)",207,,
1300,Jameson,Highway,0,"LINESTRING(1518187 1000829,1518189.849 1001079.483)",250,,
1301,North Shore,Arterial,0,"LINESTRING(1522110.254 1000135.979,1522391.488 1000375.522)",369,,
1302,North Shore,Arterial,0,"LINESTRING(1522110.254 1000135.979,1521888 999941,1521686 999839,1521563 999799,1521417 999791,1521278.795 999778.312)",905,,
1303,Western,Arterial,0,"LINESTRING(1511484 995972,1510588.066 995985.063)",896,,
1304,Cole,Arterial,0,"LINESTRING(1517454.321 1010856.604,1517448 1010218,1517446 1010005,1517441 1009420,1517436.698 1008941.602)",1915,,
1305,Cole,Arterial,0,"LINESTRING(1517454.321 1010856.604,1517470 1012612,1517472 1012824,1517472.757 1012878.025)",2021,,
1306,"",Arterial,0,"LINESTRING(1532385.224 998636.029,1532378.63 998466.062)",170,,
1307,S Dixie,Highway,0,"LINESTRING(1517262.836 984012.318,1516762.048 982694.625)",1409,,
1308,S Dixie,Highway,0,"LINESTRING(1517262.836 984012.318,1517767.054 985353.125)",1432,,
1309,Catalpa,Arterial,0,"LINESTRING(1525589.57 994798.375,1525958.695 994792.688)",369,,
1310,Catalpa,Arterial,0,"LINESTRING(1526415.594 994798.375,1525958.695 994792.688)",456,,
1311,Edgewood,Arterial,0,"LINESTRING(1514817.26 1013044.503,1514975 1013044,1515307 1013037,1515634 1013029,1515644 1013029,1515755 1013030,1515845 1012970,1515935 1012935,1516018 1012907,1516104 1012871,1516181 1012857,1516248 1012852,1516250 1012852,1516458 1012851,1516913 1012838,1517472.757 1012878.025)",2660,,
1312,Franklin,Arterial,0,"LINESTRING(1525207 997743,1525569 997743)",362,,
1313,Franklin,Arterial,0,"LINESTRING(1525207 997743,1524511.742 997739.875)",695,,
1314,Pine,Highway,0,"LINESTRING(1525207 997743,1525187.918 997022.312)",720,,
1315,Franklin,Arterial,0,"LINESTRING(1524296.985 997739.875,1524511.742 997739.875)",214,,
1316,O Connor,Arterial,0,"LINESTRING(1522530 1008354,1522778 1008354)",248,,
1317,O Connor,Arterial,0,"LINESTRING(1522977 1008354,1522778 1008354)",199,,
1318,Cornell,Arterial,0,"LINESTRING(1513157 1004479,1513156.443 1004920.821)",441,,
1319,Cornell,Arterial,0,"LINESTRING(1513157 1005304,1513156.443 1004920.821)",383,,
1320,Jefferson,Arterial,0,"LINESTRING(1525473.858 1005917.945,1525470 1005621)",296,,
1321,Findlay,Highway,0,"LINESTRING(1525473.858 1005917.945,1526594.616 1006509.324)",1267,,
1322,Jefferson,Arterial,0,"LINESTRING(1525473.858 1005917.945,1525445.472 1006372.114)",455,,
1323,Findlay,Highway,0,"LINESTRING(1525473.858 1005917.945,1525092 1005816)",395,,
1324,Jefferson,Arterial,0,"LINESTRING(1525448 1006848,1525445.472 1006372.114)",475,,
1325,Neubrecht,Arterial,0,"LINESTRING(1530704.612 1007598.863,1530711.66 1007396.234)",202,,
1326,Driveway,Arterial,0,"LINESTRING(1530745.821 1007273.538,1530711.66 1007396.234)",127,,
1327,Lakewood,Arterial,0,"LINESTRING(1516489 999921,1516011.853 999937.812)",477,,
1328,Lakewood,Arterial,0,"LINESTRING(1515648 999952,1516011.853 999937.812)",364,,
1329,"",Highway,0,"LINESTRING(1530711.66 1007396.234,1530859.983 1007426.845)",151,,
1330,Findlay,Highway,0,"LINESTRING(1530711.66 1007396.234,1529909 1007158,1529710 1007122,1529088.586 1006999.35)",1670,,
1331,Bible,Arterial,0,"LINESTRING(1530785.114 1014333.419,1529573.242 1014297.733)",1212,,
1332,Dana,Arterial,0,"LINESTRING(1529626.527 999214.187,1529632 999800)",585,,
1333,Dana,Arterial,0,"LINESTRING(1529626.527 999214.187,1529632 999029)",185,,
1334,Pioneer,Arterial,0,"LINESTRING(1500595.375 1017689.775,1500599 1018558)",868,,
1335,Elida,Highway,0,"LINESTRING(1500595.375 1017689.775,1501682 1016971,1501855 1016859,1501926.878 1016812.37)",1594,,
1336,Elida,Highway,0,"LINESTRING(1500595.375 1017689.775,1500166 1017947,1499598.691 1018318.955)",1178,,
1337,Dutch Hollow,Arterial,0,"LINESTRING(1496685.334 1022942.705,1496705 1024442,1496836 1024855,1496806.293 1024999.32)",2060,,
1338,Dutch Hollow,Arterial,0,"LINESTRING(1496685.334 1022942.705,1496653.765 1021070.091)",1872,,
1339,Pioneer,Arterial,0,"LINESTRING(1500599 1018558,1500615.711 1019724.316)",1166,,
1340,Gomer,Arterial,0,"LINESTRING(1504418.222 1022969.143,1505055 1021769,1507207.107 1020534.938)",3701,,
1341,Gomer,Arterial,0,"LINESTRING(1504418.222 1022969.143,1503985.231 1025627.783)",2693,,
1342,Pioneer,Arterial,0,"LINESTRING(1500623.913 1020518.013,1500615.711 1019724.316)",793,,
1343,Driveway,Arterial,0,"LINESTRING(1508385 1012418,1508383.806 1012618.969)",200,,
1344,Driveway,Arterial,0,"LINESTRING(1508385 1013003,1508383.806 1012618.969)",384,,
1345,Driveway,Arterial,0,"LINESTRING(1511490.18 1010596.521,1511483 1011209)",612,,
1346,Elida,Highway,0,"LINESTRING(1511490.18 1010596.521,1512110.367 1010179.744)",747,,
1347,Rice,Arterial,0,"LINESTRING(1517211 1005144,1517411.325 1005149)",200,,
1348,Lost Creek,Arterial,0,"LINESTRING(1535497.872 998409.375,1535495.441 998261.125)",148,,
1349,Lost Creek,Arterial,0,"LINESTRING(1535497.872 998409.375,1535495.441 998665.625)",256,,
1350,Lost Creek,Arterial,0,"LINESTRING(1535495.441 998261.125,1535323.821 996602.813)",1667,,
1351,University,Arterial,0,"LINESTRING(1512581 1004259,1512055.812 1004263.126)",525,,
1352,University,Arterial,0,"LINESTRING(1511773.942 1004263.126,1512055.812 1004263.126)",281,,
1353,Windsor,Arterial,0,"LINESTRING(1511706.831 1008155.604,1512087.348 1008158.413)",380,,
1354,Zurmehly,Arterial,0,"LINESTRING(1508277.814 985429.109,1509469.468 987371.063)",2278,,
1355,Zurmehly,Arterial,0,"LINESTRING(1508277.814 985429.109,1506571.249 985429.109)",1706,,
1356,Spring,Arterial,0,"LINESTRING(1522126.939 1001522.121,1521706.886 1001542.033)",420,,
1357,McDonel,Arterial,0,"LINESTRING(1522126.939 1001522.121,1522132.618 1001790.076)",268,,
1358,McDonel,Arterial,0,"LINESTRING(1522126.939 1001522.121,1522113.801 1001310.251)",212,,
1359,Market,Highway,0,"LINESTRING(1522142.873 1002011.32,1521712.52 1002026.611)",430,,
1360,McDonel,Arterial,0,"LINESTRING(1522142.873 1002011.32,1522132.618 1001790.076)",221,,
1361,McDonel,Arterial,0,"LINESTRING(1522142.873 1002011.32,1522142.026 1002279.31)",267,,
1362,North Shore,Arterial,0,"LINESTRING(1522391.488 1000375.522,1522414 1000393,1522657 1000479,1522837.778 1000543.245)",476,,
1363,West,Arterial,0,"LINESTRING(1522837.778 1000543.245,1522848.637 1000094.391)",448,,
1364,High,Arterial,0,"LINESTRING(1522143.491 1002527.763,1522429.208 1002522.668)",285,,
1365,McDonel,Arterial,0,"LINESTRING(1522143.491 1002527.763,1522142.026 1002279.31)",248,,
1366,McDonel,Arterial,0,"LINESTRING(1522143.491 1002527.763,1522140.752 1002781.652)",253,,
1367,McDonel,Arterial,0,"LINESTRING(1522159.55 1002992.905,1522160.051 1003290.151)",297,,
1368,McDonel,Arterial,0,"LINESTRING(1522159.55 1002992.905,1522140.752 1002781.652)",212,,
1369,North,Highway,0,"LINESTRING(1522159.55 1002992.905,1521723.79 1003007.038)",435,,
1370,North,Highway,0,"LINESTRING(1522159.55 1002992.905,1522436.948 1002987.958)",277,,
1371,McDonel,Arterial,0,"LINESTRING(1522160.051 1003290.151,1522165.366 1003486.825)",196,,
1372,McDonel,Arterial,0,"LINESTRING(1522100 1000948,1522120.779 1001005.778)",61,,
1373,Reese,Arterial,0,"LINESTRING(1524656 993816,1524660.076 993514.312)",301,,
1374,Reese,Arterial,0,"LINESTRING(1524656 993155,1524660.076 993514.312)",359,,
1375,Nixon,Arterial,0,"LINESTRING(1515192 1002235,1515192 1001931)",304,,
1376,Nixon,Arterial,0,"LINESTRING(1515192 1002235,1515192 1002521)",286,,
1377,Market,Arterial,0,"LINESTRING(1515192 1002235,1514782.059 1002238.824)",409,,
1378,Market,Arterial,0,"LINESTRING(1515192 1002235,1516071.997 1002210.002)",880,,
1379,Driveway,Arterial,0,"LINESTRING(1520626 994451,1521152.244 994449.438)",526,,
1380,Tremont,Arterial,0,"LINESTRING(1521064 1007392,1521403 1007392)",339,,
1381,Tremont,Arterial,0,"LINESTRING(1521662 1007392,1521403 1007392)",259,,
1382,Zurmehly,Arterial,0,"LINESTRING(1509469.468 987371.063,1510502.524 987321.437)",1034,,
1383,Zurmehly,Arterial,0,"LINESTRING(1510830 987301,1510502.524 987321.437)",328,,
1384,Brower,Arterial,0,"LINESTRING(1521967.108 1012958.852,1521370 1012945,1521368 1012945,1520769.859 1012933.237)",1197,,
1385,Brower,Arterial,0,"LINESTRING(1521967.108 1012958.852,1522383 1012967,1522384 1012967,1522554 1012971,1522597 1012972,1522811.472 1012976.961)",844,,
1386,Cole,Arterial,0,"LINESTRING(1517505.138 1014796.782,1517472.757 1012878.025)",1919,,
1387,Cole,Arterial,0,"LINESTRING(1517505.138 1014796.782,1517531 1015904,1517538 1016276,1517548.875 1016807.554)",2011,,
1388,Spring,Arterial,0,"LINESTRING(1519005.655 1001586.072,1518203.593 1001596.784)",802,,
1389,Elm,Highway,0,"LINESTRING(1518954.894 1001068.609,1519705.596 1001070.843)",750,,
1390,Elm,Highway,0,"LINESTRING(1518954.894 1001068.609,1518189.849 1001079.483)",765,,
1391,Spring,Arterial,0,"LINESTRING(1521706.886 1001542.033,1521304.719 1001539.352)",402,,
1392,Elm,Arterial,0,"LINESTRING(1521706.886 1001057.454,1522078 1001059,1522120.779 1001005.778)",417,,
1393,Elm,Highway,0,"LINESTRING(1521706.886 1001057.454,1521295.371 1001062.793)",411,,
1394,Market,Highway,0,"LINESTRING(1521712.52 1002026.611,1521313.561 1002034.144)",399,,
1395,Elm,Highway,0,"LINESTRING(1522607.739 1000999.776,1522836.717 1000997.392)",228,,
1396,Metcalf,Arterial,0,"LINESTRING(1521294.444 1001332.331,1521295.371 1001062.793)",269,,
1397,Metcalf,Highway,0,"LINESTRING(1521294.444 1001332.331,1521304.719 1001539.352)",207,,
1398,McDonel,Arterial,0,"LINESTRING(1522113.801 1001310.251,1522120.779 1001005.778)",304,,
1399,West,Highway,0,"LINESTRING(1522842.948 1001305.547,1522836.717 1000997.392)",308,,
1400,Wayne,Arterial,0,"LINESTRING(1522165.366 1003486.825,1521344.415 1003505.9)",821,,
1401,McDonel,Arterial,0,"LINESTRING(1522165.366 1003486.825,1522165.366 1003630.344)",143,,
1402,North,Highway,0,"LINESTRING(1522640.668 1002989.639,1522436.948 1002987.958)",203,,
1403,West,Arterial,0,"LINESTRING(1522866 1003247,1522861.781 1002980.753)",266,,
1404,Charles,Arterial,0,"LINESTRING(1518981.739 1003551.742,1518980.658 1002970.577)",581,,
1405,Wayne,Arterial,0,"LINESTRING(1518981.739 1003551.742,1518235.981 1003566.167)",745,,
1406,Charles,Arterial,0,"LINESTRING(1518981.739 1003551.742,1518979.088 1003705.824)",154,,
1407,Delphos,Arterial,0,"LINESTRING(1519048.85 1005336.913,1518269.855 1005824.858)",919,,
1408,Delphos,Arterial,0,"LINESTRING(1519048.85 1005336.913,1519757.32 1004866.973)",850,,
1409,North,Highway,0,"LINESTRING(1520485.094 1003048.637,1521332.892 1003007.299)",848,,
1410,North,Highway,0,"LINESTRING(1520485.094 1003048.637,1520061 1003065,1519736.375 1003034.422)",748,,
1411,Baxter,Arterial,0,"LINESTRING(1520485.094 1003048.637,1520489.805 1003519.789)",471,,
1412,driveway,Arterial,0,"LINESTRING(1520485.094 1003048.637,1520486.264 1002971.45)",77,,
1413,West,Arterial,0,"LINESTRING(1522865.058 1002771.247,1522860.615 1002510.608)",260,,
1414,Pierce,Arterial,0,"LINESTRING(1522430.945 1002781.003,1522436.948 1002987.958)",207,,
1415,Metcalf,Highway,0,"LINESTRING(1521312 1002320,1521313.561 1002034.144)",285,,
1416,Metcalf,Highway,0,"LINESTRING(1521312 1002320,1521321.588 1002545.352)",225,,
1417,Metcalf,Highway,0,"LINESTRING(1521329.365 1002798.556,1521321.588 1002545.352)",253,,
1418,Metcalf,Highway,0,"LINESTRING(1521329.365 1002798.556,1521332.892 1003007.299)",208,,
1419,High,Arterial,0,"LINESTRING(1521718.651 1002533.335,1522143.491 1002527.763)",424,,
1420,North,Highway,0,"LINESTRING(1521723.79 1003007.038,1521332.892 1003007.299)",390,,
1421,Spring,Arterial,0,"LINESTRING(1517800.573 1001605.503,1517380.017 1001615.626)",420,,
1422,Spring,Arterial,0,"LINESTRING(1517800.573 1001605.503,1518203.593 1001596.784)",403,,
1423,Elm,Highway,0,"LINESTRING(1517800.573 1001068.609,1518189.849 1001079.483)",389,,
1424,Elm,Highway,0,"LINESTRING(1517800.573 1001068.609,1517368.831 1001072.038)",431,,
1425,Market,Highway,0,"LINESTRING(1517840.84 1002128.974,1518217.193 1002106.069)",377,,
1426,Market,Highway,0,"LINESTRING(1517840.84 1002128.974,1517390.92 1002143.548)",450,,
1427,Elm,Highway,0,"LINESTRING(1515129.527 1001095.454,1514753.377 1001100.371)",376,,
1428,Elm,Highway,0,"LINESTRING(1515129.527 1001095.454,1516070.554 1001072.149)",941,,
1429,High,Arterial,0,"LINESTRING(1517842.115 1002615.96,1517385.594 1002632.4)",456,,
1430,High,Arterial,0,"LINESTRING(1517842.115 1002615.96,1518223.748 1002593.613)",382,,
1431,Allentown,Highway,0,"LINESTRING(1515411.396 1004061.791,1514811.142 1004286.266)",640,,
