link_geometry_id,name,facility_type,grade,geometry,length,row_width,jurisdiction
1773,Fraunfelter,Arterial,0,"LINESTRING(1497820.736 1007104.793,1497822 1006720,1497797 1006151,1497822 1005218,1497824 1004104,1497830 1002662,1497829.949 1002657.992)",4446,,
1774,Allentown,Arterial,0,"LINESTRING(1497820.736 1007104.793,1498241 1007453,1498652 1007810,1498795.604 1007904.727)",1261,,
1775,Dutch Hollow,Arterial,0,"LINESTRING(1496585.816 1014062.315,1496629 1013839,1497425.462 1012705.777)",1595,,
1776,Dutch Hollow,Arterial,0,"LINESTRING(1496585.816 1014062.315,1496591.155 1014489.894)",427,,
1777,Dutch Hollow,Arterial,0,"LINESTRING(1497425.462 1012705.777,1498727 1009634,1499119.295 1008035.697)",4967,,
1778,Allentown,Arterial,0,"LINESTRING(1499119.295 1008035.697,1499026 1007999,1499026 1007998,1498840 1007925,1498839 1007924,1498806 1007911,1498795.604 1007904.727)",349,,
1779,Allentown,Highway,0,"LINESTRING(1499119.295 1008035.697,1499435.169 1008163.901)",340,,
1780,Copus,Arterial,0,"LINESTRING(1499714.168 1008276.763,1500879 1003877,1500895.273 1002467.752)",5927,,
1781,Allentown,Highway,0,"LINESTRING(1499714.168 1008276.763,1499860 1008327,1499874 1008332,1500045 1008328,1501804 1008294,1501812.868 1008294.384)",2098,,
1782,Allentown,Highway,0,"LINESTRING(1499714.168 1008276.763,1499435.169 1008163.901)",300,,
1783,E Main,Arterial,0,"LINESTRING(1497244.275 1019865.709,1497391.398 1019772.459)",174,,
1784,Copus,Arterial,0,"LINESTRING(1500895.273 1002467.752,1500895.237 1001310.283)",1157,,
1785,Elm,Arterial,0,"LINESTRING(1500895.237 1001310.283,1499308.245 1001320.305)",1587,,
1786,Elm,Arterial,0,"LINESTRING(1500895.237 1001310.283,1501760 1001297,1502499 1001286,1502505 1001286,1504256.639 1001201.411)",3363,,
1787,Elm,Arterial,0,"LINESTRING(1499308.245 1001320.305,1499175 1001320,1498475 1001325,1497804.679 1001329.223)",1503,,
1788,Fraunfelter,Arterial,0,"LINESTRING(1497829.949 1002657.992,1497829 1002624,1497825 1002431,1497812 1001751,1497804.679 1001329.223)",1329,,
1789,Fraunfelter,Arterial,0,"LINESTRING(1497804.679 1001329.223,1497782 1000266,1497768 1000158,1497745 1000086,1497696 1000011,1497337 999341,1497156 999002,1497064 998855,1497063 998854,1497057 998845,1496992 998835,1496973 998832,1496062.463 998844.25)",3034,,
1790,Agerter,Arterial,0,"LINESTRING(1496062.463 998844.25,1494709 998854,1493911 998859,1493858 998844,1493828 998828,1493735 998787,1490833.448 998783.875)",5229,,
1791,Wapak,Arterial,0,"LINESTRING(1496062.463 998844.25,1496092 1000909,1496233 1001120,1496354 1001319,1496444 1001465,1496476 1001577,1496469.44 1002648.629)",3826,,
1792,Kemp,Arterial,0,"LINESTRING(1490886.398 1002705.726,1490833.448 998783.875)",3922,,
1793,Kemp,Arterial,0,"LINESTRING(1490833.448 998783.875,1490811.031 996613.375)",2170,,
1794,Agerter,Arterial,0,"LINESTRING(1490833.448 998783.875,1485526.069 998832.875)",5307,,
1795,Seriff,Arterial,0,"LINESTRING(1505568.278 999944.438,1505573 1000114,1505595 1000784,1505590.595 1001240.848)",1296,,
1796,Elm,Arterial,0,"LINESTRING(1504256.639 1001201.411,1505590.595 1001240.848)",1334,,
1797,Elm,Arterial,0,"LINESTRING(1505590.595 1001240.848,1506544 1001227,1506544 1001227,1506632 1001226,1507063.169 1001220.577)",1472,,
1798,Elm,Highway,0,"LINESTRING(1507063.169 1001220.577,1508272.811 1001219.11)",1209,,
1799,Eastown,Highway,0,"LINESTRING(1507063.169 1001220.577,1507070 1001643,1507080.192 1002218.92)",998,,
1800,Eastown,Highway,0,"LINESTRING(1507063.169 1001220.577,1507084.155 999960.306)",1260,,
1801,Elm,Highway,0,"LINESTRING(1509535.195 1001186.416,1510975.541 1001187.499)",1440,,
1802,Elm,Highway,0,"LINESTRING(1510975.541 1001187.499,1512073.128 1001148.382)",1098,,
1803,Market,Arterial,0,"LINESTRING(1511049.136 1002236.353,1508485.469 1002263.197)",2563,,
1804,Market,Arterial,0,"LINESTRING(1511049.136 1002236.353,1512068.374 1002194.868)",1020,,
1805,Market,Arterial,0,"LINESTRING(1508485.469 1002263.197,1507080.192 1002218.92)",1405,,
1806,Eastown,Highway,0,"LINESTRING(1507080.192 1002218.92,1507102.968 1003860.456)",1641,,
1807,Eastown,Highway,0,"LINESTRING(1507102.968 1003860.456,1507089.546 1004719.485)",859,,
1808,Eastown,Highway,0,"LINESTRING(1507089.546 1004719.485,1507076.105 1007108.065)",2388,,
1809,Allentown,Highway,0,"LINESTRING(1511501.959 1005513.976,1510248.951 1005947.941)",1326,,
1810,Allentown,Highway,0,"LINESTRING(1511501.959 1005513.976,1512054.814 1005281.111)",599,,
1811,Allentown,Highway,0,"LINESTRING(1510248.951 1005947.941,1507076.105 1007108.065)",3378,,
1812,Allentown,Highway,0,"LINESTRING(1507076.105 1007108.065,1505595 1007629,1505385 1007705,1504812 1007908,1504599.475 1007983.779)",2626,,
1813,Eastown,Highway,0,"LINESTRING(1507076.105 1007108.065,1507088 1008533,1507092 1008888,1507116.942 1011696.454)",4588,,
1814,SANDY POINT R,Arterial,0,"LINESTRING(1507150 1029906,1507140.697 1030354.733)",448,,
1815,POLING RD,Arterial,0,"LINESTRING(1493516.833 1010085.942,1493891 1009909,1493906 1009533,1493908 1009408,1493924 1009352,1493950 1009325,1493996 1009301,1493996 1009301,1494001 1009298,1494551 1009290,1495080 1009281,1495329 1009277,1496195 1008887,1496516.374 1008765.88)",3277,,
1816,ELM,Arterial,0,"LINESTRING(1584378 1056905,1584022 1057326)",551,,
1817,ELM,Arterial,0,"LINESTRING(1582388 1059219,1581316.108 1059240.381)",1072,,
1818,ELM,Arterial,0,"LINESTRING(1582388 1059219,1583624.825 1057774.753)",1901,,
1819,JEFFERSON,Arterial,0,"LINESTRING(1583892 1057970,1584258.444 1057572.775)",540,,
1820,COLLEGE,Arterial,0,"LINESTRING(1583183 1056551,1582669.058 1057014.041)",691,,
1821,COLLEGE,Arterial,0,"LINESTRING(1583183 1056551,1583642.652 1056068.04)",666,,
1822,MAIN ST,Arterial,0,"LINESTRING(1583183 1056551,1582796.345 1056170.529)",542,,
1823,MAIN ST,Arterial,0,"LINESTRING(1583183 1056551,1583617 1056946)",586,,
1824,COLLEGE,Arterial,0,"LINESTRING(1584987 1054730,1583642.652 1056068.04)",1896,,
1825,COLLEGE,Arterial,0,"LINESTRING(1584987 1054730,1586746 1054514)",1772,,
1826,SR-198,Arterial,0,"LINESTRING(1476483 983162,1476483 982613)",549,,
1827,FORT AMANDA R,Arterial,0,"LINESTRING(1476483 983162,1474721.343 983182.438)",1761,,
1828,FORT AMANDA R,Arterial,0,"LINESTRING(1476483 983162,1480003.959 983112.75)",3521,,
1829,SR-66,Arterial,0,"LINESTRING(1458623.134 1001657.3,1459017 1001813)",423,,
1830,SR-66,Arterial,0,"LINESTRING(1458623.134 1001657.3,1457763 997818,1455839.445 994798.062)",7402,,
1831,SR-66,Arterial,0,"LINESTRING(1458623.134 1001657.3,1458784.824 1001818.026)",227,,
1832,SR-66,Arterial,0,"LINESTRING(1459017 1001813,1460167.464 1001804.481)",1150,,
1833,SR-66,Arterial,0,"LINESTRING(1459017 1001813,1458784.824 1001818.026)",232,,
1834,DEFIANCE TRL,Arterial,0,"LINESTRING(1469407 982599,1469432.874 983251.562)",653,,
1835,MONFORT RD,Arterial,0,"LINESTRING(1464125 982599,1464129.539 983341.062)",742,,
1836,ACADIA RD,Arterial,0,"LINESTRING(1453709 1031579,1453707.09 1031075.153)",503,,
1837,Wapak,Arterial,0,"LINESTRING(1496512.709 1006632.285,1496469.44 1002648.629)",3983,,
1838,Wapak,Arterial,0,"LINESTRING(1496512.709 1006632.285,1496516.374 1008765.88)",2133,,
1839,FORT JENNINGS,Arterial,0,"LINESTRING(1462230 1041929,1462228.868 1042087.806)",158,,
1840,POLING RD,Arterial,0,"LINESTRING(1498795.604 1007904.727,1496516.374 1008765.88)",2436,,
1841,Dutch Hollow,Arterial,0,"LINESTRING(1496591.155 1014489.894,1496608.974 1015594.616)",1104,,
1842,East,Arterial,0,"LINESTRING(1496591.155 1014489.894,1498711.508 1014436.44)",2121,,
1843,East,Arterial,0,"LINESTRING(1501883.128 1014400.804,1498711.508 1014436.44)",3171,,
1844,East,Arterial,0,"LINESTRING(1501883.128 1014400.804,1503451.12 1014382.986)",1568,,
1845,Baty,Arterial,0,"LINESTRING(1501883.128 1014400.804,1501918.764 1015933.159)",1532,,
1846,Baty,Arterial,0,"LINESTRING(1501883.128 1014400.804,1501854.834 1012638.666)",1762,,
1847,East,Arterial,0,"LINESTRING(1503451.12 1014382.986,1505581.981 1014421.605)",2131,,
1848,Baty,Arterial,0,"LINESTRING(1501918.764 1015933.159,1501926.878 1016812.37)",879,,
1849,Latham,Arterial,0,"LINESTRING(1517801.82 1005793.006,1517414.762 1005772.531)",387,,
1850,Latham,Arterial,0,"LINESTRING(1517801.82 1005793.006,1518269.855 1005824.858)",469,,
1851,Cable,Highway,0,"LINESTRING(1512089.116 1008420.099,1512100.477 1009318.666)",898,,
1852,Cable,Highway,0,"LINESTRING(1512089.116 1008420.099,1512087.348 1008158.413)",261,,
1853,Driveway,Arterial,0,"LINESTRING(1506930.871 1014192.243,1507154.475 1014191.984)",223,,
1854,Driveway,Arterial,0,"LINESTRING(1507507.337 1014192.243,1507154.475 1014191.984)",352,,
1855,Eastown,Arterial,0,"LINESTRING(1507197.743 1016110.442,1507154.475 1014191.984)",1918,,
1856,Eastown,Arterial,0,"LINESTRING(1507197.743 1016110.442,1507182.906 1016925.174)",814,,
1857,Elida,Highway,0,"LINESTRING(1504555.842 1015077.891,1505581.981 1014421.605)",1218,,
1858,Elida,Highway,0,"LINESTRING(1504555.842 1015077.891,1501926.878 1016812.37)",3149,,
1859,Allentown,Highway,0,"LINESTRING(1504599.475 1007983.779,1504451 1008036,1503795 1008283,1503144.241 1008289.266)",1486,,
1860,Allentown,Highway,0,"LINESTRING(1503144.241 1008289.266,1501812.868 1008294.384)",1331,,
1861,Baty,Arterial,0,"LINESTRING(1501812.868 1008294.384,1501815 1008849,1501826.827 1011805.886)",3511,,
1862,Baty,Arterial,0,"LINESTRING(1501826.827 1011805.886,1501854.834 1012638.666)",833,,
1863,Eastown,Highway,0,"LINESTRING(1507116.942 1011696.454,1507132.3 1013400.479)",1704,,
1864,Elida,Highway,0,"LINESTRING(1508383.806 1012618.969,1507132.3 1013400.479)",1475,,
1865,Elida,Highway,0,"LINESTRING(1507132.3 1013400.479,1505581.981 1014421.605)",1856,,
1866,Eastown,Arterial,0,"LINESTRING(1507132.3 1013400.479,1507154.475 1014191.984)",791,,
1867,Cable,Arterial,0,"LINESTRING(1510326.942 1015209.817,1510240.167 1016874.435)",1666,,
1868,Cable,Arterial,0,"LINESTRING(1510326.942 1015209.817,1510404 1014312,1512077 1012572,1512132.366 1012342.519)",3388,,
1869,Diller,Arterial,0,"LINESTRING(1508821 1016929,1507182.906 1016925.174)",1638,,
1870,Diller,Arterial,0,"LINESTRING(1508821 1016929,1510240.167 1016874.435)",1420,,
1871,Diller,Arterial,0,"LINESTRING(1507182.906 1016925.174,1502068 1017061,1501926.878 1016812.37)",5257,,
1872,Eastown,Arterial,0,"LINESTRING(1507182.906 1016925.174,1507195.518 1019186.965)",2261,,
1873,Charles,Arterial,0,"LINESTRING(1518980.658 1002970.577,1518985.389 1002587.371)",383,,
1874,North,Highway,0,"LINESTRING(1518980.658 1002970.577,1519736.375 1003034.422)",758,,
1875,North,Highway,0,"LINESTRING(1518980.658 1002970.577,1518538 1002941,1518234.703 1003032.968)",748,,
1876,Woodlawn,Arterial,0,"LINESTRING(1516093 1004160,1516111.056 1003803.131)",357,,
1877,E Main,Arterial,0,"LINESTRING(1499598.691 1018318.955,1498970.785 1018799.829)",790,,
1878,Elida,Highway,0,"LINESTRING(1499598.691 1018318.955,1499185 1018447,1498556 1018652,1498129 1018804,1497873 1018919,1497607 1019074,1497279.572 1019292.351)",2515,,
1879,E Main,Arterial,0,"LINESTRING(1498970.785 1018799.829,1497391.398 1019772.459)",1854,,
1880,Sunnydale,Arterial,0,"LINESTRING(1497391.398 1019772.459,1499367 1019774)",1975,,
1881,Sunnydale,Arterial,0,"LINESTRING(1499367 1019774,1500615.711 1019724.316)",1249,,
1882,Sunnydale,Arterial,0,"LINESTRING(1500615.711 1019724.316,1507195.518 1019553.415)",6582,,
1883,Eastown,Arterial,0,"LINESTRING(1507195.518 1019553.415,1507207.107 1020534.938)",981,,
1884,Eastown,Arterial,0,"LINESTRING(1507195.518 1019553.415,1507195.518 1019186.965)",366,,
1885,Gomer,Arterial,0,"LINESTRING(1507207.107 1020534.938,1508504 1020532,1509692.77 1020049.64)",2532,,
1886,Gomer,Arterial,0,"LINESTRING(1503985.231 1025627.783,1503880.612 1026242.797)",623,,
1887,Gomer,Arterial,0,"LINESTRING(1503880.612 1026242.797,1503879 1026250,1503667 1027544,1503664 1027562,1503419 1029222,1503236.509 1030399.761)",4206,,
1888,State,Arterial,0,"LINESTRING(1503236.509 1030399.761,1507128 1030354,1507140.697 1030354.733)",3904,,
1889,Gomer,Arterial,0,"LINESTRING(1503236.509 1030399.761,1503182 1031595,1503111 1033269,1503051 1034637,1503026 1035361,1503001.591 1035612.746)",5218,,
1890,Market,Highway,0,"LINESTRING(1518726.714 1002102.129,1518994.851 1002104.817)",268,,
1891,Market,Highway,0,"LINESTRING(1518726.714 1002102.129,1518217.193 1002106.069)",509,,
1892,State,Arterial,0,"LINESTRING(1507140.697 1030354.733,1507369 1030352,1509811.495 1030323.804)",2670,,
1893,SANDY POINT R,Arterial,0,"LINESTRING(1507140.697 1030354.733,1507168.114 1032986.755)",2632,,
1894,Cable,Arterial,0,"LINESTRING(1509811.495 1030323.804,1509747.818 1024816.096)",5508,,
1895,State,Arterial,0,"LINESTRING(1509811.495 1030323.804,1512427 1030298,1512437.53 1030298.352)",2626,,
1896,Cable,Arterial,0,"LINESTRING(1509747.818 1024816.096,1509747 1024815,1509692.77 1020049.64)",4766,,
1897,Cable,Arterial,0,"LINESTRING(1509692.77 1020049.64,1509687 1019702,1509824.635 1019373.68)",688,,
1898,Cable,Arterial,0,"LINESTRING(1509824.635 1019373.68,1510165 1018365,1510168.319 1018236.879)",1187,,
1899,Cable,Arterial,0,"LINESTRING(1510168.319 1018236.879,1510240.167 1016874.435)",1364,,
1900,Diller,Arterial,0,"LINESTRING(1510240.167 1016874.435,1514014.935 1016848.925)",3774,,
1901,Diller,Arterial,0,"LINESTRING(1514014.935 1016848.925,1514792.533 1016844.284)",777,,
1902,Diller,Arterial,0,"LINESTRING(1514792.533 1016844.284,1515087 1016842,1515535 1016836,1517548.875 1016807.554)",2756,,
1903,Cable,Highway,0,"LINESTRING(1512137.892 1011072.391,1512110.367 1010179.744)",893,,
1904,Elida,Highway,0,"LINESTRING(1512110.367 1010179.744,1512127 1010168,1512840.869 1009722.131)",861,,
1905,Cable,Highway,0,"LINESTRING(1512110.367 1010179.744,1512103 1009824,1512104 1009641,1512100.477 1009318.666)",861,,
1906,Elida,Highway,0,"LINESTRING(1512840.869 1009722.131,1512979 1009634,1513043 1009594,1513488.036 1009313.437)",765,,
1907,Elida,Highway,0,"LINESTRING(1513488.036 1009313.437,1514058.191 1008936.046)",683,,
1908,Robb,Highway,0,"LINESTRING(1514058.191 1008936.046,1514169 1009005,1515719 1008975,1516553 1008959,1516952 1008951,1517436.698 1008941.602)",3378,,
1909,Cable,Highway,0,"LINESTRING(1512069.118 1006551.409,1512069.234 1006088.564)",462,,
1910,Latham,Arterial,0,"LINESTRING(1512069.118 1006551.409,1512658.891 1006550.062)",589,,
1911,Cable,Highway,0,"LINESTRING(1512069.234 1006088.564,1512054.814 1005281.111)",807,,
1912,Latham,Arterial,0,"LINESTRING(1514611.35 1005772.203,1514611 1005771,1514795 1005762,1515284 1005764,1515285 1005764,1516063 1005767,1516064.8 1005767.383)",1453,,
1913,Latham,Arterial,0,"LINESTRING(1514611.35 1005772.203,1514145 1005800,1513825 1005914,1512968 1006476,1512658.891 1006550.062)",2101,,
1914,Latham,Arterial,0,"LINESTRING(1516064.8 1005767.383,1517414.762 1005772.531)",1349,,
1915,Allentown,Highway,0,"LINESTRING(1512054.814 1005281.111,1513156.443 1004920.821)",1159,,
1916,Cable,Highway,0,"LINESTRING(1512054.814 1005281.111,1512055.812 1004263.126)",1017,,
1917,Allentown,Highway,0,"LINESTRING(1513156.443 1004920.821,1514297.342 1004477.883)",1223,,
1918,Allentown,Highway,0,"LINESTRING(1514297.342 1004477.883,1514811.142 1004286.266)",548,,
1919,Glenwood,Arterial,0,"LINESTRING(1514811.142 1004286.266,1514791.003 1003618.917)",667,,
1920,Allentown,Highway,0,"LINESTRING(1516111.056 1003803.131,1516525.45 1003659.121)",438,,
1921,Woodlawn,Arterial,0,"LINESTRING(1516111.056 1003803.131,1516090.918 1003179.883)",623,,
1922,Allentown,Highway,0,"LINESTRING(1516525.45 1003659.121,1516767.053 1003565.164)",259,,
1923,Allentown,Highway,0,"LINESTRING(1516767.053 1003565.164,1517377.942 1003345.808)",649,,
1924,Woodlawn,Arterial,0,"LINESTRING(1516090.918 1003179.883,1516071.997 1002210.002)",970,,
1925,Glenwood,Arterial,0,"LINESTRING(1514791.003 1003618.917,1514782.059 1002238.824)",1380,,
1926,Cable,Highway,0,"LINESTRING(1512055.812 1004263.126,1512082.656 1002558.489)",1704,,
1927,Cable,Highway,0,"LINESTRING(1512082.656 1002558.489,1512068.374 1002194.868)",363,,
1928,Market,Arterial,0,"LINESTRING(1512068.374 1002194.868,1513411.468 1002222.93)",1343,,
1929,Cable,Highway,0,"LINESTRING(1512068.374 1002194.868,1512082.656 1001820.26)",374,,
1930,Market,Arterial,0,"LINESTRING(1513411.468 1002222.93,1513827.56 1002236.353)",416,,
1931,Market,Arterial,0,"LINESTRING(1513827.56 1002236.353,1514782.059 1002238.824)",954,,
1932,Glenwood,Arterial,0,"LINESTRING(1514782.059 1002238.824,1514771.886 1001738.953)",499,,
1933,Market,Arterial,0,"LINESTRING(1516071.997 1002210.002,1516765.268 1002149.878)",695,,
1934,Woodlawn,Arterial,0,"LINESTRING(1516071.997 1002210.002,1516067.019 1001658.647)",551,,
1935,Market,Highway,0,"LINESTRING(1516765.268 1002149.878,1517390.92 1002143.548)",625,,
1936,Spring,Arterial,0,"LINESTRING(1516729.835 1001641.57,1516067.019 1001658.647)",663,,
1937,Spring,Arterial,0,"LINESTRING(1516729.835 1001641.57,1517380.017 1001615.626)",650,,
1938,Woodlawn,Arterial,0,"LINESTRING(1516067.019 1001658.647,1516062.882 1001429.834)",228,,
1939,Spring,Arterial,0,"LINESTRING(1516067.019 1001658.647,1515726 1001699)",343,,
1940,Glenwood,Arterial,0,"LINESTRING(1514771.886 1001738.953,1514753.377 1001100.371)",638,,
1941,Cable,Highway,0,"LINESTRING(1512082.656 1001820.26,1512073.128 1001148.382)",671,,
1942,Elm,Highway,0,"LINESTRING(1512073.128 1001148.382,1512998.637 1001140.083)",925,,
1943,Cable,Highway,0,"LINESTRING(1512073.128 1001148.382,1512063 1000748,1512053 1000357,1512043.071 999956.375)",1192,,
1944,Elm,Highway,0,"LINESTRING(1512998.637 1001140.083,1514294.683 1001124.278)",1296,,
1945,Elm,Highway,0,"LINESTRING(1514294.683 1001124.278,1514753.377 1001100.371)",459,,
1946,Woodlawn,Arterial,0,"LINESTRING(1516062.882 1001429.834,1516070.554 1001072.149)",357,,
1947,Elm,Highway,0,"LINESTRING(1516070.554 1001072.149,1516740.54 1001071.723)",669,,
1948,Woodlawn,Highway,0,"LINESTRING(1516070.554 1001072.149,1516011.853 999937.812)",1135,,
1949,Elm,Highway,0,"LINESTRING(1516740.54 1001071.723,1517368.831 1001072.038)",628,,
1950,Woodlawn,Highway,0,"LINESTRING(1516011.853 999937.812,1515999.061 998605.25)",1332,,
1951,Cable,Highway,0,"LINESTRING(1512043.071 999956.375,1512032 999608,1512032 999608,1512002 998749,1512003 998705,1512003.257 998700.75)",1256,,
1952,Cable Ct,Arterial,0,"LINESTRING(1512003.257 998700.75,1512992.661 998662.688)",990,,
1953,Central Catholic,Arterial,0,"LINESTRING(1512003.257 998700.75,1511439.961 998714.438)",563,,
1954,North Shore,Highway,0,"LINESTRING(1512992.661 998662.688,1513073 998671,1513619 998657,1513619 998657,1513755 998653,1513860 998656,1514073 998654,1514286.769 998654.875)",1294,,
1955,North Shore,Highway,0,"LINESTRING(1514286.769 998654.875,1514516 998647,1514685 998632,1515104 998620,1515536 998608,1515999.061 998605.25)",1713,,
1956,Collett,Arterial,0,"LINESTRING(1519682.579 999694.625,1519672 999283,1519672 999279,1519672 999278,1519663 999045,1519645 998939,1519605 998836,1519546 998683,1519478.429 998561.188)",1151,,
1957,Collett,Arterial,0,"LINESTRING(1519682.579 999694.625,1519694 1000492)",797,,
1958,Kibby,Highway,0,"LINESTRING(1519478.429 998561.188,1519579 998578,1519688 998574,1520503 998551,1520505.494 998551.125)",1027,,
1959,Kibby,Highway,0,"LINESTRING(1520505.494 998551.125,1521262.958 998519.75)",758,,
1960,Kibby,Highway,0,"LINESTRING(1521262.958 998519.75,1522077.381 998442.375)",818,,
1961,Metcalf,Highway,0,"LINESTRING(1521262.958 998519.75,1521245 999252)",732,,
1962,Metcalf,Highway,0,"LINESTRING(1521245 999252,1521278.795 999778.312)",527,,
1963,Metcalf,Arterial,0,"LINESTRING(1521279.811 1000644.577,1521295.371 1001062.793)",418,,
1964,Collett,Arterial,0,"LINESTRING(1519694 1000492,1519705.596 1001070.843)",578,,
1965,Elm,Highway,0,"LINESTRING(1522120.779 1001005.778,1522403.22 1001002.564)",282,,
1966,Elm,Highway,0,"LINESTRING(1521295.371 1001062.793,1520460.36 1001068.936)",835,,
1967,Elm,Highway,0,"LINESTRING(1520460.36 1001068.936,1519705.596 1001070.843)",754,,
1968,Collett,Arterial,0,"LINESTRING(1519705.596 1001070.843,1519714.131 1001577.667)",506,,
1969,Jameson,Highway,0,"LINESTRING(1518189.849 1001079.483,1518203.593 1001596.784)",517,,
1970,Cole,Arterial,0,"LINESTRING(1517368.831 1001072.038,1517384.48 1001404.168)",332,,
1971,Cole,Arterial,0,"LINESTRING(1517384.48 1001404.168,1517380.017 1001615.626)",211,,
1972,Cole,Arterial,0,"LINESTRING(1517380.017 1001615.626,1517390.92 1002143.548)",528,,
1973,Jameson,Highway,0,"LINESTRING(1518203.593 1001596.784,1518217.193 1002106.069)",509,,
1974,Spring,Arterial,0,"LINESTRING(1519714.131 1001577.667,1519005.655 1001586.072)",708,,
1975,Collett,Arterial,0,"LINESTRING(1519714.131 1001577.667,1519713 1001842)",264,,
1976,Spring,Arterial,0,"LINESTRING(1520512.343 1001564.571,1519714.131 1001577.667)",798,,
1977,Spring,Arterial,0,"LINESTRING(1521304.719 1001539.352,1520512.343 1001564.571)",792,,
1978,Metcalf,Highway,0,"LINESTRING(1521304.719 1001539.352,1521304 1001763)",223,,
1979,Metcalf,Highway,0,"LINESTRING(1521304 1001763,1521313.561 1002034.144)",271,,
1980,Market,Highway,0,"LINESTRING(1521313.561 1002034.144,1520513.479 1002069.335)",800,,
1981,Market,Highway,0,"LINESTRING(1520513.479 1002069.335,1519722.366 1002098.712)",791,,
1982,Collett,Arterial,0,"LINESTRING(1519713 1001842,1519722.366 1002098.712)",256,,
1983,Market,Highway,0,"LINESTRING(1519722.366 1002098.712,1519283.438 1002102.451)",438,,
1984,Charles,Arterial,0,"LINESTRING(1518994.851 1002104.817,1518985.389 1002587.371)",482,,
1985,Market,Highway,0,"LINESTRING(1518994.851 1002104.817,1519283.438 1002102.451)",288,,
1986,Jameson,Arterial,0,"LINESTRING(1518217.193 1002106.069,1518230.317 1002409.767)",303,,
1987,Cole,Arterial,0,"LINESTRING(1517390.92 1002143.548,1517385.594 1002632.4)",488,,
1988,Jameson,Highway,0,"LINESTRING(1518230.317 1002409.767,1518223.748 1002593.613)",183,,
1989,Rice,Arterial,0,"LINESTRING(1517841.973 1005179.232,1517411.325 1005149)",431,,
1990,Cole,Arterial,0,"LINESTRING(1517385.594 1002632.4,1517379.487 1003097.192)",464,,
1991,High,Arterial,0,"LINESTRING(1518223.748 1002593.613,1518985.389 1002587.371)",761,,
1992,Jameson,Highway,0,"LINESTRING(1518223.748 1002593.613,1518234.703 1003032.968)",439,,
1993,High,Arterial,0,"LINESTRING(1518985.389 1002587.371,1519158.068 1002587.371)",172,,
1994,High,Arterial,0,"LINESTRING(1521321.588 1002545.352,1521718.651 1002533.335)",397,,
1995,Metcalf,Highway,0,"LINESTRING(1521332.892 1003007.299,1521344.415 1003505.9)",498,,
1996,Collett,Arterial,0,"LINESTRING(1519736.375 1003034.422,1519741.955 1003531.096)",496,,
1997,Allentown,Highway,0,"LINESTRING(1518234.703 1003032.968,1517377.942 1003345.808)",912,,
1998,Jameson,Highway,0,"LINESTRING(1518234.703 1003032.968,1518236 1003352,1518236 1003533,1518235.981 1003566.167)",533,,
1999,Cole,Arterial,0,"LINESTRING(1517379.487 1003097.192,1517377.942 1003345.808)",248,,
2000,Cole,Arterial,0,"LINESTRING(1517377.942 1003345.808,1517382.192 1003581.545)",235,,
2001,Cole,Arterial,0,"LINESTRING(1517382.192 1003581.545,1517411.325 1005149)",1567,,
2002,Wayne,Arterial,0,"LINESTRING(1518235.981 1003566.167,1517382.192 1003581.545)",853,,
2003,Wayne,Arterial,0,"LINESTRING(1519741.955 1003531.096,1518981.739 1003551.742)",760,,
2004,Collett,Arterial,0,"LINESTRING(1519741.955 1003531.096,1519746.812 1003954.412)",423,,
2005,Wayne,Arterial,0,"LINESTRING(1520489.805 1003519.789,1519741.955 1003531.096)",747,,
2006,Baxter,Arterial,0,"LINESTRING(1520489.805 1003519.789,1520491.342 1003616.397)",96,,
2007,Wayne,Arterial,0,"LINESTRING(1521344.415 1003505.9,1520489.805 1003519.789)",854,,
2008,Metcalf,Highway,0,"LINESTRING(1521344.415 1003505.9,1521345.6 1003889.091)",383,,
2009,Delphos,Arterial,0,"LINESTRING(1521345.6 1003889.091,1520432 1004483)",1089,,
2010,Metcalf,Highway,0,"LINESTRING(1521345.6 1003889.091,1521357.408 1004385.148)",496,,
2011,Collett,Arterial,0,"LINESTRING(1519746.812 1003954.412,1519757.32 1004866.973)",912,,
2012,Cole,Arterial,0,"LINESTRING(1517411.325 1005149,1517414.762 1005772.531)",623,,
2013,Cole,Arterial,0,"LINESTRING(1517414.762 1005772.531,1517412 1006371,1517411.33 1006550.744)",778,,
2014,Delphos,Arterial,0,"LINESTRING(1517411.33 1006550.744,1517582 1006437,1517732.625 1006338.297)",385,,
2015,Delphos,Highway,0,"LINESTRING(1517732.625 1006338.297,1517795 1006095,1518269.855 1005824.858)",743,,
2016,Delphos,Arterial,0,"LINESTRING(1519757.32 1004866.973,1520432 1004483)",776,,
2017,Metcalf,Highway,0,"LINESTRING(1521357.408 1004385.148,1521371 1005414)",1028,,
2018,McKibben,Arterial,0,"LINESTRING(1521357.408 1004385.148,1522165.366 1004347.939)",808,,
2019,Metcalf,Highway,0,"LINESTRING(1521371 1005414,1521376.471 1005973.317)",559,,
2020,Grand,Arterial,0,"LINESTRING(1522077.051 1005984.178,1521376.471 1005973.317)",700,,
2021,Grand,Arterial,0,"LINESTRING(1522077.051 1005984.178,1522768.231 1005992.221)",691,,
2022,Grand,Arterial,0,"LINESTRING(1521376.471 1005973.317,1520479 1005967,1520106.655 1005969.435)",1269,,
2023,Metcalf,Highway,0,"LINESTRING(1521376.471 1005973.317,1521403 1007392)",1418,,
