"Physical_Link_ID","Name","A_Node","B_Node","AB_Link","BA_Link","Grade","Geometry","Length","ROWWidth","Jurisdiction"
235,NA,99,100562,"99 100562","100562 99",0,"LINESTRING(1521724 992769,1520567.833 992949.25)",1170,NA,NA
236,NA,99,100605,"99 100605","100605 99",0,"LINESTRING(1521724 992769,1522558.585 992667.375)",840,NA,NA
237,NA,99,100607,"99 100607","100607 99",0,"LINESTRING(1521724 992769,1521700.592 993211.25)",442,NA,NA
238,NA,100,100263,"100 100263","100263 100",0,"LINESTRING(1518308 993869,1520626 994451)",2389,NA,NA
239,NA,100,100497,"100 100497","100497 100",0,"LINESTRING(1518308 993869,1515371.363 993317.367)",2987,NA,NA
240,NA,101,100556,"101 100556","100556 101",0,"LINESTRING(1511720 988604,1510509 988592)",1211,NA,NA
241,NA,101,100558,"101 100558","100558 101",0,"LINESTRING(1511720 988604,1511699 989783)",1179,NA,NA
242,NA,102,100543,"102 100543","100543 102",0,"LINESTRING(1509143 983200,1509123 982760)",440,NA,NA
243,NA,102,100545,"102 100545","100545 102",0,"LINESTRING(1509143 983200,1510501.416 983183.875)",1358,NA,NA
244,NA,103,100553,"103 100553","100553 103",0,"LINESTRING(1517101 987986,1517103 985345)",2641,NA,NA
245,NA,103,100560,"103 100560","100560 103",0,"LINESTRING(1517101 987986,1516748.155 990703.938)",2740,NA,NA
246,NA,104,100552,"104 100552","100552 104",0,"LINESTRING(1519133 986857,1518322 986867)",811,NA,NA
247,NA,105,100526,"105 100526","100526 105",0,"LINESTRING(1506435 978807,1506545.683 982755.25)",3949,NA,NA
248,NA,105,100535,"105 100535","100535 105",0,"LINESTRING(1506435 978807,1506440.87 974771.125)",4035,NA,NA
249,NA,105,100541,"105 100541","100541 105",0,"LINESTRING(1506435 978807,1510468.019 978797.75)",4033,NA,NA
250,NA,106,100540,"106 100540","100540 106",0,"LINESTRING(1512856 978801,1515287 978803)",2431,NA,NA
251,NA,106,100541,"106 100541","100541 106",0,"LINESTRING(1512856 978801,1510468.019 978797.75)",2387,NA,NA
252,NA,106,100546,"106 100546","100546 106",0,"LINESTRING(1512856 978801,1512944 982732)",3931,NA,NA
253,NA,107,100550,"107 100550","100550 107",0,"LINESTRING(1518350 974704,1519095 982636)",7966,NA,NA
254,NA,107,100624,"107 100624","100624 107",0,"LINESTRING(1518350 974704,1522331 974656)",3981,NA,NA
255,NA,108,101854,"108 101854","101854 108",0,"LINESTRING(1520493 1001822,1520512.343 1001564.571)",258,NA,NA
256,NA,108,101858,"108 101858","101858 108",0,"LINESTRING(1520493 1001822,1520513.479 1002069.335)",248,NA,NA
257,NA,109,100027,"109 100027","100027 109",0,"LINESTRING(1522624 1001774,1522645.373 1002001.764)",228,NA,NA
258,NA,109,100038,"109 100038","100038 109",0,"LINESTRING(1522624 1001774,1522854 1001754)",230,NA,NA
259,NA,109,100039,"109 100039","100039 109",0,"LINESTRING(1522624 1001774,1522411.434 1001766.444)",212,NA,NA
260,NA,109,100041,"109 100041","100041 109",0,"LINESTRING(1522624 1001774,1522603.035 1001517.234)",257,NA,NA
261,NA,110,100064,"110 100064","100064 110",0,"LINESTRING(1521875 1000633,1522396.801 1000625.066)",521,NA,NA
262,NA,110,100192,"110 100192","100192 110",0,"LINESTRING(1521875 1000633,1522110.254 1000135.979)",549,NA,NA
263,NA,110,100255,"110 100255","100255 110",0,"LINESTRING(1521875 1000633,1522100 1000948)",387,NA,NA
264,NA,110,101842,"110 101842","101842 110",0,"LINESTRING(1521875 1000633,1521279.811 1000644.577)",595,NA,NA
265,NA,111,100178,"111 100178","100178 111",0,"LINESTRING(1520444 1000482,1521279.811 1000581.167)",841,NA,NA
266,NA,111,100179,"111 100179","100179 111",0,"LINESTRING(1520444 1000482,1520431.351 999712.938)",769,NA,NA
267,NA,111,101843,"111 101843","101843 111",0,"LINESTRING(1520444 1000482,1519694 1000492)",750,NA,NA
268,NA,111,101846,"111 101846","101846 111",0,"LINESTRING(1520444 1000482,1520460.36 1001068.936)",587,NA,NA
269,NA,112,101813,"112 101813","101813 112",0,"LINESTRING(1513412 1001708,1513827.56 1002236.353)",672,NA,NA
270,NA,112,101819,"112 101819","101819 112",0,"LINESTRING(1513412 1001708,1514771.886 1001738.953)",1360,NA,NA
271,NA,112,101820,"112 101820","101820 112",0,"LINESTRING(1513412 1001708,1512082.656 1001820.26)",1334,NA,NA
272,NA,112,101822,"112 101822","101822 112",0,"LINESTRING(1513412 1001708,1512998.637 1001140.083)",702,NA,NA
273,NA,113,101816,"113 101816","101816 113",0,"LINESTRING(1516817 1001525,1516765.268 1002149.878)",627,NA,NA
274,NA,113,101817,"113 101817","101817 113",0,"LINESTRING(1516817 1001525,1516729.835 1001641.57)",145,NA,NA
275,NA,113,101827,"113 101827","101827 113",0,"LINESTRING(1516817 1001525,1516740.54 1001071.723)",459,NA,NA
276,NA,114,100188,"114 100188","100188 114",0,"LINESTRING(1517404 999920,1517412 1000869)",949,NA,NA
277,NA,114,100189,"114 100189","100189 114",0,"LINESTRING(1517404 999920,1518187 1000829)",1199,NA,NA
278,NA,114,100216,"114 100216","100216 114",0,"LINESTRING(1517404 999920,1516489 999921)",915,NA,NA
279,NA,115,100187,"115 100187","100187 115",0,"LINESTRING(1514293 999968,1514761 1000788)",944,NA,NA
280,NA,115,100217,"115 100217","100217 115",0,"LINESTRING(1514293 999968,1515648 999952)",1355,NA,NA
281,NA,115,101829,"115 101829","101829 115",0,"LINESTRING(1514293 999968,1512043.071 999956.375)",2249,NA,NA
282,NA,115,101832,"115 101832","101832 115",0,"LINESTRING(1514293 999968,1514286.769 998654.875)",1313,NA,NA
283,NA,116,101832,"116 101832","101832 116",0,"LINESTRING(1514264 997838,1514286.769 998654.875)",817,NA,NA
284,NA,116,101837,"116 101837","101837 116",0,"LINESTRING(1514264 997838,1511944.727 997772.062)",2320,NA,NA
285,NA,117,100740,"117 100740","100740 117",0,"LINESTRING(1508281 1000714,1508272.811 1001219.11)",505,NA,NA
286,NA,118,100741,"118 100741","100741 118",0,"LINESTRING(1509462 1000025,1509535.195 1001186.416)",1163,NA,NA
287,NA,118,101829,"118 101829","101829 118",0,"LINESTRING(1509462 1000025,1512043.071 999956.375)",2581,NA,NA
288,NA,118,104446,"118 104446","104446 118",0,"LINESTRING(1509462 1000025,1507084.155 999960.306)",2378,NA,NA
289,NA,119,100193,"119 100193","100193 119",0,"LINESTRING(1512160.82 994008.525,1511484 995972)",2076,NA,NA
290,NA,119,100498,"119 100498","100498 119",0,"LINESTRING(1512160.82 994008.525,1512250.002 993295.071)",719,NA,NA
291,NA,120,100563,"120 100563","100563 120",0,"LINESTRING(1508885 994663,1510581.058 994813.813)",1702,NA,NA
292,NA,120,100565,"120 100565","100565 120",0,"LINESTRING(1508885 994663,1508745.998 995968.938)",1313,NA,NA
293,NA,120,104447,"120 104447","104447 120",0,"LINESTRING(1508885 994663,1507167.1 995336.091)",1845,NA,NA
294,NA,121,100499,"121 100499","100499 121",0,"LINESTRING(1506743.03 990864.869,1503896 989828)",3029,NA,NA
295,NA,121,100671,"121 100671","100671 121",0,"LINESTRING(1506743.03 990864.869,1507198.89 989537.562)",1403,NA,NA
296,NA,122,100507,"122 100507","100507 122",0,"LINESTRING(1502729.852 993094.412,1501300.104 993442.875)",1471,NA,NA
297,NA,123,100308,"123 100308","100308 123",0,"LINESTRING(1506541.825 984781.791,1506571.249 985429.109)",647,NA,NA
298,NA,123,100494,"123 100494","100494 123",0,"LINESTRING(1506541.825 984781.791,1503893.706 983840.237)",2810,NA,NA
299,NA,123,100526,"123 100526","100526 123",0,"LINESTRING(1506541.825 984781.791,1506545.683 982755.25)",2026,NA,NA
300,NA,124,100502,"124 100502","100502 124",0,"LINESTRING(1493295 990622,1493336.673 994106.688)",3484,NA,NA
301,NA,124,100510,"124 100510","100510 124",0,"LINESTRING(1493295 990622,1495965 990603)",2670,NA,NA
302,NA,124,100511,"124 100511","100511 124",0,"LINESTRING(1493295 990622,1490760.387 990645.25)",2534,NA,NA
303,NA,124,100514,"124 100514","100514 124",0,"LINESTRING(1493295 990622,1493786.506 986492.375)",4158,NA,NA
304,NA,125,100504,"125 100504","100504 125",0,"LINESTRING(1498545 992005,1498566.361 996129.188)",4124,NA,NA
305,NA,125,100508,"125 100508","100508 125",0,"LINESTRING(1498545 992005,1501275 991957)",2730,NA,NA
306,NA,125,100509,"125 100509","100509 125",0,"LINESTRING(1498545 992005,1495995 992023)",2550,NA,NA
307,NA,125,100517,"125 100517","100517 125",0,"LINESTRING(1498545 992005,1498523.174 987848.25)",4156,NA,NA
308,NA,126,100309,"126 100309","100309 126",0,"LINESTRING(1502039.24 987256.053,1501304.434 985487.956)",1914,NA,NA
309,NA,126,100495,"126 100495","100495 126",0,"LINESTRING(1502039.24 987256.053,1503923.13 987621.163)",1918,NA,NA
310,NA,126,100496,"126 100496","100496 126",0,"LINESTRING(1502039.24 987256.053,1502689.243 988973.919)",1836,NA,NA
311,NA,127,100515,"127 100515","100515 127",0,"LINESTRING(1494239 985210,1494239.948 986618.25)",1408,NA,NA
312,NA,128,100527,"128 100527","100527 128",0,"LINESTRING(1493163 978948,1495845.565 977533.875)",3032,NA,NA
313,NA,128,100529,"128 100529","100529 128",0,"LINESTRING(1493163 978948,1490613.911 977626.562)",2871,NA,NA
314,NA,128,100531,"128 100531","100531 128",0,"LINESTRING(1493163 978948,1492069.268 974978)",4117,NA,NA
315,NA,129,100528,"129 100528","100528 129",0,"LINESTRING(1496386 974539,1495812.71 973821.75)",918,NA,NA
316,NA,129,100534,"129 100534","100534 129",0,"LINESTRING(1496386 974539,1497106.413 974887.812)",800,NA,NA
317,NA,130,101889,"130 101889","101889 130",0,"LINESTRING(1520461 1005413,1520432 1004483)",930,NA,NA
318,NA,130,101891,"130 101891","101891 130",0,"LINESTRING(1520461 1005413,1521371 1005414)",910,NA,NA
319,NA,130,101894,"130 101894","101894 130",0,"LINESTRING(1520461 1005413,1520106.655 1005969.435)",659,NA,NA
320,NA,131,101891,"131 101891","101891 131",0,"LINESTRING(1522022 1004954,1521371 1005414)",797,NA,NA
321,NA,131,101892,"131 101892","101892 131",0,"LINESTRING(1522022 1004954,1522077.051 1005984.178)",1031,NA,NA
322,NA,131,101985,"131 101985","101985 131",0,"LINESTRING(1522022 1004954,1522741.415 1004922.61)",720,NA,NA
323,NA,131,102015,"131 102015","102015 131",0,"LINESTRING(1522022 1004954,1522165.366 1004587.137)",393,NA,NA
324,NA,132,100254,"132 100254","100254 132",0,"LINESTRING(1522266.361 1003284.835,1522160.051 1003290.151)",106,NA,NA
325,NA,132,101960,"132 101960","101960 132",0,"LINESTRING(1522266.361 1003284.835,1522440.7 1003268.771)",175,NA,NA
326,NA,133,101882,"133 101882","101882 133",0,"LINESTRING(1520402 1003953,1519746.812 1003954.412)",655,NA,NA
327,NA,133,101889,"133 101889","101889 133",0,"LINESTRING(1520402 1003953,1520432 1004483)",530,NA,NA
328,NA,134,100288,"134 100288","100288 134",0,"LINESTRING(1519317.966 1002619.051,1520623 1002561)",1306,NA,NA
329,NA,134,101869,"134 101869","101869 134",0,"LINESTRING(1519317.966 1002619.051,1519158.068 1002587.371)",163,NA,NA
330,NA,134,101911,"134 101911","101911 134",0,"LINESTRING(1519317.966 1002619.051,1519283.438 1002102.451)",517,NA,NA
331,NA,134,102000,"134 102000","102000 134",0,"LINESTRING(1519317.966 1002619.051,1520486.264 1002971.45)",1220,NA,NA
332,NA,135,100011,"135 100011","100011 135",0,"LINESTRING(1522614 1002264,1522640.668 1002519.222)",256,NA,NA
333,NA,135,100024,"135 100024","100024 135",0,"LINESTRING(1522614 1002264,1522864 1002264)",250,NA,NA
334,NA,135,100025,"135 100025","100025 135",0,"LINESTRING(1522614 1002264,1522426.067 1002263.968)",187,NA,NA
335,NA,135,100027,"135 100027","100027 135",0,"LINESTRING(1522614 1002264,1522645.373 1002001.764)",264,NA,NA
336,NA,136,101746,"136 101746","101746 136",0,"LINESTRING(1513047 1008300,1512089.116 1008420.099)",965,NA,NA
337,NA,137,101896,"137 101896","101896 137",0,"LINESTRING(1518079 1007573,1517418.504 1007548.179)",660,NA,NA
338,NA,138,100264,"138 100264","100264 138",0,"LINESTRING(1520223 1007508,1521064 1007392)",848,NA,NA
339,NA,138,101894,"138 101894","101894 138",0,"LINESTRING(1520223 1007508,1520106.655 1005969.435)",1542,NA,NA
340,NA,138,101898,"138 101898","101898 138",0,"LINESTRING(1520223 1007508,1519240.345 1008949.938)",1744,NA,NA
341,NA,139,100236,"139 100236","100236 139",0,"LINESTRING(1516876 1004903,1517211 1005144)",412,NA,NA
342,NA,139,101766,"139 101766","101766 139",0,"LINESTRING(1516876 1004903,1516093 1004160)",1079,NA,NA
343,NA,139,101799,"139 101799","101799 139",0,"LINESTRING(1516876 1004903,1516064.8 1005767.383)",1185,NA,NA
344,NA,140,100210,"140 100210","100210 140",0,"LINESTRING(1514370 1005280,1513157 1005304)",1213,NA,NA
345,NA,140,101798,"140 101798","101798 140",0,"LINESTRING(1514370 1005280,1514611.35 1005772.203)",548,NA,NA
346,NA,141,100748,"141 100748","100748 141",0,"LINESTRING(1511498 1006068,1511501.959 1005513.976)",554,NA,NA
347,NA,141,101797,"141 101797","101797 141",0,"LINESTRING(1511498 1006068,1512069.234 1006088.564)",571,NA,NA
348,NA,142,100742,"142 100742","100742 142",0,"LINESTRING(1511051 1001837,1510975.541 1001187.499)",653,NA,NA
349,NA,142,100743,"142 100743","100743 142",0,"LINESTRING(1511051 1001837,1511049.136 1002236.353)",399,NA,NA
350,NA,142,101820,"142 101820","101820 142",0,"LINESTRING(1511051 1001837,1512082.656 1001820.26)",1031,NA,NA
351,NA,143,100209,"143 100209","100209 143",0,"LINESTRING(1513487 1003354,1513157 1004479)",1172,NA,NA
352,NA,143,100244,"143 100244","100244 143",0,"LINESTRING(1513487 1003354,1512581 1004259)",1280,NA,NA
353,NA,143,101808,"143 101808","101808 143",0,"LINESTRING(1513487 1003354,1514791.003 1003618.917)",1330,NA,NA
354,NA,143,101812,"143 101812","101812 143",0,"LINESTRING(1513487 1003354,1513411.468 1002222.93)",1133,NA,NA
355,NA,144,101806,"144 101806","101806 144",0,"LINESTRING(1516742 1002763,1516767.053 1003565.164)",802,NA,NA
356,NA,144,101807,"144 101807","101807 144",0,"LINESTRING(1516742 1002763,1516090.918 1003179.883)",773,NA,NA
357,NA,144,101816,"144 101816","101816 144",0,"LINESTRING(1516742 1002763,1516765.268 1002149.878)",613,NA,NA
358,NA,144,101874,"144 101874","101874 144",0,"LINESTRING(1516742 1002763,1517379.487 1003097.192)",719,NA,NA
359,NA,145,100231,"145 100231","100231 145",0,"LINESTRING(1507835 1014080,1508385 1013003)",1209,NA,NA
360,NA,145,101748,"145 101748","101748 145",0,"LINESTRING(1507835 1014080,1507507.337 1014192.243)",346,NA,NA
361,NA,146,100203,"146 100203","100203 146",0,"LINESTRING(1514975.206 1014624.498,1514817.26 1013044.503)",1587,NA,NA
362,NA,146,100269,"146 100269","100269 146",0,"LINESTRING(1514975.206 1014624.498,1517505.138 1014796.782)",2535,NA,NA
363,NA,146,101787,"146 101787","101787 146",0,"LINESTRING(1514975.206 1014624.498,1514792.533 1016844.284)",2227,NA,NA
364,NA,147,101789,"147 101789","101789 147",0,"LINESTRING(1512669 1011350,1512137.892 1011072.391)",599,NA,NA
365,NA,147,101791,"147 101791","101791 147",0,"LINESTRING(1512669 1011350,1512840.869 1009722.131)",1636,NA,NA
366,NA,148,100246,"148 100246","100246 148",0,"LINESTRING(1510425 1008369,1511706.831 1008155.604)",1299,NA,NA
367,NA,149,101751,"149 101751","101751 149",0,"LINESTRING(1504634 1011825,1504599.475 1007983.779)",3841,NA,NA
368,NA,149,101754,"149 101754","101754 149",0,"LINESTRING(1504634 1011825,1501826.827 1011805.886)",2807,NA,NA
369,NA,149,101756,"149 101756","101756 149",0,"LINESTRING(1504634 1011825,1507116.942 1011696.454)",2486,NA,NA
370,NA,150,100744,"150 100744","100744 150",0,"LINESTRING(1508498 1004706,1508485.469 1002263.197)",2442,NA,NA
371,NA,150,100747,"150 100747","100747 150",0,"LINESTRING(1508498 1004706,1507089.546 1004719.485)",1408,NA,NA
372,NA,150,100749,"150 100749","100749 150",0,"LINESTRING(1508498 1004706,1510248.951 1005947.941)",2146,NA,NA
373,NA,151,100737,"151 100737","100737 151",0,"LINESTRING(1504447 1005152,1504256.639 1001201.411)",3955,NA,NA
374,NA,151,101752,"151 101752","101752 151",0,"LINESTRING(1504447 1005152,1503144.241 1008289.266)",3397,NA,NA
375,NA,152,100313,"152 100313","100313 152",0,"LINESTRING(1498810.326 998699.673,1496051.375 997920.675)",2866,NA,NA
376,NA,152,100730,"152 100730","100730 152",0,"LINESTRING(1498810.326 998699.673,1499308.245 1001320.305)",2667,NA,NA
377,NA,153,100701,"153 100701","100701 153",0,"LINESTRING(1493132 1024031,1493801.854 1030493.685)",6497,NA,NA
378,NA,153,100704,"153 100704","100704 153",0,"LINESTRING(1493132 1024031,1496806.293 1024999.32)",3799,NA,NA
379,NA,153,100707,"153 100707","100707 153",0,"LINESTRING(1493132 1024031,1493264.374 1021592.076)",2442,NA,NA
380,NA,154,100226,"154 100226","100226 154",0,"LINESTRING(1500864 1022956,1496685.334 1022942.705)",4178,NA,NA
381,NA,154,100228,"154 100228","100228 154",0,"LINESTRING(1500864 1022956,1504418.222 1022969.143)",3554,NA,NA
382,NA,154,100229,"154 100229","100229 154",0,"LINESTRING(1500864 1022956,1500623.913 1020518.013)",2449,NA,NA
383,NA,155,101762,"155 101762","101762 155",0,"LINESTRING(1508880 1018310,1508821 1016929)",1382,NA,NA
384,NA,155,101784,"155 101784","101784 155",0,"LINESTRING(1508880 1018310,1510168.319 1018236.879)",1290,NA,NA
385,NA,155,102555,"155 102555","102555 155",0,"LINESTRING(1508880 1018310,1507195.518 1019186.965)",1899,NA,NA
386,NA,156,100227,"156 100227","100227 156",0,"LINESTRING(1500176 1019155,1500599 1018558)",731,NA,NA
387,NA,156,101768,"156 101768","101768 156",0,"LINESTRING(1500176 1019155,1498970.785 1018799.829)",1256,NA,NA
388,NA,156,101771,"156 101771","101771 156",0,"LINESTRING(1500176 1019155,1499367 1019774)",1018,NA,NA
389,NA,157,100709,"157 100709","100709 157",0,"LINESTRING(1496266 1020572,1496080.601 1020231.243)",387,NA,NA
390,NA,157,100711,"157 100711","100711 157",0,"LINESTRING(1496266 1020572,1496653.765 1021070.091)",631,NA,NA
391,NA,158,100710,"158 100710","100710 158",0,"LINESTRING(1496551 1020036,1496276.066 1020242.18)",343,NA,NA
392,NA,158,100713,"158 100713","100713 158",0,"LINESTRING(1496551 1020036,1496606.022 1020021.392)",56,NA,NA
393,NA,158,100715,"158 100715","100715 158",0,"LINESTRING(1496551 1020036,1496183.027 1019875.987)",401,NA,NA
394,NA,159,100727,"159 100727","100727 159",0,"LINESTRING(1497174.423 1019677.708,1497244.275 1019865.709)",200,NA,NA
395,NA,159,101769,"159 101769","101769 159",0,"LINESTRING(1497174.423 1019677.708,1497279.572 1019292.351)",399,NA,NA
396,NA,160,100724,"160 100724","100724 160",0,"LINESTRING(1499832 1012662,1497425.462 1012705.777)",2406,NA,NA
397,NA,160,100776,"160 100776","100776 160",0,"LINESTRING(1499832 1012662,1498711.508 1014436.44)",2098,NA,NA
398,NA,160,101755,"160 101755","101755 160",0,"LINESTRING(1499832 1012662,1501854.834 1012638.666)",2022,NA,NA
399,NA,160,102556,"160 102556","102556 160",0,"LINESTRING(1499832 1012662,1499435.169 1008163.901)",4515,NA,NA
400,NA,161,100167,"161 100167","100167 161",0,"LINESTRING(1494010 1013678,1493756.119 1019799.658)",6126,NA,NA
401,NA,161,100723,"161 100723","100723 161",0,"LINESTRING(1494010 1013678,1496585.816 1014062.315)",2604,NA,NA
402,NA,161,100752,"161 100752","100752 161",0,"LINESTRING(1494010 1013678,1493516.833 1010085.942)",3625,NA,NA
403,NA,162,100731,"162 100731","100731 162",0,"LINESTRING(1492708.998 1002454.097,1497829.949 1002657.992)",5125,NA,NA
404,NA,162,100734,"162 100734","100734 162",0,"LINESTRING(1492708.998 1002454.097,1490886.398 1002705.726)",1839,NA,NA
405,NA,163,100268,"163 100268","100268 163",0,"LINESTRING(1521922 1012442,1521967.108 1012958.852)",518,NA,NA
406,NA,163,101936,"163 101936","101936 163",0,"LINESTRING(1521922 1012442,1522813.264 1011988.835)",999,NA,NA
407,NA,164,100195,"164 100195","100195 164",0,"LINESTRING(1518555 1009867,1517454.321 1010856.604)",1480,NA,NA
408,NA,164,101898,"164 101898","101898 164",0,"LINESTRING(1518555 1009867,1519240.345 1008949.938)",1144,NA,NA
409,NA,165,100269,"165 100269","100269 165",0,"LINESTRING(1519010 1014699,1517505.138 1014796.782)",1508,NA,NA
410,NA,165,101902,"165 101902","101902 165",0,"LINESTRING(1519010 1014699,1519502.945 1012901.639)",1863,NA,NA
411,NA,166,101935,"166 101935","101935 166",0,"LINESTRING(1529243 1011435,1528086.894 1010461.225)",1511,NA,NA
412,NA,167,101962,"167 101962","101962 167",0,"LINESTRING(1528933 1008375,1529088.586 1006999.35)",1384,NA,NA
413,NA,168,100270,"168 100270","100270 168",0,"LINESTRING(1532737 1009819,1533366 1009972)",647,NA,NA
414,NA,169,100106,"169 100106","100106 169",0,"LINESTRING(1530044 1000237,1529205.521 1001076.858)",1186,NA,NA
415,NA,169,100223,"169 100223","100223 169",0,"LINESTRING(1530044 1000237,1529632 999800)",600,NA,NA
416,NA,170,100085,"170 100085","100085 170",0,"LINESTRING(1529329 998892,1529792.09 998449)",640,NA,NA
417,NA,170,100224,"170 100224","100224 170",0,"LINESTRING(1529329 998892,1529632 999029)",332,NA,NA
418,NA,171,100221,"171 100221","100221 171",0,"LINESTRING(1528411 999650,1528549 999937)",318,NA,NA
419,NA,172,100105,"172 100105","100105 172",0,"LINESTRING(1538304 1000591,1536106.94 1003764.878)",3860,NA,NA
420,NA,172,100142,"172 100142","100142 172",0,"LINESTRING(1538304 1000591,1537079.796 998626.313)",2314,NA,NA
421,NA,173,100104,"173 100104","100104 173",0,"LINESTRING(1533576 1001964,1530986.15 1002725.86)",2699,NA,NA
422,NA,174,100135,"174 100135","100135 174",0,"LINESTRING(1536019 997951,1537079.796 998249.875)",1102,NA,NA
