link_id,name,from_node_id,to_node_id,directed,geometry_id,geometry,parent_link_id,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,toll,jurisdiction,row_width
2202,0,100590,100591,1,1571,"LINESTRING(1522139.969 993302.188,1522451 993500,1522541 993528,1522661.804 993542.438)",0,1,574,,highway,1734,30,1,,,,c,,,
2203,0,100590,100607,1,1572,"LINESTRING(1522139.969 993302.188,1521700.592 993211.25)",0,1,448,,highway,1800,35,1,,,,c,,,
2204,0,100591,100590,1,1571,"LINESTRING(1522139.969 993302.188,1522451 993500,1522541 993528,1522661.804 993542.438)",0,-1,574,,highway,1734,30,1,,,,c,,,
2205,0,100591,100592,1,1573,"LINESTRING(1522661.804 993542.438,1523384.68 993537.938)",0,1,722,,highway,1734,34,1,,,,c,,,
2206,McClain,100591,100605,1,1574,"LINESTRING(1522661.804 993542.438,1522605 993423,1522583 993343,1522574 993283,1522563 993213,1522562 993093,1522561 992982,1522558.585 992667.375)",0,1,881,,arterial,1734,35,1,,,,c,,,
2207,0,100592,100591,1,1573,"LINESTRING(1522661.804 993542.438,1523384.68 993537.938)",0,-1,722,,highway,1734,38,1,,,,c,,,
2208,0,100592,100593,1,1575,"LINESTRING(1523384.68 993537.938,1523460.91 993536.25)",0,1,76,,highway,1734,36,1,,,,c,,,
2209,Main,100592,100604,1,1576,"LINESTRING(1523384.68 993537.938,1523380.122 992111.875)",0,1,1426,,arterial,1676,24,1,,,,c,,,
2210,Main,100593,100586,1,1567,"LINESTRING(1523479 994212,1523460.91 993536.25)",0,-1,675,,arterial,1734,34,1,,,,c,,,
2211,0,100593,100592,1,1575,"LINESTRING(1523384.68 993537.938,1523460.91 993536.25)",0,-1,76,,highway,1618,36,1,,,,c,,,
2212,0,100593,100594,1,1577,"LINESTRING(1523460.91 993536.25,1524271.202 993524.375)",0,1,810,,highway,1734,38,1,,,,c,,,
2213,0,100594,100593,1,1577,"LINESTRING(1523460.91 993536.25,1524271.202 993524.375)",0,-1,810,,highway,1734,38,1,,,,c,,,
2214,0,100594,100595,1,1578,"LINESTRING(1524271.202 993524.375,1524660.076 993514.312)",0,1,389,,highway,1734,38,1,,,,c,,,
2215,Reese,100595,100256,1,1373,"LINESTRING(1524656 993816,1524660.076 993514.312)",0,-1,301,,arterial,1228,26,1,,,,c,,,
2216,Reese,100595,100257,1,1374,"LINESTRING(1524656 993155,1524660.076 993514.312)",0,-1,359,,arterial,1800,26,1,,,,c,,,
2217,0,100595,100594,1,1578,"LINESTRING(1524271.202 993524.375,1524660.076 993514.312)",0,-1,389,,highway,1734,38,1,,,,c,,,
2218,0,100595,100596,1,1579,"LINESTRING(1524660.076 993514.312,1526539.414 993476.563)",0,1,1879,,highway,1734,38,1,,,,c,,,
2219,St Johns,100596,100584,1,1565,"LINESTRING(1525958.695 994792.688,1526058 994591,1526230 994225,1526410 993859,1526539.414 993476.563)",0,-1,1438,,highway,1548,36,1,,,,c,,,
2220,0,100596,100595,1,1579,"LINESTRING(1524660.076 993514.312,1526539.414 993476.563)",0,-1,1879,,highway,1548,38,1,,,,c,,,
2221,0,100596,100597,1,1580,"LINESTRING(1526539.414 993476.563,1527250.887 993468.813)",0,1,711,,highway,1800,35,1,,,,c,,,
2222,St Johns,100596,100603,1,1581,"LINESTRING(1526539.414 993476.563,1526683 993302,1526931 992788,1527023 992528,1527042 992473,1527199 992120,1527205 992106,1527293 991995,1527335 991882,1527378 991674,1527426 991381,1527429 991215,1527429 991195,1527430 991128,1527431 991097,1527489.4 990826.938)",0,1,2814,,highway,1734,40,1,,,,c,,,
2223,0,100597,79,1,190,"LINESTRING(1527270 994835,1527250.887 993468.813)",0,-1,1366,,hot,1800,25,1,,,,c,,,
2224,0,100597,100596,1,1580,"LINESTRING(1526539.414 993476.563,1527250.887 993468.813)",0,-1,711,,highway,1734,35,1,,,,c,,,
2225,0,100597,100598,1,1582,"LINESTRING(1527250.887 993468.813,1527673.268 993472.25)",0,1,422,,highway,1734,35,1,,,,c,,,
2226,0,100598,100597,1,1582,"LINESTRING(1527250.887 993468.813,1527673.268 993472.25)",0,-1,422,,highway,1676,35,1,,,,c,,,
2227,0,100598,100599,1,1583,"LINESTRING(1527673.268 993472.25,1529024 993466,1529870 993463,1530118.445 993463.187)",0,1,2445,,highway,1800,33,1,,,,c,,,
2228,0,100599,62,1,150,"LINESTRING(1530110 994476,1530118.445 993463.187)",0,-1,1012,,hot,1800,25,1,,,,c,,,
2229,0,100599,100598,1,1583,"LINESTRING(1527673.268 993472.25,1529024 993466,1529870 993463,1530118.445 993463.187)",0,-1,2445,,highway,1734,33,1,,,,c,,,
2230,0,100599,100600,1,1584,"LINESTRING(1530118.445 993463.187,1530394 993462,1530643.594 993458.75)",0,1,525,,highway,1734,35,1,,,,c,,,
2231,0,100600,100599,1,1584,"LINESTRING(1530118.445 993463.187,1530394 993462,1530643.594 993458.75)",0,-1,525,,highway,1734,35,1,,,,c,,,
2232,0,100600,100601,1,1585,"LINESTRING(1530643.594 993458.75,1530892 993454,1530997 993470,1531248.877 993501.375)",0,1,606,,highway,1734,35,1,,,,c,,,
2233,0,100601,100600,1,1585,"LINESTRING(1530643.594 993458.75,1530892 993454,1530997 993470,1531248.877 993501.375)",0,-1,606,,highway,1734,35,1,,,,c,,,
2234,0,100601,100602,1,1586,"LINESTRING(1531248.877 993501.375,1531526 993533,1531770 993525,1531944 993520,1532300.567 993492.875)",0,1,1051,,arterial,1734,36,1,,,,c,,,
2235,Ramp,100601,104443,1,1587,"LINESTRING(1531248.877 993501.375,1531243.411 993559.625)",0,1,58,,on-ramp,1734,50,1,,,,c,,,
2236,0,100602,100601,1,1586,"LINESTRING(1531248.877 993501.375,1531526 993533,1531770 993525,1531944 993520,1532300.567 993492.875)",0,-1,1051,,arterial,1734,36,1,,,,c,,,
2237,0,100602,100647,1,1588,"LINESTRING(1532300.567 993492.875,1532395 993473,1532533 993452,1532649 993436,1532775 993421,1532987.325 993421.125)",0,1,690,,arterial,1618,38,1,,,,c,,,
2238,Ramp,100602,104444,1,1589,"LINESTRING(1532300.567 993492.875,1532299.387 993452.125)",0,1,40,,on-ramp,1734,50,1,,,,c,,,
2239,0,100603,83,1,200,"LINESTRING(1526921 990858,1527489.4 990826.938)",0,-1,569,,hot,1800,25,1,,,,c,,,
2240,St Johns,100603,100596,1,1581,"LINESTRING(1526539.414 993476.563,1526683 993302,1526931 992788,1527023 992528,1527042 992473,1527199 992120,1527205 992106,1527293 991995,1527335 991882,1527378 991674,1527426 991381,1527429 991215,1527429 991195,1527430 991128,1527431 991097,1527489.4 990826.938)",0,-1,2814,,highway,1421,40,1,,,,c,,,
2241,St Johns,100603,100614,1,1590,"LINESTRING(1527489.4 990826.938,1527492 990814,1527559 990608,1527582 990510,1527617 990198,1527634 989758,1527629 989401,1527612 988373,1527609.886 988171.938)",0,1,2657,,highway,1734,43,1,,,,c,,,
2242,0,100604,81,1,195,"LINESTRING(1524121 992095,1523380.122 992111.875)",0,-1,741,,hot,1800,25,1,,,,c,,,
2243,Main,100604,100592,1,1576,"LINESTRING(1523384.68 993537.938,1523380.122 992111.875)",0,-1,1426,,arterial,1734,26,1,,,,c,,,
2244,Main,100604,100609,1,1591,"LINESTRING(1523380.122 992111.875,1523361 990511)",0,1,1600,,arterial,1734,29,1,,,,c,,,
2245,0,100605,99,1,236,"LINESTRING(1521724 992769,1522558.585 992667.375)",0,-1,840,,hot,1800,25,1,,,,c,,,
2246,McClain,100605,100591,1,1574,"LINESTRING(1522661.804 993542.438,1522605 993423,1522583 993343,1522574 993283,1522563 993213,1522562 993093,1522561 992982,1522558.585 992667.375)",0,-1,881,,arterial,1734,35,1,,,,c,,,
2247,McClain,100605,100608,1,1592,"LINESTRING(1522558.585 992667.375,1522558 992640,1522554 992187,1522550 991738,1522547 991291,1522544 990935,1522544 990889,1522541.44 990568.375)",0,1,2099,,arterial,1734,34,1,,,,c,,,
2248,S Dixie,100606,100552,1,1521,"LINESTRING(1518322 986867,1519710.84 990614.938)",0,-1,3996,,highway,1618,43,1,,,,c,,,
2249,Buckeye,100606,100560,1,1531,"LINESTRING(1516748.155 990703.938,1517197 990699,1517921 990671,1518035 990668,1518036 990667,1519710.84 990614.938)",0,-1,2964,,arterial,1734,39,1,,,,c,,,
2250,Buckeye,100606,100608,1,1593,"LINESTRING(1519710.84 990614.938,1520025 990610,1522541.44 990568.375)",0,1,2830,,arterial,1676,37,1,,,,c,,,
2251,S Dixie,100606,102544,1,1594,"LINESTRING(1519710.84 990614.938,1520150 991810)",0,1,1273,,highway,1734,35,2,,,,c,,,
2252,0,100607,99,1,237,"LINESTRING(1521724 992769,1521700.592 993211.25)",0,-1,442,,hot,1800,25,1,,,,c,,,
2253,0,100607,100589,1,1570,"LINESTRING(1520646.808 993184.062,1521700.592 993211.25)",0,-1,1054,,highway,1734,35,1,,,,c,,,
2254,0,100607,100590,1,1572,"LINESTRING(1522139.969 993302.188,1521700.592 993211.25)",0,-1,448,,highway,1734,35,1,,,,c,,,
2255,McClain,100608,100605,1,1592,"LINESTRING(1522558.585 992667.375,1522558 992640,1522554 992187,1522550 991738,1522547 991291,1522544 990935,1522544 990889,1522541.44 990568.375)",0,-1,2099,,arterial,1800,34,1,,,,c,,,
2256,Buckeye,100608,100606,1,1593,"LINESTRING(1519710.84 990614.938,1520025 990610,1522541.44 990568.375)",0,-1,2830,,arterial,1734,37,1,,,,c,,,
2257,0,100608,100609,1,1595,"LINESTRING(1522541.44 990568.375,1523361 990511)",0,1,821,,arterial,1327,37,1,,,,c,,,
2258,McClain,100608,100611,1,1596,"LINESTRING(1522541.44 990568.375,1522533 990251,1522526 989945,1522521 989738,1522520 989652,1522516 989338,1522512 989033,1522508 988738,1522502.672 988251.813)",0,1,2316,,arterial,1734,43,1,,,,c,,,
2259,Main,100609,100604,1,1591,"LINESTRING(1523380.122 992111.875,1523361 990511)",0,-1,1600,,arterial,1734,29,1,,,,c,,,
2260,0,100609,100608,1,1595,"LINESTRING(1522541.44 990568.375,1523361 990511)",0,-1,821,,arterial,1327,37,1,,,,c,,,
2261,Main,100609,100610,1,1597,"LINESTRING(1523361 990511,1523362 989600)",0,1,911,,arterial,1548,25,1,,,,c,,,
2262,0,100609,100675,1,1598,"LINESTRING(1523361 990511,1523686 990507)",0,1,325,,arterial,1618,39,1,,,,c,,,
2263,0,100610,82,1,197,"LINESTRING(1524230.643 989624.25,1523362 989600)",0,-1,868,,hot,1800,25,1,,,,c,,,
2264,Main,100610,100609,1,1597,"LINESTRING(1523361 990511,1523362 989600)",0,-1,911,,arterial,1618,25,1,,,,c,,,
2265,Main,100610,100612,1,1599,"LINESTRING(1523362 989600,1523354.76 988236.25)",0,1,1363,,arterial,1618,25,1,,,,c,,,
2266,McClain,100611,100608,1,1596,"LINESTRING(1522541.44 990568.375,1522533 990251,1522526 989945,1522521 989738,1522520 989652,1522516 989338,1522512 989033,1522508 988738,1522502.672 988251.813)",0,-1,2316,,arterial,1676,43,1,,,,c,,,
2267,Hanthorn,100611,100612,1,1600,"LINESTRING(1522502.672 988251.813,1523354.76 988236.25)",0,1,852,,arterial,1734,38,1,,,,c,,,
2268,McClain,100611,100621,1,1601,"LINESTRING(1522502.672 988251.813,1522492 987117,1522490 986919,1522463 985529,1522452 984324,1522442.055 982901.875)",0,1,5350,,arterial,1800,41,1,,,,c,,,
2269,Main,100612,100610,1,1599,"LINESTRING(1523362 989600,1523354.76 988236.25)",0,-1,1363,,arterial,1800,25,1,,,,c,,,
2270,Hanthorn,100612,100611,1,1600,"LINESTRING(1522502.672 988251.813,1523354.76 988236.25)",0,-1,852,,arterial,1618,38,1,,,,c,,,
2271,Hanthorn,100612,100613,1,1602,"LINESTRING(1523354.76 988236.25,1523901 988226,1524229.031 988220.375)",0,1,874,,arterial,1734,38,1,,,,c,,,
2272,0,100613,82,1,198,"LINESTRING(1524230.643 989624.25,1524229.031 988220.375)",0,-1,1403,,hot,1800,25,1,,,,c,,,
2273,0,100613,204,1,502,"LINESTRING(1524898 987527,1524229.031 988220.375)",0,-1,963,,hot,1800,25,1,,,,c,,,
2274,Hanthorn,100613,100612,1,1602,"LINESTRING(1523354.76 988236.25,1523901 988226,1524229.031 988220.375)",0,-1,874,,arterial,1618,38,1,,,,c,,,
2275,Hanthorn,100613,100614,1,1603,"LINESTRING(1524229.031 988220.375,1524579 988213,1524973 988206,1525026 988205,1527609.886 988171.938)",0,1,3381,,arterial,1502,39,1,,,,c,,,
2276,St Johns,100614,100603,1,1590,"LINESTRING(1527489.4 990826.938,1527492 990814,1527559 990608,1527582 990510,1527617 990198,1527634 989758,1527629 989401,1527612 988373,1527609.886 988171.938)",0,-1,2657,,highway,1676,43,1,,,,c,,,
2277,Hanthorn,100614,100613,1,1603,"LINESTRING(1524229.031 988220.375,1524579 988213,1524973 988206,1525026 988205,1527609.886 988171.938)",0,-1,3381,,arterial,1800,39,1,,,,c,,,
2278,Hanthorn,100614,100615,1,1604,"LINESTRING(1527609.886 988171.938,1530273.441 988137.188)",0,1,2663,,arterial,1734,47,1,,,,c,,,
2279,St Johns,100614,100616,1,1605,"LINESTRING(1527609.886 988171.938,1527609 988161,1527609 988063,1527606 987588,1527606 987574,1527594.633 987195.438)",0,1,976,,highway,1676,43,1,,,,c,,,
2280,0,100615,84,1,201,"LINESTRING(1529873 988602,1530273.441 988137.188)",0,-1,613,,hot,1800,25,1,,,,c,,,
2281,Hanthorn,100615,100614,1,1604,"LINESTRING(1527609.886 988171.938,1530273.441 988137.188)",0,-1,2663,,arterial,1734,40,1,,,,c,,,
2282,Hanthorn,100615,100642,1,1606,"LINESTRING(1530273.441 988137.188,1532927.757 988100)",0,1,2654,,arterial,1618,45,1,,,,c,,,
2283,St Johns,100616,100614,1,1605,"LINESTRING(1527609.886 988171.938,1527609 988161,1527609 988063,1527606 987588,1527606 987574,1527594.633 987195.438)",0,-1,976,,highway,1734,43,1,,,,c,,,
2284,St Johns,100616,100617,1,1607,"LINESTRING(1527594.633 987195.438,1527585 987004,1527584.66 986802.375)",0,1,393,,highway,1734,25,1,,,,c,,,
2285,0,100616,102532,1,1608,"LINESTRING(1527594.633 987195.438,1527523 987189,1527470 987179,1527258 987119,1527185 987104,1527119 987092,1526318.409 987054.625)",0,1,1283,,on-ramp,2112,39,1,,,,c,,,
2286,St Johns,100617,100616,1,1607,"LINESTRING(1527594.633 987195.438,1527585 987004,1527584.66 986802.375)",0,-1,393,,highway,1734,25,1,,,,c,,,
2287,0,100617,100618,1,1609,"LINESTRING(1527584.66 986802.375,1527820.505 986840.875)",0,1,238,,on-ramp,1734,49,1,,,,c,,,
2288,St Johns,100617,100619,1,1610,"LINESTRING(1527584.66 986802.375,1527587 986319,1527586 986306,1527522 983618,1527514 982905,1527513.232 982840.5)",0,1,3962,,highway,1734,53,1,,,,c,,,
2289,0,100618,100617,1,1609,"LINESTRING(1527584.66 986802.375,1527820.505 986840.875)",0,-1,238,,on-ramp,1734,49,1,,,,c,,,
2290,Yoder,100618,100641,1,1611,"LINESTRING(1527820.505 986840.875,1527875 986779,1527943 986765,1528079 986766,1528160 986777,1528237 986803,1528316 986823,1528421 986830,1528464 986833,1528578 986832,1528800 986829,1529017 986825,1529030 986825,1529090 986824,1529182 986813,1529197 986785,1529196 986731,1529196 986550,1529205 986349,1529246 986286,1529288 986225,1529823 985620,1530207 985161,1530947 984351,1531845 983444,1532484 982794,1532866.471 982790.875)",0,1,6470,,arterial,1676,38,1,,,,c,,,
2291,Ramp,100618,102531,1,1612,"LINESTRING(1527820.505 986840.875,1528201 986913,1528793.904 986951.313)",0,1,979,,on-ramp,2112,49,1,,,,c,,,
2292,0,100619,85,1,202,"LINESTRING(1524997 982880,1527513.232 982840.5)",0,-1,2516,,hot,1800,25,1,,,,c,,,
2293,St Johns,100619,100617,1,1610,"LINESTRING(1527584.66 986802.375,1527587 986319,1527586 986306,1527522 983618,1527514 982905,1527513.232 982840.5)",0,-1,3962,,highway,1734,53,1,,,,c,,,
2294,St Johns,100619,100620,1,1613,"LINESTRING(1527513.232 982840.5,1527469 980041)",0,1,2799,,arterial,1734,48,1,,,,c,,,
2295,0,100620,86,1,204,"LINESTRING(1530660 979992,1527469 980041)",0,-1,3191,,hot,1800,25,1,,,,c,,,
2296,St Johns,100620,100619,1,1613,"LINESTRING(1527513.232 982840.5,1527469 980041)",0,-1,2799,,arterial,1734,48,1,,,,c,,,
2297,St Johns,100620,100625,1,1614,"LINESTRING(1527469 980041,1527408.04 974880.812)",0,1,5160,,arterial,1734,48,1,,,,c,,,
2298,0,100621,85,1,203,"LINESTRING(1524997 982880,1522442.055 982901.875)",0,-1,2555,,hot,1800,25,1,,,,c,,,
2299,McClain,100621,100611,1,1601,"LINESTRING(1522502.672 988251.813,1522492 987117,1522490 986919,1522463 985529,1522452 984324,1522442.055 982901.875)",0,-1,5350,,arterial,1734,39,1,,,,c,,,
2300,McClain,100621,100622,1,1615,"LINESTRING(1522442.055 982901.875,1522440.014 982584.812)",0,1,317,,arterial,1734,41,1,,,,c,,,
2301,Breese,100622,100550,1,1518,"LINESTRING(1519095 982636,1522440.014 982584.812)",0,-1,3345,,highway,1800,36,1,,,,c,,,
2302,McClain,100622,100621,1,1615,"LINESTRING(1522442.055 982901.875,1522440.014 982584.812)",0,-1,317,,arterial,1618,41,1,,,,c,,,
2303,McClain,100622,100623,1,1616,"LINESTRING(1522440.014 982584.812,1522396 979253,1522358.564 974973.5)",0,1,7611,,arterial,1618,39,1,,,,c,,,
2304,McClain,100623,100622,1,1616,"LINESTRING(1522440.014 982584.812,1522396 979253,1522358.564 974973.5)",0,-1,7611,,arterial,1618,39,1,,,,c,,,
2305,McClain,100623,100624,1,1617,"LINESTRING(1522358.564 974973.5,1522331 974656)",0,1,318,,arterial,1618,39,1,,,,c,,,
2306,Hume,100623,100625,1,1618,"LINESTRING(1522358.564 974973.5,1527408.04 974880.812)",0,1,5050,,arterial,1618,37,1,,,,c,,,
2307,0,100624,107,1,254,"LINESTRING(1518350 974704,1522331 974656)",0,-1,3981,,hot,1800,25,1,,,,c,,,
2308,McClain,100624,100623,1,1617,"LINESTRING(1522358.564 974973.5,1522331 974656)",0,-1,318,,arterial,1618,39,1,,,,c,,,
2309,McClain,100624,100628,1,1619,"LINESTRING(1522331 974656,1522303.44 971036.563)",0,1,3619,,arterial,1618,39,1,,,,c,,,
2310,St Johns,100625,100620,1,1614,"LINESTRING(1527469 980041,1527408.04 974880.812)",0,-1,5160,,arterial,1800,48,1,,,,c,,,
2311,Hume,100625,100623,1,1618,"LINESTRING(1522358.564 974973.5,1527408.04 974880.812)",0,-1,5050,,arterial,1618,37,1,,,,c,,,
2312,St Johns,100625,100626,1,1620,"LINESTRING(1527408.04 974880.812,1527348.016 971140.812)",0,1,3740,,arterial,1481,48,1,,,,c,,,
2313,Hume,100625,100634,1,1621,"LINESTRING(1527408.04 974880.812,1532759.5 974838.563)",0,1,5351,,arterial,1618,37,1,,,,c,,,
2314,St Johns,100626,100625,1,1620,"LINESTRING(1527408.04 974880.812,1527348.016 971140.812)",0,-1,3740,,arterial,1618,48,1,,,,c,,,
2315,Amherst,100626,100627,1,1622,"LINESTRING(1527348.016 971140.812,1525214 971057)",0,1,2135,,arterial,1618,37,1,,,,c,,,
2316,St Johns,100626,100630,1,1623,"LINESTRING(1527348.016 971140.812,1527286 968968)",0,1,2173,,arterial,1618,48,1,,,,c,,,
2317,Amherst,100626,100632,1,1624,"LINESTRING(1527348.016 971140.812,1532726.69 971149.063)",0,1,5378,,arterial,1734,39,1,,,,c,,,
2318,0,100627,89,1,210,"LINESTRING(1525265 969027,1525214 971057)",0,-1,2030,,hot,1800,25,1,,,,c,,,
2319,Amherst,100627,100626,1,1622,"LINESTRING(1527348.016 971140.812,1525214 971057)",0,-1,2135,,arterial,1560,37,1,,,,c,,,
2320,Amherst,100627,100628,1,1625,"LINESTRING(1525214 971057,1522303.44 971036.563)",0,1,2910,,arterial,1481,37,1,,,,c,,,
2321,McClain,100628,100624,1,1619,"LINESTRING(1522331 974656,1522303.44 971036.563)",0,-1,3619,,arterial,1618,37,1,,,,c,,,
2322,Amherst,100628,100627,1,1625,"LINESTRING(1525214 971057,1522303.44 971036.563)",0,-1,2910,,arterial,1800,37,1,,,,c,,,
2323,Amherst,100628,100629,1,1626,"LINESTRING(1522303.44 971036.563,1521753 971005)",0,1,551,,arterial,1800,44,1,,,,c,,,
2324,McClain,100628,100674,1,1627,"LINESTRING(1522303.44 971036.563,1522283 970847)",0,1,190,,arterial,1618,39,1,,,,c,,,
2325,0,100629,443,1,924,"LINESTRING(1521323 971005,1521753 971005)",0,-1,430,,highway,1800,41,1,,,,c,,,
2326,Amherst,100629,100628,1,1626,"LINESTRING(1522303.44 971036.563,1521753 971005)",0,-1,551,,arterial,1618,44,1,,,,c,,,
2327,0,100630,89,1,211,"LINESTRING(1525265 969027,1527286 968968)",0,-1,2021,,hot,1800,25,1,,,,c,,,
2328,St Johns,100630,100626,1,1623,"LINESTRING(1527348.016 971140.812,1527286 968968)",0,-1,2173,,arterial,1734,48,1,,,,c,,,
2329,St Johns,100630,100631,1,1628,"LINESTRING(1527286 968968,1527217 966688)",0,1,2281,,arterial,1481,48,1,,,,c,,,
2330,0,100631,441,1,922,"LINESTRING(1527302.703 965625.25,1527217 966688)",0,-1,1066,,highway,1800,41,1,,,,c,,,
2331,St Johns,100631,100630,1,1628,"LINESTRING(1527286 968968,1527217 966688)",0,-1,2281,,arterial,1734,48,1,,,,c,,,
2332,Amherst,100632,100626,1,1624,"LINESTRING(1527348.016 971140.812,1532726.69 971149.063)",0,-1,5378,,arterial,1618,37,1,,,,c,,,
2333,Amherst,100632,100633,1,1629,"LINESTRING(1532726.69 971149.063,1537479 971166,1539359.04 971173.813)",0,1,6632,,arterial,1560,32,1,,,,c,,,
2334,Greely Chapel,100632,100644,1,1630,"LINESTRING(1532726.69 971149.063,1532722.92 973002.313)",0,1,1853,,arterial,1618,39,1,,,,c,,,
2335,0,100632,102546,1,1631,"LINESTRING(1532726.69 971149.063,1532656 969862)",0,1,1289,,arterial,1800,28,1,,,,c,,,
2336,Ream,100633,100512,1,1474,"LINESTRING(1539378.406 969654.938,1539359.04 971173.813)",0,-1,1518,,arterial,1676,39,1,,,,c,,,
2337,Amherst,100633,100632,1,1629,"LINESTRING(1532726.69 971149.063,1537479 971166,1539359.04 971173.813)",0,-1,6632,,arterial,1560,30,1,,,,c,,,
2338,Ream,100633,100636,1,1632,"LINESTRING(1539359.04 971173.813,1539360 972059,1539363 973654,1539356 974222,1539358 974398,1539356 974495,1539356 974575,1539331 974634,1538815 975153,1538081.725 975874.188)",0,1,4870,,arterial,1560,22,1,,,,c,,,
2339,Amherst,100633,100668,1,1633,"LINESTRING(1539359.04 971173.813,1543332.963 971152)",0,1,3973,,arterial,1618,25,1,,,,c,,,
2340,Hume,100634,100625,1,1621,"LINESTRING(1527408.04 974880.812,1532759.5 974838.563)",0,-1,5351,,arterial,1734,37,1,,,,c,,,
2341,Hume,100634,100635,1,1634,"LINESTRING(1532759.5 974838.563,1538067.059 974762.125)",0,1,5308,,arterial,1560,39,1,,,,c,,,
2342,Greely Chapel,100634,100644,1,1635,"LINESTRING(1532759.5 974838.563,1532722.92 973002.313)",0,1,1836,,arterial,1618,37,1,,,,c,,,
2343,Greely Chapel,100634,100673,1,1636,"LINESTRING(1532759.5 974838.563,1532828 979930)",0,1,5091,,arterial,1800,37,1,,,,c,,,
2344,Hume,100635,100634,1,1634,"LINESTRING(1532759.5 974838.563,1538067.059 974762.125)",0,-1,5308,,arterial,1618,39,1,,,,c,,,
2345,Bowman,100635,100636,1,1637,"LINESTRING(1538067.059 974762.125,1538081.725 975874.188)",0,1,1112,,arterial,1560,37,1,,,,c,,,
2346,Ream,100636,100633,1,1632,"LINESTRING(1539359.04 971173.813,1539360 972059,1539363 973654,1539356 974222,1539358 974398,1539356 974495,1539356 974575,1539331 974634,1538815 975153,1538081.725 975874.188)",0,-1,4870,,arterial,1618,22,1,,,,c,,,
2347,Bowman,100636,100635,1,1637,"LINESTRING(1538067.059 974762.125,1538081.725 975874.188)",0,-1,1112,,arterial,1618,37,1,,,,c,,,
2348,Bowman,100636,100637,1,1638,"LINESTRING(1538081.725 975874.188,1538101.865 977401.563)",0,1,1527,,arterial,1618,35,1,,,,c,,,
2349,Bowman,100637,100636,1,1638,"LINESTRING(1538081.725 975874.188,1538101.865 977401.563)",0,-1,1527,,arterial,1618,35,1,,,,c,,,
2350,Bowman,100637,100638,1,1639,"LINESTRING(1538101.865 977401.563,1538131 979607)",0,1,2205,,arterial,1618,39,1,,,,c,,,
2351,Yoder,100637,100640,1,1640,"LINESTRING(1538101.865 977401.563,1537341 977403,1537174 977421,1536765 977840,1535046 979774,1533178 981972,1532861.967 982420.313)",0,1,7255,,arterial,1676,29,1,,,,c,,,
2352,0,100638,88,1,208,"LINESTRING(1540821 979579,1538131 979607)",0,-1,2690,,hot,1800,25,1,,,,c,,,
2353,Bowman,100638,100637,1,1639,"LINESTRING(1538101.865 977401.563,1538131 979607)",0,-1,2205,,arterial,1618,39,1,,,,c,,,
2354,Bowman,100638,100639,1,1641,"LINESTRING(1538131 979607,1538172.162 982719.938)",0,1,3113,,arterial,1618,37,1,,,,c,,,
2355,0,100639,87,1,206,"LINESTRING(1535529 982777,1538172.162 982719.938)",0,-1,2643,,hot,1800,25,1,,,,c,,,
2356,Bowman,100639,100638,1,1641,"LINESTRING(1538131 979607,1538172.162 982719.938)",0,-1,3113,,arterial,1618,37,1,,,,c,,,
2357,Bowman,100639,100643,1,1642,"LINESTRING(1538172.162 982719.938,1538241.265 988032.875)",0,1,5313,,arterial,1618,38,1,,,,c,,,
2358,Yoder,100640,100637,1,1640,"LINESTRING(1538101.865 977401.563,1537341 977403,1537174 977421,1536765 977840,1535046 979774,1533178 981972,1532861.967 982420.313)",0,-1,7255,,arterial,1618,29,1,,,,c,,,
2359,Greely Chapel,100640,100641,1,1643,"LINESTRING(1532861.967 982420.313,1532866.471 982790.875)",0,1,370,,arterial,1618,39,1,,,,c,,,
2360,Greely Chapel,100640,100673,1,1644,"LINESTRING(1532861.967 982420.313,1532828 979930)",0,1,2490,,arterial,1618,39,1,,,,c,,,
2361,Yoder,100641,100618,1,1611,"LINESTRING(1527820.505 986840.875,1527875 986779,1527943 986765,1528079 986766,1528160 986777,1528237 986803,1528316 986823,1528421 986830,1528464 986833,1528578 986832,1528800 986829,1529017 986825,1529030 986825,1529090 986824,1529182 986813,1529197 986785,1529196 986731,1529196 986550,1529205 986349,1529246 986286,1529288 986225,1529823 985620,1530207 985161,1530947 984351,1531845 983444,1532484 982794,1532866.471 982790.875)",0,-1,6470,,arterial,1676,38,1,,,,c,,,
2362,Greely Chapel,100641,100640,1,1643,"LINESTRING(1532861.967 982420.313,1532866.471 982790.875)",0,-1,370,,arterial,1618,39,1,,,,c,,,
2363,Greely Chapel,100641,100642,1,1645,"LINESTRING(1532866.471 982790.875,1532927.757 988100)",0,1,5309,,arterial,1618,37,1,,,,c,,,
2364,Breese,100641,100672,1,1646,"LINESTRING(1532866.471 982790.875,1533667 982717)",0,1,803,,highway,1676,32,1,,,,c,,,
2365,Hanthorn,100642,100615,1,1606,"LINESTRING(1530273.441 988137.188,1532927.757 988100)",0,-1,2654,,arterial,1502,38,1,,,,c,,,
2366,Greely Chapel,100642,100641,1,1645,"LINESTRING(1532866.471 982790.875,1532927.757 988100)",0,-1,5309,,arterial,1618,37,1,,,,c,,,
2367,Hanthorn,100642,100643,1,1647,"LINESTRING(1532927.757 988100,1538241.265 988032.875)",0,1,5313,,arterial,1676,31,1,,,,c,,,
