From,To,NumMidPoints,Shape_Points
104103,104102,9,"1565775 971740,1564679 971747,1564544 971700,1564489 971675,1564351 971625,1563922 971633,1563268 971649,1563192 971657,1563127 971679,"
104102,104103,9,"1563127 971679,1563192 971657,1563268 971649,1563922 971633,1564351 971625,1564489 971675,1564544 971700,1564679 971747,1565775 971740,"
104108,104103,25,"1563318 978273,1563551 978117,1563721 977990,1563992 977693,1564090 977540,1564148 977430,1564192 977335,1564225 977228,1564274 977094,1564311 976985,1564341 976878,1564374 976775,1564410 976662,1564431 976547,1564553 976295,1564647 976113,1564736 975984,1565027 975580,1565317 975222,1565692 974750,1566085 974281,1566682 973611,1567324 972818,1567758 972280,1568088 971915,"
104148,104103,5,"1569008 970621,1568897 970793,1568743 971008,1568541 971309,1568366 971556,"
104151,104105,1,"1572183 969072,"
104103,104108,25,"1568088 971915,1567758 972280,1567324 972818,1566682 973611,1566085 974281,1565692 974750,1565317 975222,1565027 975580,1564736 975984,1564647 976113,1564553 976295,1564431 976547,1564410 976662,1564374 976775,1564341 976878,1564311 976985,1564274 977094,1564225 977228,1564192 977335,1564148 977430,1564090 977540,1563992 977693,1563721 977990,1563551 978117,1563318 978273,"
104127,104108,9,"1559364 982251,1559681 981719,1560050 981110,1560186 980880,1560319 980709,1560405 980544,1560608 980324,1561336 979747,1562232 979104,"
104096,104111,19,"1575131 987713,1575082 987836,1575058 987898,1575042 987937,1575023 987983,1575014 988004,1575005 988024,1574997 988041,1574988 988063,1574980 988085,1574970 988113,1574960 988139,1574946 988174,1574926 988208,1574906 988238,1574893 988253,1574867 988273,1574849 988291,1574823 988318,"
104115,104112,1,"1558315 983975,"
104121,104113,1,"1559030 972908,"
103978,104114,4,"1549893 979884,1550029 979884,1550155 979893,1550462 980131,"
104115,104114,8,"1555249 982333,1554850 982435,1554702 982454,1554060 982430,1554055 982428,1554055 982428,1552730 981819,1552426 981584,"
104112,104115,1,"1558315 983975,"
104114,104115,8,"1552426 981584,1552730 981819,1554055 982428,1554055 982428,1554060 982430,1554702 982454,1554850 982435,1555249 982333,"
104127,104115,1,"1558502 983630,"
103981,104116,5,"1551975 974504,1551951 972505,1551925 971962,1551948 971911,1552012 971882,"
104133,104119,1,"1557789 984834,"
104102,104121,5,"1562827 971748,1562704 971781,1562575 971774,1562431 971782,1561811 971785,"
104113,104121,1,"1559030 972908,"
104124,104122,2,"1551876 969226,1552224 969191,"
104122,104124,2,"1552224 969191,1551876 969226,"
104108,104127,9,"1562232 979104,1561336 979747,1560608 980324,1560405 980544,1560319 980709,1560186 980880,1560050 981110,1559681 981719,1559364 982251,"
104115,104127,1,"1558502 983630,"
104089,104128,11,"1560488 984115,1560487 984115,1560285 984181,1560105 984287,1559851 984428,1559731 984533,1559548 984664,1559403 984718,1559237 984742,1558931 984733,1558670 984718,"
104131,104128,1,"1558518 984638,"
104131,104130,3,"1558204 984475,1558066 984403,1558066 984402,"
104133,104130,1,"1557972 984536,"
104128,104131,1,"1558518 984638,"
104130,104131,3,"1558066 984402,1558066 984403,1558204 984475,"
104119,104133,1,"1557789 984834,"
104130,104133,1,"1557972 984536,"
104139,104138,1,"1559358 995095,"
104138,104139,1,"1559358 995095,"
104088,104141,2,"1558970 992437,1559273 992908,"
104098,104146,1,"1563589 1003464,"
104103,104148,5,"1568366 971556,1568541 971309,1568743 971008,1568897 970793,1569008 970621,"
104086,104149,1,"1569658 974378,"
104105,104151,1,"1572183 969072,"
104152,104151,1,"1574878 969066,"
104151,104152,1,"1574878 969066,"
103524,104155,6,"1581489 969683,1581303 969654,1580268 969653,1580211 969633,1580186 969599,1580187 969547,"
104159,104158,1,"1574240 992890,"
104158,104159,1,"1574240 992890,"
103990,104161,3,"1572911 1008900,1573057 1008884,1573247 1008866,"
103992,104161,8,"1576361 1008875,1575907 1008880,1575815 1008866,1575554 1008853,1574913 1008803,1574847 1008929,1574626 1008897,1574439 1008867,"
104165,104163,2,"1574094 990600,1573986 990601,"
104163,104165,2,"1573986 990601,1574094 990600,"
104167,104166,6,"1570036 1000929,1570094 1000939,1570124 1000952,1570145 1000973,1570151 1000996,1570171 1001204,"
104166,104167,6,"1570171 1001204,1570151 1000996,1570145 1000973,1570124 1000952,1570094 1000939,1570036 1000929,"
104099,104168,6,"1568214 1004906,1567421 1006791,1567119 1007533,1567119 1007539,1567119 1007541,1567119 1007917,"
104005,104170,6,"1567912 1008607,1567884 1008610,1567717 1008649,1567628 1008651,1567563 1008646,1567446 1008643,"
104286,104173,1,"1560088 1045904,"
104183,104175,1,"1566570 1029975,"
104176,104175,1,"1567602 1027428,"
104175,104176,1,"1567602 1027428,"
104178,104177,1,"1554775 1032907,"
104177,104178,1,"1554775 1032907,"
104322,104181,4,"1568335 1018249,1567729 1018114,1567468 1018123,1566989 1018132,"
104194,104181,1,"1565391 1018170,"
104175,104183,1,"1566570 1029975,"
104296,104184,3,"1566650 1039116,1566648 1038634,1566648 1038632,"
103514,104186,1,"1581138 1035368,"
104196,104188,1,"1570602 1035347,"
104281,104192,2,"1565354 1042301,1565354 1042303,"
104345,104193,1,"1570610 1045922,"
104261,104194,3,"1563432 1017799,1564782 1018091,1565100 1018153,"
104181,104194,1,"1565391 1018170,"
104188,104196,1,"1570602 1035347,"
103987,104197,5,"1560286 1010102,1561287 1010099,1561915 1010105,1562342 1010193,1562779 1010275,"
104198,104197,2,"1564898 1011041,1563680 1010582,"
104197,104198,2,"1563680 1010582,1564898 1011041,"
104327,104198,7,"1569798 1013127,1569319 1012783,1569169 1012699,1568896 1012562,1568736 1012497,1568525 1012416,1567943 1012194,"
104237,104199,25,"1560279 1032308,1560508 1032302,1560727 1032297,1560935 1032293,1561134 1032290,1561322 1032288,1561500 1032287,1561667 1032286,1561825 1032287,1561972 1032288,1562109 1032290,1562236 1032293,1562352 1032297,1562459 1032302,1562555 1032308,1562647 1032315,1562739 1032326,1562833 1032340,1562928 1032358,1563024 1032378,1563121 1032402,1563219 1032429,1563318 1032459,1563418 1032493,1563519 1032529,"
104217,104200,8,"1566613 1033778,1566490 1033849,1566390 1033919,1566270 1034048,1566166 1034193,1566089 1034333,1566037 1034501,1566000 1034643,"
104199,104200,33,"1564002 1032746,1564112 1032806,1564218 1032867,1564319 1032927,1564415 1032988,1564507 1033048,1564594 1033108,1564676 1033167,1564753 1033227,1564826 1033287,1564894 1033346,1564958 1033405,1565017 1033464,1565071 1033522,1565121 1033581,1565167 1033638,1565212 1033694,1565255 1033749,1565296 1033802,1565335 1033853,1565373 1033903,1565409 1033951,1565443 1033998,1565475 1034043,1565505 1034086,1565534 1034128,1565561 1034168,1565586 1034207,1565610 1034244,1565632 1034280,1565653 1034315,1565675 1034349,1565698 1034384,"
104287,104202,2,"1560003 1035473,1560003 1035420,"
104341,104203,1,"1575894 1035548,"
104205,104204,40,"1563258 1033853,1563220 1033821,1563182 1033790,1563145 1033761,1563107 1033734,1563069 1033707,1563031 1033682,1562993 1033658,1562955 1033635,1562916 1033614,1562878 1033594,1562839 1033575,1562797 1033558,1562753 1033541,1562707 1033525,1562660 1033511,1562610 1033497,1562558 1033485,1562504 1033474,1562447 1033464,1562389 1033455,1562328 1033447,1562266 1033440,1562201 1033434,1562135 1033429,1562066 1033426,1561992 1033423,1561909 1033420,1561819 1033417,1561719 1033415,1561612 1033412,1561496 1033410,1561372 1033407,1561239 1033405,1561098 1033403,1560949 1033401,1560791 1033399,1560625 1033397,1560450 1033396,1560268 1033394,"
104314,104205,33,"1563943 1035299,1563939 1035233,1563933 1035170,1563927 1035109,1563921 1035051,1563914 1034994,1563906 1034940,1563897 1034888,1563888 1034838,1563878 1034791,1563868 1034746,1563857 1034703,1563845 1034662,1563833 1034623,1563820 1034587,1563807 1034551,1563791 1034516,1563774 1034480,1563755 1034444,1563735 1034408,1563713 1034371,1563689 1034334,1563664 1034297,1563638 1034260,1563609 1034222,1563579 1034184,1563548 1034146,1563515 1034108,1563480 1034069,1563444 1034031,1563407 1033993,1563370 1033956,1563333 1033920,"
104313,104205,10,"1563540 1035160,1563549 1035091,1563570 1034995,1563595 1034875,1563636 1034687,1563650 1034580,1563651 1034499,1563643 1034424,1563625 1034354,1563602 1034292,"
104207,104206,45,"1570525 1043655,1570497 1043632,1570463 1043606,1570423 1043577,1570378 1043546,1570327 1043513,1570270 1043477,1570208 1043439,1570139 1043399,1570065 1043356,1569986 1043311,1569900 1043263,1569809 1043212,1569712 1043160,1569609 1043105,1569506 1043050,1569407 1042996,1569312 1042944,1569223 1042894,1569137 1042846,1569056 1042799,1568980 1042754,1568909 1042711,1568841 1042670,1568779 1042630,1568720 1042592,1568667 1042556,1568617 1042522,1568573 1042489,1568533 1042458,1568491 1042424,1568440 1042380,1568382 1042328,1568314 1042266,1568239 1042196,1568155 1042117,1568063 1042028,1567962 1041931,1567853 1041824,1567736 1041709,1567610 1041585,1567476 1041451,1567333 1041309,1567182 1041158,1567023 1040997,"
104351,104207,14,"1571376 1044520,1571313 1044442,1571250 1044366,1571188 1044294,1571126 1044224,1571066 1044157,1571006 1044092,1570946 1044031,1570887 1043972,1570829 1043916,1570771 1043862,1570715 1043812,1570658 1043764,1570603 1043719,"
104218,104208,29,"1565466 1034258,1565419 1034207,1565374 1034160,1565328 1034117,1565283 1034077,1565238 1034041,1565194 1034008,1565150 1033979,1565107 1033953,1565063 1033931,1565021 1033913,1564978 1033898,1564936 1033886,1564894 1033879,1564853 1033874,1564812 1033872,1564768 1033867,1564724 1033863,1564677 1033858,1564630 1033851,1564581 1033844,1564531 1033836,1564479 1033827,1564425 1033817,1564370 1033806,1564314 1033795,1564256 1033782,1564197 1033769,1564137 1033754,"
104209,104208,14,"1565072 1033805,1564993 1033811,1564916 1033814,1564839 1033817,1564764 1033818,1564690 1033817,1564617 1033814,1564545 1033811,1564475 1033805,1564405 1033798,1564337 1033790,1564270 1033779,1564204 1033768,1564139 1033755,"
104210,104209,14,"1566680 1033627,1566579 1033635,1566477 1033642,1566373 1033651,1566269 1033660,1566163 1033670,1566056 1033681,1565947 1033693,1565837 1033706,1565726 1033719,1565614 1033733,1565500 1033748,1565385 1033764,1565269 1033781,"
104332,104210,1,"1567147 1033632,"
104211,104212,60,"1567074 1040937,1567197 1041061,1567316 1041179,1567430 1041293,1567539 1041402,1567645 1041506,1567745 1041604,1567842 1041697,1567934 1041786,1568021 1041869,1568104 1041947,1568183 1042020,1568257 1042088,1568327 1042150,1568392 1042208,1568453 1042261,1568512 1042310,1568571 1042359,1568631 1042406,1568691 1042453,1568751 1042499,1568812 1042543,1568873 1042587,1568934 1042630,1568996 1042671,1569059 1042712,1569121 1042752,1569184 1042791,1569248 1042829,1569312 1042866,1569376 1042903,1569439 1042937,1569500 1042971,1569559 1043003,1569615 1043034,1569669 1043064,1569721 1043092,1569771 1043119,1569819 1043145,1569864 1043169,1569906 1043192,1569947 1043213,1569985 1043234,1570021 1043253,1570055 1043270,1570087 1043287,1570117 1043303,1570148 1043319,1570179 1043336,1570210 1043354,1570241 1043372,1570272 1043392,1570303 1043411,1570334 1043431,1570366 1043452,1570397 1043474,1570429 1043497,1570460 1043519,1570492 1043543,1570524 1043567,"
104199,104213,8,"1564435 1032921,1564489 1032941,1564542 1032961,1564596 1032981,1564649 1033000,1564701 1033019,1564753 1033037,1564804 1033055,"
104213,104214,14,"1564972 1033114,1565090 1033155,1565210 1033194,1565331 1033231,1565454 1033267,1565579 1033301,1565706 1033334,1565834 1033366,1565964 1033395,1566096 1033424,1566229 1033451,1566365 1033476,1566502 1033499,1566640 1033522,"
104219,104214,28,"1563599 1032674,1563473 1032631,1563384 1032611,1563332 1032611,1563298 1032617,1563258 1032639,1563170 1032714,1563112 1032803,1563070 1032901,1563047 1033006,1563052 1033099,1563088 1033200,1563127 1033293,1563178 1033363,1563268 1033439,1563362 1033489,1563463 1033519,1564027 1033644,1564209 1033677,1564357 1033692,1564528 1033710,1564734 1033720,1564975 1033714,1565149 1033705,1565359 1033676,1565634 1033636,1566072 1033559,1566209 1033544,"
104239,104215,21,"1558219 1033254,1558284 1033263,1558349 1033271,1558415 1033277,1558481 1033282,1558547 1033285,1558614 1033287,1558682 1033289,1558752 1033290,1558825 1033292,1558900 1033293,1558977 1033295,1559057 1033297,1559140 1033299,1559225 1033301,1559313 1033303,1559402 1033306,1559495 1033308,1559590 1033311,1559687 1033313,1559786 1033316,"
104215,104216,41,"1560332 1033318,1560571 1033319,1560795 1033320,1561004 1033321,1561198 1033323,1561377 1033325,1561541 1033327,1561691 1033329,1561825 1033332,1561944 1033335,1562048 1033338,1562138 1033342,1562212 1033345,1562271 1033349,1562316 1033354,1562353 1033358,1562391 1033365,1562431 1033373,1562471 1033382,1562512 1033393,1562554 1033405,1562597 1033418,1562641 1033433,1562686 1033449,1562732 1033467,1562779 1033486,1562826 1033506,1562875 1033528,1562925 1033551,1562975 1033576,1563026 1033602,1563074 1033627,1563120 1033653,1563164 1033678,1563206 1033705,1563246 1033731,1563284 1033757,1563320 1033783,1563354 1033810,1563386 1033837,1563416 1033864,"
104316,104218,14,"1565940 1035208,1565914 1035173,1565889 1035104,1565863 1035035,1565836 1034967,1565808 1034900,1565779 1034832,1565749 1034766,1565718 1034700,1565686 1034634,1565653 1034569,1565619 1034504,1565585 1034439,1565549 1034376,"
104218,104219,29,"1565447 1034216,1565382 1034120,1565318 1034029,1565255 1033942,1565192 1033858,1565131 1033778,1565070 1033702,1565009 1033630,1564949 1033562,1564891 1033498,1564832 1033437,1564775 1033381,1564718 1033328,1564662 1033279,1564607 1033234,1564552 1033192,1564497 1033151,1564442 1033111,1564386 1033073,1564330 1033035,1564274 1032999,1564218 1032964,1564162 1032931,1564105 1032899,1564048 1032868,1563991 1032839,1563934 1032810,1563877 1032784,1563820 1032758,"
104222,104221,1,"1557268 1027263,"
104228,104222,2,"1559810 1024012,1559830 1024788,"
104264,104222,1,"1561654 1027317,"
104221,104222,1,"1557268 1027263,"
104226,104224,13,"1559499 1016906,1559398 1016858,1559286 1016782,1559015 1016547,1558468 1016088,1558235 1015850,1558075 1015767,1557962 1015739,1557834 1015739,1557699 1015732,1557549 1015727,1557342 1015737,1557123 1015717,"
100148,104224,4,"1555070 1015344,1556269 1015617,1556583 1015665,1556904 1015705,"
104261,104226,1,"1559788 1016985,"
104224,104226,13,"1557123 1015717,1557342 1015737,1557549 1015727,1557699 1015732,1557834 1015739,1557962 1015739,1558075 1015767,1558235 1015850,1558468 1016088,1559015 1016547,1559286 1016782,1559398 1016858,1559499 1016906,"
104222,104228,2,"1559830 1024788,1559810 1024012,"
104247,104229,2,"1554830 1030476,1556270 1030496,"
104230,104229,3,"1557717 1031798,1557420 1031531,1556741 1030868,"
104229,104230,3,"1556741 1030868,1557420 1031531,1557717 1031798,"
104268,104230,6,"1558599 1032212,1558193 1032194,1558076 1032168,1558023 1032133,1557968 1032061,1557869 1031935,"
103985,104231,1,"1557202 1010193,"
104233,104232,30,"1558322 1033332,1558269 1033327,1558216 1033321,1558163 1033314,1558110 1033305,1558057 1033295,1558004 1033284,1557951 1033273,1557898 1033260,1557845 1033246,1557792 1033231,1557739 1033214,1557686 1033197,1557633 1033179,1557580 1033159,1557526 1033139,1557473 1033116,1557418 1033092,1557363 1033066,1557307 1033037,1557250 1033006,1557192 1032973,1557133 1032939,1557074 1032901,1557014 1032862,1556952 1032821,1556890 1032777,1556828 1032732,1556764 1032684,1556699 1032634,"
104201,104233,10,"1559802 1033770,1559720 1033761,1559571 1033710,1559499 1033687,1559413 1033645,1559328 1033596,1559116 1033478,1559040 1033441,1558976 1033412,1558911 1033392,"
104204,104233,13,"1559753 1033397,1559605 1033393,1559464 1033388,1559330 1033383,1559203 1033379,1559084 1033374,1558971 1033370,1558865 1033365,1558766 1033360,1558674 1033356,1558590 1033351,1558512 1033347,1558442 1033342,"
104267,104235,1,"1561342 1032385,"
104238,104239,22,"1556720 1032560,1556790 1032615,1556859 1032667,1556928 1032717,1556996 1032765,1557064 1032810,1557130 1032853,1557197 1032893,1557263 1032931,1557328 1032967,1557393 1033000,1557457 1033031,1557521 1033059,1557584 1033085,1557647 1033109,1557709 1033131,1557772 1033151,1557835 1033170,1557898 1033187,1557962 1033203,1558026 1033218,1558090 1033232,"
104255,104240,4,"1554012 1030489,1553895 1030487,1553778 1030464,1553535 1030453,"
104248,104240,17,"1554755 1031473,1554754 1031472,1554703 1031399,1554683 1031359,1554611 1031296,1554538 1031262,1554480 1031255,1554428 1031248,1554341 1031236,1554243 1031221,1554138 1031199,1554039 1031155,1553939 1031093,1553640 1030898,1553392 1030706,1553369 1030630,1553355 1030568,"
100141,104240,15,"1549785 1029922,1549958 1029919,1550124 1029924,1550159 1029937,1550160 1029937,1550390 1030021,1550822 1030174,1551053 1030234,1551220 1030276,1551363 1030316,1551509 1030384,1552220 1030412,1552670 1030425,1552670 1030425,1553230 1030440,"
104229,104247,2,"1556270 1030496,1554830 1030476,"
104256,104247,1,"1554671 1030474,"
104240,104248,17,"1553355 1030568,1553369 1030630,1553392 1030706,1553640 1030898,1553939 1031093,1554039 1031155,1554138 1031199,1554243 1031221,1554341 1031236,1554428 1031248,1554480 1031255,1554538 1031262,1554611 1031296,1554683 1031359,1554703 1031399,1554754 1031472,1554755 1031473,"
104259,104252,1,"1554766 1032057,"
102501,104254,2,"1554283 1030508,1555434 1031452,"
104240,104255,4,"1553535 1030453,1553778 1030464,1553895 1030487,1554012 1030489,"
104256,104255,1,"1554428 1030471,"
104247,104256,1,"1554671 1030474,"
104255,104256,1,"1554428 1030471,"
104252,104259,1,"1554766 1032057,"
104226,104261,1,"1559788 1016985,"
104194,104261,3,"1565100 1018153,1564782 1018091,1563432 1017799,"
103989,104262,1,"1563665 1010082,"
104222,104264,1,"1561654 1027317,"
104268,104266,1,"1559974 1031977,"
104208,104267,40,"1563981 1033726,1563891 1033709,1563803 1033690,1563719 1033670,1563637 1033647,1563559 1033622,1563484 1033596,1563412 1033567,1563343 1033537,1563277 1033504,1563215 1033470,1563155 1033433,1563098 1033395,1563045 1033354,1562995 1033312,1562947 1033269,1562899 1033226,1562852 1033184,1562805 1033143,1562759 1033102,1562713 1033061,1562668 1033022,1562624 1032982,1562581 1032944,1562537 1032906,1562495 1032868,1562453 1032831,1562411 1032795,1562370 1032759,1562330 1032724,1562289 1032690,1562247 1032657,1562204 1032626,1562159 1032596,1562112 1032568,1562063 1032542,1562014 1032517,1561963 1032493,1561910 1032471,1561856 1032451,"
104266,104268,1,"1559974 1031977,"
104230,104268,6,"1557869 1031935,1557968 1032061,1558023 1032133,1558076 1032168,1558193 1032194,1558599 1032212,"
104239,104270,26,"1558420 1033249,1558502 1033242,1558590 1033230,1558667 1033211,1559031 1033107,1559373 1032982,1559405 1032973,1559436 1032964,1559464 1032955,1559491 1032947,1559517 1032939,1559541 1032932,1559558 1032925,1559588 1032919,1559614 1032913,1559640 1032908,1559667 1032903,1559695 1032899,1559724 1032895,1559754 1032892,1559785 1032889,1559817 1032887,1559849 1032886,1559883 1032885,1559918 1032885,1559953 1032885,"
104285,104280,2,"1554919 1045872,1554919 1045871,"
104192,104281,2,"1565354 1042303,1565354 1042301,"
104297,104281,2,"1565606 1041223,1565469 1041577,"
104301,104281,3,"1565318 1039909,1565348 1041720,1565348 1041721,"
103980,104284,1,"1549727 1047099,"
103997,104285,4,"1550978 1045841,1551874 1045871,1552617 1045899,1553895 1045943,"
104280,104285,2,"1554919 1045871,1554919 1045872,"
104173,104286,1,"1560088 1045904,"
104202,104287,2,"1560003 1035420,1560003 1035473,"
104297,104296,2,"1566397 1039813,1566587 1039380,"
104184,104296,3,"1566648 1038632,1566648 1038634,1566650 1039116,"
104281,104297,2,"1565469 1041577,1565606 1041223,"
104296,104297,2,"1566587 1039380,1566397 1039813,"
104300,104299,6,"1561980 1035895,1561882 1035795,1561820 1035712,1561803 1035668,1561798 1035608,1561801 1035562,"
104305,104299,1,"1561745 1035282,"
104301,104300,17,"1565312 1039498,1565272 1039424,1565221 1039377,1565084 1039229,1564810 1038964,1564661 1038814,1564467 1038639,1564378 1038517,1564272 1038334,1564202 1038193,1564166 1038120,1564086 1037938,1564042 1037875,1563947 1037787,1563773 1037632,1563313 1037186,1562717 1036600,"
104299,104300,6,"1561801 1035562,1561798 1035608,1561803 1035668,1561820 1035712,1561882 1035795,1561980 1035895,"
104281,104301,3,"1565348 1041721,1565348 1041720,1565318 1039909,"
104300,104301,17,"1562717 1036600,1563313 1037186,1563773 1037632,1563947 1037787,1564042 1037875,1564086 1037938,1564166 1038120,1564202 1038193,1564272 1038334,1564378 1038517,1564467 1038639,1564661 1038814,1564810 1038964,1565084 1039229,1565221 1039377,1565272 1039424,1565312 1039498,"
104311,104304,37,"1564117 1036774,1564123 1036864,1564128 1036947,1564134 1037026,1564139 1037098,1564145 1037165,1564150 1037227,1564155 1037282,1564160 1037335,1564166 1037387,1564172 1037438,1564179 1037489,1564187 1037538,1564194 1037588,1564203 1037636,1564212 1037684,1564221 1037731,1564231 1037778,1564241 1037824,1564252 1037869,1564263 1037913,1564275 1037957,1564288 1038000,1564303 1038044,1564321 1038089,1564344 1038137,1564371 1038186,1564402 1038237,1564436 1038290,1564475 1038344,1564518 1038401,1564564 1038459,1564615 1038519,1564670 1038581,1564728 1038645,1564791 1038710,1564858 1038778,"
104306,104305,1,"1560413 1035265,"
104299,104305,1,"1561745 1035282,"
104305,104306,1,"1560413 1035265,"
104216,104308,11,"1563880 1034400,1563947 1034495,1564009 1034578,1564074 1034660,1564152 1034751,1564226 1034837,1564299 1034916,1564354 1034981,1564397 1035043,1564430 1035110,1564446 1035164,"
104308,104311,10,"1564441 1035376,1564422 1035441,1564397 1035494,1564356 1035570,1564232 1035770,1564193 1035843,1564159 1035924,1564141 1035982,1564128 1036040,1564123 1036098,"
104315,104311,5,"1564082 1036120,1564088 1036243,1564094 1036360,1564100 1036472,1564106 1036579,"
104303,104312,38,"1564832 1038862,1564785 1038816,1564739 1038771,1564695 1038726,1564652 1038681,1564612 1038637,1564573 1038594,1564536 1038550,1564501 1038508,1564468 1038465,1564436 1038423,1564406 1038381,1564378 1038340,1564351 1038299,1564327 1038259,1564304 1038217,1564281 1038174,1564260 1038130,1564240 1038083,1564222 1038035,1564204 1037985,1564187 1037933,1564172 1037879,1564157 1037824,1564144 1037767,1564132 1037708,1564121 1037647,1564111 1037584,1564102 1037520,1564094 1037454,1564087 1037384,1564080 1037309,1564073 1037229,1564066 1037143,1564059 1037052,1564052 1036955,1564045 1036854,1564038 1036747,"
104312,104313,11,"1563954 1036047,1563927 1035960,1563901 1035895,1563870 1035834,1563833 1035775,1563780 1035703,1563671 1035566,1563616 1035496,1563578 1035440,1563552 1035387,1563540 1035349,"
104312,104314,6,"1564025 1036517,1564018 1036393,1564012 1036265,1564005 1036131,1563999 1035992,1563992 1035847,"
104216,104315,32,"1563470 1033918,1563494 1033945,1563515 1033973,1563536 1034001,1563557 1034030,1563578 1034059,1563600 1034090,1563621 1034122,1563643 1034154,1563664 1034188,1563686 1034222,1563708 1034257,1563730 1034293,1563751 1034330,1563774 1034368,1563796 1034407,1563818 1034446,1563841 1034487,1563863 1034529,1563883 1034573,1563902 1034620,1563919 1034669,1563935 1034720,1563950 1034774,1563963 1034830,1563974 1034888,1563985 1034948,1563993 1035011,1564001 1035076,1564007 1035143,1564011 1035213,1564014 1035285,"
104322,104319,2,"1571397 1018913,1573393 1019530,"
104320,104319,1,"1576886 1020563,"
104319,104320,1,"1576886 1020563,"
103520,104320,1,"1578391 1021023,"
104319,104322,2,"1573393 1019530,1571397 1018913,"
104181,104322,4,"1566989 1018132,1567468 1018123,1567729 1018114,1568335 1018249,"
104185,104323,54,"1576778 1032351,1576524 1032318,1576283 1032288,1576057 1032261,1575844 1032237,1575645 1032217,1575459 1032200,1575288 1032186,1575130 1032175,1574987 1032167,1574850 1032163,1574715 1032163,1574582 1032166,1574450 1032173,1574319 1032184,1574189 1032199,1574061 1032217,1573935 1032239,1573809 1032264,1573685 1032294,1573562 1032327,1573441 1032364,1573321 1032404,1573202 1032448,1573085 1032496,1572969 1032546,1572857 1032595,1572746 1032644,1572639 1032691,1572534 1032739,1572432 1032786,1572332 1032832,1572235 1032877,1572141 1032922,1572049 1032967,1571960 1033011,1571874 1033055,1571790 1033098,1571709 1033140,1571630 1033182,1571554 1033222,1571481 1033260,1571410 1033296,1571342 1033330,1571276 1033361,1571212 1033390,1571152 1033416,1571094 1033441,1571038 1033463,1570985 1033483,1570934 1033501,1570886 1033516,1570841 1033529,1570798 1033540,"
104214,104324,11,"1567232 1033554,1567658 1033563,1568057 1033569,1568429 1033573,1568775 1033575,1569094 1033573,1569386 1033570,1569651 1033563,1569889 1033554,1570101 1033542,1570286 1033529,"
104324,104325,55,"1570823 1033426,1570889 1033403,1570957 1033378,1571026 1033351,1571098 1033322,1571171 1033290,1571246 1033256,1571323 1033220,1571402 1033182,1571483 1033142,1571565 1033099,1571650 1033054,1571736 1033007,1571824 1032958,1571915 1032906,1572007 1032854,1572100 1032803,1572195 1032754,1572292 1032705,1572391 1032658,1572492 1032611,1572594 1032566,1572697 1032522,1572803 1032480,1572910 1032438,1573019 1032398,1573130 1032359,1573242 1032321,1573356 1032284,1573471 1032248,1573589 1032215,1573707 1032184,1573828 1032157,1573950 1032134,1574073 1032113,1574198 1032096,1574325 1032081,1574453 1032071,1574583 1032063,1574714 1032058,1574847 1032057,1574981 1032059,1575117 1032064,1575255 1032072,1575393 1032083,1575538 1032098,1575693 1032113,1575857 1032131,1576031 1032151,1576215 1032172,1576409 1032196,1576613 1032221,1576826 1032248,1577050 1032277,1577283 1032308,"
104002,104327,1,"1570341 1013376,"
104198,104327,7,"1567943 1012194,1568525 1012416,1568736 1012497,1568896 1012562,1569169 1012699,1569319 1012783,1569798 1013127,"
104328,104327,5,"1572002 1014180,1571773 1014160,1571436 1014087,1571027 1013930,1570618 1013720,"
104327,104328,5,"1570618 1013720,1571027 1013930,1571436 1014087,1571773 1014160,1572002 1014180,"
103991,104328,1,"1572418 1014178,"
104331,104329,1,"1570546 1030037,"
104329,104331,1,"1570546 1030037,"
104323,104332,11,"1570417 1033587,1570225 1033604,1570018 1033617,1569797 1033629,1569561 1033638,1569310 1033645,1569045 1033650,1568765 1033653,1568471 1033653,1568161 1033651,1567838 1033647,"
103506,104335,1,"1581133 1030083,"
103516,104339,1,"1579207 1045969,"
104343,104339,1,"1573672 1045930,"
104203,104341,1,"1575894 1035548,"
104339,104343,1,"1573672 1045930,"
104346,104344,6,"1571439 1045291,1571138 1045088,1570895 1044898,1570802 1044756,1570713 1044609,1570662 1044448,"
104193,104345,1,"1570610 1045922,"
104344,104346,6,"1570662 1044448,1570713 1044609,1570802 1044756,1570895 1044898,1571138 1045088,1571439 1045291,"
104363,104346,3,"1572278 1045951,1572149 1045834,1571971 1045646,"
104366,104350,8,"1580770 1052123,1580574 1052118,1580492 1052100,1580426 1052079,1580317 1052029,1580128 1051888,1579752 1051571,1578234 1050317,"
104352,104351,14,"1572527 1045792,1572458 1045734,1572388 1045672,1572316 1045607,1572242 1045537,1572168 1045462,1572092 1045383,1572015 1045300,1571937 1045213,1571857 1045122,1571776 1045026,1571694 1044926,1571611 1044822,1571526 1044713,"
104353,104352,1,"1576134 1048798,"
104373,104353,29,"1581318 1053230,1581299 1053206,1581278 1053179,1581254 1053152,1581229 1053123,1581200 1053093,1581170 1053062,1581137 1053030,1581102 1052996,1581064 1052962,1581024 1052926,1580982 1052888,1580937 1052850,1580890 1052810,1580840 1052769,1580790 1052728,1580738 1052685,1580687 1052641,1580634 1052596,1580581 1052551,1580528 1052505,1580474 1052458,1580420 1052410,1580365 1052361,1580310 1052311,1580254 1052261,1580197 1052209,1580140 1052157,1580083 1052104,"
