index,link_id,matrix_ab,matrix_ba,matrix_tot
1667,1667.000000,220.000000,0.000000,220.000000
1668,1668.000000,122.000000,0.000000,122.000000
1669,1669.000000,56.000000,0.000000,56.000000
1670,1670.000000,0.000000,0.000000,0.000000
1671,1671.000000,9.000000,0.000000,9.000000
1672,1672.000000,159.000000,0.000000,159.000000
1673,1673.000000,718.000000,0.000000,718.000000
1674,1674.000000,375.000000,0.000000,375.000000
1675,1675.000000,1045.000000,0.000000,1045.000000
1676,1676.000000,375.000000,0.000000,375.000000
1677,1677.000000,292.000000,0.000000,292.000000
1678,1678.000000,31.000000,0.000000,31.000000
1679,1679.000000,85.000000,0.000000,85.000000
1680,1680.000000,25.000000,0.000000,25.000000
1681,1681.000000,67.000000,0.000000,67.000000
1682,1682.000000,22.000000,0.000000,22.000000
1683,1683.000000,60.000000,0.000000,60.000000
1684,1684.000000,222.000000,0.000000,222.000000
1685,1685.000000,108.000000,0.000000,108.000000
1686,1686.000000,408.000000,0.000000,408.000000
1687,1687.000000,355.666667,0.000000,355.666667
1688,1688.000000,181.000000,0.000000,181.000000
1689,1689.000000,9.000000,0.000000,9.000000
1690,1690.000000,199.000000,0.000000,199.000000
1691,1691.000000,96.000000,0.000000,96.000000
1692,1692.000000,4.000000,0.000000,4.000000
1693,1693.000000,9.000000,0.000000,9.000000
1694,1694.000000,15.000000,0.000000,15.000000
1695,1695.000000,0.000000,0.000000,0.000000
1696,1696.000000,0.000000,0.000000,0.000000
1697,1697.000000,22.000000,0.000000,22.000000
1698,1698.000000,60.000000,0.000000,60.000000
1699,1699.000000,309.000000,0.000000,309.000000
1700,1700.000000,80.000000,0.000000,80.000000
1701,1701.000000,77.000000,0.000000,77.000000
1702,1702.000000,309.000000,0.000000,309.000000
1703,1703.000000,173.666667,0.000000,173.666667
1704,1704.000000,534.000000,0.000000,534.000000
1705,1705.000000,182.333333,0.000000,182.333333
1706,1706.000000,7.000000,0.000000,7.000000
1707,1707.000000,13.000000,0.000000,13.000000
1708,1708.000000,88.666667,0.000000,88.666667
1709,1709.000000,113.000000,0.000000,113.000000
1710,1710.000000,2.000000,0.000000,2.000000
1711,1711.000000,33.000000,0.000000,33.000000
1712,1712.000000,25.333333,0.000000,25.333333
1713,1713.000000,10.000000,0.000000,10.000000
1714,1714.000000,106.000000,0.000000,106.000000
1715,1715.000000,22.000000,0.000000,22.000000
1716,1716.000000,22.000000,0.000000,22.000000
1717,1717.000000,60.000000,0.000000,60.000000
1718,1718.000000,43.000000,0.000000,43.000000
1719,1719.000000,695.000000,0.000000,695.000000
1720,1720.000000,7.000000,0.000000,7.000000
1721,1721.000000,26.000000,0.000000,26.000000
1722,1722.000000,131.000000,0.000000,131.000000
1723,1723.000000,6.000000,0.000000,6.000000
1724,1724.000000,288.666667,0.000000,288.666667
1725,1725.000000,42.000000,0.000000,42.000000
1726,1726.000000,4.000000,0.000000,4.000000
1727,1727.000000,24.000000,0.000000,24.000000
1728,1728.000000,141.000000,0.000000,141.000000
1729,1729.000000,2.000000,0.000000,2.000000
1730,1730.000000,46.333333,0.000000,46.333333
1731,1731.000000,13.000000,0.000000,13.000000
1732,1732.000000,17.000000,0.000000,17.000000
1733,1733.000000,13.000000,0.000000,13.000000
1734,1734.000000,78.000000,0.000000,78.000000
1735,1735.000000,22.000000,0.000000,22.000000
1736,1736.000000,147.000000,0.000000,147.000000
1737,1737.000000,65.000000,0.000000,65.000000
1738,1738.000000,79.000000,0.000000,79.000000
1739,1739.000000,5.000000,0.000000,5.000000
1740,1740.000000,15.000000,0.000000,15.000000
1741,1741.000000,209.000000,0.000000,209.000000
1742,1742.000000,285.333333,0.000000,285.333333
1743,1743.000000,5.000000,0.000000,5.000000
1744,1744.000000,18.000000,0.000000,18.000000
1745,1745.000000,15.000000,0.000000,15.000000
1746,1746.000000,44.000000,0.000000,44.000000
1747,1747.000000,94.000000,0.000000,94.000000
1748,1748.000000,23.000000,0.000000,23.000000
1749,1749.000000,152.000000,0.000000,152.000000
1750,1750.000000,227.000000,0.000000,227.000000
1751,1751.000000,108.000000,0.000000,108.000000
1752,1752.000000,47.000000,0.000000,47.000000
1753,1753.000000,534.000000,0.000000,534.000000
1754,1754.000000,173.666667,0.000000,173.666667
1755,1755.000000,0.000000,0.000000,0.000000
1756,1756.000000,13.000000,0.000000,13.000000
1757,1757.000000,16.000000,0.000000,16.000000
1758,1758.000000,243.000000,0.000000,243.000000
1759,1759.000000,311.000000,0.000000,311.000000
1760,1760.000000,46.000000,0.000000,46.000000
1761,1761.000000,92.000000,0.000000,92.000000
1762,1762.000000,258.000000,0.000000,258.000000
1763,1763.000000,112.000000,0.000000,112.000000
1764,1764.000000,9.000000,0.000000,9.000000
1765,1765.000000,39.000000,0.000000,39.000000
1766,1766.000000,27.000000,0.000000,27.000000
1767,1767.000000,9.000000,0.000000,9.000000
1768,1768.000000,5.000000,0.000000,5.000000
1769,1769.000000,387.333333,0.000000,387.333333
