From_Node,To_Node,LT_Node,Thru_Node,RT_Node,O1_Node,O2_Node,U_Turn
101856,101855,0,100278,101854,0,0,0
101856,101857,101858,100292,100275,0,0,0
101857,100275,185,100249,178,0,0,0
101857,100292,0,101870,185,0,0,0
101857,101856,178,101855,0,0,0,0
101857,101858,108,101860,184,0,0,0
101858,108,0,0,0,0,101858,1
101858,184,100288,100165,102000,0,101858,1
101858,101857,100292,100275,101856,0,0,0
101858,101860,101859,101911,0,0,0,0
101859,101853,0,101847,100271,0,0,0
101859,101860,101911,0,101858,0,0,0
101860,101858,184,101857,108,0,0,0
101860,101859,0,101853,0,0,0,0
101860,101911,177,101861,134,0,0,0
101861,101778,177,101862,0,0,0,0
101861,101868,101867,101764,101869,0,0,0
101861,101911,134,101860,177,0,0,0
101862,100299,189,101863,190,0,0,0
101862,101778,0,101861,177,0,0,0
101862,101852,0,101848,100297,0,0,0
101862,101864,0,101867,0,0,0,0
101863,100299,190,101862,189,0,0,0
101863,101816,113,101815,144,0,0,0
101863,101851,100297,101850,101817,0,0,0
101863,101866,0,101874,100301,0,0,0
101864,101862,101778,101852,100299,0,0,0
101864,101867,100301,101873,101868,0,0,0
101865,384,0,0,0,0,101865,1
101865,100168,100170,100237,101877,0,0,0
101865,101883,101876,100236,101884,0,0,0
101866,100301,190,101867,0,0,0,0
101866,101863,100299,101851,101816,0,0,0
101866,101874,144,101875,190,0,0,0
101867,100301,0,101866,190,0,0,0
101867,101864,0,101862,0,0,0,0
101867,101868,101764,101869,101861,0,0,0
101867,101873,101875,101877,101764,0,0,0
101868,101764,101873,100285,101872,0,0,0
101868,101861,101911,0,101778,0,0,0
101868,101867,101864,100301,101873,0,0,0
101868,101869,0,134,0,0,101868,1
101869,134,0,0,0,0,101869,1
101869,101868,101861,101867,101764,0,0,0
101870,100165,0,184,0,0,101870,1
101870,100292,185,101857,0,0,0,0
101870,100294,0,101871,186,0,0,0
101870,100295,186,100252,185,0,0,0
101871,100287,102000,101872,101879,0,0,0
101871,100294,186,101870,0,0,0,0
101871,100296,0,100253,186,0,0,0
101871,101880,101879,101881,0,0,0,0
101872,100287,101879,101871,102000,0,0,0
101872,101764,101868,101873,100285,0,0,0
101872,101878,100285,101882,0,0,0,0
101873,101764,100285,101872,101868,0,0,0
101873,101867,101868,101864,100301,0,0,0
101873,101875,101874,101806,101876,0,0,0
101873,101877,101876,100168,0,0,0,0
101874,144,0,0,0,0,101874,1
101874,190,0,0,0,0,101874,1
101874,101866,100301,101863,0,0,0,0
101874,101875,101806,101876,101873,0,0,0
101875,101806,144,101805,0,0,0,0
101875,101873,101877,101764,101867,0,0,0
101875,101874,190,101866,144,0,0,0
101875,101876,0,101883,0,0,0,0
101876,101875,101873,101874,101806,0,0,0
101876,101883,100236,101884,101865,0,0,0
101877,100168,101865,100170,100237,0,0,0
101877,101873,101764,101867,101875,0,0,0
101877,101876,101875,0,101883,0,0,0
101878,100285,101764,101877,102001,0,0,0
101878,101872,100287,0,101764,0,0,0
101878,101882,183,101888,133,0,0,0
101879,101878,101872,100285,101882,0,0,0
101879,101913,0,133,0,0,0,0
101880,101871,100296,100294,100287,0,0,0
101880,101879,0,101878,101913,0,0,0
101880,101881,101889,101890,100163,0,0,0
101881,100163,0,181,0,0,101881,1
101881,101880,0,101871,101879,0,0,0
101881,101889,133,101888,130,0,0,0
101881,101890,0,101891,102014,0,0,0
101882,133,0,0,0,0,101882,1
101882,183,0,0,0,0,101882,1
101882,101878,0,101872,100285,0,0,0
101882,101888,100286,0,101889,0,0,0
101883,100236,0,139,0,0,101883,1
101883,101865,384,100168,0,0,0,0
101883,101876,0,101875,0,0,0,0
101883,101884,101799,101885,101745,0,0,0
101884,101745,0,101887,384,0,0,0
101884,101799,139,101798,0,0,0,0
101884,101883,101865,101876,100236,0,0,0
101884,101885,0,100171,101886,0,0,0
101885,100171,100173,101896,100170,0,0,0
101885,101884,101745,101883,101799,0,0,0
101885,101886,0,100169,101887,0,0,0
101886,100169,100170,101894,0,0,0,0
101886,101885,101884,0,100171,0,0,0
101886,101887,100286,0,101745,0,0,0
101887,100286,0,101888,183,0,0,0
101887,101745,384,101884,0,0,0,0
101887,101886,101885,0,100169,0,0,0
101888,100286,183,101887,0,0,0,0
101888,101882,133,101878,183,0,0,0
101888,101889,130,101881,133,0,0,0
101889,130,0,0,0,0,101889,1
101889,133,0,0,0,0,101889,1
101889,101881,101890,100163,101880,0,0,0
101889,101888,101882,100286,0,0,0,0
101890,101881,100163,101880,101889,0,0,0
101890,101891,130,101893,131,0,0,0
101890,102014,102015,102012,102013,0,0,0
101891,130,0,0,0,0,101891,1
101891,131,0,0,0,0,101891,1
101891,101890,102014,101881,0,0,0,0
101891,101893,101894,101895,101892,0,0,0
101892,23,0,0,0,0,101892,1
101892,131,0,0,0,0,101892,1
101892,101893,101891,101894,101895,0,0,0
101892,101973,101971,101974,101985,0,0,0
101893,101891,131,101890,130,0,0,0
101893,101892,23,101973,131,0,0,0
101893,101894,130,100169,138,0,0,0
101893,101895,100264,101899,100265,0,0,0
101894,130,0,0,0,0,101894,1
101894,138,0,0,0,0,101894,1
101894,100169,0,101886,100170,0,0,0
101894,101893,101895,101892,101891,0,0,0
101895,100264,0,138,0,0,101895,1
101895,100265,0,23,0,0,101895,1
101895,101893,101892,101891,101894,0,0,0
101895,101899,101898,101900,101942,0,0,0
101896,137,0,0,0,0,101896,1
101896,100171,100170,101885,100173,0,0,0
101896,101897,101793,100195,101898,0,0,0
101897,100195,0,101903,164,0,0,0
101897,101793,100173,0,101792,0,0,0
101897,101896,137,100171,0,0,0,0
101897,101898,385,101899,138,164,0,0
101898,138,0,0,0,0,101898,1
101898,164,0,0,0,0,101898,1
101898,385,0,0,0,0,101898,1
101898,101897,101896,101793,100195,0,0,0
101898,101899,101900,101942,101895,0,0,0
101899,101895,100265,101893,100264,0,0,0
101899,101898,138,101897,385,164,0,0
101899,101900,385,101901,16,0,0,0
101899,101942,101941,101944,101972,0,0,0
101900,16,0,0,0,0,101900,1
101900,385,0,0,0,0,101900,1
101900,101899,101942,101895,101898,0,0,0
101900,101901,101902,0,100268,0,0,0
101901,100268,29,101930,163,0,0,0
101901,101900,16,101899,385,0,0,0
101901,101902,0,101903,165,0,0,0
101902,165,0,0,0,0,101902,1
101902,101901,0,100268,101900,0,0,0
101902,101903,100195,100203,100269,0,0,0
101903,100195,164,101897,0,0,0,0
101903,100203,198,389,146,100177,0,0
101903,100269,146,101904,165,0,0,0
101903,101902,165,101901,0,0,0,0
101904,100269,165,101903,146,0,0,0
101904,101787,146,101786,0,0,0,0
101904,101905,0,101909,101906,0,0,0
101905,101904,0,100269,101787,0,0,0
101905,101906,25,101923,29,0,0,0
101905,101909,24,101907,0,0,0,0
101906,25,0,0,0,0,101906,1
101906,29,0,0,0,0,101906,1
101906,101905,101904,0,101909,0,0,0
101906,101923,101922,101924,101928,0,0,0
101907,31,0,0,0,0,101907,1
101907,101908,0,102553,32,0,0,0
101907,101909,0,101905,24,0,0,0
101908,32,0,0,0,0,101908,1
101908,101907,0,101909,31,0,0,0
101908,102553,101910,0,101912,0,0,0
101909,24,0,0,0,0,101909,1
101909,101905,101906,101904,0,0,0,0
101909,101907,31,101908,0,0,0,0
101910,101914,103833,101915,101916,0,0,0
101910,102553,0,101912,101908,0,0,0
101910,103400,0,101780,0,0,0,0
101910,104041,0,104044,0,0,0,0
101911,134,101869,102000,100288,0,101911,1
101911,177,0,0,0,0,101911,1
101911,101860,0,101858,101859,0,0,0
101911,101861,0,101778,101868,0,0,0
101912,32,0,0,0,0,101912,1
101912,101921,101920,101922,0,0,0,0
101912,102553,101908,101910,0,0,0,0
101913,133,101882,101889,0,0,0,0
101914,101910,102553,103400,104041,0,0,0
101914,101915,303,100134,33,0,0,0
101914,101916,33,101920,0,0,0,0
101914,103833,300,104046,0,0,0,0
101915,33,0,0,0,0,101915,1
101915,303,0,0,0,0,101915,1
101915,100134,104071,100136,100133,0,0,0
101915,101914,101916,101910,103833,0,0,0
101916,33,0,0,0,0,101916,1
101916,101914,101910,103833,101915,0,0,0
101916,101920,101919,101921,0,0,0,0
101917,27,0,0,0,0,101917,1
101917,100132,100133,100126,100131,0,0,0
101917,101918,0,101919,33,0,0,0
101918,33,0,0,0,0,101918,1
101918,101917,0,100132,27,0,0,0
101918,101919,26,101920,0,0,0,0
101919,26,0,0,0,0,101919,1
101919,101918,33,101917,0,0,0,0
101919,101920,101921,0,101916,0,0,0
101920,101916,0,101914,33,0,0,0
101920,101919,0,101918,26,0,0,0
101920,101921,101922,0,101912,0,0,0
101921,101912,32,102553,0,0,0,0
101921,101920,0,101916,101919,0,0,0
101921,101922,26,101923,25,0,0,0
101922,25,0,0,0,0,101922,1
101922,26,0,0,0,0,101922,1
101922,101921,0,101912,101920,0,0,0
101922,101923,101924,101928,101906,0,0,0
101923,101906,29,101905,25,0,0,0
101923,101922,25,101921,26,0,0,0
101923,101924,0,101925,28,0,0,0
101923,101928,0,101929,29,0,0,0
101924,28,0,0,0,0,101924,1
101924,101923,101928,101906,101922,0,0,0
101924,101925,0,101926,101927,0,0,0
101925,101924,28,101923,0,0,0,0
101925,101926,27,100130,0,0,0,0
101925,101927,43,101933,0,0,0,0
101926,27,0,0,0,0,101926,1
101926,100130,100131,100306,100129,0,0,0
101926,101925,101927,101924,0,0,0,0
101927,43,0,0,0,0,101927,1
101927,101925,101924,0,101926,0,0,0
101927,101933,101934,101935,101932,0,0,0
101928,29,0,0,0,0,101928,1
101928,101923,101906,101922,101924,0,0,0
101928,101929,28,0,101930,0,0,0
101929,28,0,0,0,0,101929,1
101929,101928,29,101923,0,0,0,0
101929,101930,0,101931,100268,0,0,0
101930,100268,163,101901,29,0,0,0
101930,101929,101928,28,0,0,0,0
101930,101931,101932,101936,0,0,0,0
101931,101930,100268,101929,0,0,0,0
101931,101932,0,101933,17,0,0,0
101931,101936,17,101937,163,0,0,0
101932,17,0,0,0,0,101932,1
101932,101931,101936,0,101930,0,0,0
101932,101933,101927,101934,101935,0,0,0
101933,101927,0,101925,43,0,0,0
101933,101932,17,101931,0,0,0,0
101933,101934,43,100220,0,0,0,0
101933,101935,166,101950,36,0,0,0
101934,43,0,0,0,0,101934,1
101934,100220,0,100129,39,0,0,0
101934,101933,101935,101932,101927,0,0,0
101935,36,0,0,0,0,101935,1
101935,166,0,0,0,0,101935,1
101935,101933,101932,101927,101934,0,0,0
101935,101950,0,101951,101949,0,0,0
101936,17,0,0,0,0,101936,1
101936,163,0,0,0,0,101936,1
101936,101931,0,101930,101932,0,0,0
101936,101937,0,101938,0,0,0,0
101937,101936,163,101931,17,0,0,0
101937,101938,101939,101941,101961,0,0,0
101938,101937,0,101936,0,0,0,0
101938,101939,17,0,101940,0,0,0
101938,101941,19,101942,0,0,0,0
101938,101961,0,16,0,0,101938,1
101939,17,0,0,0,0,101939,1
101939,101938,101941,101961,101937,0,0,0
101939,101940,20,101945,19,0,0,0
101940,19,0,0,0,0,101940,1
101940,20,0,0,0,0,101940,1
101940,101939,101938,17,0,0,0,0
101940,101945,101946,101970,101944,0,0,0
101941,19,0,0,0,0,101941,1
101941,101938,101961,101937,101939,0,0,0
101941,101942,101944,101972,101899,0,0,0
101942,101899,101895,101898,101900,0,0,0
101942,101941,0,101938,19,0,0,0
101942,101944,0,101945,22,0,0,0
101942,101972,100208,101971,100207,0,0,0
101943,188,0,0,0,0,101943,1
101943,101818,101815,101817,101825,0,0,0
101944,22,0,0,0,0,101944,1
101944,101942,101972,101899,101941,0,0,0
101944,101945,101940,101946,101970,0,0,0
101945,101940,19,101939,20,0,0,0
101945,101944,22,101942,0,0,0,0
101945,101946,20,101947,21,0,0,0
101945,101970,0,101969,22,0,0,0
101946,20,0,0,0,0,101946,1
101946,21,0,0,0,0,101946,1
101946,101945,101970,101944,101940,0,0,0
101946,101947,0,101948,37,0,0,0
101947,37,0,0,0,0,101947,1
101947,101946,21,101945,20,0,0,0
101947,101948,36,101949,0,0,0,0
101948,36,0,0,0,0,101948,1
101948,101947,37,101946,0,0,0,0
101948,101949,0,101950,38,0,0,0
101949,38,0,0,0,0,101949,1
101949,101948,0,101947,36,0,0,0
101949,101950,101935,0,101951,0,0,0
101950,101935,36,101933,166,0,0,0
101950,101949,38,101948,0,0,0,0
101950,101951,0,101963,38,0,0,0
101951,38,0,0,0,0,101951,1
101951,101950,101949,101935,0,0,0,0
101951,101963,101962,0,101964,0,0,0
101952,35,0,0,0,0,101952,1
101952,100098,100097,101994,101980,0,0,0
101953,100219,100215,101962,100214,0,0,0
101953,102002,0,101954,102003,0,0,0
101954,102003,0,102518,0,0,0,0
101954,102005,102004,101955,0,0,0,0
101955,101956,0,0,100121,0,0,0
101956,100121,100270,100122,0,0,0,0
101956,102004,0,101958,102515,0,0,0
101957,54,0,0,0,0,101957,1
101957,100092,100034,100093,100091,0,0,0
101958,101959,101954,101953,0,0,0,0
101959,101953,0,0,100219,0,0,0
101959,101954,102005,102003,0,0,0,0
101960,132,0,0,0,0,101960,1
101960,182,0,0,0,0,101960,1
101960,101986,100282,102006,0,0,0,0
101960,101999,100283,100290,100253,0,0,0
101961,16,0,0,0,0,101961,1
101961,101938,101937,101939,101941,0,0,0
101962,40,0,0,0,0,101962,1
101962,167,0,0,0,0,101962,1
101962,100219,100214,101953,100215,0,0,0
101962,101963,0,101964,101951,0,0,0
101963,101951,38,101950,0,0,0,0
101963,101962,167,100219,40,0,0,0
101963,101964,0,101965,38,0,0,0
101964,38,0,0,0,0,101964,1
101964,101963,101951,101962,0,0,0,0
101964,101965,100211,101966,0,0,0,0
101965,100211,100212,101978,101966,0,0,0
101965,101964,38,101963,0,0,0,0
101965,101966,100211,101967,100213,0,0,0
101966,100211,101965,100212,101978,0,0,0
101966,100213,0,37,0,0,101966,1
101966,101965,0,101964,100211,0,0,0
101966,101967,0,101968,21,0,0,0
101967,21,0,0,0,0,101967,1
101967,101966,100213,101965,100211,0,0,0
101967,101968,0,101977,0,0,0,0
101968,101967,21,101966,0,0,0,0
101968,101977,100174,101981,101976,0,0,0
101969,21,0,0,0,0,101969,1
101969,101970,22,101945,0,0,0,0
101969,101976,101977,101983,101975,0,0,0
101970,22,0,0,0,0,101970,1
101970,101945,101944,101940,101946,0,0,0
101970,101969,21,101976,0,0,0,0
101971,101972,100207,101942,100208,0,0,0
101971,101973,101974,101985,101892,0,0,0
101972,100207,0,23,0,0,101972,1
101972,100208,0,22,0,0,101972,1
101972,101942,101899,101941,101944,0,0,0
101972,101971,0,101973,0,0,0,0
101973,101892,131,101893,23,0,0,0
101973,101971,0,101972,0,0,0,0
101973,101974,100172,101975,101984,0,0,0
101973,101985,0,102012,131,0,0,0
101974,100172,0,22,0,0,101974,1
101974,101973,101985,101892,101971,0,0,0
101974,101975,0,101976,14,0,0,0
101974,101984,14,102011,0,0,0,0
101975,14,0,0,0,0,101975,1
101975,101974,101984,101973,100172,0,0,0
101975,101976,101969,101977,101983,0,0,0
101976,101969,0,101970,21,0,0,0
101976,101975,14,101974,0,0,0,0
101976,101977,101968,100174,101981,0,0,0
101976,101983,15,101982,14,0,0,0
101977,100174,0,101977,0,0,101977,1
101977,101968,0,101967,0,0,0,0
101977,101976,101983,101975,101969,0,0,0
101977,101981,101980,101993,100143,0,0,0
101978,100211,101966,101965,100212,0,0,0
101978,101979,0,101980,0,0,0,0
101979,101978,0,100211,0,0,0,0
101979,101980,100144,100098,101981,0,0,0
101980,100098,101952,100097,101994,0,0,0
101980,100144,0,34,0,0,101980,1
101980,101979,0,101978,0,0,0,0
101980,101981,101993,100143,101977,0,0,0
101981,100143,0,101982,15,0,0,0
101981,101977,101976,101968,100174,0,0,0
101981,101980,101979,100144,100098,0,0,0
101981,101993,0,101996,101992,0,0,0
101982,100143,15,101981,0,0,0,0
101982,101983,14,101976,15,0,0,0
101982,101991,0,101997,101990,0,0,0
101982,102011,102008,102012,101984,0,0,0
101983,14,0,0,0,0,101983,1
101983,15,0,0,0,0,101983,1
101983,101976,101975,101969,101977,0,0,0
101983,101982,100143,101991,102011,0,0,0
101984,14,0,0,0,0,101984,1
101984,101974,101973,100172,101975,0,0,0
101984,102011,101982,102008,102012,0,0,0
101985,131,0,0,0,0,101985,1
101985,101973,101892,101971,101974,0,0,0
101985,102012,102011,102007,102014,0,0,0
101986,100282,100254,101880,102013,0,0,0
101986,101960,182,101999,132,0,0,0
101986,102006,0,181,0,0,101986,1
101987,101986,101960,100282,102006,0,0,0
101987,102007,0,102012,102009,0,0,0
101988,100284,0,100000,182,0,0,0
101988,101987,0,101986,102007,0,0,0
101988,102009,102007,0,102008,0,0,0
101989,101988,100284,101987,102009,0,0,0
101989,102008,102009,102011,0,0,0,0
101990,1,0,0,0,0,101990,1
101990,101989,0,101988,102008,0,0,0
101991,101982,102011,101983,100143,0,0,0
101991,101990,1,101989,0,0,0,0
101991,101997,2,100003,1,0,0,0
101992,2,0,0,0,0,101992,1
101992,101991,101997,101990,101982,0,0,0
101993,101981,100143,101977,101980,0,0,0
101993,101992,2,101991,0,0,0,0
101993,101996,3,100005,2,0,0,0
101994,100098,101980,101952,100097,0,0,0
101994,101993,101996,101992,101981,0,0,0
101995,3,0,0,0,0,101995,1
101995,101994,101993,0,100098,0,0,0
101996,2,0,0,0,0,101996,1
101996,3,0,0,0,0,101996,1
101996,100005,100006,100007,100004,0,0,0
101997,1,0,0,0,0,101997,1
101997,2,0,0,0,0,101997,1
101997,100003,100004,100008,100002,0,0,0
101997,101991,101990,101982,0,0,0,0
101998,1,0,0,0,0,101998,1
101998,101989,101988,102008,0,0,0,0
101999,100253,100293,100296,100254,0,0,0
101999,100283,182,100000,187,0,0,0
101999,100290,187,100010,0,0,0,0
101999,101960,132,101986,182,0,0,0
102000,134,0,0,0,0,102000,1
102000,184,0,0,0,0,102000,1
102000,100287,101872,101879,101871,0,0,0
102001,183,0,0,0,0,102001,1
102001,100285,0,101764,101877,0,0,0
102002,101954,0,102005,0,0,0,0
102002,102003,0,0,102518,0,0,0
102003,102518,0,0,102520,0,0,0
102004,101958,0,101959,0,0,0,0
102004,102515,0,0,102513,0,0,0
102005,101955,0,101956,0,0,0,0
102005,102004,0,0,102515,0,0,0
102006,181,0,0,0,0,102006,1
102006,101986,0,101960,100282,0,0,0
102007,101987,0,0,101986,0,0,0
102007,102009,0,102008,101988,0,0,0
102007,102012,102014,101985,102011,0,0,0
102008,101989,0,0,101988,0,0,0
102008,102009,101988,102007,0,0,0,0
102008,102011,102012,101984,101982,0,0,0
102009,101988,0,100284,101987,0,0,0
102009,102007,101987,0,102012,0,0,0
102009,102008,102011,0,101989,0,0,0
102010,193,0,0,0,0,102010,1
102010,101830,101829,101831,100567,0,0,0
102011,101982,101983,100143,101991,0,0,0
102011,101984,0,101974,14,0,0,0
102011,102008,0,101989,102009,0,0,0
102011,102012,102007,102014,101985,0,0,0
102012,101985,131,101973,0,0,0,0
102012,102007,102009,101987,0,0,0,0
102012,102011,101984,101982,102008,0,0,0
102012,102014,102013,101890,102015,0,0,0
102013,181,0,0,0,0,102013,1
102013,100282,0,100254,101880,0,0,0
102013,102014,101890,102015,102012,0,0,0
102014,101890,101881,0,101891,0,0,0
102014,102012,101985,102011,102007,0,0,0
102014,102013,0,100282,181,0,0,0
102014,102015,0,131,0,0,102014,1
102015,131,0,0,0,0,102015,1
102015,102014,102012,102013,101890,0,0,0
102016,100022,7,100016,8,0,0,0
102016,102022,0,102023,102019,0,0,0
102017,100032,8,100033,10,0,0,0
102017,102021,0,102022,102016,0,0,0
102018,100036,10,100045,11,0,0,0
102018,102020,0,102021,102017,0,0,0
102019,100030,11,100029,7,0,0,0
102019,102023,0,102020,102018,0,0,0
102020,102017,0,100032,0,0,0,0
102020,102021,102022,102016,0,0,0,0
102021,102016,0,0,100022,0,0,0
102021,102022,102023,102019,0,0,0,0
102022,102019,0,0,100030,0,0,0
102022,102023,102020,102018,0,0,0,0
102023,102018,0,0,100036,0,0,0
102023,102020,102021,102017,0,0,0,0
102500,102506,0,102508,100138,0,0,0
102501,104254,0,104238,0,0,0,0
102506,100138,100139,102508,100137,0,0,0
102506,102508,0,102512,0,0,0,0
102507,102501,0,104254,0,0,0,0
102508,102512,0,102514,0,0,0,0
102509,100139,100138,102507,100140,0,0,0
102509,102507,0,102501,0,0,0,0
102510,102522,0,102524,0,0,0,0
102510,102542,100111,0,102522,0,0,0
102511,102521,0,102519,0,0,0,0
102512,102514,0,102516,101959,0,0,0
102513,102509,0,102507,100139,0,0,0
102514,101959,0,101954,101953,0,0,0
102514,102516,0,102518,0,0,0,0
102515,102513,0,102509,0,0,0,0
102516,102518,0,102520,0,0,0,0
102517,101958,101959,0,0,0,0,0
102517,102515,0,102513,0,0,0,0
102518,102520,0,100111,102510,0,0,0
102519,101955,0,0,101956,0,0,0
102519,102517,0,102515,101958,0,0,0
102520,100111,0,0,100110,0,0,0
102520,102510,0,102522,102542,0,0,0
102521,102519,0,102517,101955,0,0,0
102522,102524,0,104443,102526,0,0,0
102523,100307,100112,100197,100113,0,0,0
102523,102511,0,102521,0,0,0,0
102524,102526,0,102528,0,0,0,0
102524,104443,0,100601,0,0,0,0
102525,102523,0,102511,100307,0,0,0
102526,102528,0,102530,0,0,0,0
102527,102525,0,102523,0,0,0,0
102527,104444,0,100602,0,0,0,0
102528,102530,0,102532,100616,0,0,0
102529,102527,0,102525,104444,0,0,0
102530,100616,100617,102532,100614,0,0,0
102530,102532,0,102534,0,0,0,0
102531,102529,0,102527,0,0,0,0
102532,102534,0,102536,0,0,0,0
102533,100617,100616,100618,100619,0,0,0
102533,102531,0,102529,0,0,0,0
102534,102536,0,102538,100548,0,0,0
102535,102533,0,102531,100617,0,0,0
102536,100548,100549,102538,100547,0,0,0
102536,102538,0,102540,0,0,0,0
102537,102535,0,102533,0,0,0,0
102538,102540,0,444,0,0,0,0
102539,100549,100548,102537,100550,0,0,0
102539,102537,0,102535,0,0,0,0
102540,444,0,102541,0,0,0,0
102541,444,0,102540,0,0,0,0
102541,102539,0,102537,100549,0,0,0
102542,100111,0,0,104438,0,0,0
102542,102522,0,0,102524,0,0,0
102544,100562,0,100589,99,0,0,0
102544,100606,100608,100552,100560,0,0,0
102545,100123,100124,100180,100122,0,0,0
102545,100181,100185,100182,100166,0,0,0
102546,483,0,102546,0,0,102546,1
102546,100632,100626,100644,100633,0,0,0
102553,101908,32,101907,0,0,0,0
102553,101910,103400,104041,101914,0,0,0
102553,101912,0,101921,32,0,0,0
102554,66,0,0,0,0,102554,1
102554,100650,100651,100645,100127,0,0,0
102555,155,0,0,0,0,102555,1
102555,101763,101762,101749,101765,0,0,0
102555,101773,101772,101774,0,0,0,0
102556,160,0,0,0,0,102556,1
102556,100725,0,100771,100724,0,0,0
102556,100726,0,101753,100728,0,0,0
103400,101780,101781,101779,0,0,0,0
103400,101910,104041,101914,102553,0,0,0
103413,100136,100568,100134,104066,0,0,0
103413,100141,104009,104240,100198,0,0,0
103413,104073,311,104008,0,0,0,0
103415,73,0,0,0,0,103415,1
103415,367,0,0,0,0,103415,1
103415,104119,104087,0,104133,0,0,0
103422,100186,0,440,0,0,103422,1
103422,100668,100633,100667,0,0,0,0
103422,103982,0,103983,0,0,0,0
103500,103501,103507,0,104395,0,0,0
103500,103506,343,104335,0,0,0,0
103500,103520,103521,103508,104320,0,0,0
103500,104321,0,104318,343,0,0,0
103501,103500,103520,104321,103506,0,0,0
103501,103507,0,103540,0,0,0,0
103501,104395,0,103521,0,0,0,0
103502,365,0,0,0,0,103502,1
103502,100658,103503,100699,100164,0,0,0
103502,104138,104139,104143,104141,0,0,0
103503,365,0,0,0,0,103503,1
103503,100658,100699,100164,103502,0,0,0
103503,100660,100661,0,100659,0,0,0
103504,341,0,0,0,0,103504,1
103504,342,0,0,0,0,103504,1
103504,103514,103515,104187,104186,0,0,0
103504,103516,104339,104367,103517,0,0,0
103505,103515,104415,103538,103514,0,0,0
103505,104396,342,103517,0,0,0,0
103506,343,0,0,0,0,103506,1
103506,103500,103501,103520,104321,0,0,0
103506,104335,0,104187,0,0,0,0
103507,103501,0,104395,103500,0,0,0
103507,103540,0,103538,103548,0,0,0
103508,349,0,0,0,0,103508,1
103508,103520,104320,103500,103521,0,0,0
103508,103531,103532,103526,103993,0,0,0
103509,103521,103520,104395,0,0,0,0
103509,103532,104420,103527,103531,0,0,0
103510,361,0,0,0,0,103510,1
103510,103511,0,491,0,0,103510,1
103510,104096,104106,104425,104111,0,0,0
103511,491,0,0,0,0,103511,1
103511,103510,361,0,104096,0,0,0
103512,470,0,103512,0,0,103512,1
103512,104393,0,103926,326,0,0,0
103513,471,0,103513,0,0,103513,1
103513,104402,104412,104404,103529,0,0,0
103514,103504,341,103516,342,0,0,0
103514,103515,103505,104415,103538,0,0,0
103514,104186,0,104341,0,0,0,0
103514,104187,0,104335,0,0,0,0
103515,103505,0,104396,0,0,0,0
103515,103514,104187,104186,103504,0,0,0
103515,103538,0,103540,103537,0,0,0
103515,104415,0,475,0,0,103515,1
103516,103504,342,103514,341,0,0,0
103516,103517,104413,0,104396,0,0,0
103516,104339,104338,104343,104350,0,0,0
103516,104367,0,104366,0,0,0,0
103517,103516,103504,104339,104367,0,0,0
103517,104396,0,103505,342,0,0,0
103517,104413,0,104397,104414,0,0,0
103518,351,0,0,0,0,103518,1
103518,358,0,0,0,0,103518,1
103518,103519,103527,104422,0,0,0,0
103518,104157,0,104166,0,0,0,0
103519,103518,358,104157,351,0,0,0
103519,103527,103526,103532,104421,0,0,0
103519,104422,0,478,0,0,103519,1
103520,103500,104321,103506,103501,0,0,0
103520,103508,0,103531,349,0,0,0
103520,103521,104395,0,103509,0,0,0
103520,104320,349,104319,0,0,0,0
103521,103509,0,103532,0,0,0,0
103521,103520,103508,104320,103500,0,0,0
103521,104395,0,103501,0,0,0,0
103524,103525,0,492,0,0,0,0
103524,103530,0,492,0,0,0,0
103524,104063,0,104062,373,0,0,0
103524,104155,0,104152,0,0,0,0
103525,492,0,103530,0,0,103525,1
103525,103524,103530,104155,104063,0,0,0
103526,103527,103532,104421,103519,0,0,0
103526,103531,103993,103508,103532,0,0,0
103526,103992,351,104161,350,0,0,0
103527,103519,104422,0,103518,0,0,0
103527,103526,0,103992,103531,0,0,0
103527,103532,103531,103509,104420,0,0,0
103527,104421,0,490,0,0,103527,1
103528,100755,0,331,0,0,103528,1
103528,103529,332,104402,0,0,0,0
103528,103533,333,103534,335,0,0,0
103528,103566,100753,104408,103943,0,0,0
103529,332,0,0,0,0,103529,1
103529,103528,103533,103566,100755,0,0,0
103529,104402,103513,104412,104404,0,0,0
103530,492,0,103525,0,0,103530,1
103530,103524,104155,104063,103525,0,0,0
103531,103508,349,103520,0,0,0,0
103531,103526,103527,0,103992,0,0,0
103531,103532,103509,104420,103527,0,0,0
103531,103993,350,103991,349,0,0,0
103532,103509,0,103521,0,0,0,0
103532,103527,104421,103519,103526,0,0,0
103532,103531,103526,103993,103508,0,0,0
103532,104420,0,477,0,0,103532,1
103533,333,0,0,0,0,103533,1
103533,335,0,0,0,0,103533,1
103533,103528,103566,100755,103529,0,0,0
103533,103534,104394,104411,104400,0,0,0
103534,103533,335,103528,333,0,0,0
103534,104394,333,104404,374,0,0,0
103534,104400,375,104401,100757,0,0,0
103534,104411,376,104427,0,0,0,0
103535,359,0,0,0,0,103535,1
103535,103536,0,104423,0,0,0,0
103535,104004,0,104160,358,0,0,0
103536,103535,359,104004,0,0,0,0
103536,104423,0,479,0,0,103536,1
103537,104185,0,104323,0,0,0,0
103538,103515,103514,103505,104415,0,0,0
103538,103537,0,104185,0,0,0,0
103538,103540,103548,103507,0,0,0,0
103539,103540,103538,103548,103507,0,0,0
103540,103507,0,103501,0,0,0,0
