name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
,103910,261,,,-84.34989714,40.85006678,
,103911,265,,,-84.33978931,40.85093339,
,103912,239,,,-84.25480287,40.79409456,
,103913,238,,,-84.27173969,40.81551541,
,103914,237,,,-84.26949769,40.81632242,
,103915,236,,,-84.26267671,40.81635844,
,103916,229,,,-84.23342787,40.78753162,
,103917,227,,,-84.242805,40.76944169,
,103918,229,,,-84.2415399,40.78744461,
,103919,266,,,-84.33973285,40.84611057,
,103920,236,,,-84.22899469,40.81654049,
,103921,293,,,-84.23388271,40.81652549,
,103922,293,,,-84.22439863,40.82390046,
,103923,292,,,-84.26273652,40.8524783,
,103924,322,,,-83.99487362,40.87576108,
,103925,329,,,-83.90773295,40.89944609,
,103926,328,,,-83.90029446,40.90287025,
,103927,292,,,-84.25315659,40.84474636,
,103928,292,,,-84.24372657,40.84646336,
,103929,292,,,-84.26282648,40.85976727,
,103930,292,,,-84.25319963,40.83786639,
,103931,293,,,-84.23086258,40.8378484,
,103932,293,,,-84.25320863,40.83763739,
,103933,293,,,-84.23080258,40.8376144,
,103934,292,,,-84.25315462,40.83880938,
,103935,293,,,-84.23032158,40.83658241,
,103936,292,,,-84.23103258,40.8383734,
,103937,292,,,-84.23900155,40.84739136,
,103938,330,,,-83.90013907,40.89639202,
,103939,292,,,-84.23424753,40.84798936,
,103940,294,,,-84.22210357,40.83487641,
,103941,294,,,-84.20515757,40.82441946,
,103942,295,,,-84.18636435,40.85601932,
,103943,336,,,-83.89177563,40.89570366,
,103944,337,,,-83.89563475,40.89206676,
,103945,268,,,-84.33968651,40.84438336,
,103946,270,,,-84.33965468,40.84319663,
,103947,337,,,-83.89878055,40.88984058,
,103948,295,,,-84.19592835,40.8595623,
,103949,296,,,-84.18549143,40.83997039,
,103950,295,,,-84.18363045,40.83518741,
,103951,294,,,-84.18350145,40.83494442,
,103952,295,,,-84.20545013,40.85093307,
,103953,296,,,-84.18481043,40.8382554,
,103954,295,,,-84.20546742,40.85197034,
,103955,295,,,-84.19464842,40.84772636,
,103956,295,,,-84.1873504,40.84537037,
,103957,295,,,-84.1866694,40.84515637,
,103958,296,,,-84.1859424,40.84499337,
,103959,295,,,-84.20549342,40.85328433,
,103960,296,,,-84.1854994,40.84487237,
,103961,294,,,-84.18342945,40.83506242,
,103962,297,,,-84.18219346,40.83219043,
,103963,267,,,-84.33714828,40.84612704,
,103964,296,,,-84.18592641,40.84274238,
,103965,269,,,-84.33710358,40.84445857,
,103966,271,,,-84.33702379,40.84321381,
,103967,267,,,-84.33584857,40.84614712,
,103968,274,,,-84.33577012,40.84437338,
,103969,278,,,-84.33573772,40.84316315,
,103970,295,,,-84.18744633,40.8596233,
,103971,297,,,-84.1665234,40.83467542,
,103972,296,,,-84.16658538,40.8373174,
,103973,296,,,-84.17986739,40.84352337,
,103974,273,,,-84.33841884,40.8427103,
,103975,310,,,-84.02800192,40.84668435,
,103976,310,,,-84.01363587,40.84687235,
,103977,274,,,-84.33484737,40.84517519,
,103978,73,,,-84.01326716,40.68056686,
,103979,308,,,-84.02811379,40.87566718,
,103980,308,,,-84.01389874,40.87596217,
,103981,73,,,-84.00349211,40.66591574,
,103982,91,,,-84.02261113,40.65350484,
,103983,91,,,-84.01307011,40.65312179,
,103984,356,,,-83.98485821,40.74576191,
,103985,355,,,-83.98506416,40.76400784,
,103986,356,,,-83.97534619,40.74588389,
,103987,355,,,-83.97550414,40.76391983,
,103988,355,,,-83.96105414,40.75320586,
,103989,355,,,-83.9611441,40.7639868,
,103990,351,,,-83.92773903,40.76115176,
,103991,350,,,-83.92770498,40.7756267,
,103992,351,,,-83.90855899,40.76127272,
,103993,350,,,-83.90859194,40.77579267,
,103994,311,,,-84.02795898,40.83216044,
,103995,311,,,-84.01367694,40.83230044,
,103996,308,,,-84.02802585,40.86122226,
,103997,310,,,-84.01369681,40.86135026,
,103998,354,,,-83.95161309,40.76210179,
,103999,275,,,-84.32383643,40.84531818,
,104000,352,,,-83.95157406,40.76793477,
,104001,352,,,-83.93733806,40.76094577,
,104002,350,,,-83.93728503,40.76828774,
,104003,286,,,-84.32364492,40.84189771,
,104004,358,,,-83.908517,40.73228667,
,104005,352,,,-83.94521108,40.75999379,
,104006,311,,,-84.02806802,40.82477148,
,104007,312,,,-84.01361297,40.82484249,
,104008,311,,,-84.02811202,40.82451648,
,104009,311,,,-84.01361297,40.82460349,
,104010,301,,,-84.08426809,40.84638036,
,104011,338,,,-83.89997408,40.88527833,
,104012,302,,,-84.07106514,40.82700547,
,104013,302,,,-84.07107011,40.83205044,
,104014,311,,,-84.02795401,40.82575048,
,104015,306,,,-84.07392285,40.89015011,
,104016,337,,,-83.89667677,40.88981924,
,104017,305,,,-84.07205091,40.87553919,
,104018,335,,,-83.89161608,40.89102195,
,104019,305,,,-84.07478796,40.86825823,
,104020,302,,,-84.09066718,40.83190844,
,104021,304,,,-84.07723914,40.83202944,
,104022,303,,,-84.05182508,40.82753846,
,104023,303,,,-84.05183706,40.83211244,
,104024,305,,,-84.09038503,40.86105527,
,104025,305,,,-84.077754,40.86108227,
,104026,298,,,-84.13640934,40.82829745,
,104027,298,,,-84.13720133,40.83006244,
,104028,302,,,-84.09330122,40.82570947,
,104029,302,,,-84.09117118,40.83075544,
,104030,301,,,-84.09017517,40.83300243,
,104031,297,,,-84.14138735,40.82844445,
,104032,297,,,-84.14025435,40.82794545,
,104033,303,,,-84.08751921,40.82433148,
,104034,303,,,-84.07110415,40.82449648,
,104035,303,,,-84.08801421,40.82416648,
,104036,303,,,-84.07109215,40.82426748,
,104037,300,,,-84.13177034,40.82582446,
,104038,300,,,-84.09946024,40.82432148,
,104039,300,,,-84.13089334,40.82539747,
,104040,300,,,-84.10091425,40.82407648,
,104041,297,,,-84.13448935,40.82390448,
,104042,298,,,-84.13609534,40.82706046,
,104043,297,,,-84.13612034,40.82681446,
,104044,297,,,-84.13507435,40.82529247,
,104045,297,,,-84.13575734,40.82684846,
,104046,303,,,-84.09462723,40.82266749,
,104047,303,,,-84.09400923,40.82413148,
,104048,300,,,-84.09406523,40.82434748,
,104049,303,,,-84.09402823,40.82424348,
,104050,298,,,-84.13799125,40.84578636,
,104051,345,,,-83.96631927,40.77432629,
,104052,354,,,-83.95148993,40.76015338,
,104053,353,,,-83.93735874,40.75368561,
,104054,298,,,-84.13779633,40.83145644,
,104055,299,,,-84.10928024,40.83173343,
,104056,298,,,-84.13976033,40.83204043,
,104057,378,,,-83.99424687,40.75494723,
,104058,301,,,-84.09979021,40.83182344,
,104059,301,,,-84.08744613,40.8392184,
,104060,302,,,-84.09212018,40.83189543,
,104061,357,,,-83.96886931,40.73139504,
,104062,372,,,-83.90386551,40.67593884,
,104063,372,,,-83.89332728,40.65545975,
,104064,303,,,-84.05195309,40.82494848,
,104065,303,,,-84.05193209,40.82471948,
,104066,303,,,-84.0518081,40.82231449,
,104067,303,,,-84.06819314,40.82451248,
,104068,303,,,-84.0559211,40.82465948,
,104069,303,,,-84.06755314,40.82429248,
,104070,303,,,-84.05763211,40.82432248,
,104071,303,,,-84.07099115,40.82439148,
,104072,311,,,-84.05179609,40.82482048,
,104073,311,,,-84.02795302,40.82356549,
,104074,281,,,-84.33690381,40.83664875,
,104075,304,,,-84.05190199,40.84654235,
,104076,308,,,-84.02806982,40.86847422,
,104077,306,,,-84.05206082,40.88264514,
,104078,308,,,-84.02815975,40.88298713,
,104079,306,,,-84.05193989,40.86831423,
,104080,306,,,-84.05191292,40.86111527,
,104081,306,,,-84.05198886,40.87410519,
,104082,306,,,-84.07117898,40.86109627,
,104083,305,,,-84.07223988,40.88277515,
,104084,306,,,-84.07399985,40.89041911,
,104086,362,,,-83.93755099,40.68080173,
,104087,367,,,-83.98385712,40.69625676,
,104088,365,,,-83.97853214,40.71356485,
,104089,366,,,-83.97099109,40.69257386,
,104090,364,,,-83.96143508,40.70603781,
,104091,364,,,-83.95666707,40.70605681,
,104092,364,,,-83.93755203,40.7062237,
,104094,364,,,-83.93758599,40.68807465,
,104096,362,,,-83.91829897,40.70273376,
,104098,355,,,-83.96104015,40.74610086,
,104099,356,,,-83.94236211,40.74631582,
,104100,365,,,-83.95667209,40.71699175,
,104101,364,,,-83.93756905,40.71715177,
,104102,370,,,-83.961319,40.65869874,
,104103,371,,,-83.94235996,40.65891063,
,104104,369,,,-83.95977098,40.65158361,
,104105,369,,,-83.93595593,40.65173754,
,104106,361,,,-83.90648791,40.68107171,
,104108,370,,,-83.96149503,40.6772717,
,104109,357,,,-83.96095813,40.73148186,
,104110,357,,,-83.93758007,40.73184771,
,104111,363,,,-83.92107798,40.70475464,
,104112,367,,,-83.9795431,40.69287183,
,104113,368,,,-83.97568404,40.66178166,
,104114,73,,,-84.00362014,40.68311785,
,104115,367,,,-83.9782621,40.69123881,
,104116,91,,,-84.00042709,40.6585867,
,104118,367,,,-83.97579706,40.67324374,
,104119,367,,,-83.98127711,40.69494672,
,104121,368,,,-83.97565504,40.65873478,
,104122,91,,,-83.99415006,40.65131078,
,104123,368,,,-83.97558402,40.65148171,
,104124,91,,,-84.00114908,40.65255679,
,104125,368,,,-83.97562503,40.65574777,
,104127,367,,,-83.97594809,40.68842884,
,104128,366,,,-83.9776851,40.69416676,
,104130,367,,,-83.9798701,40.69326383,
,104131,366,,,-83.9787501,40.69372671,
,104133,367,,,-83.98054611,40.69407277,
,104138,365,,,-83.97585514,40.71683092,
,104139,357,,,-83.97589716,40.73128987,
,104140,357,,,-83.98482818,40.73118089,
,104141,365,,,-83.97598514,40.71667183,
,104143,365,,,-83.96627511,40.71691278,
,104146,356,,,-83.96103915,40.74581986,
,104148,369,,,-83.93740394,40.65341258,
,104149,372,,,-83.93747296,40.66627959,
,104151,372,,,-83.91886689,40.65193264,
,104152,372,,,-83.91835489,40.65193756,
,104155,372,,,-83.89932885,40.65200461,
,104157,351,,,-83.92484106,40.74661379,
,104158,360,,,-83.92620802,40.71726379,
,104159,360,,,-83.918516,40.71728272,
,104160,357,,,-83.93434106,40.73187283,
,104161,351,,,-83.92289702,40.76113875,
,104162,362,,,-83.92921801,40.70633277,
,104163,360,,,-83.92419401,40.71364477,
,104164,363,,,-83.92372399,40.70640379,
,104165,360,,,-83.92103899,40.71098866,
,104166,358,,,-83.93728809,40.74638181,
,104167,358,,,-83.93837508,40.7391308,
,104168,354,,,-83.9485611,40.75820481,
,104169,351,,,-83.93257505,40.76104776,
,104170,354,,,-83.94860409,40.7601298,
,104171,322,,,-83.97631167,40.8765342,
,104173,322,,,-83.9762277,40.86932024,
,104175,347,,,-83.95177889,40.81168156,
,104176,347,,,-83.93742886,40.81190155,
,104177,312,,,-83.99459391,40.82621148,
,104178,312,,,-83.99464188,40.83274544,
,104181,346,,,-83.95161899,40.78623368,
,104182,347,,,-83.95168482,40.79180756,
,104183,314,,,-83.95184182,40.82852348,
,104184,318,,,-83.95190581,40.83331245,
,104185,341,,,-83.90886075,40.8263155,
,104186,341,,,-83.90893572,40.83396647,
,104187,342,,,-83.89919273,40.82750749,
,104188,318,,,-83.95152281,40.83332045,
,104189,312,,,-84.01360797,40.82555648,
,104190,323,,,-83.95366058,40.89140117,
,104191,323,,,-83.94790357,40.89149018,
,104192,323,,,-83.9570387,40.86229531,
,104193,323,,,-83.94744068,40.86246332,
,104194,346,,,-83.956415,40.78619768,
,104195,341,,,-83.93739679,40.82876948,
,104196,341,,,-83.93754277,40.83361146,
,104197,355,,,-83.9629021,40.7649108,
,104198,352,,,-83.95157306,40.76824277,
,104199,314,,,-83.96166585,40.82600749,
,104200,318,,,-83.95417981,40.83210346,
,104201,315,,,-83.97579787,40.82884647,
,104202,315,,,-83.97584885,40.83290444,
,104203,341,,,-83.91848173,40.83747845,
,104204,317,,,-83.97547187,40.82778747,
,104205,317,,,-83.96387084,40.82929347,
,104206,320,,,-83.95405375,40.84647639,
,104207,320,,,-83.93824369,40.85646236,
,104208,318,,,-83.96105084,40.82891647,
,104209,318,,,-83.95716583,40.82912447,
,104210,314,,,-83.95129082,40.82871048,
,104211,319,,,-83.95387975,40.84632239,
,104212,319,,,-83.93820569,40.85623136,
,104213,314,,,-83.95820784,40.82712948,
,104214,314,,,-83.95126682,40.82848248,
,104215,317,,,-83.97546287,40.82758148,
,104216,317,,,-83.96333484,40.82930747,
,104217,318,,,-83.95068682,40.82888948,
,104218,318,,,-83.95589382,40.83054947,
,104219,317,,,-83.96212485,40.82613549,
,104220,344,,,-83.98040304,40.78924469,
,104221,49,,,-83.99449498,40.81081657,
,104222,344,,,-83.97577894,40.81092157,
,104224,345,,,-83.9851191,40.77915475,
,104226,345,,,-83.97563406,40.78273572,
,104227,344,,,-83.97149602,40.78931668,
,104228,344,,,-83.974,40.79655364,
,104229,313,,,-83.98874293,40.81962852,
,104230,313,,,-83.9834129,40.8236495,
,104231,355,,,-83.97882114,40.76395083,
,104232,315,,,-83.9878549,40.82540648,
,104233,315,,,-83.98159388,40.82756947,
,104234,315,,,-83.9883319,40.82497949,
,104235,317,,,-83.97559588,40.82506349,
,104236,315,,,-83.98869591,40.82474449,
,104237,317,,,-83.97554588,40.82482849,
,104238,315,,,-83.9877939,40.82518749,
,104239,315,,,-83.98237189,40.82727048,
,104240,311,,,-83.99957495,40.81942352,
,104241,49,,,-84.00007299,40.81069958,
,104242,313,,,-83.99444996,40.81514455,
,104244,312,,,-83.99731092,40.82494649,
,104245,311,,,-83.99734392,40.82469249,
,104247,313,,,-83.99449694,40.81953852,
,104248,311,,,-83.99455893,40.8223025,
,104250,311,,,-83.98940191,40.82447049,
,104251,312,,,-83.99457692,40.82493549,
,104252,311,,,-83.99460492,40.82469849,
,104254,311,,,-83.98919491,40.82431849,
,104255,311,,,-83.99660795,40.81953152,
,104256,313,,,-83.99482894,40.81953252,
,104259,311,,,-83.99457392,40.82388049,
,104261,345,,,-83.96960004,40.78383471,
,104262,355,,,-83.9627221,40.76400181,
,104264,347,,,-83.96132591,40.81144256,
,104266,313,,,-83.97576691,40.81841852,
,104267,317,,,-83.97040487,40.82512449,
,104268,314,,,-83.97569288,40.82434349,
,104270,317,,,-83.97571688,40.82638848,
,104273,317,,,-83.97570688,40.82494249,
,104274,317,,,-83.97572487,40.82767347,
,104275,347,,,-83.9566389,40.81158956,
,104279,321,,,-83.99470682,40.84747235,
,104280,312,,,-83.99484476,40.86170426,
,104281,320,,,-83.95691974,40.85132136,
,104282,315,,,-83.98536687,40.83282344,
,104283,315,,,-83.97832285,40.83288345,
,104284,308,,,-84.01368579,40.86485724,
,104285,322,,,-83.99485576,40.86207826,
,104286,322,,,-83.97616973,40.86207928,
,104287,321,,,-83.97588283,40.83655142,
,104296,319,,,-83.95206776,40.8437974,
,104297,319,,,-83.95363875,40.84653939,
,104298,319,,,-83.95208315,40.84553322,
,104299,317,,,-83.96937484,40.83304745,
,104300,317,,,-83.96626482,40.83659643,
,104301,320,,,-83.95691976,40.84585139,
,104302,317,,,-83.96624683,40.83311245,
,104303,320,,,-83.95843978,40.8431304,
,104304,318,,,-83.95826578,40.8429664,
,104305,317,,,-83.96974484,40.83303945,
,104306,316,,,-83.97455385,40.83293345,
,104307,318,,,-83.95865982,40.83323345,
,104308,318,,,-83.95977582,40.83321545,
,104309,318,,,-83.96147182,40.83322345,
,104310,318,,,-83.95787981,40.83318545,
,104311,318,,,-83.96107481,40.83699443,
,104312,318,,,-83.96137981,40.83685843,
,104313,317,,,-83.96305383,40.83316345,
,104314,317,,,-83.96160682,40.83337245,
,104315,318,,,-83.96136282,40.83335645,
,104316,318,,,-83.95437414,40.83304331,
,104317,318,,,-83.95433181,40.83331345,
,104318,348,,,-83.91835582,40.81213955,
,104319,349,,,-83.9183039,40.79230662,
,104320,349,,,-83.90864287,40.79464561,
,104321,348,,,-83.9087228,40.81224854,
,104322,349,,,-83.93731895,40.78789666,
,104323,341,,,-83.9373728,40.82874248,
,104324,343,,,-83.9373898,40.82851048,
,104325,341,,,-83.90886675,40.8260185,
,104326,346,,,-83.95158604,40.77321574,
,104327,350,,,-83.93724601,40.77375072,
,104328,350,,,-83.92980198,40.7756107,
,104329,343,,,-83.93745283,40.81903652,
,104331,341,,,-83.9373688,40.82853248,
,104332,314,,,-83.94870282,40.82877648,
,104335,342,,,-83.89919473,40.82713549,
,104337,339,,,-83.91289957,40.87752531,
,104338,341,,,-83.91855169,40.84834641,
,104339,340,,,-83.91875464,40.86289736,
,104340,319,,,-83.9378577,40.85467037,
,104341,341,,,-83.91845774,40.83380647,
,104342,338,,,-83.8946815,40.8912673,
,104343,340,,,-83.93034065,40.86278134,
,104344,320,,,-83.93788068,40.85844635,
,104345,339,,,-83.93795767,40.86262833,
,104346,320,,,-83.93417766,40.86147834,
,104347,339,,,-83.93529966,40.86266634,
,104348,339,,,-83.93182271,40.86276737,
,104349,339,,,-83.9189146,40.87285032,
,104350,340,,,-83.91860161,40.86927333,
,104351,341,,,-83.93507368,40.85903735,
,104352,320,,,-83.93096865,40.86250134,
,104353,340,,,-83.90446455,40.87984432,
,104354,341,,,-83.93478067,40.85901235,
,104355,341,,,-83.93065966,40.86244534,
,104356,340,,,-83.90417955,40.87970332,
,104357,320,,,-83.93787869,40.85671236,
,104359,323,,,-83.93819061,40.87709027,
,104360,323,,,-83.93809064,40.8698663,
,104362,323,,,-83.93807264,40.8688593,
,104363,339,,,-83.93166865,40.86311334,
,104364,339,,,-83.92246661,40.87009032,
,104366,340,,,-83.89982754,40.88013033,
,104367,340,,,-83.89985156,40.87659734,
,104368,339,,,-83.90327853,40.8847823,
,104369,337,,,-83.90003852,40.8872453,
,104370,340,,,-83.89979254,40.88102532,
,104371,340,,,-83.90011153,40.88248932,
,104372,340,,,-83.90001854,40.88227032,
,104373,338,,,-83.89980253,40.88320532,
,104374,340,,,-83.89982654,40.88246432,
,104375,340,,,-83.89983454,40.88062633,
,104376,337,,,-83.89841351,40.8884653,
,104379,306,,,-84.06411179,40.89728906,
,104380,306,,,-84.05265272,40.90464801,
,104381,306,,,-84.07030877,40.90455002,
,104382,306,,,-84.07125278,40.90249904,
,104385,325,,,-83.93775149,40.90856913,
,104387,324,,,-83.97615948,40.91991296,
,104389,326,,,-83.93774344,40.92008408,
,104393,326,,,-83.89957144,40.90988423,
,104394,333,,,-83.88043245,40.89890731,
,104395,348,,,-83.88012977,40.80559956,
,104396,0,,,-83.88025262,40.84884744,
,104397,340,,,-83.88034652,40.87792137,
,104398,340,,,-83.88034051,40.88098336,
,104400,375,,,-83.88031049,40.88688906,
,104401,340,,,-83.88034451,40.88142136,
,104402,333,,,-83.88042744,40.90190931,
,104404,333,,,-83.88042844,40.90122031,
,104405,289,,,-84.29168637,40.83109809,
,104408,335,,,-83.89175774,40.8934296,
,104409,335,,,-83.89027048,40.89231363,
,104410,336,,,-83.89280194,40.89413937,
,104411,376,,,-83.87160646,40.89242935,
,104412,0,,,-83.87893809,40.90296678,
,104413,0,,,-83.88030657,40.8634724,
,104414,0,,,-83.87852731,40.8634665,
,104415,0,,,-83.8777598,40.83429471,
,104417,0,,,-83.8772491,40.82775545,
,104420,0,,,-83.87513606,40.77623539,
,104421,0,,,-83.87501809,40.76169411,
,104422,0,,,-83.87644526,40.74700306,
,104423,0,,,-83.87546492,40.73247146,
,104424,363,,,-83.92107919,40.70648969,
,104425,362,,,-83.91858524,40.70273206,
,104426,251,,,-84.34645291,40.84165246,
,104427,376,,,-83.86912246,40.89245736,
,104428,377,,,-83.86517645,40.89249637,
,104429,377,,,-83.86244345,40.89253837,
,104430,377,,,-83.86064745,40.89253037,
,104431,377,,,-83.87024647,40.88976636,
,104432,377,,,-83.87173647,40.88890736,
,104433,0,,,-83.86344944,40.89512736,
,104434,0,,,-83.86437344,40.89472836,
,104435,0,,,-83.86177871,40.89625143,
,104436,0,,,-83.86209385,40.89632716,
,104438,63,,,-84.07518346,40.73062493,
,104439,75,,,-84.10201078,40.73721342,
,104440,9,,,-84.10224319,40.73738208,
,104441,140,,,-84.14497486,40.75188864,
,104442,208,,,-84.14565896,40.7542964,
,104443,62,,,-84.07710481,40.71715639,
,104444,69,,,-84.07329011,40.71691199,
,104445,120,,,-84.16408536,40.72260859,
,104446,192,,,-84.16464926,40.73352812,
,104447,120,,,-84.16404263,40.72084486,
