name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_PHF1,VDF_gamma1,VDF_mu1
SR-115,5273,104044,104041,arterial,1,0.100568182,1,1676,48,1,,1676,0.25,3,1,1,100
SR-115,5274,104044,104045,arterial,1,0.113068182,1,1734,48,1,,1734,0.25,3,1,1,100
SR-115,5275,104045,104026,arterial,1,0.105681818,1,1734,48,1,,1734,0.25,3,1,1,100
SR-115,5276,104045,104044,arterial,1,0.113068182,1,1734,48,1,,1734,0.25,3,1,1,100
Ottawa,5277,104046,103833,highway,1,0.196022727,1,1618,53,1,,1618,0.15,4,1,1,100
0,5278,104046,104035,on-ramp,1,0.361742424,1,2112,49,1,,2112,0.15,4,1,1,100
SR-65,5279,104046,104049,highway,1,0.113068182,1,1618,53,1,,1618,0.15,4,1,1,100
US-30,5280,104047,104035,freeway,1,0.314204545,2,4224,68,1,,4224,0.15,4,1,1,100
US-30,5281,104048,104038,freeway,1,0.282765152,2,4224,68,1,,4224,0.15,4,1,1,100
SR-65,5282,104049,104028,highway,1,0.107954545,1,1618,53,1,,1618,0.15,4,1,1,100
SR-65,5283,104049,104046,highway,1,0.113068182,1,1618,53,1,,1618,0.15,4,1,1,100
0,5284,104050,299,hot,1,0.904734848,1,1800,25,99,,1800,0.15,4,1,1,100
SR-115,5285,104050,103579,arterial,1,0.493371212,1,1800,47,1,,1800,0.25,3,1,1,100
SR-115,5286,104050,104054,arterial,1,0.989015152,1,1734,47,1,,1734,0.25,3,1,1,100
0,5287,104051,345,hot,1,0.541098485,1,1800,25,99,,1800,0.15,4,1,1,100
0,5288,104051,346,hot,1,0.564962121,1,1800,25,99,,1800,0.15,4,1,1,100
NAPOLEON RD,5289,104051,104197,arterial,1,0.67405303,1,1618,44,1,,1618,0.25,3,1,1,100
NAPOLEON RD,5290,104051,104261,arterial,1,0.678409091,1,1618,46,1,,1618,0.25,3,1,1,100
