name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_PHF1,VDF_gamma1,VDF_mu1
0,24,7,100030,hot,1,292,1,1800,25,1,,700,1800,0.15,4,1,1,100
0,25,8,100017,hot,1,230,1,1800,25,1,,552,1800,0.15,4,1,1,100
0,26,8,100021,hot,1,284,1,1800,25,1,,681,1800,0.15,4,1,1,100
0,27,8,100022,hot,1,187,1,1800,25,1,,448,1800,0.15,4,1,1,100
0,28,8,100032,hot,1,297,1,1800,25,1,,712,1800,0.15,4,1,1,100
0,29,9,100035,hot,1,633,1,1800,25,1,,1519,1800,0.15,4,1,1,100
0,30,9,100100,hot,1,328,1,1800,25,1,,787,1800,0.15,4,1,1,100
0,31,10,100032,hot,1,229,1,1800,25,1,,549,1800,0.15,4,1,1,100
0,32,10,100035,hot,1,309,1,1800,25,1,,741,1800,0.15,4,1,1,100
0,33,10,100036,hot,1,176,1,1800,25,1,,422,1800,0.15,4,1,1,100
0,34,10,100046,hot,1,256,1,1800,25,1,,614,1800,0.15,4,1,1,100
0,35,11,100030,hot,1,229,1,1800,25,1,,549,1800,0.15,4,1,1,100
0,36,11,100036,hot,1,254,1,1800,25,1,,609,1800,0.15,4,1,1,100
0,37,11,100037,hot,1,250,1,1800,25,1,,600,1800,0.15,4,1,1,100
0,38,11,100044,hot,1,263,1,1800,25,1,,631,1800,0.15,4,1,1,100
0,39,12,100044,hot,1,244,1,1800,25,1,,585,1800,0.15,4,1,1,100
0,40,12,100050,hot,1,324,1,1800,25,1,,777,1800,0.15,4,1,1,100
0,41,12,100051,hot,1,188,1,1800,25,1,,451,1800,0.15,4,1,1,100
0,42,12,100055,hot,1,269,1,1800,25,1,,645,1800,0.15,4,1,1,100
0,43,13,100046,hot,1,253,1,1800,25,1,,607,1800,0.15,4,1,1,100
0,44,13,100049,hot,1,293,1,1800,25,1,,703,1800,0.15,4,1,1,100
0,45,13,100050,hot,1,187,1,1800,25,1,,448,1800,0.15,4,1,1,100
0,46,13,100057,hot,1,259,1,1800,25,1,,621,1800,0.15,4,1,1,100
0,47,14,101975,hot,1,1019,1,1800,25,1,,2445,1800,0.15,4,1,1,100
0,48,14,101983,hot,1,303,1,1800,25,1,,727,1800,0.15,4,1,1,100
0,49,14,101984,hot,1,227,1,1800,25,1,,544,1800,0.15,4,1,1,100
0,50,15,100143,hot,1,275,1,1800,25,1,,660,1800,0.15,4,1,1,100
0,51,15,101983,hot,1,399,1,1800,25,1,,957,1800,0.15,4,1,1,100
0,52,16,101900,hot,1,1108,1,1800,25,1,,2659,1800,0.15,4,1,1,100
0,53,16,101961,hot,1,338,1,1800,25,1,,811,1800,0.15,4,1,1,100
0,54,17,101932,hot,1,671,1,1800,25,1,,1610,1800,0.15,4,1,1,100
0,55,17,101936,hot,1,938,1,1800,25,1,,2251,1800,0.15,4,1,1,100
0,56,17,101939,hot,1,1043,1,1800,25,1,,2503,1800,0.15,4,1,1,100
0,57,18,100232,hot,1,693,1,1800,25,1,,1663,1800,0.15,4,1,1,100
0,58,18,100235,hot,1,837,1,1800,25,1,,2008,1800,0.15,4,1,1,100
0,59,18,100305,hot,1,695,1,1800,25,1,,1668,1800,0.15,4,1,1,100
0,60,19,101940,hot,1,487,1,1800,25,1,,1168,1800,0.15,4,1,1,100
0,61,19,101941,hot,1,528,1,1800,25,1,,1267,1800,0.15,4,1,1,100
0,62,20,101940,hot,1,923,1,1800,25,1,,2215,1800,0.15,4,1,1,100
0,63,20,101946,hot,1,969,1,1800,25,1,,2325,1800,0.15,4,1,1,100
0,64,21,101946,hot,1,1670,1,1800,25,1,,4008,1800,0.15,4,1,1,100
0,65,21,101967,hot,1,943,1,1800,25,1,,2263,1800,0.15,4,1,1,100
0,66,21,101969,hot,1,929,1,1800,25,1,,2229,1800,0.15,4,1,1,100
0,67,22,100172,hot,1,1347,1,1800,25,1,,3232,1800,0.15,4,1,1,100
0,68,22,100208,hot,1,841,1,1800,25,1,,2018,1800,0.15,4,1,1,100
0,69,22,101944,hot,1,1385,1,1800,25,1,,3324,1800,0.15,4,1,1,100
0,70,22,101970,hot,1,531,1,1800,25,1,,1274,1800,0.15,4,1,1,100
0,71,23,100207,hot,1,761,1,1800,25,1,,1826,1800,0.15,4,1,1,100
0,72,23,100265,hot,1,550,1,1800,25,1,,1320,1800,0.15,4,1,1,100
0,73,23,101892,hot,1,1740,1,1800,25,1,,4176,1800,0.15,4,1,1,100
0,74,24,101783,hot,1,4177,1,1800,25,1,,10024,1800,0.15,4,1,1,100
0,75,24,101786,hot,1,2624,1,1800,25,1,,6297,1800,0.15,4,1,1,100
0,76,24,101909,hot,1,3650,1,1800,25,1,,8760,1800,0.15,4,1,1,100
0,77,25,101906,hot,1,2445,1,1800,25,1,,5868,1800,0.15,4,1,1,100
0,78,25,101922,hot,1,2055,1,1800,25,1,,4932,1800,0.15,4,1,1,100
0,79,26,101919,hot,1,2651,1,1800,25,1,,6362,1800,0.15,4,1,1,100
0,80,26,101922,hot,1,2331,1,1800,25,1,,5594,1800,0.15,4,1,1,100
0,81,27,100131,hot,1,3076,1,1800,25,1,,7382,1800,0.15,4,1,1,100
0,82,27,101917,hot,1,3005,1,1800,25,1,,7212,1800,0.15,4,1,1,100
0,83,27,101926,hot,1,3147,1,1800,25,1,,7552,1800,0.15,4,1,1,100
0,84,28,101924,hot,1,2660,1,1800,25,1,,6384,1800,0.15,4,1,1,100
0,85,28,101929,hot,1,3836,1,1800,25,1,,9206,1800,0.15,4,1,1,100
0,86,29,100268,hot,1,4261,1,1800,25,1,,10226,1800,0.15,4,1,1,100
0,87,29,101906,hot,1,2547,1,1800,25,1,,6112,1800,0.15,4,1,1,100
0,88,29,101928,hot,1,1933,1,1800,25,1,,4639,1800,0.15,4,1,1,100
0,89,30,100751,hot,1,4992,1,1800,25,1,,11980,1800,0.15,4,1,1,100
0,90,30,101775,hot,1,3511,1,1800,25,1,,8426,1800,0.15,4,1,1,100
0,91,30,101781,hot,1,2325,1,1800,25,1,,5580,1800,0.15,4,1,1,100
0,92,31,101781,hot,1,4080,1,1800,25,1,,9792,1800,0.15,4,1,1,100
0,93,31,101907,hot,1,3737,1,1800,25,1,,8968,1800,0.15,4,1,1,100
0,94,32,101908,hot,1,1864,1,1800,25,1,,4473,1800,0.15,4,1,1,100
0,95,32,101912,hot,1,2484,1,1800,25,1,,5961,1800,0.15,4,1,1,100
0,96,33,100133,hot,1,5181,1,1800,25,1,,12434,1800,0.15,4,1,1,100
0,97,33,101915,hot,1,2622,1,1800,25,1,,6292,1800,0.15,4,1,1,100
0,98,33,101916,hot,1,2991,1,1800,25,1,,7178,1800,0.15,4,1,1,100
0,99,33,101918,hot,1,2648,1,1800,25,1,,6355,1800,0.15,4,1,1,100
0,100,34,100144,hot,1,863,1,1800,25,1,,2071,1800,0.15,4,1,1,100
0,101,34,100212,hot,1,427,1,1800,25,1,,1024,1800,0.15,4,1,1,100
0,102,35,100096,hot,1,484,1,1800,25,1,,1161,1800,0.15,4,1,1,100
0,103,35,101952,hot,1,507,1,1800,25,1,,1216,1800,0.15,4,1,1,100
0,104,36,101935,hot,1,1778,1,1800,25,1,,4267,1800,0.15,4,1,1,100
0,105,36,101948,hot,1,1407,1,1800,25,1,,3376,1800,0.15,4,1,1,100
0,106,37,100213,hot,1,939,1,1800,25,1,,2253,1800,0.15,4,1,1,100
0,107,37,101947,hot,1,1252,1,1800,25,1,,3004,1800,0.15,4,1,1,100
0,108,38,101949,hot,1,1612,1,1800,25,1,,3868,1800,0.15,4,1,1,100
0,109,38,101951,hot,1,682,1,1800,25,1,,1636,1800,0.15,4,1,1,100
0,110,38,101964,hot,1,1053,1,1800,25,1,,2527,1800,0.15,4,1,1,100
0,111,39,100214,hot,1,3196,1,1800,25,1,,7670,1800,0.15,4,1,1,100
0,112,39,100220,hot,1,3538,1,1800,25,1,,8491,1800,0.15,4,1,1,100
0,113,40,101962,hot,1,1064,1,1800,25,1,,2553,1800,0.15,4,1,1,100
0,114,41,100175,hot,1,461,1,1800,25,1,,1106,1800,0.15,4,1,1,100
0,115,41,100744,hot,1,626,1,1800,25,1,,1502,1800,0.15,4,1,1,100
0,116,42,100102,hot,1,438,1,1800,25,1,,1051,1800,0.15,4,1,1,100
0,117,43,101927,hot,1,1461,1,1800,25,1,,3506,1800,0.15,4,1,1,100
0,118,43,101934,hot,1,1885,1,1800,25,1,,4524,1800,0.15,4,1,1,100
0,119,44,100183,hot,1,817,1,1800,25,1,,1960,1800,0.15,4,1,1,100
0,120,44,100185,hot,1,832,1,1800,25,1,,1996,1800,0.15,4,1,1,100
0,121,45,100125,hot,1,2512,1,1800,25,1,,6028,1800,0.15,4,1,1,100
0,122,45,100166,hot,1,2516,1,1800,25,1,,6038,1800,0.15,4,1,1,100
0,123,45,100182,hot,1,3560,1,1800,25,1,,8544,1800,0.15,4,1,1,100
0,124,46,100125,hot,1,3462,1,1800,25,1,,8308,1800,0.15,4,1,1,100
0,125,47,100126,hot,1,2871,1,1800,25,1,,6890,1800,0.15,4,1,1,100
0,126,47,100568,hot,1,1907,1,1800,25,1,,4576,1800,0.15,4,1,1,100
0,127,48,100198,hot,1,1938,1,1800,25,1,,4651,1800,0.15,4,1,1,100
0,128,49,100196,hot,1,1411,1,1800,25,1,,3386,1800,0.15,4,1,1,100
0,129,50,100194,hot,1,1059,1,1800,25,1,,2541,1800,0.15,4,1,1,100
0,130,51,100155,hot,1,1414,1,1800,25,1,,3393,1800,0.15,4,1,1,100
0,131,52,100128,hot,1,2076,1,1800,25,1,,4982,1800,0.15,4,1,1,100
0,132,52,100152,hot,1,4547,1,1800,25,1,,10912,1800,0.15,4,1,1,100
0,133,53,100094,hot,1,655,1,1800,25,1,,1572,1800,0.15,4,1,1,100
0,134,53,100095,hot,1,461,1,1800,25,1,,1106,1800,0.15,4,1,1,100
0,135,54,100089,hot,1,335,1,1800,25,1,,804,1800,0.15,4,1,1,100
0,136,54,101957,hot,1,148,1,1800,25,1,,355,1800,0.15,4,1,1,100
0,137,55,100087,hot,1,969,1,1800,25,1,,2325,1800,0.15,4,1,1,100
0,138,55,100099,hot,1,1135,1,1800,25,1,,2724,1800,0.15,4,1,1,100
0,139,55,100258,hot,1,1452,1,1800,25,1,,3484,1800,0.15,4,1,1,100
0,140,56,100084,hot,1,608,1,1800,25,1,,1459,1800,0.15,4,1,1,100
0,141,57,100103,hot,1,843,1,1800,25,1,,2023,1800,0.15,4,1,1,100
0,142,57,100106,hot,1,951,1,1800,25,1,,2282,1800,0.15,4,1,1,100
0,143,58,100104,hot,1,2750,1,1800,25,1,,6600,1800,0.15,4,1,1,100
0,144,58,100110,hot,1,1563,1,1800,25,1,,3751,1800,0.15,4,1,1,100
0,145,59,100106,hot,1,608,1,1800,25,1,,1459,1800,0.15,4,1,1,100
0,146,59,100218,hot,1,289,1,1800,25,1,,693,1800,0.15,4,1,1,100
0,147,59,100223,hot,1,1133,1,1800,25,1,,2719,1800,0.15,4,1,1,100
0,148,60,100085,hot,1,518,1,1800,25,1,,1243,1800,0.15,4,1,1,100
0,149,61,100110,hot,1,686,1,1800,25,1,,1646,1800,0.15,4,1,1,100
0,150,62,100599,hot,1,1012,1,1800,25,1,,2428,1800,0.15,4,1,1,100
0,151,63,100238,hot,1,855,1,1800,25,1,,2052,1800,0.15,4,1,1,100
0,152,63,100242,hot,1,581,1,1800,25,1,,1394,1800,0.15,4,1,1,100
0,153,63,100243,hot,1,2004,1,1800,25,1,,4809,1800,0.15,4,1,1,100
0,154,64,100161,hot,1,2030,1,1800,25,1,,4872,1800,0.15,4,1,1,100
0,155,65,100117,hot,1,3242,1,1800,25,1,,7780,1800,0.15,4,1,1,100
0,156,65,100655,hot,1,2569,1,1800,25,1,,6165,1800,0.15,4,1,1,100
0,157,66,100239,hot,1,106,1,1800,25,1,,254,1800,0.15,4,1,1,100
0,158,66,102554,hot,1,421,1,1800,25,1,,1010,1800,0.15,4,1,1,100
0,159,67,100199,hot,1,771,1,1800,25,1,,1850,1800,0.15,4,1,1,100
0,160,67,100645,hot,1,539,1,1800,25,1,,1293,1800,0.15,4,1,1,100
0,161,68,100154,hot,1,1410,1,1800,25,1,,3384,1800,0.15,4,1,1,100
0,162,68,100652,hot,1,1288,1,1800,25,1,,3091,1800,0.15,4,1,1,100
0,163,68,100654,hot,1,1426,1,1800,25,1,,3422,1800,0.15,4,1,1,100
0,164,69,100646,hot,1,840,1,1800,25,1,,2016,1800,0.15,4,1,1,100
0,165,69,100648,hot,1,2710,1,1800,25,1,,6504,1800,0.15,4,1,1,100
0,166,70,100663,hot,1,1378,1,1800,25,1,,3307,1800,0.15,4,1,1,100
0,167,71,100157,hot,1,2741,1,1800,25,1,,6578,1800,0.15,4,1,1,100
0,168,71,100160,hot,1,2587,1,1800,25,1,,6208,1800,0.15,4,1,1,100
0,169,72,100657,hot,1,1996,1,1800,25,1,,4790,1800,0.15,4,1,1,100
0,170,72,100699,hot,1,2678,1,1800,25,1,,6427,1800,0.15,4,1,1,100
0,171,73,100662,hot,1,6438,1,1800,25,1,,15451,1800,0.15,4,1,1,100
0,172,73,100665,hot,1,5681,1,1800,25,1,,13634,1800,0.15,4,1,1,100
0,173,73,103415,hot,1,7277,1,1800,25,1,,17464,1800,0.15,4,1,1,100
0,174,73,103978,hot,1,1518,1,1800,25,1,,3643,1800,0.15,4,1,1,100
0,175,74,100057,hot,1,171,1,1800,25,1,,410,1800,0.15,4,1,1,100
0,176,74,100062,hot,1,198,1,1800,25,1,,475,1800,0.15,4,1,1,100
0,177,75,100060,hot,1,250,1,1800,25,1,,600,1800,0.15,4,1,1,100
0,178,75,100061,hot,1,104,1,1800,25,1,,249,1800,0.15,4,1,1,100
0,179,76,100070,hot,1,684,1,1800,25,1,,1641,1800,0.15,4,1,1,100
0,180,76,100072,hot,1,454,1,1800,25,1,,1089,1800,0.15,4,1,1,100
0,181,76,100073,hot,1,296,1,1800,25,1,,710,1800,0.15,4,1,1,100
0,182,76,100080,hot,1,976,1,1800,25,1,,2342,1800,0.15,4,1,1,100
0,183,77,100206,hot,1,286,1,1800,25,1,,686,1800,0.15,4,1,1,100
0,184,77,100575,hot,1,459,1,1800,25,1,,1101,1800,0.15,4,1,1,100
0,185,77,100580,hot,1,658,1,1800,25,1,,1579,1800,0.15,4,1,1,100
0,186,78,100205,hot,1,1038,1,1800,25,1,,2491,1800,0.15,4,1,1,100
0,187,78,100259,hot,1,917,1,1800,25,1,,2200,1800,0.15,4,1,1,100
0,188,78,100571,hot,1,1097,1,1800,25,1,,2632,1800,0.15,4,1,1,100
0,189,79,100202,hot,1,855,1,1800,25,1,,2052,1800,0.15,4,1,1,100
0,190,79,100597,hot,1,1366,1,1800,25,1,,3278,1800,0.15,4,1,1,100
0,191,80,100201,hot,1,928,1,1800,25,1,,2227,1800,0.15,4,1,1,100
0,192,80,100256,hot,1,1107,1,1800,25,1,,2656,1800,0.15,4,1,1,100
0,193,80,100585,hot,1,1320,1,1800,25,1,,3168,1800,0.15,4,1,1,100
0,194,81,100257,hot,1,1187,1,1800,25,1,,2848,1800,0.15,4,1,1,100
0,195,81,100604,hot,1,741,1,1800,25,1,,1778,1800,0.15,4,1,1,100
0,196,81,100675,hot,1,1646,1,1800,25,1,,3950,1800,0.15,4,1,1,100
0,197,82,100610,hot,1,868,1,1800,25,1,,2083,1800,0.15,4,1,1,100
0,198,82,100613,hot,1,1403,1,1800,25,1,,3367,1800,0.15,4,1,1,100
0,199,82,100675,hot,1,1037,1,1800,25,1,,2488,1800,0.15,4,1,1,100
0,200,83,100603,hot,1,569,1,1800,25,1,,1365,1800,0.15,4,1,1,100
0,201,84,100615,hot,1,613,1,1800,25,1,,1471,1800,0.15,4,1,1,100
0,202,85,100619,hot,1,2516,1,1800,25,1,,6038,1800,0.15,4,1,1,100
0,203,85,100621,hot,1,2555,1,1800,25,1,,6132,1800,0.15,4,1,1,100
0,204,86,100620,hot,1,3191,1,1800,25,1,,7658,1800,0.15,4,1,1,100
0,205,86,100673,hot,1,2168,1,1800,25,1,,5203,1800,0.15,4,1,1,100
0,206,87,100639,hot,1,2643,1,1800,25,1,,6343,1800,0.15,4,1,1,100
0,207,87,100672,hot,1,1862,1,1800,25,1,,4468,1800,0.15,4,1,1,100
0,208,88,100638,hot,1,2690,1,1800,25,1,,6456,1800,0.15,4,1,1,100
0,209,88,100666,hot,1,2611,1,1800,25,1,,6266,1800,0.15,4,1,1,100
0,210,89,100627,hot,1,2030,1,1800,25,1,,4872,1800,0.15,4,1,1,100
0,211,89,100630,hot,1,2021,1,1800,25,1,,4850,1800,0.15,4,1,1,100
0,212,90,100644,hot,1,617,1,1800,25,1,,1480,1800,0.15,4,1,1,100
0,213,91,100670,hot,1,2973,1,1800,25,1,,7135,1800,0.15,4,1,1,100
0,214,91,103983,hot,1,1762,1,1800,25,1,,4228,1800,0.15,4,1,1,100
0,215,92,100055,hot,1,233,1,1800,25,1,,559,1800,0.15,4,1,1,100
0,216,92,100062,hot,1,319,1,1800,25,1,,765,1800,0.15,4,1,1,100
0,217,92,100063,hot,1,179,1,1800,25,1,,429,1800,0.15,4,1,1,100
0,218,93,100073,hot,1,293,1,1800,25,1,,703,1800,0.15,4,1,1,100
0,219,93,100074,hot,1,173,1,1800,25,1,,415,1800,0.15,4,1,1,100
0,220,94,100074,hot,1,1116,1,1800,25,1,,2678,1800,0.15,4,1,1,100
0,221,94,100075,hot,1,760,1,1800,25,1,,1824,1800,0.15,4,1,1,100
0,222,94,101839,hot,1,618,1,1800,25,1,,1483,1800,0.15,4,1,1,100
0,223,94,101840,hot,1,859,1,1800,25,1,,2061,1800,0.15,4,1,1,100
0,224,95,100570,hot,1,471,1,1800,25,1,,1130,1800,0.15,4,1,1,100
0,225,95,101836,hot,1,1120,1,1800,25,1,,2688,1800,0.15,4,1,1,100
0,226,96,100573,hot,1,273,1,1800,25,1,,655,1800,0.15,4,1,1,100
0,227,96,101839,hot,1,1150,1,1800,25,1,,2760,1800,0.15,4,1,1,100
0,228,97,100078,hot,1,753,1,1800,25,1,,1807,1800,0.15,4,1,1,100
0,229,97,100574,hot,1,256,1,1800,25,1,,614,1800,0.15,4,1,1,100
0,230,97,100575,hot,1,215,1,1800,25,1,,516,1800,0.15,4,1,1,100
0,231,97,100578,hot,1,674,1,1800,25,1,,1617,1800,0.15,4,1,1,100
0,232,98,100586,hot,1,1311,1,1800,25,1,,3146,1800,0.15,4,1,1,100
0,233,98,100587,hot,1,2290,1,1800,25,1,,5496,1800,0.15,4,1,1,100
0,234,98,100590,hot,1,785,1,1800,25,1,,1884,1800,0.15,4,1,1,100
0,235,99,100562,hot,1,1170,1,1800,25,1,,2808,1800,0.15,4,1,1,100
0,236,99,100605,hot,1,840,1,1800,25,1,,2016,1800,0.15,4,1,1,100
0,237,99,100607,hot,1,442,1,1800,25,1,,1060,1800,0.15,4,1,1,100
0,238,100,100263,hot,1,2389,1,1800,25,1,,5733,1800,0.15,4,1,1,100
0,239,100,100497,hot,1,2987,1,1800,25,1,,7168,1800,0.15,4,1,1,100
0,240,101,100556,hot,1,1211,1,1800,25,1,,2906,1800,0.15,4,1,1,100
0,241,101,100558,hot,1,1179,1,1800,25,1,,2829,1800,0.15,4,1,1,100
0,242,102,100543,hot,1,440,1,1800,25,1,,1056,1800,0.15,4,1,1,100
0,243,102,100545,hot,1,1358,1,1800,25,1,,3259,1800,0.15,4,1,1,100
0,244,103,100553,hot,1,2641,1,1800,25,1,,6338,1800,0.15,4,1,1,100
0,245,103,100560,hot,1,2740,1,1800,25,1,,6576,1800,0.15,4,1,1,100
0,246,104,100552,hot,1,811,1,1800,25,1,,1946,1800,0.15,4,1,1,100
0,247,105,100526,hot,1,3949,1,1800,25,1,,9477,1800,0.15,4,1,1,100
0,248,105,100535,hot,1,4035,1,1800,25,1,,9684,1800,0.15,4,1,1,100
0,249,105,100541,hot,1,4033,1,1800,25,1,,9679,1800,0.15,4,1,1,100
0,250,106,100540,hot,1,2431,1,1800,25,1,,5834,1800,0.15,4,1,1,100
0,251,106,100541,hot,1,2387,1,1800,25,1,,5728,1800,0.15,4,1,1,100
0,252,106,100546,hot,1,3931,1,1800,25,1,,9434,1800,0.15,4,1,1,100
0,253,107,100550,hot,1,7966,1,1800,25,1,,19118,1800,0.15,4,1,1,100
0,254,107,100624,hot,1,3981,1,1800,25,1,,9554,1800,0.15,4,1,1,100
0,255,108,101854,hot,1,258,1,1800,25,1,,619,1800,0.15,4,1,1,100
0,256,108,101858,hot,1,248,1,1800,25,1,,595,1800,0.15,4,1,1,100
0,257,109,100027,hot,1,228,1,1800,25,1,,547,1800,0.15,4,1,1,100
0,258,109,100038,hot,1,230,1,1800,25,1,,552,1800,0.15,4,1,1,100
0,259,109,100039,hot,1,212,1,1800,25,1,,508,1800,0.15,4,1,1,100
0,260,109,100041,hot,1,257,1,1800,25,1,,616,1800,0.15,4,1,1,100
0,261,110,100064,hot,1,521,1,1800,25,1,,1250,1800,0.15,4,1,1,100
0,262,110,100192,hot,1,549,1,1800,25,1,,1317,1800,0.15,4,1,1,100
0,263,110,100255,hot,1,387,1,1800,25,1,,928,1800,0.15,4,1,1,100
0,264,110,101842,hot,1,595,1,1800,25,1,,1428,1800,0.15,4,1,1,100
0,265,111,100178,hot,1,841,1,1800,25,1,,2018,1800,0.15,4,1,1,100
0,266,111,100179,hot,1,769,1,1800,25,1,,1845,1800,0.15,4,1,1,100
0,267,111,101843,hot,1,750,1,1800,25,1,,1800,1800,0.15,4,1,1,100
0,268,111,101846,hot,1,587,1,1800,25,1,,1408,1800,0.15,4,1,1,100
0,269,112,101813,hot,1,672,1,1800,25,1,,1612,1800,0.15,4,1,1,100
0,270,112,101819,hot,1,1360,1,1800,25,1,,3264,1800,0.15,4,1,1,100
0,271,112,101820,hot,1,1334,1,1800,25,1,,3201,1800,0.15,4,1,1,100
0,272,112,101822,hot,1,702,1,1800,25,1,,1684,1800,0.15,4,1,1,100
0,273,113,101816,hot,1,627,1,1800,25,1,,1504,1800,0.15,4,1,1,100
0,274,113,101817,hot,1,145,1,1800,25,1,,348,1800,0.15,4,1,1,100
0,275,113,101827,hot,1,459,1,1800,25,1,,1101,1800,0.15,4,1,1,100
0,276,114,100188,hot,1,949,1,1800,25,1,,2277,1800,0.15,4,1,1,100
0,277,114,100189,hot,1,1199,1,1800,25,1,,2877,1800,0.15,4,1,1,100
0,278,114,100216,hot,1,915,1,1800,25,1,,2196,1800,0.15,4,1,1,100
0,279,115,100187,hot,1,944,1,1800,25,1,,2265,1800,0.15,4,1,1,100
0,280,115,100217,hot,1,1355,1,1800,25,1,,3252,1800,0.15,4,1,1,100
0,281,115,101829,hot,1,2249,1,1800,25,1,,5397,1800,0.15,4,1,1,100
0,282,115,101832,hot,1,1313,1,1800,25,1,,3151,1800,0.15,4,1,1,100
0,283,116,101832,hot,1,817,1,1800,25,1,,1960,1800,0.15,4,1,1,100
0,284,116,101837,hot,1,2320,1,1800,25,1,,5568,1800,0.15,4,1,1,100
0,285,117,100740,hot,1,505,1,1800,25,1,,1212,1800,0.15,4,1,1,100
0,286,118,100741,hot,1,1163,1,1800,25,1,,2791,1800,0.15,4,1,1,100
0,287,118,101829,hot,1,2581,1,1800,25,1,,6194,1800,0.15,4,1,1,100
0,288,118,104446,hot,1,2378,1,1800,25,1,,5707,1800,0.15,4,1,1,100
0,289,119,100193,hot,1,2076,1,1800,25,1,,4982,1800,0.15,4,1,1,100
0,290,119,100498,hot,1,719,1,1800,25,1,,1725,1800,0.15,4,1,1,100
0,291,120,100563,hot,1,1702,1,1800,25,1,,4084,1800,0.15,4,1,1,100
0,292,120,100565,hot,1,1313,1,1800,25,1,,3151,1800,0.15,4,1,1,100
0,293,120,104447,hot,1,1845,1,1800,25,1,,4428,1800,0.15,4,1,1,100
0,294,121,100499,hot,1,3029,1,1800,25,1,,7269,1800,0.15,4,1,1,100
0,295,121,100671,hot,1,1403,1,1800,25,1,,3367,1800,0.15,4,1,1,100
0,296,122,100507,hot,1,1471,1,1800,25,1,,3530,1800,0.15,4,1,1,100
0,297,123,100308,hot,1,647,1,1800,25,1,,1552,1800,0.15,4,1,1,100
0,298,123,100494,hot,1,2810,1,1800,25,1,,6744,1800,0.15,4,1,1,100
0,299,123,100526,hot,1,2026,1,1800,25,1,,4862,1800,0.15,4,1,1,100
0,300,124,100502,hot,1,3484,1,1800,25,1,,8361,1800,0.15,4,1,1,100
0,301,124,100510,hot,1,2670,1,1800,25,1,,6408,1800,0.15,4,1,1,100
0,302,124,100511,hot,1,2534,1,1800,25,1,,6081,1800,0.15,4,1,1,100
0,303,124,100514,hot,1,4158,1,1800,25,1,,9979,1800,0.15,4,1,1,100
0,304,125,100504,hot,1,4124,1,1800,25,1,,9897,1800,0.15,4,1,1,100
0,305,125,100508,hot,1,2730,1,1800,25,1,,6552,1800,0.15,4,1,1,100
0,306,125,100509,hot,1,2550,1,1800,25,1,,6120,1800,0.15,4,1,1,100
0,307,125,100517,hot,1,4156,1,1800,25,1,,9974,1800,0.15,4,1,1,100
0,308,126,100309,hot,1,1914,1,1800,25,1,,4593,1800,0.15,4,1,1,100
0,309,126,100495,hot,1,1918,1,1800,25,1,,4603,1800,0.15,4,1,1,100
0,310,126,100496,hot,1,1836,1,1800,25,1,,4406,1800,0.15,4,1,1,100
0,311,127,100515,hot,1,1408,1,1800,25,1,,3379,1800,0.15,4,1,1,100
